date,USDCHF,GBPUSD,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.31,-124.00000000000189,-2.0000000000131024,-41.000000000002146,-21.999999999988695,-164.99999999999204,-32.999999999994145,0.0,-150.00000000000568,-228.00000000000597,-61.99999999999761,0.0,-25.99999999999625,,-852.9999999999975
2021.05.31,-91.00000000000774,41.99999999998649,-65.00000000000395,0.0,-30.9999999999917,9.00000000000345,152.00000000001523,-16.999999999995907,-255.99999999998957,-57.00000000000216,105.00000000000398,64.99999999999773,,-143.9999999999842
2021.05.31,-100.00000000000009,89.00000000000574,-137.9999999999937,117.00000000001154,10.000000000005116,-25.999999999992696,326.0000000000218,10.99999999999568,-442.9999999999934,10.000000000005116,114.99999999999488,88.00000000000807,,59.0000000000681
2021.05.31,-97.00000000000264,90.99999999999665,-137.9999999999937,139.00000000000023,118.00000000000921,-17.000000000000348,341.0000000000082,58.9999999999975,-411.0000000000058,24.00000000000091,164.00000000000148,100.99999999999909,,374.0000000000108
2021.05.31,-106.00000000000608,99.00000000000463,-126.0000000000039,151.00000000001222,109.99999999999943,-25.999999999992696,350.9999999999991,63.99999999999295,-546.000000000002,39.00000000000148,183.9999999999975,52.00000000000671,,246.00000000000932
2021.05.31,-135.00000000000733,46.999999999997044,-158.99999999999804,152.0000000000188,118.99999999999977,-34.99999999999615,342.00000000001296,74.99999999998863,-554.9999999999944,34.000000000006025,195.99999999999795,64.99999999999773,,146.00000000002296
2021.05.31,-161.00000000000003,-14.000000000002899,-188.00000000001037,137.00000000000932,97.00000000000841,-44.99999999999504,302.99999999999727,42.999999999977945,-699.9999999999895,33.00000000000125,162.00000000000614,-34.99999999999659,,-367.9999999999942
2021.05.31,-160.00000000000458,-11.00000000000545,-217.0000000000005,137.00000000000932,-25.99999999999625,-30.999999999992145,162.00000000000614,-116.00000000001387,-710.0000000000106,-100.99999999999909,76.99999999999818,-104.99999999998977,,-1100.9999999999986
2021.05.31,-119.00000000000244,38.0000000000047,-175.99999999999838,136.00000000000279,-39.99999999999204,-35.999999999991594,133.00000000000978,-138.00000000000523,-625.0000000000089,-113.99999999999011,111.99999999999477,-85.99999999999852,,-914.9999999999752
2021.05.31,-58.000000000002494,123.00000000000644,-148.99999999999915,121.00000000001555,-9.999999999990905,-19.999999999997797,135.00000000001933,-123.00000000001887,-568.9999999999973,-112.99999999999955,129.0000000000049,-72.00000000000273,,-605.9999999999626
2021.05.31,-31.999999999998696,212.99999999999653,-130.0000000000079,170.00000000000347,0.0,4.999999999999449,212.0000000000175,-117.00000000001864,-485.0000000000021,-125.99999999999056,188.99999999999295,-19.99999999999602,,-121.00000000000404
