date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,empty,sum
2015.08.10,120.99999999999334,-68.00000000000139,-11.00000000000545,27.000000000001023,128.000000000017,66.99999999999484,285.00000000000193,-198.99999999999363,,350.00000000000773
2015.08.10,126.0000000000039,-15.999999999993797,12.999999999996348,70.00000000000739,124.99999999999733,92.99999999999864,248.00000000000378,-127.00000000001043,,532.0000000000031
2015.08.10,175.99999999999838,-71.99999999998319,-45.99999999999049,149.0000000000009,155.00000000001623,51.000000000001044,356.9999999999851,-252.99999999999213,,517.0000000000358
2015.08.10,163.99999999999747,-102.99999999998644,-24.999999999986144,133.00000000000978,221.00000000000452,5.999999999994898,356.9999999999851,-219.99999999999798,,533.0000000000213
2015.08.10,178.99999999999582,-65.99999999998829,5.000000000010552,157.0000000000107,236.99999999999832,68.00000000000139,360.0000000000048,-215.99999999999397,,724.0000000000392
2015.08.10,219.99999999999798,-17.999999999984695,43.999999999999595,186.9999999999976,303.0000000000088,85.99999999999719,371.99999999999454,-221.00000000000452,,973.0000000000064
2015.08.10,276.9999999999939,34.000000000000696,93.00000000000975,251.00000000000477,322.00000000000006,126.99999999999933,410.99999999998363,-232.00000000000998,,1282.999999999982
2015.08.10,253.99999999999866,2.0000000000131024,93.99999999999409,243.0000000000092,368.00000000001273,98.99999999999353,418.9999999999916,-215.99999999999397,,1263.000000000019
2015.08.10,204.00000000000418,-56.99999999999594,-12.999999999996348,174.99999999999716,285.00000000000193,-13.00000000000745,380.00000000000256,-259.0000000000092,,701.9999999999967
2015.08.10,173.00000000000094,-96.99999999999153,-96.00000000000719,161.00000000000136,261.0000000000001,-73.00000000000084,387.000000000004,-303.0000000000088,,412.999999999998
2015.08.10,232.99999999999432,16.000000000016,-1.999999999990898,207.00000000000784,337.0000000000095,-6.0000000000060005,365.99999999999966,-279.99999999999136,,871.0000000000391
2015.08.10,173.00000000000094,-24.999999999986144,1.0000000000065512,191.0000000000025,256.00000000001177,-13.00000000000745,322.00000000000006,-212.00000000001216,,693.000000000016
2015.08.10,163.99999999999747,-0.9999999999843467,-18.999999999991246,215.0000000000034,231.0000000000034,12.999999999996348,268.0000000000016,-218.00000000000708,,653.0000000000196
2015.08.10,161.00000000000003,-7.999999999985796,-35.00000000000725,231.99999999999932,216.00000000001617,30.999999999992145,270.99999999999903,-228.00000000000597,,640.0000000000077
