date,USDCHF,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.07.24,-20.0000000000089,34.000000000000696,-96.99999999999153,-9.999999999998899,-107.99999999999699,-7.0000000000014495,40.00000000000625,-59.99999999999339,16.0000000000049,67.99999999998363,96.99999999999153,215.00000000000963,-72.99999999997908,-119.00000000000244,-196.0000000000184,0.0,24.00000000000091,52.00000000000671,165.9999999999995,83.00000000001084,,105.00000000002352
2017.07.24,17.999999999995797,46.999999999997044,-62.99999999999084,36.0000000000027,-137.9999999999937,38.0000000000047,73.0000000000075,-60.99999999999994,77.00000000000485,150.99999999998204,104.99999999999955,354.0000000000099,-98.99999999998954,-64.0000000000196,-72.0000000000054,40.00000000000625,96.9999999999942,106.99999999999932,184.00000000000637,114.0000000000141,,944.0000000000252
2017.07.24,51.000000000001044,99.99999999998899,-96.99999999999153,47.00000000000814,-167.9999999999904,129.00000000000134,63.00000000000239,8.000000000008,116.00000000000499,168.00000000000637,221.00000000000452,184.00000000000637,-121.99999999998568,-191.00000000000784,-160.00000000000458,8.000000000009777,81.00000000000307,115.0000000000091,250.00000000000577,92.00000000000318,,895.0000000000831
2017.07.24,37.99999999999359,129.99999999998568,-73.99999999999629,86.0000000000083,-221.99999999999997,134.99999999999625,79.00000000000773,7.0000000000014495,142.00000000000878,193.9999999999884,234.00000000000088,226.00000000001506,-134.9999999999909,-192.00000000001438,-111.00000000001664,18.000000000000682,118.99999999999977,171.99999999999704,306.00000000000625,66.00000000001049,,1218.0000000000023
2017.07.24,23.999999999990695,195.9999999999962,-42.999999999993044,164.00000000000858,-207.99999999999707,178.99999999999582,36.000000000001364,17.000000000000348,208.00000000000819,186.9999999999834,269.9999999999925,307.99999999999716,-125.0,-216.00000000001617,-26.999999999999247,-1.9999999999953388,161.99999999999193,112.99999999999955,262.00000000000665,188.00000000001037,,1692.999999999982
2017.07.24,-12.000000000000899,174.99999999999181,-5.999999999994898,185.00000000000182,-206.99999999999054,113.00000000000753,-57.00000000000216,12.000000000000899,196.00000000000728,0.0,200.00000000000017,368.00000000001273,-12.000000000000455,-217.0000000000005,-37.00000000002035,-81.99999999999363,79.9999999999983,14.000000000010004,234.00000000000088,216.00000000001617,,1163.000000000044
2017.07.24,107.99999999999699,116.99999999998934,-116.99999999998934,108.00000000000809,-131.99999999999878,217.0000000000005,-263.00000000000523,42.0000000000087,220.00000000000907,-134.00000000001455,275.000000000003,283.99999999999534,138.00000000000523,-249.00000000001032,-78.00000000000028,-201.99999999999818,-48.00000000000182,-108.99999999999466,224.000000000002,224.000000000002,,625.000000000007
2017.07.24,86.99999999999264,201.99999999999108,-130.99999999999224,37.00000000000925,-84.99999999999064,269.9999999999925,-200.9999999999934,16.0000000000049,136.00000000000279,-1.0000000000047748,398.9999999999938,29.999999999996696,126.00000000000477,-235.00000000000742,-181.00000000000892,-188.99999999999295,-102.00000000000387,-134.9999999999909,173.00000000000094,192.99999999999872,,409.000000000003
2017.07.24,112.000000000001,203.99999999998198,-146.99999999998602,15.00000000000945,-80.99999999999774,302.0000000000023,-268.0000000000007,24.000000000001798,135.00000000000733,-39.99999999999204,429.99999999999704,-19.999999999997797,189.99999999999773,-230.00000000001907,-195.00000000001182,-229.99999999998977,-153.0000000000058,-167.0000000000016,180.99999999999784,174.00000000000747,,236.00000000000145
2017.07.24,134.99999999999625,224.99999999998633,-140.99999999999113,98.0000000000092,-64.99999999999284,351.99999999999676,-230.99999999999454,46.00000000000159,229.00000000000142,57.999999999992724,442.00000000000904,117.99999999999588,123.00000000001887,-220.00000000002018,-46.0000000000127,-176.9999999999925,-16.999999999995907,-140.99999999999113,157.00000000000713,302.0000000000023,,1247.0000000000264
2017.07.24,139.00000000000023,209.9999999999991,-140.99999999999113,107.00000000000153,-64.99999999999284,344.99999999999534,-138.00000000000523,50.0000000000056,243.00000000000432,162.00000000000614,421.0000000000047,163.00000000000205,21.000000000015007,-209.9999999999991,-13.000000000018552,-101.99999999998965,70.99999999999795,-67.99999999999784,158.0000000000026,314.99999999999864,,1668.0000000000384
2017.07.24,150.99999999999002,226.99999999999943,-110.99999999999443,161.00000000000003,-86.99999999999264,378.999999999996,-167.99999999999216,79.00000000000685,304.9999999999997,167.0000000000016,405.9999999999952,252.0000000000078,33.00000000001546,-174.00000000000747,88.99999999998354,-89.9999999999892,121.99999999999989,-55.999999999997385,162.0000000000066,358.9999999999982,,2206.0000000000273
2017.07.24,97.9999999999981,259.9999999999936,-104.99999999999955,148.0000000000037,-98.99999999999353,340.00000000000693,-147.99999999999613,40.00000000000669,251.00000000000122,150.00000000000568,442.00000000000904,182.99999999999983,26.00000000001046,-232.00000000000998,0.0,-117.999999999995,73.99999999999807,-72.99999999999329,173.00000000000094,327.00000000001063,,1737.0000000000575
2017.07.24,117.00000000000044,252.99999999999213,-99.99999999998899,168.00000000000148,-67.9999999999903,354.0000000000099,-206.00000000000307,59.000000000009045,282.0000000000045,96.00000000000364,421.0000000000047,233.00000000001654,80.0000000000125,-207.00000000000162,49.99999999999449,-140.00000000000057,69.00000000000261,-129.99999999999545,129.00000000000134,394.00000000000546,,1854.0000000000791
2017.07.24,109.99999999999899,273.9999999999965,-65.99999999998829,141.00000000000225,-23.999999999990695,371.00000000001023,-224.00000000000375,73.00000000000084,253.0000000000032,87.99999999999386,408.9999999999927,146.00000000000168,100.99999999999909,-181.00000000000892,-12.000000000012001,-137.99999999999102,18.000000000000682,-197.9999999999933,51.99999999999649,418.0000000000073,,1611.0000000000157
2017.07.24,131.99999999999878,295.0000000000008,-59.99999999999339,168.00000000000148,40.00000000000669,417.0000000000007,-129.99999999999545,97.00000000000264,296.0000000000074,262.00000000000045,424.00000000000216,181.00000000000892,-14.999999999986358,-152.0000000000188,64.99999999998174,-39.99999999999204,140.99999999999113,-182.00000000000216,-34.000000000000696,548.9999999999995,,2454.0000000000136
2017.07.24,170.99999999999892,295.0000000000008,-34.99999999998504,129.00000000000134,47.00000000000814,468.00000000000176,-117.00000000000443,141.00000000000225,292.00000000000335,336.9999999999891,392.9999999999989,100.99999999999554,-72.99999999997908,-118.00000000001809,0.0,22.00000000000557,143.99999999999125,-149.0000000000009,-58.99999999999794,504.9999999999999,,2494.000000000011
