date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2021.08.23,0.0,-15.999999999993797,-78.99999999998464,-102.99999999999443,-292.00000000000335,-2.000000000002,-97.00000000001374,-68.00000000000139,-167.0000000000016,-121.99999999999989,0.0,-424.99999999998647,-756.0000000000011,-124.99999999999733,-381.99999999999346,-96.00000000000364,-239.00000000000432,-137.00000000000045,-204.99999999999963,,-3310.999999999982
2021.08.23,58.000000000002494,11.00000000000545,-70.99999999999883,-92.99999999998931,-268.0000000000016,31.999999999998696,-100.0000000000112,-124.00000000001299,-167.0000000000016,-162.99999999999093,55.999999999983174,-380.00000000000256,-712.0000000000015,-1.0000000000065512,-357.99999999999164,-33.00000000000125,-233.99999999999466,-185.00000000000227,-227.99999999999488,,-2960.000000000012
2021.08.23,48.000000000003595,38.0000000000047,-106.99999999999044,-144.99999999999602,-269.00000000000813,58.99999999999794,-253.00000000001432,-129.00000000000134,-216.99999999999875,-149.99999999999457,78.99999999997931,-489.99999999999045,-611.9999999999903,59.99999999999339,-306.9999999999906,-57.00000000000216,-296.0000000000065,-231.00000000000875,-234.00000000000088,,-3213.0000000000146
2021.08.23,143.9999999999997,103.00000000000864,-76.99999999999375,-164.99999999999204,-228.00000000000597,146.00000000000168,-264.0000000000198,-124.00000000001299,-183.9999999999975,-131.99999999999878,304.00000000000205,-448.9999999999883,-453.99999999999886,7.0000000000014495,-115.99999999998278,146.99999999999136,-322.00000000000273,-217.00000000001296,-241.00000000000233,,-2122.000000000004
2021.08.23,156.00000000000057,106.00000000000608,-66.99999999999484,-194.99999999999318,-200.00000000000017,175.00000000000293,-281.0000000000201,-127.00000000001043,-198.99999999999807,-122.99999999999534,342.9999999999893,-417.0000000000007,-392.9999999999989,-2.999999999997449,-133.99999999998968,173.99999999999238,-365.99999999999966,-252.00000000000955,-249.99999999999466,,-2053.0000000000114
2021.08.23,129.00000000000134,125.00000000001954,-71.99999999998319,-166.99999999998738,-184.00000000000637,173.9999999999964,-264.0000000000198,-119.00000000000244,-207.9999999999984,-123.99999999999079,346.99999999998,-424.00000000000216,-422.9999999999956,-1.0000000000065512,-136.99999999998712,182.99999999999272,-344.99999999999886,-239.00000000000432,-249.99999999999466,,-1998.9999999999877
2021.08.23,104.99999999999955,150.00000000000568,-107.99999999999699,-218.9999999999941,-171.00000000001003,187.9999999999993,-336.00000000000296,-114.99999999999844,-289.0000000000015,-121.99999999999989,371.9999999999857,-453.99999999999886,-411.99999999999017,-136.00000000000279,-204.99999999998852,192.99999999999784,-444.0000000000026,-306.0000000000116,-282.0000000000045,,-2591.0000000000155
2021.08.23,104.99999999999955,248.00000000000378,-131.99999999999878,-247.99999999999045,-96.99999999999153,246.00000000000176,-389.0000000000171,-129.00000000000134,-316.99999999999307,-59.99999999999339,546.999999999997,-456.9999999999963,-404.0000000000044,-218.00000000000708,-331.999999999999,272.99999999999613,-540.9999999999968,-417.0000000000016,-295.0000000000008,,-2616.9999999999936
2021.08.23,89.00000000000574,321.0000000000157,-188.9999999999947,-197.9999999999933,48.000000000003595,290.9999999999968,-413.00000000001893,-163.00000000000205,-271.0000000000008,-68.99999999999685,564.9999999999977,-360.9999999999891,-388.9999999999949,-239.00000000001143,-250.99999999997902,361.99999999999477,-537.0000000000061,-364.0000000000043,-226.00000000000398,,-1993.9999999999814
2021.08.23,-9.999999999998899,324.0000000000132,-282.9999999999888,-179.9999999999926,150.99999999999002,324.00000000000205,-358.00000000001387,-151.00000000001222,-394.00000000000546,-114.99999999999844,582.9999999999984,-217.0000000000005,-310.9999999999946,-256.00000000001177,-262.999999999991,417.0000000000016,-593.0000000000035,-418.00000000000637,-200.00000000000017,,-1950.000000000013
