names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
GBPUSD,10,['AUDCAD'],100.0,0.9460000000000001,S
USDJPY,20,['GBPUSD'],80.0,0.7175670995670999,S
AUDUSD,15,"['NZDCAD', 'EURGBP']",100.0,-0.3709523809523811,B
NZDUSD,10,"['USDCHF', 'AUDUSD', 'EURUSD']",100.0,1.0,S
EURCHF,20,"['AUDCHF', 'EURAUD']",100.0,0.33723443223443217,S
CADCHF,10,['GBPUSD'],100.0,0.98,S
AUDCHF,10,"['AUDUSD', 'EURNZD']",100.0,-0.02,B
NZDCHF,10,"['NZDJPY', 'EURNZD']",100.0,0.4802936507936508,S
GBPAUD,10,['AUDCAD'],80.0,0.97,S
EURCAD,10,['GBPUSD'],80.0,-0.972,B
EURAUD,10,"['USDCAD', 'EURNZD']",100.0,0.9620000000000001,S
AUDJPY,15,['NZDUSD'],80.0,1.0,S
NZDCAD,10,"['GBPUSD', 'GBPJPY']",100.0,-1.0,B
AUDNZD,10,"['USDCAD', 'EURNZD', 'CADCHF']",100.0,-1.0,B
