date,AUDJPY,empty,sum
2017.07.03,-175.00000000001137,,-175.00000000001137
2017.07.03,-153.0000000000058,,-153.0000000000058
2017.07.03,-279.0000000000106,,-279.0000000000106
2017.07.03,-323.0000000000075,,-323.0000000000075
2017.07.03,-365.99999999999966,,-365.99999999999966
2017.07.03,-326.0000000000076,,-326.0000000000076
2017.07.03,-294.00000000001114,,-294.00000000001114
2017.07.03,-301.00000000000193,,-301.00000000000193
2017.07.03,-213.00000000000807,,-213.00000000000807
2017.07.03,-255.00000000000966,,-255.00000000000966
2017.07.03,-292.0000000000016,,-292.0000000000016
2017.07.03,-248.00000000000466,,-248.00000000000466
2017.07.03,-228.00000000000864,,-228.00000000000864
2017.07.03,-268.0000000000007,,-268.0000000000007
2017.07.03,-281.0000000000059,,-281.0000000000059
2017.07.03,-274.0000000000009,,-274.0000000000009
2017.07.03,-286.00000000000136,,-286.00000000000136
2017.07.03,-306.0000000000116,,-306.0000000000116
2017.07.03,-302.0000000000067,,-302.0000000000067
2017.07.03,-290.00000000000625,,-290.00000000000625
2017.07.03,-362.000000000009,,-362.000000000009
2017.07.03,-426.00000000000193,,-426.00000000000193
2017.07.03,-421.0000000000065,,-421.0000000000065
2017.07.03,-401.00000000001046,,-401.00000000001046
2017.07.03,-391.00000000000534,,-391.00000000000534
2017.07.03,-400.0000000000057,,-400.0000000000057
2017.07.03,-416.000000000011,,-416.000000000011
2017.07.03,-441.0000000000025,,-441.0000000000025
2017.07.03,-460.00000000000796,,-460.00000000000796
2017.07.03,-484.00000000000887,,-484.00000000000887
2017.07.03,-451.0000000000076,,-451.0000000000076
2017.07.03,-476.0000000000133,,-476.0000000000133
2017.07.03,-489.0000000000043,,-489.0000000000043
2017.07.03,-526.0000000000105,,-526.0000000000105
2017.07.03,-666.000000000011,,-666.000000000011
2017.07.03,-592.000000000013,,-592.000000000013
2017.07.03,-674.0000000000066,,-674.0000000000066
2017.07.03,-695.0000000000074,,-695.0000000000074
2017.07.03,-678.0000000000115,,-678.0000000000115
2017.07.03,-725.0000000000085,,-725.0000000000085
2017.07.03,-724.0000000000038,,-724.0000000000038
2017.07.03,-704.0000000000077,,-704.0000000000077
2017.07.03,-723.0000000000132,,-723.0000000000132
2017.07.03,-718.0000000000035,,-718.0000000000035
2017.07.03,-690.0000000000119,,-690.0000000000119
2017.07.03,-844.0000000000083,,-844.0000000000083
2017.07.03,-853.0000000000086,,-853.0000000000086
2017.07.03,-803.0000000000115,,-803.0000000000115
2017.07.04,-781.0000000000059,,-781.0000000000059
2017.07.04,-759.0000000000003,,-759.0000000000003
2017.07.04,-768.0000000000007,,-768.0000000000007
2017.07.04,-753.0000000000001,,-753.0000000000001
2017.07.04,-786.0000000000014,,-786.0000000000014
2017.07.04,-856.0000000000088,,-856.0000000000088
2017.07.04,-831.0000000000031,,-831.0000000000031
2017.07.04,-805.0000000000068,,-805.0000000000068
2017.07.04,-737.000000000009,,-737.000000000009
2017.07.04,-894.0000000000055,,-894.0000000000055
2017.07.04,-770.0000000000102,,-770.0000000000102
2017.07.04,-734.0000000000089,,-734.0000000000089
2017.07.04,-776.0000000000105,,-776.0000000000105
2017.07.04,-846.0000000000036,,-846.0000000000036
2017.07.04,-873.0000000000047,,-873.0000000000047
2017.07.04,-829.0000000000077,,-829.0000000000077
2017.07.04,-199.00000000001228,,-199.00000000001228
2017.07.04,95.99999999998943,,95.99999999998943
2017.07.04,33.999999999991815,,33.999999999991815
2017.07.04,17.99999999998647,,17.99999999998647
2017.07.04,45.99999999999227,,45.99999999999227
2017.07.04,-10.000000000005116,,-10.000000000005116
2017.07.04,-105.00000000000398,,-105.00000000000398
2017.07.04,-93.00000000000352,,-93.00000000000352
2017.07.04,67.99999999999784,,67.99999999999784
2017.07.04,61.99999999999761,,61.99999999999761
2017.07.04,41.99999999998738,,41.99999999998738
2017.07.04,-13.00000000000523,,-13.00000000000523
2017.07.04,-14.000000000010004,,-14.000000000010004
2017.07.04,-26.00000000001046,,-26.00000000001046
2017.07.04,-65.00000000001194,,-65.00000000001194
2017.07.04,-30.000000000001137,,-30.000000000001137
2017.07.04,0.999999999990564,,0.999999999990564
2017.07.04,-54.000000000002046,,-54.000000000002046
2017.07.04,-115.0000000000091,,-115.0000000000091
2017.07.04,-112.00000000000898,,-112.00000000000898
2017.07.04,-49.000000000006594,,-49.000000000006594
2017.07.04,0.999999999990564,,0.999999999990564
2017.07.04,-71.00000000001216,,-71.00000000001216
2017.07.04,-61.00000000000705,,-61.00000000000705
2017.07.04,-57.00000000000216,,-57.00000000000216
2017.07.04,-26.00000000001046,,-26.00000000001046
2017.07.04,-2.0000000000095497,,-2.0000000000095497
2017.07.04,-36.000000000001364,,-36.000000000001364
2017.07.04,-13.00000000000523,,-13.00000000000523
2017.07.04,-52.00000000000671,,-52.00000000000671
2017.07.04,-66.0000000000025,,-66.0000000000025
2017.07.04,-63.00000000000239,,-63.00000000000239
2017.07.05,-68.00000000001205,,-68.00000000001205
2017.07.05,-104.00000000001342,,-104.00000000001342
2017.07.05,-117.00000000000443,,-117.00000000000443
2017.07.05,6.999999999990791,,6.999999999990791
2017.07.05,12.000000000000455,,12.000000000000455
2017.07.05,29.999999999986926,,29.999999999986926
2017.07.05,6.999999999990791,,6.999999999990791
2017.07.05,-3.0000000000001137,,-3.0000000000001137
2017.07.05,-3.0000000000001137,,-3.0000000000001137
2017.07.05,54.99999999999261,,54.99999999999261
2017.07.05,49.99999999999716,,49.99999999999716
2017.07.05,1.9999999999953388,,1.9999999999953388
2017.07.05,-30.000000000001137,,-30.000000000001137
2017.07.05,-62.00000000001182,,-62.00000000001182
2017.07.05,-55.00000000000682,,-55.00000000000682
2017.07.05,-84.00000000000318,,-84.00000000000318
2017.07.05,-145.00000000001023,,-145.00000000001023
2017.07.05,-189.00000000000716,,-189.00000000000716
2017.07.05,-316.0000000000025,,-316.0000000000025
2017.07.05,-349.00000000000375,,-349.00000000000375
2017.07.05,-318.00000000001205,,-318.00000000001205
2017.07.05,-383.0000000000098,,-383.0000000000098
2017.07.05,-415.00000000000625,,-415.00000000000625
2017.07.05,-462.0000000000033,,-462.0000000000033
2017.07.05,-419.00000000001114,,-419.00000000001114
2017.07.05,-256.0000000000002,,-256.0000000000002
2017.07.05,-286.00000000000136,,-286.00000000000136
2017.07.05,-245.00000000000455,,-245.00000000000455
2017.07.05,-214.00000000001285,,-214.00000000001285
2017.07.05,-228.00000000000864,,-228.00000000000864
2017.07.05,-189.00000000000716,,-189.00000000000716
2017.07.05,-168.00000000000637,,-168.00000000000637
2017.07.05,-96.00000000000364,,-96.00000000000364
2017.07.05,-69.00000000000261,,-69.00000000000261
2017.07.05,157.99999999998704,,157.99999999998704
2017.07.05,195.99999999999795,,195.99999999999795
2017.07.05,204.9999999999983,,204.9999999999983
2017.07.05,159.9999999999966,,159.9999999999966
2017.07.05,113.99999999999011,,113.99999999999011
2017.07.05,122.99999999999045,,122.99999999999045
2017.07.05,83.99999999998897,,83.99999999998897
2017.07.05,65.99999999998829,,65.99999999998829
2017.07.05,-29.000000000010573,,-29.000000000010573
2017.07.05,-43.00000000000637,,-43.00000000000637
2017.07.05,-19.000000000005457,,-19.000000000005457
2017.07.05,15.000000000000568,,15.000000000000568
2017.07.05,15.999999999991132,,15.999999999991132
2017.07.05,-34.000000000006025,,-34.000000000006025
2017.07.06,-49.000000000006594,,-49.000000000006594
2017.07.06,-30.000000000001137,,-30.000000000001137
2017.07.06,4.9999999999954525,,4.9999999999954525
