date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,EURCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.04.20,-53.999999999998494,-22.999999999995246,82.00000000000429,-22.999999999995246,-107.00000000000153,-15.999999999993797,268.0000000000007,46.999999999997044,-92.00000000000318,105.00000000001819,-8.000000000008,104.99999999998977,-44.99999999998394,-189.00000000001694,16.000000000005343,54.99999999999261,207.9999999999984,190.00000000000128,,519.0000000000111
2020.04.20,24.000000000001798,-75.00000000000284,95.00000000000064,-34.000000000000696,-124.99999999999733,-7.0000000000014495,387.999999999991,9.999999999998899,-84.0000000000063,298.0000000000018,-87.99999999999919,223.99999999998954,-107.99999999999699,-151.9999999999966,85.00000000000796,151.9999999999868,290.9999999999968,160.00000000000458,,1053.9999999999784
2020.04.20,-102.00000000000209,-7.0000000000014495,50.0000000000167,-287.9999999999994,-26.999999999999247,-8.999999999992347,365.99999999999966,24.999999999997247,-160.00000000000458,257.000000000005,-293.0000000000099,215.99999999999397,-313.99999999999204,-594.0000000000057,-19.99999999999602,9.000000000000341,183.9999999999975,237.00000000002052,,-469.99999999997175
2020.04.20,-104.00000000000409,-2.999999999997449,49.00000000001015,-292.9999999999877,-95.00000000000064,-8.000000000008,444.9999999999932,90.0000000000012,-162.0000000000066,344.99999999999886,-293.99999999999426,294.9999999999875,-343.99999999998875,-365.0000000000153,39.00000000000148,73.99999999999807,292.99999999999216,126.0000000000039,,87.99999999998371
2020.04.20,-104.00000000000409,17.000000000000348,53.00000000001415,-305.9999999999841,-1.0000000000065512,-8.000000000008,450.9999999999934,-1.0000000000065512,-180.99999999999784,335.00000000000796,-290.9999999999968,304.9999999999926,-345.99999999997965,-653.999999999999,37.00000000000614,49.99999999999716,207.9999999999984,254.00000000002086,,-181.9999999999515
2020.04.20,-146.00000000000168,69.00000000000794,9.999999999998899,-390.0000000000015,100.00000000000009,-7.0000000000014495,463.99999999999864,-78.00000000000028,-185.99999999999727,340.0000000000034,-320.00000000000915,321.9999999999885,-377.9999999999894,-923.0000000000072,25.000000000005684,-48.00000000000182,128.0000000000001,246.00000000001288,,-771.9999999999936
2020.04.20,-175.99999999999838,119.00000000000244,-17.000000000000348,-395.99999999999636,117.99999999999588,-17.000000000000348,501.99999999999534,-75.9999999999983,-194.0000000000053,375.0,-265.0000000000041,365.99999999999966,-346.9999999999862,-923.0000000000072,76.99999999999818,55.999999999997385,150.99999999999625,362.00000000001785,,-284.9999999999934
2020.04.20,-180.0000000000024,72.0000000000054,-19.999999999997797,-394.00000000000546,92.99999999999864,-15.999999999993797,591.9999999999987,-51.000000000001044,-163.99999999999747,539.0000000000157,-314.99999999999864,463.99999999999864,-333.9999999999899,-856.0000000000123,144.99999999999602,143.99999999999125,231.99999999999932,369.0000000000193,,320.0000000000242
2020.04.20,-158.99999999999804,97.00000000001374,-17.000000000000348,-507.9999999999973,92.00000000000318,-5.000000000010552,586.9999999999891,-62.000000000006494,-185.00000000000182,477.00000000000387,-431.0000000000036,435.99999999999284,-468.9999999999861,-829.9999999999974,64.00000000000716,76.99999999999818,217.9999999999893,280.0000000000136,,-337.99999999999073
2020.04.20,-131.00000000000333,79.00000000000685,16.000000000016,-522.9999999999845,34.000000000000696,-5.999999999994898,559.9999999999881,-19.999999999997797,-195.00000000000074,430.0000000000068,-482.00000000000466,411.9999999999919,-531.9999999999991,-709.0000000000041,9.000000000000341,134.9999999999909,243.99999999999977,324.0000000000132,,-354.9999999999743
2020.04.20,-100.99999999999554,78.00000000000028,59.000000000009045,-536.0000000000032,76.99999999999375,-7.0000000000014495,592.9999999999893,-79.00000000000685,-224.9999999999974,429.00000000000205,-504.0000000000156,453.9999999999935,-609.9999999999994,-923.0000000000072,4.0000000000048885,116.99999999999022,198.99999999999807,367.0000000000062,,-608.0000000000391
2020.04.20,-170.00000000000347,131.99999999999878,-4.999999999988347,-564.9999999999933,76.99999999999375,-15.00000000000945,616.9999999999902,-39.00000000000014,-214.00000000000307,490.0000000000091,-459.0000000000094,487.99999999999955,-547.999999999993,-811.0000000000061,58.9999999999975,129.99999999999545,257.99999999999557,293.0000000000099,,-282.00000000001637
2020.04.20,-151.00000000000114,127.00000000001043,9.999999999998899,-580.999999999987,4.999999999999449,-15.00000000000945,581.9999999999936,19.00000000000235,-219.99999999999798,427.0000000000209,-486.00000000000864,445.99999999999795,-583.9999999999845,-618.0000000000074,9.000000000000341,99.99999999999432,301.9999999999925,177.00000000000495,,-450.9999999999805
2020.04.20,-168.99999999999693,195.9999999999962,-15.999999999993797,-614.0000000000034,14.000000000002899,-7.0000000000014495,596.9999999999942,20.999999999993246,-248.99999999999923,388.00000000000523,-431.0000000000036,449.99999999998863,-581.9999999999936,-608.0000000000085,13.999999999995794,113.99999999999011,312.9999999999882,190.00000000000128,,-379.0000000000448
