date,USDCHF,EURUSD,USDCAD,NZDUSD,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.04.20,-109.99999999999899,0.0,-31.000000000003247,0.0,0.0,-36.0000000000027,-82.99999999999974,-107.00000000000153,-12.999999999976808,-19.00000000001345,0.0,-74.99999999998064,-251.00000000000122,-22.999999999996135,-57.00000000000216,-9.000000000000341,0.0,,-813.999999999977
2020.04.20,-76.99999999999375,62.000000000006494,-38.0000000000047,60.99999999999994,120.99999999999511,-46.999999999997044,-6.0000000000060005,-138.00000000000477,4.000000000019099,-97.00000000001374,90.99999999999397,-191.99999999999218,-324.0000000000132,16.000000000005343,48.99999999999238,105.99999999999454,115.00000000002063,,-293.9999999999979
2020.04.20,-104.00000000000409,35.00000000000725,-336.00000000000296,9.00000000000345,297.9999999999876,-78.00000000000028,-12.000000000000899,-172.00000000000549,165.00000000002046,-411.0000000000058,151.9999999999868,-388.9999999999949,-645.0000000000067,-69.00000000000261,7.999999999995566,119.99999999999034,145.00000000001734,,-1284.000000000015
2020.04.20,-131.00000000000333,21.00000000000435,-384.9999999999909,-24.000000000001798,355.99999999999454,-78.99999999999574,-36.0000000000027,-167.00000000000603,249.00000000002365,-394.00000000000546,199.99999999998863,-395.99999999999636,-629.0000000000128,-28.999999999996362,0.0,110.99999999999,-202.9999999999976,,-1536.0000000000082
2020.04.20,-112.99999999999643,41.000000000002146,-310.9999999999946,-7.9999999999968985,399.0000000000009,-60.00000000000449,-9.00000000000345,-192.00000000000327,278.99999999999636,-320.00000000000915,246.9999999999999,-353.99999999998766,-684.000000000018,4.9999999999954525,27.999999999991587,189.99999999999773,121.00000000001555,,-741.0000000000142
2020.04.20,-146.99999999999713,9.000000000014552,-390.0000000000015,-102.00000000000209,437.9999999999882,-90.99999999999665,-89.00000000000574,-204.99999999999963,312.0000000000118,-371.00000000001023,295.99999999999227,-434.000000000001,-980.0000000000031,-4.0000000000048885,-61.00000000000705,102.99999999999443,208.00000000000819,,-1508.0000000000196
2020.04.20,-212.00000000000108,-61.99999999998429,-405.9999999999952,-146.99999999999713,454.9999999999983,-70.0000000000034,-109.00000000000354,-214.99999999999852,320.99999999999795,-351.99999999999676,306.99999999998795,-385.99999999999744,-1039.9999999999966,16.999999999995907,-48.00000000000182,96.9999999999942,243.00000000001543,,-1606.9999999999864
2020.04.20,-180.0000000000024,-19.999999999997797,-404.0000000000044,-134.0000000000008,493.9999999999998,-65.00000000000395,-109.00000000000354,-209.00000000000364,362.0000000000232,-330.0000000000081,355.99999999999454,-396.9999999999807,-1052.0000000000084,69.00000000000261,50.99999999998772,149.99999999999147,303.0000000000088,,-1115.0000000000057
2020.04.20,-182.99999999999983,-26.999999999999247,-641.0000000000027,-143.9999999999997,567.9999999999978,-172.00000000000549,-104.99999999999955,-218.00000000000708,444.0000000000168,-561.9999999999958,423.9999999999924,-627.9999999999841,-1007.0000000000024,7.000000000005002,44.999999999987494,183.9999999999975,261.0000000000001,,-1753.9999999999986
2020.04.20,-193.99999999999417,-46.999999999997044,-624.0000000000023,-121.99999999999989,509.9999999999909,-146.00000000000168,-75.00000000000284,-216.0000000000051,361.0000000000184,-548.0000000000151,358.99999999999466,-557.9999999999918,-904.0000000000159,-15.000000000000568,41.99999999998738,185.99999999999284,268.0000000000016,,-1723.0000000000407
2020.04.20,-148.99999999999915,0.0,-561.9999999999958,-90.0000000000012,543.9999999999969,-180.99999999999784,-82.99999999999974,-236.00000000000287,375.0,-544.0000000000111,391.9999999999959,-652.9999999999925,-923.0000000000072,-21.000000000000796,68.9999999999884,189.99999999999773,299.00000000000483,,-1573.0000000000248
2020.04.20,-175.00000000000293,-7.0000000000014495,-615.9999999999943,-121.99999999999989,560.9999999999928,-180.99999999999784,-146.00000000000168,-229.00000000000142,402.00000000001523,-571.9999999999948,421.99999999999704,-637.9999999999831,-988.0000000000111,-25.000000000005684,62.99999999998818,167.0000000000016,275.000000000003,,-1808.9999999999961
2020.04.20,-187.00000000000384,-19.999999999997797,-605.9999999999955,-121.99999999999989,547.9999999999876,-160.00000000000458,-79.00000000000685,-226.99999999999943,411.00000000000136,-530.0000000000082,424.99999999999716,-609.9999999999994,-887.0000000000156,1.0000000000047748,80.99999999998886,193.9999999999884,172.0000000000166,,-1596.000000000046
2020.04.20,-183.99999999999528,-35.999999999991594,-651.9999999999859,-41.000000000002146,554.9999999999926,-173.00000000000094,-16.0000000000049,-253.0000000000032,364.0000000000043,-504.0000000000156,421.99999999999704,-626.9999999999998,-734.0000000000124,-16.999999999995907,63.99999999999295,266.9999999999959,143.00000000000423,,-1422.0000000000205
2020.04.20,-168.99999999999693,-17.000000000000348,-622.9999999999958,-17.000000000000348,575.9999999999934,-175.00000000000293,12.999999999996348,-279.00000000000705,360.00000000001364,-470.00000000001484,435.99999999999284,-624.9999999999867,-629.9999999999973,-12.000000000000455,101.99999999998965,302.99999999999727,-236.99999999999832,,-1464.000000000018
2020.04.20,-100.00000000000009,60.99999999999994,-539.999999999985,239.0000000000003,626.9999999999953,-185.00000000000182,217.0000000000005,-300.0000000000003,399.0000000000009,-446.9999999999974,498.9999999999952,-648.9999999999885,-9.000000000014552,25.000000000005684,191.99999999999307,551.9999999999925,-194.99999999998963,,386.00000000000625
2020.04.20,-134.99999999999625,15.00000000000945,-638.0000000000052,231.99999999999886,603.9999999999992,-209.00000000000364,224.000000000002,-313.00000000000773,358.0000000000041,-480.00000000001376,456.99999999999363,-701.9999999999804,7.999999999985796,-19.000000000005457,183.9999999999975,560.9999999999928,-191.99999999999218,,-45.00000000002129
2020.04.20,-234.00000000000088,-99.00000000000463,-780.000000000003,124.00000000000189,521.9999999999914,-209.00000000000364,180.99999999999784,-326.0000000000041,205.0000000000125,-446.0000000000131,368.9999999999998,-703.9999999999935,-100.0000000000112,-81.00000000000307,131.9999999999908,461.9999999999891,-109.99999999998789,,-1094.0000000000412
2020.04.20,-336.00000000000296,-214.00000000000307,-899.9999999999897,45.000000000006146,452.99999999998875,-201.00000000000674,163.99999999999747,-330.0000000000081,168.00000000000637,-506.0000000000064,293.99999999999693,-668.9999999999862,-148.00000000001478,-111.0000000000042,105.99999999999454,406.9999999999965,-59.99999999999339,,-1838.0000000000293
2020.04.20,-288.9999999999948,-167.9999999999904,-805.9999999999956,106.00000000000608,489.9999999999949,-195.9999999999962,212.00000000000108,-314.99999999999864,204.00000000000773,-509.00000000000387,321.9999999999885,-669.9999999999928,-25.00000000000835,-72.99999999999329,160.99999999998715,458.999999999989,-72.99999999998974,,-1169.9999999999893
2020.04.20,-234.99999999999633,-109.99999999998789,-716.0000000000056,104.99999999999955,527.9999999999916,-168.99999999999693,156.99999999999602,-455.0000000000054,68.00000000001205,-320.00000000000915,364.9999999999949,-609.9999999999994,-185.00000000001293,-25.99999999999625,134.9999999999909,424.99999999999716,-17.000000000000348,,-1060.0000000000282
2020.04.20,-175.99999999999838,-29.999999999996696,-605.9999999999955,124.00000000000189,484.99999999999943,-146.00000000000168,170.00000000000347,-417.0000000000007,99.00000000001796,-182.0000000000155,322.9999999999933,-565.9999999999999,-181.00000000000892,-12.000000000000455,173.99999999999238,449.99999999998863,-72.99999999998974,,-564.0000000000103
2020.04.20,-161.00000000000003,-31.000000000003247,-539.0000000000006,285.00000000000193,487.99999999999955,-139.00000000000023,307.99999999999716,-509.00000000000387,-72.00000000000273,-39.999999999995595,321.9999999999885,-543.999999999989,272.99999999998994,-7.999999999995566,266.9999999999959,582.9999999999984,-37.99999999998249,,444.9999999999981
2020.04.20,-165.9999999999995,-31.000000000003247,-587.0000000000042,268.99999999999704,531.9999999999965,-214.99999999999852,302.9999999999977,-519.9999999999983,-102.00000000000387,-96.00000000000719,370.9999999999951,-713.9999999999924,239.99999999999577,-28.000000000005798,320.99999999999795,583.999999999989,-35.999999999991594,,124.99999999996453
2020.04.20,-14.999999999998348,151.9999999999966,-495.000000000001,412.9999999999967,616.9999999999902,-245.0000000000063,344.99999999999534,-548.0000000000041,60.000000000002274,-456.00000000001194,473.99999999998954,-865.999999999989,350.9999999999902,-49.99999999999716,418.99999999999693,682.9999999999927,16.000000000016,,854.9999999999587
2020.04.20,-21.999999999999797,171.00000000001003,-669.9999999999928,446.00000000000193,559.9999999999881,-304.00000000000426,375.9999999999986,-453.99999999999886,144.00000000000546,-581.9999999999936,451.9999999999982,-953.9999999999882,391.9999999999924,-156.99999999999648,396.99999999999136,692.9999999999978,-3.999999999981796,,484.00000000002797
2020.04.20,-158.0000000000026,26.0000000000149,-858.9999999999875,343.00000000000443,469.99999999999886,-302.9999999999977,354.9999999999942,-402.00000000000233,135.00000000001933,-700.999999999996,352.99999999999443,-972.9999999999794,346.9999999999862,-186.9999999999976,326.9999999999982,631.0000000000002,-37.99999999998249,,-633.999999999935
2020.04.20,-219.00000000000253,-49.99999999999449,-863.9999999999981,322.00000000000006,439.9999999999977,-273.000000000001,359.99999999999363,-390.0000000000015,58.9999999999975,-615.00000000001,313.99999999999295,-895.9999999999857,366.999999999984,-206.99999999999363,294.9999999999875,611.9999999999948,-38.99999999998904,,-784.0000000000277
2020.04.20,-251.99999999999667,-113.99999999999189,-1025.9999999999936,260.00000000000466,448.99999999999807,-314.99999999999864,310.9999999999946,-440.00000000000705,-14.999999999986358,-656.0000000000122,305.9999999999974,-963.999999999987,285.00000000000193,-256.0000000000002,220.99999999998943,573.9999999999981,-90.99999999999665,,-1722.9999999999861
2020.04.20,-221.00000000000452,-95.00000000000064,-1129.9999999999866,206.00000000000617,471.9999999999942,-389.000000000006,246.00000000000176,-528.0000000000063,-69.99999999999318,-670.000000000015,306.99999999998795,-1126.999999999989,34.000000000000696,-302.99999999999727,199.99999999998863,525.9999999999962,-76.99999999999375,,-2619.000000000016
2020.04.20,-263.99999999999756,-127.99999999999478,-1191.9999999999932,175.00000000000293,476.99999999998965,-394.00000000000546,256.0000000000007,-599.0000000000051,-203.9999999999793,-641.0000000000027,317.99999999999784,-1111.9999999999798,80.99999999999774,-304.00000000000205,178.99999999998784,513.9999999999958,-55.99999999998939,,-2893.999999999977
2020.04.20,-226.00000000000398,-86.99999999999264,-1044.0000000000005,223.00000000000654,487.99999999999955,-373.99999999999653,278.9999999999959,-562.0000000000069,-162.9999999999825,-495.000000000001,343.9999999999941,-1076.9999999999945,171.99999999999437,-277.000000000001,218.9999999999941,546.999999999997,-69.9999999999923,,-2102.9999999999905
2020.04.20,-251.99999999999667,-124.99999999999733,-1075.0000000000036,221.00000000000452,471.9999999999942,-387.99999999999943,292.00000000000335,-562.0000000000069,-167.0000000000016,-541.0000000000136,306.99999999998795,-1088.0,212.99999999999653,-296.99999999999704,229.99999999998977,545.0000000000017,-66.99999999999484,,-2282.000000000033
2020.04.20,-168.99999999999693,-24.000000000001798,-875.999999999988,265.99999999999955,513.9999999999958,-300.0000000000003,292.9999999999988,-613.000000000008,-233.99999999998045,-191.00000000000784,364.9999999999949,-899.9999999999897,221.99999999998886,-183.9999999999975,280.9999999999917,572.9999999999933,-53.999999999998494,,-1031.0000000000061
2020.04.20,-151.00000000000114,-11.999999999989797,-612.9999999999969,355.0000000000053,536.0000000000014,-182.00000000000438,327.99999999999494,-592.0000000000036,-137.9999999999768,75.00000000000284,378.9999999999907,-631.9999999999882,418.9999999999916,-48.00000000000182,347.999999999999,661.0000000000014,-81.9999999999821,,651.0000000000423
2020.04.20,-119.99999999999788,42.0000000000087,-539.0000000000006,472.00000000000574,572.9999999999933,-239.0000000000003,390.99999999999693,-509.00000000000387,19.000000000005457,-300.00000000001137,400.99999999999625,-747.9999999999931,547.999999999993,-48.00000000000182,402.9999999999916,728.9999999999992,-158.99999999999804,,915.9999999999833
2020.04.20,-53.00000000000304,97.9999999999981,-522.9999999999845,441.0000000000025,578.9999999999935,-212.00000000000108,380.00000000000256,-526.9999999999997,-12.000000000000455,-222.99999999999542,415.9999999999968,-691.9999999999815,519.9999999999872,-46.999999999997044,410.99999999998715,710.9999999999985,-32.999999999994145,,1234.0000000000095
2020.04.20,-78.00000000000028,62.000000000006494,-622.9999999999958,436.9999999999985,560.9999999999928,-241.00000000000233,403.99999999999324,-485.99999999999756,-6.9999999999765805,-287.9999999999994,395.9999999999866,-768.9999999999975,566.9999999999842,-79.9999999999983,427.99999999999727,713.9999999999986,-48.99999999998794,,948.0000000000022
2020.04.20,-54.999999999993946,78.00000000000028,-585.9999999999976,446.9999999999974,547.9999999999876,-241.99999999999778,392.00000000000347,-431.0000000000036,72.00000000000273,-316.0000000000052,388.9999999999958,-742.9999999999826,534.9999999999966,-90.99999999999397,407.99999999998704,701.9999999999982,-35.999999999991594,,1071.000000000003
2020.04.20,-78.99999999999574,68.00000000000139,-821.000000000005,377.0000000000051,495.9999999999951,-316.0000000000052,334.00000000000097,-419.00000000000273,37.00000000000614,-601.000000000007,328.9999999999935,-940.9999999999918,383.99999999998437,-224.00000000000375,282.99999999998704,622.9999999999905,-66.99999999999484,,-537.000000000042
2020.04.20,-122.99999999999534,0.0,-853.9999999999992,341.0000000000024,479.99999999998977,-341.99999999999784,332.99999999999443,-414.00000000000324,-4.9999999999954525,-649.0000000000107,301.9999999999925,-974.9999999999925,370.999999999988,-245.00000000000455,256.9999999999908,591.9999999999987,-79.99999999999119,,-1011.0000000000334
2020.04.20,-115.99999999999389,15.00000000000945,-763.9999999999869,312.9999999999966,504.99999999999545,-268.0000000000016,305.99999999999517,-438.00000000000506,-3.9999999999906777,-364.00000000000875,330.99999999998886,-805.9999999999956,285.00000000000193,-165.99999999999682,239.99999999999488,579.9999999999983,-110.99999999999443,,-461.99999999999307
2020.04.20,-163.99999999999747,-48.000000000003595,-1112.0000000000018,251.99999999999667,454.9999999999983,-404.0000000000044,273.000000000001,-411.0000000000058,-27.999999999991587,-731.000000000015,273.9999999999867,-1101.9999999999807,195.9999999999962,-344.99999999999886,141.9999999999959,522.9999999999961,-130.99999999999224,,-2361.0000000000214
2020.04.20,-151.9999999999966,-34.99999999998504,-1235.9999999999927,212.99999999999653,426.9999999999925,-487.99999999999955,215.99999999999397,-468.00000000000176,-185.99999999997863,-900.9999999999962,225.9999999999991,-1273.9999999999973,56.99999999999594,-456.00000000000307,6.999999999990791,427.99999999999727,-186.99999999998164,,-3808.999999999967
