date,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.08.17,-45.99999999999049,-34.99999999998504,-65.99999999999939,-177.00000000000495,-197.00000000000273,-80.99999999999774,-237.99999999999955,-46.00000000000159,-78.00000000000296,-101.00000000003995,-160.99999999998892,-78.00000000000296,-123.99999999999079,-364.9999999999931,-137.00000000000045,-109.99999999999943,-153.00000000000313,-292.00000000000335,,-2485.0000000000064
2015.08.17,-61.99999999998429,-24.999999999986144,-83.9999999999952,-87.99999999999919,-75.00000000000284,-52.000000000007596,-265.00000000000057,-60.99999999999994,-90.00000000000341,-168.0000000000348,-125.99999999998168,-99.99999999999432,-117.99999999999588,-218.99999999999142,-139.00000000001,-143.00000000000068,-85.99999999999719,-212.00000000001216,,-2112.9999999999973
2015.08.17,-102.00000000000209,-0.9999999999843467,-64.99999999999284,-68.99999999999685,-15.00000000000945,-31.000000000003247,-231.99999999999932,-79.00000000000685,-72.99999999997908,-87.00000000003705,-44.99999999998394,-121.00000000000932,-52.99999999999194,-49.99999999999449,-113.00000000001376,-102.00000000000387,-80.00000000000229,-90.99999999999665,,-1409.0000000000073
2015.08.17,-113.99999999999189,13.000000000018552,-47.9999999999925,-85.99999999999719,79.00000000000685,-12.999999999996348,-210.99999999999852,-97.9999999999981,-21.99999999999136,-78.0000000000225,53.999999999998494,-116.00000000001387,-98.99999999998244,-167.9999999999904,-140.00000000000057,-109.99999999999943,-97.9999999999981,-76.0000000000094,,-1330.9999999999588
2015.08.17,-190.99999999998562,15.00000000000945,-43.999999999999595,-109.99999999999899,97.9999999999981,-93.00000000000975,-215.0000000000034,-109.00000000000354,12.000000000000455,-59.00000000003125,82.00000000000429,-212.99999999999386,-217.0000000000005,-320.9999999999935,-145.00000000001023,-102.00000000000387,-146.00000000000168,-161.00000000001114,,-1919.0000000000346
2015.08.17,-228.99999999999034,69.00000000000794,-7.9999999999968985,-102.00000000000209,93.99999999999409,-116.00000000000499,-198.0000000000075,-75.9999999999983,-1.999999999981128,12.999999999996348,201.99999999999108,-234.00000000000887,-181.9999999999933,-344.99999999999534,-107.00000000001353,-52.99999999999727,-184.00000000000637,-174.00000000000747,,-1632.0000000000139
2015.08.17,-217.99999999998488,110.00000000001009,16.0000000000049,-70.0000000000034,123.00000000000644,-102.00000000000209,-216.00000000000819,-112.000000000001,90.00000000000341,15.999999999971593,197.00000000000273,-170.00000000001592,-146.99999999998602,-265.99999999998846,-159.00000000000603,-79.9999999999983,-131.99999999999878,-148.99999999999915,,-1268.9999999999932
2015.08.17,-212.99999999999653,142.0000000000199,39.00000000000014,-36.999999999998145,133.99999999998968,-73.99999999999629,-239.00000000000432,-82.99999999999974,112.00000000002319,104.99999999997733,276.9999999999939,-134.00000000001455,-92.99999999998754,-158.99999999999804,-128.0000000000001,-66.0000000000025,-133.00000000000534,-112.000000000001,,-662.0
2015.08.17,-208.99999999999253,90.00000000001229,-39.999999999995595,-121.00000000000443,120.00000000000898,-104.99999999999955,-252.00000000000955,-101.00000000000664,125.0,110.99999999997223,147.99999999999258,-150.00000000000568,-126.99999999998823,-320.9999999999935,-126.00000000000477,-135.99999999999568,-192.00000000000327,-160.00000000000458,,-1446.0000000000177
2015.08.17,-191.99999999999218,93.00000000000975,-31.999999999998696,-105.99999999999498,191.99999999999218,-25.00000000000835,-183.00000000000693,-114.99999999999844,79.00000000000773,63.99999999997519,117.00000000001154,-150.00000000000568,-126.99999999998823,-299.99999999998914,-127.00000000000955,-129.0000000000049,-175.00000000000293,-161.99999999999548,,-1277.999999999999
2015.08.17,-209.9999999999991,114.0000000000141,-0.999999999995449,-85.99999999999719,163.00000000000205,-41.000000000002146,-189.00000000000716,-86.0000000000083,70.0000000000216,54.999999999960636,147.99999999999258,-139.00000000001,-112.99999999998533,-248.99999999998812,-127.00000000000955,-109.99999999999943,-155.00000000000514,-112.000000000001,,-1068.0000000000168
2015.08.17,-219.99999999999798,120.00000000000898,-80.99999999999774,-58.000000000002494,195.9999999999962,-36.0000000000138,-171.99999999999704,-103.00000000000864,105.00000000001819,57.99999999998029,-36.99999999997594,-144.00000000000546,-122.99999999998423,-226.99999999999943,-135.00000000000512,-204.00000000000773,-126.0000000000039,-32.0000000000098,,-1219.0000000000057
2015.08.17,-238.0000000000049,96.00000000000719,-97.9999999999981,-92.00000000000318,208.99999999999253,-49.00000000001015,-188.0000000000024,-126.99999999999933,117.00000000001864,76.99999999997154,-19.999999999997797,-170.00000000001592,-201.99999999999108,-336.9999999999873,-151.00000000001046,-213.99999999999864,-163.99999999999747,-8.999999999992347,,-1560.000000000019
2015.08.17,-275.000000000003,87.00000000001484,-51.99999999999649,-61.999999999995396,253.99999999999866,-78.00000000000028,-153.99999999999636,-125.00000000000844,121.00000000000932,100.99999999999554,56.000000000011596,-230.0000000000182,-227.99999999998377,-319.999999999987,-154.00000000001057,-165.99999999999682,-173.00000000000094,-28.000000000005798,,-1425.9999999999732
2015.08.17,-323.99999999999096,189.00000000001694,-41.9999999999976,-60.00000000000449,234.00000000000088,-89.00000000000574,-126.00000000000477,-90.0000000000012,54.000000000002046,148.99999999999915,30.0000000000189,-284.9999999999966,-170.99999999998784,-360.9999999999891,-73.0000000000075,-153.99999999999636,-197.99999999999818,-28.000000000005798,,-1344.9999999999482
2015.08.17,-286.99999999999284,189.00000000001694,-37.99999999999359,-56.99999999999594,201.00000000000674,-80.99999999999774,-127.00000000000955,-82.99999999999974,46.999999999997044,149.9999999999613,-2.0000000000131024,-251.00000000000477,-124.99999999999733,-331.999999999999,-65.00000000001194,-141.00000000000534,-190.99999999999673,-39.00000000001125,,-1232.0000000000468
2015.08.17,-248.99999999998812,177.00000000000495,-36.999999999998145,-104.00000000000409,181.9999999999933,-86.0000000000083,-176.00000000000193,-65.99999999999939,73.0000000000075,179.99999999998016,105.00000000002174,-218.9999999999941,-98.99999999998244,-309.0000000000037,-68.00000000001205,-129.99999999999545,-234.99999999999633,-90.99999999999665,,-1151.999999999973
2015.08.17,-208.99999999999253,191.00000000000784,-48.99999999999905,-144.99999999999514,201.99999999999108,-70.99999999999883,-216.99999999999875,-33.000000000005244,189.99999999999773,289.9999999999903,120.99999999999334,-135.99999999999568,-12.999999999996348,-418.9999999999916,-69.00000000000261,-156.99999999999648,-343.00000000000443,-164.99999999999292,,-1031.9999999999893
2015.08.17,-211.99999999998997,163.00000000000205,-53.999999999998494,-190.99999999999673,222.00000000001108,-59.000000000009045,-311.9999999999976,-21.999999999999797,210.00000000000796,363.9999999999866,178.00000000001148,-122.0000000000141,33.00000000001635,-462.9999999999912,-83.00000000001262,-171.00000000000648,-363.99999999999767,-256.99999999999613,,-1139.9999999999743
2015.08.17,-190.00000000000128,190.00000000000128,-49.99999999999449,-197.99999999999818,320.00000000000915,-69.00000000000794,-329.00000000000773,-33.000000000005244,390.0000000000148,450.9999999999792,282.9999999999888,-97.00000000000841,-5.999999999994898,-570.0000000000039,-92.00000000001296,-176.00000000000193,-365.99999999999966,-239.99999999999577,,-782.0000000000391
2015.08.17,-517.9999999999962,200.00000000000017,-44.99999999999504,-188.9999999999947,245.0000000000063,-154.0000000000097,-319.0000000000026,-142.00000000000878,391.00000000001955,461.0000000000003,335.00000000001864,-384.9999999999909,-279.99999999999136,-859.9999999999941,-113.00000000001376,-192.99999999999784,-434.000000000001,-287.9999999999994,,-2287.9999999999504
2015.08.17,-483.99999999999557,434.000000000001,60.99999999999994,-136.99999999999824,228.00000000000597,-226.00000000001506,-292.0000000000016,-8.000000000008,298.0000000000018,592.9999999999769,478.00000000002285,-314.9999999999977,-114.99999999999844,-777.0000000000055,-11.00000000000989,-132.000000000005,-478.0000000000006,-383.0,,-1266.000000000027
2015.08.17,-431.99999999998795,365.99999999999966,48.000000000003595,-173.00000000000094,66.00000000001049,-218.00000000000708,-379.99999999999545,-31.999999999998696,252.00000000000955,522.9999999999624,472.9999999999901,-292.0000000000016,-103.99999999999298,-773.0000000000015,-2.0000000000095497,-73.99999999999807,-445.0000000000065,-395.99999999999636,,-1593.000000000021
2015.08.17,-309.99999999998806,361.0000000000113,50.0000000000056,-197.99999999999818,-222.99999999999542,-276.00000000000955,-557.0000000000022,142.99999999999312,152.00000000001523,396.9999999999807,281.0000000000201,-180.00000000000682,68.00000000000139,-502.9999999999868,-1.0000000000047748,-87.0000000000033,-480.99999999999807,-418.0000000000073,,-1781.9999999999727
2015.08.17,-133.00000000000534,361.0000000000113,70.99999999999883,-216.0000000000051,-116.00000000000499,-126.0000000000039,-510.0000000000051,146.00000000000168,194.00000000001683,486.999999999993,381.0000000000091,61.9999999999834,282.0000000000045,-452.99999999999227,-12.000000000000455,-64.00000000000716,-495.9999999999964,-476.0000000000098,,-618.0000000000118
2015.08.17,-212.99999999999653,413.00000000001893,90.0000000000012,-133.00000000000534,-160.99999999998892,-134.00000000001188,-451.0000000000076,131.99999999999878,45.000000000015916,293.99999999997203,170.00000000000347,13.999999999981583,219.00000000001364,-387.99999999998835,-21.000000000000796,-90.99999999999397,-470.9999999999992,-364.00000000000875,,-1049.999999999996
2015.08.17,-228.99999999999034,379.0000000000182,70.0000000000034,-104.00000000000409,-184.99999999999073,-185.00000000001293,-493.9999999999998,146.99999999999713,103.00000000000864,283.99999999999534,213.00000000001873,-6.000000000000227,160.00000000000458,-350.00000000000585,-43.00000000000637,-100.99999999999909,-409.99999999999926,-309.0000000000037,,-1059.9999999999663
2015.08.17,-282.0000000000045,299.00000000000483,77.00000000000485,-151.00000000000114,-280.9999999999979,-168.99999999999693,-490.0000000000091,71.99999999999429,-24.999999999977263,8.999999999970143,92.0000000000254,-54.000000000002046,113.00000000000753,-556.0000000000009,-83.00000000001262,-82.00000000000784,-461.0000000000003,-415.0000000000098,,-2387.000000000013
2015.08.17,-329.99999999998585,460.000000000016,139.00000000000023,-161.00000000000003,-51.000000000001044,-158.99999999999804,-384.00000000000034,113.99999999999189,94.00000000002251,360.9999999999669,347.0000000000084,-104.00000000001342,136.00000000000279,-611.000000000006,7.999999999995566,-27.000000000001023,-536.9999999999986,-575.9999999999987,,-1280.9999999999989
