date,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.02.23,-17.999999999984695,-82.00000000000429,-35.999999999991594,-29.999999999996696,-41.000000000002146,-74.0000000000185,-58.99999999999794,-48.000000000003595,-113.99999999999189,-22.999999999995246,-186.9999999999834,-78.00000000000028,-159.9999999999966,-130.99999999999224,-51.000000000001044,-201.00000000000674,-91.99999999999875,-6.999999999990791,-24.999999999997247,-48.99999999999905,,-1505.9999999999532
2015.02.23,41.000000000002146,-158.99999999999804,-95.00000000000064,-11.00000000000545,85.99999999998609,-230.00000000001907,-124.99999999999733,-154.99999999999403,-141.99999999999767,-61.999999999995396,-191.99999999997885,-30.0000000000189,-212.99999999999386,-195.9999999999962,-82.00000000000429,-217.0000000000005,-118.99999999999977,-7.999999999995566,3.0000000000085514,1.0000000000065512,,-1904.999999999992
2015.02.23,43.999999999999595,-174.00000000000747,-73.99999999999629,-36.999999999998145,154.99999999999403,-361.0000000000113,-216.0000000000051,-215.99999999999397,-171.99999999999437,-57.99999999999139,-149.99999999997726,35.999999999991594,-250.0,-158.99999999999804,-129.00000000000134,-281.0000000000201,-108.99999999999466,-18.999999999991246,-5.999999999994898,-61.999999999995396,,-2237.999999999986
2015.02.23,45.000000000006146,-153.00000000000313,-81.9999999999932,-28.000000000005798,92.99999999998754,-302.0000000000023,-149.99999999999457,-173.9999999999964,-151.9999999999966,-39.00000000000014,-170.99999999999227,51.99999999998539,-223.99999999998954,-105.99999999998388,-124.99999999999733,-197.00000000000273,-114.00000000000432,-40.99999999999682,-19.999999999997797,-78.99999999999574,,-1966.999999999973
2015.02.23,85.00000000000173,-360.9999999999891,-142.99999999999312,-9.00000000000345,113.99999999999189,-331.0000000000146,-117.99999999999588,-110.99999999999443,-149.99999999999457,-113.99999999999189,-242.999999999995,42.999999999993044,-383.0000000000098,-251.99999999998556,-235.99999999999176,-352.000000000019,-138.9999999999958,-45.99999999999227,-32.999999999994145,-68.99999999999685,,-2847.999999999971
2015.02.23,145.00000000001734,-307.99999999999716,-119.99999999999788,92.00000000000318,136.99999999998712,-306.00000000000625,-151.00000000000114,-156.99999999999602,-195.9999999999962,-97.9999999999981,-357.99999999997567,13.999999999980695,-348.0000000000132,-147.99999999999258,-147.00000000000824,-189.00000000001694,-198.99999999999807,82.99999999999841,-31.999999999998696,-34.000000000000696,,-2320.0000000000105
2015.02.23,141.99999999999767,-201.99999999999108,-178.99999999999582,93.99999999999409,193.99999999998306,-238.0000000000049,-163.00000000000205,-187.00000000000384,-192.99999999999872,-39.999999999995595,-326.9999999999982,51.000000000001044,-312.0000000000118,-103.99999999999298,-39.999999999995595,-12.000000000012001,-245.9999999999951,115.0000000000091,-13.999999999991797,-24.999999999997247,,-1686.0000000000018
2015.02.23,146.00000000000168,-182.99999999999983,-122.99999999999534,65.99999999999939,139.00000000000023,-212.00000000001216,-156.00000000000057,-117.99999999999588,-139.00000000000023,-17.999999999995797,-338.99999999999864,118.99999999998023,-245.00000000000455,22.0000000000109,-113.99999999999189,-78.00000000000028,-143.00000000000068,73.0000000000075,-129.9999999999968,-84.99999999999064,,-1517.9999999999832
2015.02.23,130.0000000000079,-170.00000000000347,-75.9999999999983,14.999999999998348,-32.0000000000098,-158.0000000000137,-129.00000000000134,-38.0000000000047,-71.99999999999429,20.0000000000089,-325.9999999999934,70.99999999999883,-210.00000000000796,45.000000000006146,-156.00000000000057,-147.00000000000824,-102.99999999999443,23.000000000010346,-156.99999999999602,-134.0000000000008,,-1603.9999999999964
2015.02.23,93.00000000000975,-85.00000000000173,-115.99999999999389,32.999999999994145,-270.00000000001467,45.99999999999049,-58.99999999999794,28.000000000005798,14.000000000002899,24.000000000001798,-281.99999999998226,274.9999999999808,-175.00000000001137,199.00000000001583,46.999999999997044,-4.000000000004,-183.9999999999975,58.9999999999975,-125.99999999999278,-131.99999999999878,,-614.9999999999989
