date,GBPUSD,USDCAD,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,empty,sum
2016.05.02,-28.000000000005798,-34.99999999998504,-5.000000000010552,-0.999999999995449,-68.00000000000139,-200.9999999999934,-102.99999999998644,-186.99999999998164,-21.999999999988695,-93.99999999999409,0.0,-16.999999999995907,,-760.9999999999385
2016.05.02,5.999999999994898,62.000000000006494,25.999999999992696,80.99999999999774,-4.999999999999449,-259.9999999999909,53.999999999998494,-14.999999999987246,39.00000000001125,-48.000000000003595,78.00000000000296,48.00000000000182,,66.00000000002512
2016.05.02,51.000000000001044,-32.999999999994145,95.999999999985,211.00000000000563,-24.000000000001798,-835.000000000008,-112.000000000001,156.00000000000057,-53.999999999998494,96.00000000000719,153.0000000000058,204.9999999999983,,-90.0
2016.05.02,18.999999999991246,-59.99999999999339,140.99999999999113,256.0000000000007,-37.99999999999359,-834.0000000000032,-124.99999999999733,126.0000000000039,-9.999999999998899,141.00000000001333,314.00000000000716,409.000000000006,,339.00000000002717
2016.05.02,42.999999999993044,-7.999999999985796,134.99999999999625,297.00000000000284,-68.00000000000139,-770.9999999999866,-167.9999999999904,130.0000000000079,17.000000000000348,209.00000000001472,136.0000000000099,302.99999999999727,,255.0000000000581
2016.05.02,90.99999999999665,22.999999999995246,143.00000000000423,297.00000000000284,-53.00000000000304,-574.9999999999886,-114.99999999999844,163.00000000000205,5.000000000010552,182.99999999999983,139.00000000001,243.99999999999977,,545.000000000031
2016.05.02,135.9999999999806,92.00000000000318,139.9999999999846,302.9999999999977,-92.00000000000318,-730.9999999999945,-116.00000000000499,64.0000000000196,82.00000000000429,202.9999999999976,180.00000000000682,270.00000000001023,,531.0000000000019
2016.05.02,234.00000000000088,117.99999999999588,187.00000000000384,250.00000000000577,-56.0000000000005,-686.9999999999834,-146.00000000000168,-29.999999999996696,-51.000000000001044,26.999999999999247,61.00000000000705,135.00000000000512,,42.000000000034504
2016.05.02,239.99999999999577,150.00000000000568,194.0000000000053,255.00000000000523,-64.99999999999284,-911.0000000000014,-112.000000000001,-42.999999999993044,25.999999999992696,46.999999999997044,301.00000000000193,326.9999999999982,,409.00000000001364
2016.05.02,268.9999999999859,158.0000000000137,207.00000000000162,228.00000000000597,-61.999999999995396,-825.9999999999934,-124.99999999999733,-175.99999999999838,1.999999999990898,-31.999999999987594,307.00000000000216,304.00000000000205,,254.00000000003024
2016.05.02,278.00000000000045,180.0000000000024,219.99999999999798,250.00000000000577,-63.99999999999739,-813.999999999993,-100.99999999999554,-102.00000000000209,52.99999999999194,19.999999999997797,326.0000000000076,304.00000000000205,,550.0000000000181
2016.05.02,249.99999999999466,171.99999999999437,217.99999999998488,263.0000000000021,-66.99999999999484,-796.999999999997,-82.99999999998863,-154.99999999999403,86.99999999999264,41.000000000002146,333.0000000000126,298.0000000000018,,560.0000000000105
