date,GBPUSD,USDCAD,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,AUDJPY,empty,sum
2016.05.02,36.999999999998145,95.00000000000064,25.999999999992696,99.00000000000463,11.00000000000545,-122.99999999999045,114.0000000000141,70.0000000000145,90.99999999999665,2.0000000000131024,81.00000000000307,73.0000000000075,,576.00000000006
2016.05.02,43.999999999999595,107.00000000001265,96.99999999999153,218.00000000000708,-2.000000000002,-233.99999999998045,119.00000000000244,234.00000000000088,106.99999999999044,174.00000000000747,161.00000000000136,218.00000000000352,,1243.0000000000346
2016.05.02,68.00000000000139,0.0,156.99999999998494,307.0000000000017,-17.999999999995797,-718.9999999999941,-58.000000000002494,239.00000000001143,28.999999999990145,226.99999999999943,346.00000000000364,468.0000000000035,,1046.0000000000039
2016.05.02,37.99999999998249,8.000000000008,170.00000000000347,319.0000000000026,-27.999999999994696,-757.9999999999814,-24.000000000001798,192.00000000001438,79.00000000000685,241.00000000000233,388.00000000000523,484.00000000000887,,1109.0000000000564
2016.05.02,131.99999999999878,55.000000000005045,151.9999999999966,341.0000000000024,-31.000000000003247,-354.99999999998977,-83.9999999999952,279.00000000000705,46.999999999997044,320.00000000000915,149.0000000000009,310.0000000000023,,1315.000000000031
2016.05.02,163.9999999999864,107.00000000001265,156.00000000000057,339.0000000000004,-48.000000000003595,-507.000000000005,-35.999999999991594,236.99999999999832,117.99999999999588,290.9999999999968,253.0000000000001,365.99999999999966,,1439.9999999999905
2016.05.02,271.99999999998334,171.99999999999437,194.0000000000053,339.0000000000004,-51.99999999999649,-587.9999999999939,-78.00000000000028,144.0000000000108,92.00000000000318,239.00000000001143,284.000000000006,373.00000000000466,,1391.0000000000289
2016.05.02,265.99999999998846,173.00000000000094,228.99999999999034,255.00000000000523,-14.000000000002899,-618.9999999999998,-63.99999999999739,4.000000000004,24.000000000001798,45.000000000006146,305.0000000000068,325.00000000000284,,929.0000000000065
2016.05.02,285.99999999998624,165.9999999999995,209.9999999999991,277.000000000005,-51.000000000001044,-819.9999999999932,-104.99999999999955,-38.99999999998904,62.99999999999084,100.0000000000112,406.0000000000059,418.99999999999693,,912.0000000000118
2016.05.02,312.00000000000114,211.00000000000563,228.00000000000597,253.99999999999866,-36.999999999998145,-653.9999999999964,-73.99999999999629,-89.99999999999008,58.000000000002494,22.999999999995246,329.00000000000773,308.00000000000693,,868.0000000000429
