date,USDJPY,GBPCHF,EURCHF,AUDCHF,EURGBP,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.10.03,-114.00000000000432,-2021.0000000000061,110.00000000001009,17.000000000000348,-30.999999999992145,293.99999999999426,-116.99999999999022,-108.00000000000409,103.00000000000864,129.9999999999968,,-1736.9999999999866
2016.10.03,-108.00000000000409,-1985.9999999999989,103.00000000000864,-60.00000000000449,-12.999999999996348,326.0000000000041,-126.99999999999534,-201.99999999999818,75.00000000000284,226.99999999999943,,-1764.9999999999823
2016.10.03,-171.00000000000648,-2194.0000000000073,287.000000000015,81.9999999999932,0.0,398.9999999999938,-162.9999999999967,-253.0000000000001,144.0000000000108,281.99999999999335,,-1587.0000000000039
2016.10.03,-260.0000000000051,-2151.999999999998,246.00000000001288,30.999999999992145,9.00000000000345,421.99999999998903,-182.99999999999272,-254.99999999999545,114.99999999999844,241.99999999999778,,-1784.9999999999975
2016.10.03,-246.9999999999999,-2087.000000000017,209.00000000001472,-11.00000000000545,26.999999999999247,489.99999999999045,-147.99999999999613,-186.00000000000705,144.0000000000108,222.99999999999542,,-1586.000000000015
2016.10.03,-323.0000000000075,-2133.0000000000073,246.99999999999721,-67.00000000000594,23.00000000000635,448.9999999999883,-110.99999999999,-132.99999999999557,2.999999999997449,59.99999999999339,,-1985.0000000000232
2016.10.03,-248.00000000000466,-2185.0000000000146,222.00000000001108,24.999999999997247,-31.999999999998696,139.9999999999846,-149.99999999999147,-81.00000000000307,-58.99999999998684,-109.99999999999899,,-2478.0000000000055
2016.10.03,-97.99999999999898,-2126.0000000000055,231.0000000000034,39.999999999995595,17.000000000000348,236.99999999999832,-51.00000000000193,-10.000000000005116,24.000000000001798,7.9999999999968985,,-1728.000000000015
2016.10.03,-67.00000000000728,-2197.0000000000045,238.0000000000049,10.999999999994348,-24.000000000001798,232.99999999999432,10.000000000005116,48.99999999999238,-28.999999999990145,-52.000000000007596,,-1828.0000000000205
2016.10.03,-177.99999999999727,-2141.000000000015,250.00000000001688,14.999999999998348,29.000000000001247,307.99999999999716,-111.99999999999477,-64.99999999999773,16.000000000016,-12.000000000000899,,-1889.9999999999766
