date,USDJPY,GBPCHF,EURCHF,AUDCHF,EURGBP,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.10.03,-183.9999999999975,-2085.0000000000036,-25.999999999992696,-209.00000000000364,-63.99999999999739,0.0,-209.00000000000318,-156.99999999999648,-90.99999999999665,-35.00000000000725,,-3059.999999999998
2016.10.03,-144.00000000000546,-2163.0000000000036,-27.999999999983594,-143.00000000000423,-51.99999999999649,191.99999999999218,-153.99999999999636,-224.99999999999432,-0.9999999999843467,105.99999999999498,,-2611.9999999999814
2016.10.03,-225.9999999999991,-2248.0000000000055,92.00000000000318,-42.0000000000087,-41.9999999999976,324.9999999999975,-203.00000000000296,-296.99999999999704,83.9999999999952,178.00000000000037,,-2379.0000000000146
2016.10.03,-260.9999999999957,-2262.0000000000086,236.99999999999832,17.999999999995797,-54.999999999993946,374.999999999992,-219.99999999999886,-274.0000000000009,104.99999999999955,198.99999999999363,,-2138.000000000019
2016.10.03,-263.9999999999958,-2163.0000000000036,197.00000000000273,-33.000000000005244,7.0000000000014495,393.99999999998323,-183.9999999999975,-256.0000000000002,103.00000000000864,209.9999999999991,,-1989.0000000000077
2016.10.03,-376.0000000000048,-2155.000000000018,195.00000000001182,-75.00000000000284,-4.999999999999449,438.00000000000506,-182.99999999999272,-198.0000000000075,1.0000000000065512,59.99999999999339,,-2298.0000000000086
2016.10.03,-396.0000000000008,-2214.000000000005,218.00000000000708,-85.00000000000173,-39.00000000000014,134.99999999999625,-185.00000000000227,-155.00000000000114,-58.99999999998684,-131.00000000000333,,-2910.9999999999973
2016.10.03,-254.0000000000049,-2200.000000000002,212.99999999999653,-11.00000000000545,-34.99999999999615,126.0000000000039,-165.99999999999682,-85.00000000000796,-78.99999999998464,-128.00000000000588,,-2619.000000000003
2016.10.03,-150.00000000000568,-2211.0000000000073,211.00000000000563,-31.999999999998696,-36.999999999998145,208.99999999999253,-72.00000000000273,-37.00000000000614,-48.99999999998794,-60.00000000000449,,-2228.000000000013
2016.10.03,-460.00000000000796,-2261.000000000002,207.00000000000162,-13.00000000000745,-60.99999999999994,200.00000000000017,-243.99999999999977,-162.9999999999967,-66.99999999999484,-128.00000000000588,,-2990.000000000013
2016.10.03,-257.000000000005,-2252.0000000000095,248.00000000000378,-17.000000000000348,-7.9999999999968985,241.99999999998667,-204.9999999999983,-132.000000000005,-31.999999999987594,-46.999999999997044,,-2460.00000000001
2016.10.03,-292.0000000000016,-2273.000000000014,279.00000000000705,75.9999999999983,-21.999999999999797,219.99999999999798,-219.99999999999886,-159.00000000000603,36.0000000000138,-69.00000000000794,,-2424.000000000011
2016.10.03,-275.99999999999625,-2333.0000000000073,272.00000000000557,79.99999999999119,-78.00000000000028,204.00000000000418,-226.99999999998965,-174.0000000000066,22.0000000000109,-21.999999999999797,,-2531.999999999988
2016.10.03,-259.00000000000034,-2333.0000000000073,253.99999999999866,26.999999999999247,-80.99999999999774,205.99999999999508,-217.9999999999893,-164.00000000000148,-26.999999999999247,-19.999999999997797,,-2615.0
2016.10.03,-225.9999999999991,-2309.0000000000055,258.0000000000027,-21.999999999999797,-78.99999999999574,227.99999999998377,-153.99999999999636,-138.9999999999958,-65.99999999998829,-75.9999999999983,,-2584.9999999999927
2016.10.03,-218.00000000000352,-2268.000000000003,256.99999999999613,-21.00000000000435,-43.999999999999595,265.0000000000041,-75.9999999999934,-48.00000000000182,-62.99999999999084,-70.99999999999883,,-2286.999999999996
2016.10.03,-189.99999999999773,-2372.0000000000186,243.99999999999977,-17.000000000000348,-73.00000000000084,232.99999999999432,-115.99999999999966,-27.000000000001023,-51.000000000001044,-97.9999999999981,,-2467.000000000023
2016.10.03,-296.0000000000065,-2338.0000000000177,249.00000000001032,22.999999999995246,-74.99999999999174,207.99999999998596,-180.99999999999739,-64.00000000000716,-24.000000000001798,-131.99999999999878,,-2630.000000000029
2016.10.03,-281.0000000000059,-2273.999999999998,236.00000000001398,18.999999999991246,-68.00000000000139,204.00000000000418,-170.0000000000017,-82.99999999999841,-24.999999999986144,-99.00000000000463,,-2540.9999999999873
2016.10.03,-126.99999999999534,-2199.0000000000177,202.9999999999976,25.999999999992696,16.0000000000049,255.99999999998957,-97.99999999999898,-55.999999999997385,36.0000000000138,-63.00000000000195,,-2006.0000000000127
2016.10.03,-131.00000000000023,-1904.0000000000168,144.0000000000108,-13.00000000000745,158.99999999999804,154.99999999999403,-107.99999999998988,-87.0000000000033,56.99999999999594,39.999999999995595,,-1688.0000000000234
2016.10.03,-183.00000000000693,-1587.000000000005,217.0000000000005,73.99999999999629,431.0000000000036,173.00000000000094,-271.99999999999136,-210.00000000000796,56.99999999999594,41.000000000002146,,-1259.0000000000118
2016.10.03,-239.99999999999488,-1530.000000000009,216.00000000001617,141.99999999999767,484.00000000000665,121.99999999999989,-366.9999999999902,-347.999999999999,56.99999999999594,83.9999999999952,,-1379.999999999982
2016.10.03,-215.0000000000034,-1639.0000000000127,182.99999999999983,147.99999999999258,365.99999999999966,68.99999999998573,-362.99999999999955,-308.00000000000693,127.00000000001043,122.99999999999534,,-1509.000000000039
2016.10.03,-228.00000000000864,-1775.0000000000155,191.00000000000784,173.00000000000094,245.0000000000063,-94.00000000001629,-382.99999999999557,-314.9999999999977,60.99999999999994,41.9999999999976,,-2083.000000000021
2016.10.03,-198.99999999999807,-1710.0000000000116,131.00000000001444,170.99999999999892,281.00000000000904,-119.00000000000244,-372.99999999999045,-289.0000000000015,51.000000000001044,-24.000000000001798,,-2079.9999999999823
2016.10.03,-183.00000000000693,-1528.0000000000182,160.00000000000458,158.99999999999804,403.0000000000089,-205.00000000001074,-351.99999999998965,-245.00000000000455,-17.000000000000348,-135.00000000000733,,-1943.0000000000264
2016.10.03,-150.99999999999625,-1619.0000000000148,131.00000000001444,134.99999999999625,364.00000000000875,-182.0000000000155,-349.9999999999943,-224.00000000000375,-11.00000000000545,-128.00000000000588,,-2035.0000000000164
2016.10.03,-173.00000000000182,-1526.0000000000052,130.0000000000079,131.99999999999878,384.00000000000654,-134.99999999999625,-322.00000000000273,-207.9999999999984,5.000000000010552,-113.00000000000753,,-1825.9999999999882
2016.10.03,-204.00000000000773,-1585.000000000014,195.00000000001182,190.00000000000128,392.9999999999989,-67.00000000001705,-349.9999999999943,-150.99999999999625,66.00000000001049,-197.00000000000273,,-1710.0000000000095
2016.10.03,-188.0000000000024,-1646.9999999999984,204.00000000000418,206.99999999999054,404.99999999999983,-129.00000000000134,-342.9999999999893,-112.99999999999955,2.999999999997449,-226.00000000000398,,-1827.0000000000032
2016.10.03,-171.99999999999704,-1624.0000000000032,242.00000000000887,182.99999999999983,421.0000000000047,-52.000000000007596,-292.99999999999216,-90.00000000000341,19.999999999997797,-182.00000000000438,,-1546.9999999999966
2016.10.03,-197.00000000000273,-1505.0000000000007,208.00000000000819,181.9999999999933,475.0000000000032,4.999999999988347,-322.00000000000273,-43.99999999999693,86.0000000000083,-187.00000000000384,,-1299.0000000000057
2016.10.03,-242.00000000000443,-1513.0000000000089,251.00000000000122,229.00000000000142,480.0000000000027,86.99999999999264,-301.9999999999925,-49.000000000006594,185.99999999999727,-119.99999999999788,,-993.0000000000151
2016.10.03,-412.00000000000614,-1499.000000000006,131.00000000001444,173.00000000000094,486.00000000000864,43.999999999999595,-367.999999999995,-174.99999999999716,170.00000000000347,-126.0000000000039,,-1575.9999999999814
2016.10.03,-444.0000000000026,-1384.0000000000075,113.00000000000753,124.99999999999733,455.0000000000054,120.99999999999334,-417.0000000000016,-192.99999999999784,243.00000000001543,-6.0000000000060005,,-1386.9999999999964
2016.10.03,-423.0000000000018,-1392.0000000000155,70.99999999999883,64.99999999999284,448.9999999999994,208.99999999999253,-373.9999999999952,-198.99999999999807,194.0000000000053,37.99999999999359,,-1362.000000000028
2016.10.03,-379.99999999999545,-1511.000000000018,175.99999999999838,202.9999999999976,426.00000000000415,149.9999999999835,-356.9999999999993,-159.9999999999966,268.0000000000016,29.999999999996696,,-1155.0000000000275
2016.10.03,-358.0000000000041,-1580.0000000000036,205.00000000001074,256.99999999999613,440.00000000000705,119.00000000000244,-399.0000000000009,-174.99999999999716,241.00000000000233,39.999999999995595,,-1209.9999999999916
