date,USDCHF,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDNZD,empty,sum
2018.04.16,-97.9999999999981,-76.99999999999375,-12.999999999991019,-19.999999999997797,-318.9999999999804,-201.00000000000674,-167.99999999999216,-78.00000000000028,-4.000000000004,-136.00000000000279,-200.99999999998454,-162.00000000000614,-70.0000000000145,-196.0000000000184,-56.99999999999594,,-1799.9999999999866
2018.04.16,-104.99999999999955,-100.99999999999554,21.000000000000796,-24.000000000001798,-323.99999999999096,-205.00000000001074,-218.9999999999941,-103.99999999999298,24.000000000001798,-146.00000000000168,-235.99999999999176,-177.99999999999727,-58.000000000002494,-209.9999999999991,-14.999999999987246,,-1879.9999999999625
2018.04.16,-166.99999999999494,-75.99999999998718,0.0,-22.999999999995246,-395.99999999999636,-236.99999999999832,-178.99999999998784,-4.999999999999449,53.00000000000304,-201.99999999999108,-166.99999999998383,-177.00000000002092,-45.000000000006146,-274.00000000001864,9.999999999998899,,-1884.9999999999784
2018.04.16,-214.99999999999852,-2.999999999997449,86.00000000001273,59.000000000009045,-473.99999999999665,-303.0000000000088,-185.99999999999284,129.00000000000134,78.00000000000028,-212.99999999999653,-29.999999999996696,-149.0000000000009,49.99999999999449,-225.00000000000853,137.00000000000932,,-1258.9999999999698
2018.04.16,-207.00000000000162,-38.99999999998904,49.000000000006594,70.0000000000145,-482.999999999989,-304.9999999999997,-131.00000000000023,128.00000000000588,78.99999999999574,-242.99999999999324,-140.99999999999113,-181.0000000000116,64.99999999998174,-261.0000000000001,117.99999999999588,,-1481.9999999999754
2018.04.16,-180.0000000000024,-86.99999999999264,26.00000000001046,83.9999999999952,-470.9999999999992,-292.00000000000335,-125.0,119.00000000000244,60.99999999999994,-275.9999999999874,-147.99999999999258,-150.00000000000568,112.99999999998533,-299.00000000000483,112.000000000001,,-1512.9999999999934
2018.04.16,-156.99999999999602,-112.000000000001,-71.99999999998852,60.99999999999994,-471.9999999999835,-282.0000000000045,-114.99999999999488,75.00000000000284,63.00000000000195,-357.99999999999164,-187.99999999998818,-131.00000000000023,107.99999999999699,-319.0000000000026,103.00000000000864,,-1795.9999999999409
2018.04.16,-148.0000000000037,-258.0000000000027,-61.99999999999761,70.0000000000145,-590.0000000000016,-297.9999999999983,-134.00000000000034,99.00000000000463,7.9999999999968985,-476.9999999999941,-234.00000000000088,-188.0000000000166,169.99999999998127,-302.0000000000023,124.00000000001299,,-2220.0000000000077
2018.04.16,-116.00000000000499,-248.00000000000378,-64.99999999999773,52.000000000007596,-561.9999999999958,-290.9999999999968,-118.99999999999977,121.99999999999989,12.000000000000899,-517.9999999999962,-274.9999999999808,-158.00000000001546,161.99999999999548,-214.00000000000307,73.00000000001194,,-2144.999999999979
2018.04.16,-126.0000000000039,-227.99999999998377,-121.99999999999989,63.99999999999739,-512.0000000000014,-270.00000000001467,-85.99999999999852,99.00000000000463,28.000000000005798,-466.9999999999952,-230.9999999999812,-97.00000000000841,198.99999999999363,-287.000000000015,73.00000000001194,,-1962.9999999999886
