date,EURCHF,CADCHF,EURJPY,empty,sum
2020.05.04,-68.00000000000139,-39.00000000000014,0.0,,-107.00000000000153
2020.05.04,-46.999999999997044,-58.99999999999794,6.000000000000227,,-99.99999999999476
2020.05.04,-25.999999999992696,-48.99999999999905,-17.000000000010118,,-92.00000000000186
2020.05.04,15.999999999993797,48.000000000003595,108.99999999999466,,172.99999999999204
2020.05.04,19.00000000001345,71.99999999999429,110.99999999999,,201.99999999999773
2020.05.04,29.999999999996696,100.00000000000009,147.99999999999613,,277.99999999999295
2020.05.04,39.999999999995595,141.99999999999767,242.999999999995,,424.9999999999883
2020.05.04,46.999999999997044,141.99999999999767,339.9999999999892,,528.9999999999839
2020.05.04,42.999999999993044,105.99999999999498,319.0000000000026,,467.9999999999907
2020.05.04,32.0000000000098,41.000000000002146,305.9999999999974,,379.0000000000093
2020.05.04,39.00000000001125,36.0000000000027,360.99999999999,,436.000000000004
2020.05.04,53.999999999998494,14.000000000002899,429.00000000000205,,497.0000000000034
2020.05.04,69.9999999999923,-17.999999999995797,414.0000000000015,,465.99999999999795
2020.05.04,82.00000000000429,-43.00000000000415,420.99999999999227,,459.9999999999924
2020.05.04,109.00000000000354,-53.00000000000304,426.9999999999925,,482.999999999993
2020.05.04,70.99999999999883,-46.00000000000159,482.9999999999899,,507.99999999998715
2020.05.04,63.99999999999739,-46.999999999997044,481.9999999999993,,498.99999999999966
2020.05.04,85.00000000000173,-21.00000000000435,527.9999999999916,,591.999999999989
2020.05.04,95.00000000000064,-14.000000000002899,498.9999999999952,,579.999999999993
2020.05.04,100.99999999999554,9.999999999998899,333.999999999989,,444.9999999999834
2020.05.04,106.00000000000608,-7.0000000000014495,384.00000000000034,,483.000000000005
2020.05.04,104.99999999999955,-94.00000000000519,421.99999999999704,,432.9999999999914
2020.05.04,59.000000000009045,-134.99999999999625,510.9999999999957,,435.00000000000847
2020.05.04,32.0000000000098,-143.9999999999997,381.0000000000002,,269.00000000001035
2020.05.04,63.000000000013046,-104.99999999999955,406.9999999999965,,365.00000000001
2020.05.04,36.999999999998145,-109.00000000000354,438.99999999999295,,366.99999999998755
2020.05.04,19.999999999997797,-151.9999999999966,417.99999999999216,,285.99999999999335
2020.05.04,19.999999999997797,-141.99999999999767,393.0000000000007,,271.0000000000008
2020.05.04,35.00000000000725,-161.00000000000003,388.9999999999958,,263.000000000003
2020.05.04,39.00000000001125,-236.99999999999832,402.9999999999916,,205.00000000000452
2020.05.04,26.999999999999247,-380.999999999998,356.9999999999993,,3.0000000000005684
2020.05.04,18.0000000000069,-375.0000000000031,346.9999999999942,,-10.000000000002046
2020.05.04,35.999999999991594,-248.99999999999923,361.99999999999477,,148.99999999998712
