date,EURCHF,CADCHF,EURJPY,empty,sum
2020.05.04,-46.999999999997044,16.0000000000049,55.999999999997385,,25.00000000000524
2020.05.04,-25.999999999992696,-41.000000000002146,31.999999999996476,,-34.999999999998366
2020.05.04,29.999999999996696,65.99999999999939,117.999999999995,,213.99999999999108
2020.05.04,17.000000000000348,75.9999999999983,204.9999999999983,,297.99999999999693
2020.05.04,38.0000000000047,107.00000000000153,147.99999999999613,,293.0000000000024
2020.05.04,52.99999999999194,170.99999999999892,268.99999999999125,,492.9999999999821
2020.05.04,48.000000000003595,163.99999999999747,344.99999999999886,,557.0
2020.05.04,60.99999999999994,177.00000000000495,414.99999999999204,,652.9999999999969
2020.05.04,52.000000000007596,107.00000000000153,329.9999999999983,,489.0000000000074
2020.05.04,46.999999999997044,51.000000000001044,360.99999999999,,458.99999999998806
2020.05.04,63.000000000013046,48.99999999999905,448.99999999999807,,561.0000000000101
2020.05.04,89.00000000000574,31.000000000003247,480.99999999999454,,601.0000000000035
2020.05.04,83.9999999999952,-16.0000000000049,450.9999999999934,,518.9999999999837
2020.05.04,114.99999999999844,-29.000000000001247,426.9999999999925,,512.9999999999897
2020.05.04,113.00000000000753,4.999999999999449,481.9999999999993,,600.0000000000063
2020.05.04,95.00000000000064,-16.0000000000049,542.9999999999922,,621.999999999988
2020.05.04,86.0000000000083,-14.000000000002899,537.9999999999967,,610.000000000002
2020.05.04,96.00000000000719,-2.999999999997449,560.0000000000023,,653.000000000012
2020.05.04,134.99999999999625,48.99999999999905,512.999999999991,,696.9999999999864
2020.05.04,144.0000000000108,21.00000000000435,402.000000000001,,567.0000000000161
2020.05.04,197.00000000000273,87.00000000000374,509.9999999999909,,793.9999999999974
2020.05.04,107.99999999999699,-31.000000000003247,524.0000000000009,,600.9999999999947
2020.05.04,69.9999999999923,-119.99999999999788,525.9999999999962,,475.9999999999907
2020.05.04,73.99999999999629,-75.9999999999983,414.0000000000015,,411.9999999999995
2020.05.04,75.00000000000284,-85.00000000000173,586.9999999999891,,576.9999999999902
2020.05.04,73.99999999999629,-104.00000000000409,476.99999999998965,,446.99999999998187
2020.05.04,21.00000000000435,-116.00000000000499,423.0000000000018,,328.0000000000012
2020.05.04,87.99999999999919,-109.99999999999899,469.99999999999886,,447.9999999999991
2020.05.04,58.000000000002494,-153.99999999999858,460.9999999999985,,365.00000000000244
2020.05.04,56.000000000011596,-222.99999999999542,423.9999999999924,,257.0000000000085
2020.05.04,29.00000000001235,-365.0000000000042,372.99999999999045,,36.99999999999858
2020.05.04,35.999999999991594,-209.9999999999991,394.999999999996,,220.99999999998852
2020.05.04,82.00000000000429,-195.9999999999962,489.9999999999949,,376.00000000000296
2020.05.04,119.00000000000244,-209.9999999999991,450.9999999999934,,359.99999999999676
2020.05.04,157.99999999999147,-285.9999999999974,472.999999999999,,344.99999999999307
2020.05.04,258.0000000000027,-229.00000000000142,513.9999999999958,,542.999999999997
2020.05.04,255.00000000000523,-185.99999999999727,631.0000000000002,,700.0000000000082
2020.05.04,283.99999999999534,-221.99999999999997,715.999999999994,,777.9999999999893
2020.05.04,280.0000000000136,-346.0000000000019,817.9999999999978,,752.0000000000095
2020.05.04,285.00000000000193,-243.00000000000432,807.9999999999927,,849.9999999999903
2020.05.04,252.99999999999213,-270.0000000000036,786.9999999999919,,769.9999999999804
2020.05.04,239.00000000001143,-319.0000000000026,846.9999999999942,,767.000000000003
