date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCAD,NZDJPY,empty,sum
2015.08.17,14.000000000002899,41.000000000002146,82.00000000000784,13.000000000018552,-57.99999999999139,-82.00000000000429,-115.0000000000091,,-104.99999999997331
2015.08.17,45.000000000006146,4.000000000004,38.000000000010914,23.00000000001745,-27.999999999994696,-52.0000000000298,-55.999999999997385,,-25.999999999983373
2015.08.17,114.99999999999844,102.00000000000209,80.0000000000125,83.00000000001084,-0.999999999995449,-14.000000000002899,-43.00000000000637,,322.00000000001916
2015.08.17,114.00000000000298,92.00000000000318,105.00000000000398,36.0000000000138,-29.000000000001247,-59.00000000003125,-126.00000000000477,,132.99999999998664
2015.08.17,94.00000000000519,150.99999999999002,91.00000000000819,70.0000000000145,-7.9999999999968985,29.99999999997449,-141.00000000000534,,286.99999999999017
2015.08.17,134.99999999999625,202.9999999999976,148.00000000001035,119.00000000000244,46.00000000000159,69.99999999997009,-138.00000000000523,,582.999999999973
2015.08.17,217.0000000000005,205.99999999999508,199.00000000001228,202.00000000001327,60.00000000000449,131.99999999997658,-88.00000000000807,,927.9999999999942
2015.08.17,141.99999999999767,190.99999999998562,175.00000000001137,181.00000000000892,74.00000000000739,170.00000000000347,-28.000000000005798,,905.0000000000088
2015.08.17,195.9999999999962,187.00000000000384,158.00000000000125,116.00000000000499,23.00000000000635,125.99999999998168,-161.00000000000136,,644.999999999993
2015.08.17,168.99999999999693,170.99999999998784,183.00000000000693,129.00000000000134,3.0000000000085514,87.99999999999919,-177.0000000000067,,565.9999999999941
2015.08.17,190.99999999999673,200.99999999998454,184.0000000000117,163.00000000000205,14.000000000002899,115.99999999996058,-78.00000000000296,,790.9999999999555
2015.08.17,194.0000000000053,190.99999999998562,186.00000000000705,130.0000000000079,-46.999999999997044,96.99999999996933,-141.00000000000534,,609.9999999999728
2015.08.17,206.00000000000617,234.00000000000088,191.0000000000025,109.00000000000354,-39.999999999995595,120.99999999999334,-153.0000000000058,,668.000000000005
2015.08.17,212.00000000000108,249.99999999999466,170.0000000000017,190.00000000000128,-39.999999999995595,184.9999999999685,-147.00000000000557,,819.9999999999661
2015.08.17,246.99999999999721,276.9999999999939,164.00000000000148,260.0000000000158,-8.999999999992347,215.99999999999397,-118.00000000000921,,1037.000000000001
2015.08.17,207.99999999999707,245.99999999999068,158.00000000000125,213.00000000001873,-15.999999999993797,214.99999999998744,-137.00000000000045,,887.0000000000009
2015.08.17,161.00000000000003,149.9999999999835,151.00000000001046,203.00000000001984,-29.000000000001247,307.999999999975,-179.00000000000205,,764.9999999999856
2015.08.17,156.99999999999602,180.99999999998673,189.00000000000716,298.00000000002046,-17.999999999995797,418.9999999999916,-251.99999999999534,,974.0000000000108
