date,USDJPY,NZDUSD,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2017.01.23,33.999999999991815,43.999999999999595,49.000000000006594,60.00000000000449,48.99999999999905,99.00000000000463,-50.00000000001137,90.00000000000341,18.999999999991246,10.99999999999568,93.00000000000352,48.00000000000182,-61.99999999998429,,484.00000000000614
2017.01.23,75.9999999999934,112.99999999999643,109.00000000000887,55.000000000005045,43.999999999999595,156.00000000000057,70.99999999999795,150.99999999999625,52.99999999999194,57.999999999992724,140.00000000000057,154.00000000001057,-78.99999999998464,,1101.000000000009
2017.01.23,-417.0000000000016,241.99999999999778,-310.0000000000023,107.00000000000153,87.99999999999919,253.99999999999866,-498.9999999999952,-277.000000000001,191.99999999999218,-228.9999999999992,-158.00000000000125,-52.99999999999727,-87.99999999999919,,-1148.0000000000077
2017.01.23,-506.0000000000002,276.9999999999939,-400.99999999999625,172.00000000000549,160.00000000000458,289.0000000000059,-575.9999999999934,-359.99999999999943,245.99999999999068,-222.0000000000084,-143.99999999999125,-78.99999999999352,-96.99999999999153,,-1240.9999999999734
2017.01.23,-382.99999999999557,236.99999999999832,-272.99999999999613,139.00000000000023,88.99999999999464,246.99999999999721,-447.00000000000273,-216.99999999999875,148.99999999999915,-165.00000000000625,-128.99999999999068,-36.000000000001364,-45.99999999999049,,-834.9999999999923
2017.01.23,-423.0000000000018,239.0000000000003,-251.99999999999534,150.00000000000568,41.9999999999976,212.00000000000108,-453.00000000000296,-140.00000000000057,5.999999999994898,-139.00000000001,-168.99999999999693,-63.00000000000239,29.999999999996696,,-960.0000000000136
2017.01.23,-499.00000000000944,214.99999999999852,-305.9999999999974,121.00000000000443,-65.99999999999939,174.00000000000747,-562.9999999999882,-164.00000000000148,-109.00000000000354,-210.99999999999852,-329.9999999999983,-141.9999999999959,134.00000000001188,,-1745.99999999997
2017.01.23,-674.9999999999972,354.9999999999942,-343.9999999999941,102.99999999999754,-41.000000000002146,226.00000000000398,-526.9999999999868,-177.99999999999727,-28.999999999990145,-260.0000000000051,-329.9999999999983,-109.99999999999943,78.00000000000028,,-1731.9999999999748
2017.01.23,-716.0000000000082,408.9999999999927,-343.0000000000035,92.99999999999864,-26.000000000003798,251.00000000000122,-389.00000000001,-243.99999999999977,96.00000000000719,-270.00000000001023,-313.99999999999295,-80.99999999998886,45.000000000006146,,-1489.0000000000114
2017.01.23,-692.9999999999978,389.99999999999034,-302.99999999999727,80.00000000000229,-17.999999999995797,221.99999999999997,-385.9999999999957,-188.0000000000024,22.0000000000109,-255.00000000000966,-271.99999999999136,-87.99999999999386,14.000000000002899,,-1474.9999999999773
2017.01.23,-811.9999999999976,466.9999999999952,-371.9999999999999,75.00000000000284,-33.000000000005244,268.99999999999704,-318.00000000001205,-274.0000000000009,137.00000000000932,-312.0000000000118,-341.99999999999875,-80.99999999998886,26.999999999999247,,-1569.0000000000114
2017.01.23,-695.0000000000074,442.9999999999934,-314.9999999999977,85.00000000000173,-29.999999999996696,285.00000000000193,-330.99999999998886,-207.00000000000784,147.99999999999258,-260.0000000000051,-295.99999999999227,-28.999999999996362,36.0000000000138,,-1165.9999999999889
2017.01.23,-677.9999999999973,396.9999999999918,-286.00000000000136,58.000000000002494,-68.00000000000139,226.00000000000398,-347.0000000000084,-204.9999999999983,72.0000000000054,-267.0000000000101,-316.0000000000025,-68.9999999999884,53.00000000001415,,-1429.99999999999
2017.01.23,-570.999999999998,318.99999999999153,-236.0000000000042,48.99999999999905,-102.99999999999754,184.00000000000637,-306.99999999998795,-147.00000000000557,-21.00000000000435,-239.00000000000432,-319.0000000000026,-76.99999999999818,89.00000000000574,,-1379.0000000000002
2017.01.23,-617.0000000000044,336.9999999999984,-274.9999999999915,53.999999999998494,-65.00000000000395,200.00000000000017,-383.0000000000098,-194.00000000000261,19.999999999997797,-264.00000000001,-305.9999999999974,-89.9999999999892,43.999999999999595,,-1539.000000000014
2017.01.23,-972.0000000000084,417.99999999999613,-503.9999999999907,57.00000000000705,-100.00000000000009,200.00000000000017,-669.0000000000111,-453.00000000000296,35.00000000000725,-434.0000000000117,-521.0000000000008,-256.0000000000002,95.00000000000064,,-3104.000000000015
2017.01.23,-990.0000000000091,465.9999999999998,-530.9999999999917,60.99999999999994,-53.999999999998494,255.00000000000523,-590.0000000000034,-460.00000000000796,126.0000000000039,-448.0000000000075,-486.0000000000042,-211.9999999999891,38.0000000000047,,-2824.9999999999977
2017.01.23,-960.9999999999985,466.9999999999952,-557.0000000000022,139.00000000000023,-22.999999999995246,294.00000000000534,-562.0000000000118,-513.9999999999958,232.99999999999432,-382.000000000005,-471.9999999999942,-188.0000000000024,96.00000000000719,,-2430.0000000000027
2017.01.23,-947.0000000000027,507.9999999999973,-471.00000000000364,96.00000000000719,-109.99999999999899,289.0000000000059,-287.00000000000614,-451.0000000000076,251.00000000000122,-364.0000000000043,-506.9999999999908,-132.99999999999557,160.00000000000458,,-1965.9999999999936
2017.01.23,-832.0000000000078,401.99999999999125,-471.9999999999942,174.00000000000747,-112.000000000001,253.99999999999866,-147.99999999999613,-367.999999999995,80.99999999999774,-276.00000000001046,-512.0000000000005,-170.99999999999227,265.0000000000041,,-1714.9999999999982
2017.01.23,-760.9999999999957,298.9999999999937,-519.999999999996,163.99999999999747,-104.00000000000409,219.99999999999798,-323.0000000000075,-379.0000000000049,-26.999999999999247,-323.99999999999807,-534.9999999999966,-238.9999999999901,240.00000000001796,,-2288.9999999999845
2017.01.23,-667.0000000000016,256.99999999999613,-478.9999999999992,185.00000000000182,-97.9999999999981,216.0000000000051,-310.0000000000023,-356.9999999999993,-21.00000000000435,-270.00000000001023,-498.9999999999952,-218.9999999999941,262.00000000000665,,-1999.9999999999943
2017.01.23,-653.9999999999964,288.9999999999948,-432.00000000000216,199.00000000000472,-45.000000000006146,228.00000000000597,-8.99999999998613,-343.9999999999941,51.000000000001044,-218.00000000000352,-402.9999999999916,-173.00000000000182,209.00000000001472,,-1301.9999999999604
2017.01.23,-688.0000000000024,210.99999999999451,-387.00000000000045,131.99999999999878,-173.00000000000094,101.00000000000664,-44.999999999987494,-400.0000000000057,-76.99999999999375,-260.0000000000051,-515.0000000000006,-284.9999999999966,294.0000000000165,,-2091.9999999999764
