names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,20,"['CADJPY', 'GBPCHF']",80.0,-0.42846031746031754,S
GBPUSD,15,['USDCAD'],100.0,-0.6735238095238096,S
USDJPY,10,['USDJPY'],80.0,-1.0,S
USDCAD,15,['NZDJPY'],80.0,0.6397301587301589,B
AUDUSD,15,['EURNZD'],80.0,-0.7832207792207793,S
GBPCHF,10,"['USDCAD', 'CHFJPY']",100.0,-0.74,S
EURCHF,10,"['USDCHF', 'USDJPY', 'AUDNZD', 'EURUSD']",80.0,-0.36,S
CADCHF,20,"['USDCAD', 'NZDUSD', 'AUDCHF']",80.0,0.98,B
AUDCHF,10,['AUDCAD'],80.0,-1.0,S
EURGBP,10,['EURCHF'],80.0,-1.0,S
GBPJPY,15,"['AUDCHF', 'USDCAD', 'AUDJPY']",100.0,1.0,B
GBPCAD,10,"['AUDNZD', 'NZDCHF', 'NZDCAD', 'GBPAUD', 'EURCHF']",80.0,0.92,B
EURNZD,10,"['AUDCHF', 'EURGBP', 'USDCHF']",80.0,-0.4,S
CADJPY,15,"['USDCAD', 'NZDUSD']",80.0,0.40088095238095245,B
NZDJPY,10,"['USDCHF', 'USDCAD']",100.0,0.6,B
AUDCAD,10,"['GBPUSD', 'GBPCAD']",80.0,0.31261904761904763,B
NZDCAD,15,"['USDCHF', 'AUDNZD']",80.0,0.6230079365079368,B
