date,CHFJPY,EURGBP,GBPJPY,EURJPY,CADJPY,AUDNZD,empty,sum
2016.07.11,-79.00000000000773,-118.99999999999133,-111.99999999999477,-117.999999999995,-61.99999999999761,0.0,,-489.99999999998647
2016.07.11,-121.99999999999989,-142.99999999999312,-141.9999999999959,-126.99999999999534,-213.99999999999864,39.999999999995595,,-707.9999999999874
2016.07.11,-135.00000000000512,-178.00000000000037,-110.99999999999,-51.00000000000193,-99.99999999999432,74.99999999998064,,-500.000000000011
2016.07.11,-2.0000000000095497,-183.99999999999528,-62.00000000001182,42.00000000000159,56.000000000011596,-21.00000000000435,,-171.00000000000782
2016.07.11,-42.00000000000159,-166.99999999999494,-70.99999999999795,6.000000000000227,43.00000000000637,-24.000000000001798,,-254.99999999998968
2016.07.11,-1.0000000000047748,-104.99999999999955,50.99999999998772,55.999999999997385,36.000000000001364,-25.00000000000835,,11.999999999973802
2016.07.11,-35.0000000000108,-117.99999999999588,-15.999999999991132,-1.9999999999953388,37.00000000000614,11.999999999989797,,-121.99999999999721
2016.07.11,86.99999999998909,-135.99999999999167,69.99999999999318,55.999999999997385,52.00000000000671,32.999999999994145,,161.99999999998883
2016.07.11,65.99999999998829,-179.99999999999127,-38.000000000010914,25.000000000005684,41.00000000001103,-22.0000000000109,,-108.00000000000809
2016.07.11,60.000000000002274,-184.99999999999073,-60.000000000002274,46.00000000000648,-0.999999999990564,-30.0000000000189,,-169.99999999999372
2016.07.11,9.000000000000341,-157.99999999999147,-52.99999999999727,-12.000000000000455,-9.000000000000341,-26.0000000000149,,-249.0000000000041
2016.07.11,64.99999999999773,-134.0000000000008,32.00000000001069,75.00000000000284,9.000000000000341,26.999999999999247,,74.00000000001005
2016.07.11,87.99999999999386,-136.99999999999824,91.00000000000819,103.00000000000864,82.00000000000784,89.99999999999008,,317.00000000001035
2016.07.11,63.99999999999295,-130.99999999999224,64.99999999999773,81.00000000000307,90.00000000000341,117.99999999999588,,287.0000000000008
2016.07.11,112.99999999999955,-102.99999999999754,163.99999999998727,154.00000000001057,111.0000000000042,213.99999999998087,,652.9999999999849
2016.07.11,271.99999999999136,-49.99999999999449,474.9999999999943,344.0000000000083,348.0000000000132,358.9999999999982,,1748.000000000011
2016.07.11,515.0000000000006,-31.999999999998696,866.9999999999902,636.0000000000099,529.0000000000106,379.99999999998033,,2894.9999999999927
2016.07.11,711.9999999999891,-48.99999999999905,1088.9999999999986,843.0000000000035,626.0000000000048,429.99999999999704,,3650.9999999999945
2016.07.11,790.9999999999968,-29.999999999996696,1170.9999999999923,913.0000000000109,633.0000000000098,432.9999999999945,,3911.0000000000073
2016.07.11,1095.9999999999895,-174.99999999999181,1348.0000000000132,1225.0000000000086,884.0000000000003,407.99999999998613,,4786.000000000006
2016.07.11,1112.9999999999995,-103.99999999999298,1424.0000000000066,1171.999999999997,868.9999999999998,451.99999999998573,,4925.999999999995
2016.07.11,1068.9999999999884,-285.9999999999974,1098.0000000000132,1185.0000000000023,775.0000000000057,435.9999999999919,,4277.000000000004
2016.07.11,1051.0000000000018,-403.99999999999324,894.0000000000055,1127.0000000000095,757.000000000005,465.99999999998863,,3891.0000000000173
2016.07.11,1209.9999999999936,-545.9999999999909,1009.9999999999909,1308.0000000000068,794.0000000000111,552.9999999999812,,4328.999999999993
2016.07.11,1224.9999999999943,-562.9999999999912,947.0000000000027,1379.000000000005,867.0000000000044,530.9999999999926,,4386.000000000008
2016.07.11,1242.999999999995,-446.9999999999974,1175.0000000000114,1466.0000000000082,944.0000000000026,545.9999999999799,,4927.0
2016.07.11,1414.0000000000014,-520.9999999999936,1370.0000000000045,1600.999999999999,993.0000000000092,573.9999999999857,,5431.000000000006
