date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.11.04,-187.9999999999993,-53.999999999998494,-8.999999999992347,-36.000000000001364,-36.999999999998145,-7.9999999999968985,-185.99999999999727,-106.99999999999044,-60.000000000002274,-148.99999999999915,-32.999999999994145,-1.0000000000047748,-110.99999999999443,-191.99999999999218,-112.99999999999955,-72.0000000000054,-91.00000000001884,-36.999999999998145,-39.999999999995595,-43.999999999999595,-34.99999999998504,,-1602.9999999999634
2019.11.04,-157.00000000000713,-73.99999999999629,29.999999999996696,-21.000000000000796,-75.00000000000284,-4.000000000004,-160.00000000000458,-62.99999999999084,45.000000000001705,-119.99999999999788,-40.99999999999105,1.999999999981128,-160.00000000000458,-281.99999999998226,-64.00000000000716,-55.000000000005045,-148.99999999999915,-2.999999999997449,-40.99999999999105,-31.000000000003247,-49.99999999999449,,-1473.0
2019.11.04,-173.00000000000094,-129.00000000000134,29.999999999996696,-33.00000000000125,-75.00000000000284,14.999999999998348,-226.99999999999943,-76.0000000000094,97.00000000000841,-124.00000000000189,-78.00000000000028,76.99999999999818,-239.00000000001143,-348.9999999999993,-82.00000000000784,-29.999999999996696,-136.00000000000279,-7.999999999985796,-29.000000000001247,-34.99999999999615,-78.99999999998464,,-1683.0000000000011
2019.11.04,-175.99999999999838,-140.99999999999113,15.00000000000945,-21.99999999999136,-67.00000000001705,-24.999999999997247,-235.00000000000742,-100.99999999999554,82.99999999999841,-129.9999999999968,-70.99999999999883,81.99999999999363,-242.00000000000887,-283.99999999999534,-85.99999999999852,7.0000000000014495,-87.00000000001484,-17.000000000000348,-86.99999999999264,-7.0000000000014495,-51.99999999998539,,-1642.9999999999889
2019.11.04,-194.0000000000053,-130.99999999999224,21.00000000000435,-12.000000000000455,-70.0000000000145,-50.0000000000056,-246.99999999999721,-97.9999999999981,72.00000000000273,-141.00000000000225,-61.999999999995396,72.00000000000273,-222.99999999999542,-120.99999999999334,-66.0000000000025,4.000000000004,21.999999999988695,-170.99999999998784,-122.99999999999534,65.99999999999939,-41.000000000002146,,-1492.999999999986
2019.11.04,-268.99999999999704,-93.99999999999409,32.0000000000098,-19.99999999999602,-100.0000000000112,-26.000000000003798,-306.00000000000625,-134.99999999999625,-9.999999999990905,-175.99999999999838,-70.99999999999883,52.99999999999727,-205.00000000001074,-381.99999999999346,-55.00000000000682,-29.999999999996696,-197.00000000000273,-266.999999999995,-78.00000000000028,36.0000000000027,39.00000000001125,,-2260.9999999999773
2019.11.04,-268.99999999999704,-69.00000000000794,41.000000000002146,-24.999999999991473,-97.9999999999981,22.999999999995246,-293.99999999999426,-171.99999999999437,-13.999999999995794,-187.9999999999993,-67.9999999999903,39.99999999999204,-191.00000000000784,-309.99999999998806,-52.99999999999727,-24.000000000001798,-121.00000000001555,-348.9999999999993,-29.999999999996696,131.99999999999878,157.00000000000713,,-1881.99999999998
2019.11.04,-265.0000000000041,-113.00000000000753,5.000000000010552,-12.999999999991019,-78.00000000000028,-28.000000000005798,-303.9999999999932,-181.9999999999933,-12.000000000000455,-188.9999999999947,-39.999999999995595,52.99999999999727,-181.9999999999933,-229.99999999999687,-81.00000000000307,4.999999999988347,-95.00000000000064,-522.9999999999845,-69.9999999999923,187.9999999999993,182.99999999999983,,-1970.9999999999616
2019.11.04,-245.0000000000063,-99.99999999998899,0.0,-21.000000000000796,-49.00000000001015,-34.000000000000696,-289.0000000000059,-184.99999999999073,13.00000000000523,-197.99999999999818,-40.99999999999105,49.99999999998295,-171.00000000001003,-154.99999999999403,-100.99999999999909,1.999999999990898,-33.00000000001635,-550.9999999999903,-69.9999999999923,243.00000000000432,233.00000000001654,,-1701.999999999995
2019.11.04,-243.99999999999977,-160.99999999998892,-34.000000000000696,-18.999999999991246,-26.0000000000149,-104.99999999999955,-336.00000000000296,-205.00000000001074,16.000000000005343,-214.00000000000307,-42.999999999993044,90.00000000000341,-208.00000000000819,-127.99999999999478,-138.00000000000523,-12.999999999996348,-21.00000000000435,-584.9999999999911,-140.99999999999113,256.99999999999613,215.00000000000963,,-2042.9999999999814
2019.11.04,-236.99999999999832,-154.99999999999403,-41.99999999998649,-16.999999999995907,-29.999999999996696,-102.99999999999754,-334.00000000001205,-211.00000000000563,22.00000000000557,-207.00000000000162,-42.999999999993044,125.0,-200.00000000000017,-79.99999999999119,-139.00000000001,11.999999999989797,41.000000000002146,-618.9999999999918,-139.00000000000023,306.00000000000625,245.0000000000063,,-1804.9999999999645
2019.11.04,-236.00000000000287,-133.99999999998968,-49.99999999999449,-18.999999999991246,-16.000000000016,-99.00000000000463,-307.99999999999716,-214.00000000000307,24.00000000000091,-198.99999999999363,-27.999999999994696,104.99999999998977,-168.99999999999693,-18.999999999991246,-150.00000000000568,4.999999999988347,43.999999999999595,-580.0000000000027,-134.99999999999625,309.99999999999915,240.00000000001796,,-1627.9999999999848
2019.11.04,-234.00000000000088,-131.99999999999878,-22.999999999995246,-15.999999999991132,-12.999999999996348,-97.00000000000264,-313.00000000000773,-194.0000000000053,25.99999999999625,-202.0000000000022,-32.999999999994145,104.99999999998977,-164.99999999999292,-24.000000000001798,-117.00000000000443,0.9999999999843467,78.00000000000028,-770.000000000004,-134.0000000000008,312.9999999999966,243.00000000001543,,-1701.0000000000157
2019.11.04,-243.00000000000432,-127.99999999999478,-21.999999999988695,-15.999999999991132,-14.000000000002899,-95.00000000000064,-314.99999999999864,-202.9999999999976,19.000000000005457,-200.99999999999562,-31.999999999998696,111.99999999999477,-167.00000000000603,-9.999999999998899,-115.0000000000091,11.00000000000545,69.9999999999923,-626.9999999999998,-136.99999999999824,302.0000000000023,219.99999999999798,,-1590.9999999999866
2019.11.04,-263.0000000000021,-113.00000000000753,-7.0000000000014495,-18.000000000000682,-26.0000000000149,-72.0000000000054,-330.0000000000081,-208.99999999999253,1.0000000000047748,-209.9999999999991,-42.999999999993044,96.00000000000364,-170.00000000000347,-39.999999999995595,-102.00000000000387,-9.000000000014552,65.99999999998829,-564.9999999999933,-113.99999999999189,287.9999999999994,223.00000000001762,,-1617.0000000000136
2019.11.04,-295.0000000000008,-110.99999999999443,7.0000000000014495,-27.999999999991587,-41.000000000002146,-70.99999999999883,-357.00000000000733,-222.99999999999542,-21.000000000000796,-229.99999999999687,-51.99999999999649,70.99999999999795,-185.00000000001293,-97.9999999999981,-106.00000000000875,-15.00000000000945,37.99999999998249,-622.9999999999958,-113.99999999999189,265.0000000000041,214.00000000000307,,-1975.0000000000127
2019.11.04,-273.9999999999965,-93.99999999999409,-11.00000000000545,-57.00000000000216,-38.0000000000047,-102.00000000000209,-302.0000000000023,-209.9999999999991,2.0000000000095497,-217.99999999999596,-23.999999999990695,69.99999999999318,-147.99999999999258,39.00000000001125,-157.0000000000107,-11.00000000000545,97.9999999999981,-671.9999999999837,-156.00000000000057,317.0000000000006,226.99999999999943,,-1720.9999999999736
2019.11.04,-255.00000000000523,-93.00000000000975,-21.00000000000435,-69.00000000000261,-32.0000000000098,-102.99999999999754,-296.0000000000074,-211.00000000000563,55.00000000000682,-203.99999999999307,-19.999999999997797,104.99999999998977,-137.9999999999937,-17.000000000000348,-165.00000000000625,0.0,64.99999999998174,-724.9999999999978,-153.99999999999858,336.9999999999984,239.00000000001143,,-1702.0000000000416
2019.11.04,-231.0000000000034,-96.99999999999153,-65.99999999998829,-104.99999999998977,-32.0000000000098,-121.99999999999989,-283.000000000011,-174.99999999999181,82.00000000000784,-197.99999999999818,-21.999999999999797,96.99999999997999,-129.00000000000134,-19.999999999997797,-269.00000000000546,-24.000000000001798,61.99999999998429,-695.0000000000011,-158.99999999999804,336.00000000000296,275.000000000003,,-1775.0000000000116
