date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.06.13,-122.99999999999534,-224.000000000002,10.999999999983245,83.00000000001084,-51.000000000001044,-92.00000000000318,37.99999999998249,6.999999999990791,170.00000000000347,113.00000000000753,-197.99999999999818,-278.00000000002,-534.0000000000123,-261.0000000000001,-133.00000000000534,13.999999999980695,67.00000000000728,-72.00000000000273,9.999999999990905,58.99999999999794,29.000000000001247,,-1365.000000000084
2016.06.13,-136.99999999999824,-207.00000000000162,-2.0000000000131024,69.00000000000794,-50.0000000000056,-49.99999999999449,25.999999999992696,-27.000000000001023,196.00000000000728,109.99999999999899,-151.9999999999966,-204.00000000000773,-420.00000000002035,-177.00000000000495,-121.99999999999989,-176.00000000002058,75.00000000000284,-70.99999999999795,-49.000000000006594,66.99999999999484,121.99999999999989,,-1179.0000000000646
2016.06.13,-80.00000000000229,-370.999999999988,-18.0000000000069,53.00000000001415,-36.0000000000027,-290.9999999999968,-29.00000000001235,9.000000000000341,135.00000000000733,85.00000000000173,-307.99999999999716,-550.0000000000114,-644.0000000000001,-395.99999999999636,-65.99999999998829,-98.0000000000203,-12.999999999991019,-126.99999999999534,-85.00000000000796,41.9999999999976,39.00000000000014,,-2748.999999999996
2016.06.13,-87.99999999999919,-290.9999999999968,-12.000000000012001,113.00000000000753,-1.0000000000065512,-192.99999999999872,-19.00000000001345,45.000000000001705,180.0000000000024,129.00000000000134,-268.99999999999704,-448.0000000000075,-648.0000000000041,-390.0000000000015,-131.99999999999878,-56.000000000011596,50.00000000001137,-76.99999999999818,-46.00000000000648,26.999999999999247,50.0000000000056,,-2076.0000000000227
2016.06.13,-119.00000000000244,-475.0000000000032,1.999999999990898,154.0000000000097,21.999999999999797,-323.99999999999096,-5.000000000010552,-118.00000000000921,232.00000000000998,168.00000000000148,-358.0000000000028,-820.0000000000216,-920.0000000000097,-668.0000000000019,-198.99999999999363,59.99999999999339,-19.99999999999602,-146.99999999999136,-82.00000000000784,36.0000000000027,19.999999999997797,,-3561.0000000000355
2016.06.13,-130.99999999999224,-673.9999999999968,98.99999999998244,80.00000000001339,-31.000000000003247,-506.9999999999908,-80.00000000001339,-262.00000000000045,197.00000000000273,128.00000000000588,-402.9999999999978,-1211.0000000000127,-1080.0000000000143,-818.9999999999919,-236.99999999999832,9.999999999998899,-163.99999999998727,-292.99999999999216,-255.00000000000966,43.999999999999595,73.00000000000084,,-5515.999999999996
2016.06.13,-76.99999999999375,-348.9999999999993,-20.000000000020002,74.0000000000185,-12.000000000000899,-265.0000000000041,-28.000000000005798,-103.9999999999992,152.00000000000767,112.000000000001,-303.9999999999932,-719.9999999999989,-643.0000000000158,-421.99999999998903,-79.00000000000685,-30.0000000000189,-93.99999999999409,-201.99999999999818,-133.00000000000978,14.000000000002899,-3.999999999992898,,-3134.000000000011
2016.06.13,-78.99999999999574,-388.9999999999949,16.999999999978144,-41.99999999998649,-94.00000000000519,-300.99999999999574,-64.0000000000196,-305.0000000000068,86.0000000000083,30.000000000007798,-303.9999999999932,-1042.0000000000016,-536.0000000000032,-255.99999999998957,7.0000000000014495,-232.00000000000998,-318.9999999999884,-432.00000000000216,-381.0000000000002,34.99999999999615,51.000000000001044,,-4550.0
2016.06.13,-182.99999999999983,-792.9999999999993,129.99999999998568,-147.99999999999258,-52.000000000007596,-547.999999999993,-57.00000000001815,-499.00000000000944,100.00000000000009,145.00000000000622,-448.9999999999994,-1575.000000000017,-902.0000000000028,-917.9999999999966,-17.000000000000348,-108.00000000001918,-450.9999999999934,-442.99999999999784,-454.00000000000773,-97.00000000000264,2.000000000002,,-7317.000000000063
2016.06.13,-119.00000000000244,-723.9999999999914,61.99999999998429,-96.99999999999153,5.999999999994898,-567.0000000000064,-67.00000000001705,-634.0000000000003,80.00000000000229,155.00000000000514,-453.99999999999886,-1780.0000000000011,-889.0000000000065,-997.0000000000034,8.999999999992347,-124.00000000001299,-570.999999999998,-525.9999999999962,-565.0000000000119,-133.00000000000534,6.0000000000060005,,-7929.000000000058
2016.06.13,-165.9999999999995,-705.9999999999844,31.999999999987594,-105.99999999998388,44.99999999999504,-483.99999999999557,17.999999999984695,-532.0000000000107,115.00000000000954,228.00000000000597,-469.99999999999267,-1548.0000000000018,-839.0000000000119,-1052.0000000000084,62.000000000006494,-143.00000000000423,-459.99999999999375,-375.0,-437.0000000000118,-192.00000000000327,-32.999999999994145,,-7043.000000000007
2016.06.13,-173.00000000000094,-687.9999999999998,27.999999999983594,-99.99999999998899,48.99999999999905,-455.0000000000054,29.999999999996696,-603.9999999999992,125.00000000000844,238.0000000000049,-458.9999999999983,-1616.0000000000139,-838.0000000000055,-1038.99999999999,59.000000000009045,-217.0000000000005,-500.99999999999056,-415.9999999999968,-515.0000000000006,-190.99999999999673,12.000000000000899,,-7270.999999999985
2016.06.13,-139.99999999999568,-726.0000000000044,5.999999999994898,-102.99999999998644,89.99999999999008,-540.9999999999915,17.000000000000348,-618.0000000000092,97.00000000000264,253.99999999999866,-498.9999999999939,-1727.0000000000039,-883.0000000000116,-1192.9999999999995,90.00000000001229,-177.00000000000495,-542.9999999999922,-408.00000000000125,-516.0000000000053,-246.00000000000176,-31.000000000003247,,-7797.000000000005
2016.06.13,-119.00000000000244,-583.0000000000002,-46.0000000000127,-167.9999999999904,92.99999999999864,-435.0000000000076,38.99999999998904,-585.000000000008,42.0000000000087,240.00000000000688,-453.0000000000034,-1570.0000000000216,-606.0000000000176,-1009.9999999999998,225.00000000000853,-200.00000000000017,-578.9999999999935,-399.9999999999915,-490.99999999999966,-299.00000000000483,-102.00000000000209,,-7007.000000000045
2016.06.13,-112.99999999999643,-705.0000000000001,-13.000000000018552,-166.99999999998383,35.999999999991594,-554.9999999999944,1.999999999990898,-697.0000000000027,39.00000000000014,180.99999999999784,-500.00000000000045,-1860.0000000000136,-763.0000000000026,-1028.0000000000066,185.00000000001293,-416.00000000001637,-666.9999999999874,-543.9999999999969,-690.0000000000119,-224.000000000002,46.00000000000159,,-8453.00000000004
2016.06.13,-112.99999999999643,-665.0000000000044,-26.0000000000149,-200.99999999998454,24.999999999997247,-520.0000000000093,15.999999999993797,-814.0000000000072,18.0000000000069,168.99999999999693,-487.99999999999955,-1980.0000000000182,-670.9999999999993,-948.9999999999999,238.0000000000049,-453.0000000000145,-777.9999999999916,-640.0000000000006,-778.0000000000058,-231.99999999999886,28.000000000005798,,-8814.00000000004
2016.06.13,-104.99999999999955,-637.9999999999831,-50.0000000000167,-196.99999999998053,117.99999999999588,-504.9999999999999,27.999999999983594,-815.0000000000119,14.000000000002899,250.00000000000577,-485.0000000000021,-1961.0000000000127,-633.0000000000168,-1147.9999999999934,262.00000000000665,-341.00000000001353,-784.9999999999966,-551.0000000000019,-715.0000000000034,-348.9999999999993,-53.999999999998494,,-8660.000000000035
2016.06.13,-117.99999999999588,-580.0000000000027,-27.00000000002145,-100.99999999999554,104.99999999999955,-436.9999999999985,21.999999999988695,-939.0000000000072,79.00000000000685,248.00000000000378,-436.9999999999985,-2052.000000000021,-693.0000000000102,-1049.9999999999955,134.00000000001188,-335.00000000001864,-803.9999999999878,-640.0000000000006,-807.0000000000022,-263.0000000000021,34.000000000000696,,-8661.000000000047
2016.06.13,-51.99999999999649,-485.0000000000021,-121.99999999999989,-23.999999999979593,166.99999999999494,-431.99999999998795,39.999999999995595,-765.0000000000006,75.00000000000284,258.9999999999981,-451.0000000000014,-1818.000000000012,-681.0000000000205,-1059.00000000001,158.0000000000137,-384.00000000000654,-681.999999999988,-509.00000000000034,-702.0000000000124,-280.9999999999979,43.00000000000415,,-7705.000000000006
2016.06.13,-24.999999999997247,-810.999999999984,-139.00000000000023,-33.99999999997849,152.99999999999204,-781.9999999999939,25.999999999992696,-639.00000000001,48.000000000003595,229.99999999999687,-648.9999999999995,-2028.00000000002,-1085.0000000000027,-1469.9999999999936,198.99999999999363,-318.00000000001825,-614.9999999999949,-451.9999999999982,-594.0000000000083,-275.000000000003,-15.999999999993797,,-9276.000000000018
2016.06.13,-73.00000000000084,-529.0000000000017,-116.00000000000499,137.00000000000932,223.99999999999088,-442.00000000000904,61.99999999998429,-528.0000000000058,189.00000000000583,334.00000000000097,-478.0000000000006,-1504.000000000019,-965.0000000000158,-1276.9999999999948,-22.999999999995246,34.000000000000696,-375.0,-256.0000000000002,-327.0000000000124,-238.0000000000049,-75.9999999999983,,-6227.000000000072
2016.06.13,-63.00000000000195,-673.9999999999968,-216.00000000001617,129.00000000000134,246.99999999999721,-597.9999999999874,144.99999999999514,-576.9999999999982,173.00000000000094,346.9999999999973,-624.9999999999977,-1736.0000000000184,-1138.0000000000168,-1533.999999999991,116.00000000000499,-169.00000000001913,-428.99999999998784,-277.000000000001,-399.0000000000009,-273.9999999999965,-46.999999999997044,,-7599.000000000031
2016.06.13,-173.00000000000094,-737.9999999999942,-192.00000000001438,210.0000000000213,310.9999999999946,-503.99999999999335,242.99999999999324,-653.0000000000058,311.00000000000574,487.99999999999955,-646.0000000000022,-1741.0000000000139,-1334.000000000013,-1771.999999999996,-9.999999999998899,20.999999999982144,-336.9999999999891,-174.99999999999716,-293.00000000000637,-296.0000000000074,-75.9999999999983,,-7356.000000000034
2016.06.13,-165.9999999999995,-1069.9999999999932,-232.00000000000998,70.0000000000145,256.99999999999613,-838.0000000000055,278.00000000000045,-806.0000000000116,221.99999999999997,431.99999999999903,-861.9999999999961,-2310.0000000000023,-1569.0000000000205,-2095.0000000000023,195.9999999999962,-239.00000000001143,-548.9999999999924,-345.9999999999894,-499.00000000000944,-328.0000000000061,-63.00000000000195,,-10517.000000000042
2016.06.13,-158.0000000000026,-1336.9999999999882,-223.00000000001762,93.00000000000975,246.99999999999721,-1102.9999999999873,261.0000000000001,-892.0000000000101,229.00000000000142,419.9999999999982,-1005.0000000000003,-2727.0000000000036,-1934.0000000000134,-2429.9999999999986,161.99999999999548,-19.00000000001345,-607.9999999999899,-423.9999999999924,-463.0000000000081,-302.9999999999977,-166.99999999999494,,-12381.000000000013
2016.06.13,-243.99999999999977,-1052.9999999999927,-113.00000000000753,144.0000000000108,267.99999999999045,-709.0000000000041,246.99999999999721,-941.0000000000025,323.0000000000066,500.00000000000045,-768.000000000002,-2364.0000000000045,-1647.0000000000207,-2102.999999999988,-34.000000000000696,114.99999999999844,-541.9999999999874,-369.99999999999034,-448.0000000000075,-290.00000000000136,-114.00000000000298,,-10143.000000000011
2016.06.13,-214.99999999999852,-1000.9999999999852,-171.00000000001003,140.0000000000068,226.99999999999943,-700.999999999996,268.9999999999859,-822.0000000000027,300.0000000000003,440.00000000000705,-780.000000000003,-2183.000000000021,-1570.0000000000048,-1919.9999999999884,45.000000000006146,75.99999999998718,-478.9999999999992,-349.9999999999943,-365.99999999999966,-241.99999999999778,-141.99999999999767,,-9445.000000000005
2016.06.13,-246.00000000000176,-983.0000000000006,-214.00000000000307,60.99999999999994,267.99999999999045,-638.9999999999895,350.9999999999902,-877.0000000000095,277.000000000005,500.00000000000045,-798.9999999999942,-2199.0000000000123,-1442.00000000001,-1994.0000000000068,182.99999999999983,-7.0000000000014495,-541.9999999999874,-325.00000000000284,-391.00000000000534,-348.9999999999993,-185.99999999999727,,-9553.000000000036
2016.06.13,-229.00000000000142,-794.9999999999901,-214.00000000000307,58.000000000002494,252.99999999999213,-482.00000000000466,329.99999999998585,-825.0000000000028,265.0000000000041,478.0000000000006,-692.9999999999992,-1949.0000000000123,-1196.0000000000193,-1709.000000000005,188.9999999999947,142.99999999998204,-518.0000000000007,-313.0000000000024,-290.00000000000625,-334.9999999999964,-275.000000000003,,-8107.0000000000855
2016.06.13,-268.0000000000016,-780.9999999999873,-215.00000000000963,209.00000000001472,266.999999999995,-411.99999999999017,375.9999999999986,-831.0000000000031,383.0,516.0000000000053,-686.9999999999932,-1885.0000000000193,-1386.0000000000205,-1719.9999999999882,22.999999999995246,79.99999999999119,-391.9999999999959,-274.0000000000009,-293.00000000000637,-238.0000000000049,-131.99999999999878,,-7660.00000000002
2016.06.13,-356.9999999999962,-861.0000000000007,-117.00000000001154,43.00000000001525,165.9999999999995,-358.9999999999982,379.99999999998033,-950.0000000000028,356.00000000000074,485.99999999999756,-661.0000000000005,-1992.0000000000186,-1253.9999999999995,-1570.999999999989,80.99999999999774,-50.0000000000167,-512.999999999991,-391.9999999999959,-434.0000000000117,-233.00000000000543,-95.00000000000064,,-8327.000000000045
2016.06.13,-336.9999999999984,-946.0000000000024,-30.0000000000189,-120.99999999999334,125.99999999999278,-470.9999999999992,269.9999999999925,-1022.0000000000056,241.00000000000233,435.0000000000076,-642.9999999999936,-2211.0000000000127,-1134.0000000000127,-1585.9999999999986,158.0000000000137,-86.0000000000083,-691.9999999999931,-497.99999999999045,-576.0000000000076,-304.9999999999997,-117.99999999999588,,-9546.000000000022
