date,USDCHF,EURUSD,EURCHF,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2020.02.17,-43.00000000000415,-17.999999999984695,-127.99999999999478,-89.00000000000574,-34.000000000000696,-85.99999999998431,-96.00000000000719,-1.0000000000065512,-45.000000000001705,-9.000000000000341,-82.00000000000784,-114.00000000000432,,-745.0000000000023
2020.02.17,-33.000000000005244,5.000000000010552,-109.99999999998789,-87.00000000000374,-14.000000000002899,-8.99999999998613,-14.000000000002899,110.99999999999443,3.0000000000001137,9.999999999990905,-76.99999999999818,-100.99999999999909,,-315.99999999999005
2020.02.17,-82.00000000000429,-2.999999999997449,-136.00000000000279,-133.00000000000534,7.9999999999968985,82.00000000002206,53.999999999998494,219.99999999999798,-34.99999999999659,27.999999999991587,-57.00000000000216,-97.00000000000841,,-151.00000000001006
2020.02.17,-63.99999999999739,-18.999999999991246,-130.99999999999224,-131.99999999999878,13.999999999991797,164.0000000000157,130.99999999999224,95.999999999985,-63.99999999999295,64.99999999999773,12.999999999991019,-47.000000000011255,,25.999999999989626
2020.02.17,-73.00000000000084,-13.999999999980695,-124.99999999999733,-131.99999999999878,17.000000000000348,73.0000000000075,102.00000000000209,229.99999999999687,-19.99999999999602,7.999999999995566,-112.00000000000898,-155.00000000000114,,-200.99999999998136
2020.02.17,-75.00000000000284,21.00000000000435,-113.99999999999189,-121.00000000000443,0.0,36.000000000001364,66.00000000001049,293.99999999999426,0.0,22.999999999996135,-114.00000000000432,-188.0000000000024,,-171.9999999999993
2020.02.17,-95.99999999999609,29.00000000001235,-123.00000000000644,-150.00000000000568,4.999999999999449,58.9999999999975,25.00000000000835,262.999999999991,24.00000000000091,20.999999999986585,-106.00000000000875,-175.00000000001137,,-224.00000000003217
2020.02.17,-92.00000000000318,17.000000000000348,-141.99999999999767,-168.99999999999693,7.9999999999968985,76.00000000002183,26.999999999999247,119.99999999998678,-33.00000000000125,71.99999999998852,-52.99999999999727,-133.00000000000978,,-302.0000000000125
2020.02.17,-102.00000000000209,1.0000000000065512,-174.99999999999181,-185.99999999999727,12.000000000000899,151.00000000001046,22.0000000000109,72.99999999998974,-46.999999999997044,110.99999999999,21.000000000000796,-100.99999999999909,,-219.99999999997797
2020.02.17,-109.00000000000354,-4.999999999988347,-187.00000000000384,-211.00000000000563,8.999999999992347,177.00000000002092,-4.999999999988347,146.00000000000168,-61.99999999999761,125.0,33.00000000000125,-129.0000000000049,,-217.99999999997604
2020.02.17,-136.99999999999824,5.000000000010552,-198.00000000000927,-229.99999999999687,4.999999999999449,165.99999999999682,-36.999999999998145,92.99999999998754,-48.00000000000182,142.99999999998647,36.99999999999193,-149.0000000000009,,-350.0000000000325
2020.02.17,-129.9999999999968,10.000000000021103,-188.9999999999947,-224.9999999999974,4.999999999999449,149.0000000000009,-48.99999999998794,171.99999999999437,-28.999999999996362,142.99999999998647,10.99999999999568,-191.0000000000025,,-322.9999999999778
2020.02.17,-100.99999999999554,-9.999999999998899,-168.99999999999693,-204.00000000000418,-1.0000000000065512,137.00000000000045,-42.999999999993044,176.99999999998272,-31.999999999996476,125.99999999999056,9.000000000000341,-186.00000000000705,,-297.0000000000246
2020.02.17,-104.00000000000409,-1.999999999990898,-171.00000000001003,-205.99999999999508,-7.0000000000014495,149.0000000000009,-65.00000000000395,110.99999999999443,-45.000000000001705,143.99999999999125,28.999999999996362,-172.00000000001125,,-339.0000000000356
2020.02.17,-105.99999999999498,0.0,-168.99999999999693,-214.99999999999852,-16.0000000000049,139.00000000001,-82.00000000000429,7.0000000000014495,-54.99999999999261,150.99999999999625,27.000000000001023,-177.0000000000067,,-495.9999999999902
2020.02.17,-102.99999999999754,-17.999999999984695,-181.9999999999933,-219.99999999999798,-14.000000000002899,145.00000000001023,-80.99999999999774,-43.00000000001525,-68.9999999999884,153.99999999999636,78.00000000000296,-138.00000000000523,,-490.9999999999734
