date,USDCHF,EURUSD,USDCAD,CHFJPY,NZDCHF,EURGBP,GBPCAD,EURJPY,NZDJPY,empty,sum
2015.11.30,-15.999999999993797,-7.0000000000014495,-62.99999999999084,-19.000000000005457,-119.99999999999788,-26.999999999999247,-230.00000000004127,-18.000000000000682,-87.0000000000033,,-587.0000000000339
2015.11.30,-39.00000000001125,-9.999999999998899,-45.99999999999049,-67.99999999999784,-97.9999999999981,7.0000000000014495,-162.0000000000399,-63.99999999999295,-90.00000000000341,,-570.0000000000314
2015.11.30,-62.000000000006494,-17.000000000000348,-51.99999999998539,-67.99999999999784,-93.99999999999409,1.0000000000065512,-274.00000000001864,-40.99999999999682,-171.99999999999704,,-778.9999999999902
2015.11.30,-72.0000000000054,-75.00000000000284,-31.999999999987594,-45.000000000001705,-17.999999999995797,-34.99999999999615,-221.00000000002672,-90.00000000000341,-168.99999999999693,,-757.0000000000165
2015.11.30,-117.99999999999588,-97.9999999999981,-181.9999999999933,-132.000000000005,-58.000000000002494,-19.999999999997797,-328.00000000001717,-138.00000000000523,-219.0000000000083,,-1293.0000000000232
2015.11.30,-124.99999999999733,-139.00000000000023,-182.99999999999983,-138.00000000000523,-34.000000000000696,-43.999999999999595,-322.0000000000223,-194.99999999999318,-251.00000000000477,,-1431.000000000023
2015.11.30,-126.0000000000039,-164.99999999999292,-188.9999999999947,-138.9999999999958,-43.00000000000415,-48.99999999999905,-339.0000000000004,-224.99999999999432,-252.00000000000955,,-1526.9999999999948
2015.11.30,-167.00000000000603,-185.99999999999727,-190.00000000000128,-173.99999999999238,-53.00000000000304,-51.000000000001044,-303.00000000003104,-231.99999999999932,-219.0000000000083,,-1575.0000000000396
2015.11.30,-156.00000000000057,-110.99999999999443,-182.99999999999983,-200.9999999999934,-78.99999999999574,13.00000000000745,-248.00000000002598,-211.00000000001273,-231.00000000000875,,-1407.0000000000236
2015.11.30,-165.00000000001512,-120.99999999999334,-183.99999999998417,-206.99999999999363,-202.0000000000022,7.0000000000014495,-250.00000000003908,-200.9999999999934,-161.00000000000136,,-1484.0000000000207
2015.11.30,-133.00000000000534,-68.00000000000139,-174.99999999999181,-188.0000000000024,-212.00000000000108,21.999999999999797,-251.00000000000122,-197.00000000000273,-61.00000000000705,,-1263.0000000000134
2015.11.30,-112.000000000001,-55.99999999998939,-144.99999999999514,-167.99999999999216,-207.99999999999707,30.000000000007798,-230.00000000004127,-177.99999999999727,-35.0000000000108,,-1102.0000000000164
2015.11.30,-151.9999999999966,-69.00000000000794,-144.99999999999514,-194.99999999999318,-268.99999999999704,24.000000000001798,-237.00000000004275,-158.99999999999181,-5.000000000009663,,-1207.0000000000323
2015.11.30,-144.0000000000108,-58.99999999998684,-163.9999999999864,-215.99999999999397,-302.0000000000023,28.000000000005798,-252.0000000000078,-157.0000000000107,18.000000000000682,,-1247.9999999999923
2015.11.30,-141.99999999999767,-42.999999999993044,-146.00000000000168,-203.99999999999352,-319.99999999999807,39.00000000000014,-237.00000000004275,-147.99999999999613,78.99999999999352,,-1122.000000000029
2015.11.30,-112.000000000001,-38.99999999998904,-139.9999999999846,-182.00000000000216,-332.99999999999443,29.000000000001247,-251.00000000000122,-122.0000000000141,90.99999999999397,,-1058.9999999999914
2015.11.30,-160.00000000000458,-72.0000000000054,-188.9999999999947,-197.00000000000273,-324.9999999999975,14.000000000002899,-282.00000000002666,-169.00000000001114,110.99999999999,,-1269.0000000000498
2015.11.30,-207.00000000000162,-97.9999999999981,-193.99999999998306,-224.99999999999432,-356.9999999999962,0.0,-332.00000000004337,-174.0000000000066,129.99999999999545,,-1457.0000000000277
2015.11.30,-212.99999999999653,-102.00000000000209,-190.00000000000128,-203.99999999999352,-358.0000000000028,-12.999999999996348,-382.0000000000157,-118.99999999999977,149.0000000000009,,-1432.000000000007
2015.11.30,-165.00000000001512,-72.99999999998974,-180.99999999998673,-134.00000000000034,-436.00000000000307,-64.99999999999284,-499.00000000002717,-66.0000000000025,197.00000000000273,,-1422.0000000000148
2015.11.30,-89.00000000000574,-65.00000000000395,-188.9999999999947,-51.00000000000193,-375.9999999999986,-24.000000000001798,-335.00000000001864,-81.99999999999363,231.99999999999932,,-979.0000000000198
2015.11.30,-160.00000000000458,-148.99999999999915,-224.000000000002,-9.000000000000341,-390.0000000000015,-37.99999999999359,-339.0000000000004,-30.000000000001137,250.0,,-1089.0000000000027
2015.11.30,-228.00000000000597,-258.0000000000027,-256.99999999999613,-9.000000000000341,-426.9999999999996,7.0000000000014495,-264.00000000004195,-36.000000000001364,310.0000000000023,,-1162.0000000000446
2015.11.30,-187.00000000000384,-192.99999999999872,-248.99999999998812,75.00000000000284,-412.00000000000125,26.000000000003798,-142.0000000000421,87.99999999999386,376.99999999999534,,-617.0000000000383
