date,USDCHF,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.03.27,-110.99999999999443,-46.999999999997044,-95.999999999985,-34.000000000000696,-60.99999999999994,-179.9999999999926,-0.999999999995449,-143.99999999998857,-135.99999999999568,-218.00000000000708,-85.99999999999852,-54.99999999999261,-147.99999999999613,-6.000000000017103,-12.999999999996348,,-1335.9999999999573
2017.03.27,-122.99999999999534,-49.99999999999449,-31.999999999987594,-0.999999999995449,-85.00000000000173,-152.9999999999916,-54.999999999993946,-43.999999999999595,-122.99999999999045,-198.99999999999363,-147.00000000000557,37.00000000000614,-180.99999999999739,-2.0000000000131024,5.999999999994898,,-1151.9999999999588
2017.03.27,-111.99999999998988,-19.999999999997797,-28.999999999990145,-29.999999999996696,-83.00000000001084,-117.999999999995,-46.999999999997044,-55.99999999998939,-105.99999999999454,-259.0000000000092,-111.0000000000042,-110.99999999999,-152.00000000000102,-36.0000000000138,-29.999999999996696,,-1299.9999999999764
2017.03.27,-68.99999999999685,34.000000000000696,-224.99999999998633,-43.00000000000415,-89.00000000000574,-30.000000000001137,-61.999999999995396,-82.99999999998863,-6.000000000000227,-462.9999999999912,-48.00000000000182,-310.99999999999284,-27.000000000001023,-202.00000000001327,-110.99999999999443,,-1734.9999999999723
2017.03.27,-27.999999999994696,123.00000000000644,-302.0000000000023,-63.99999999999739,-107.00000000001265,0.0,-104.99999999999955,-88.99999999998354,33.00000000000125,-486.00000000000864,-28.000000000005798,-325.9999999999934,28.999999999996362,-263.99999999999756,-133.00000000000534,,-1746.9999999999968
2017.03.27,11.00000000000545,120.00000000000898,-303.9999999999932,-48.000000000003595,-103.00000000000864,159.9999999999966,-114.99999999999844,-88.99999999998354,210.99999999999852,-459.99999999999375,28.999999999996362,-384.9999999999909,81.00000000000307,-232.00000000000998,-141.99999999999767,,-1265.9999999999707
2017.03.27,-39.00000000000014,57.00000000001815,-259.9999999999936,-48.99999999999905,-94.00000000001629,153.99999999999636,-102.00000000000209,-71.99999999998319,212.0000000000033,-394.00000000000546,60.99999999999284,-400.99999999999625,58.000000000006935,-190.00000000000128,-275.000000000003,,-1333.9999999999827
2017.03.27,-14.999999999998348,69.00000000000794,-188.9999999999947,-121.99999999999989,-64.0000000000196,292.0000000000016,-60.99999999999994,36.999999999998145,364.0000000000043,-547.0000000000086,189.99999999999773,-546.999999999997,84.00000000000318,-260.0000000000158,-326.0000000000041,,-1095.000000000025
2017.03.27,13.00000000000745,95.00000000000064,-204.99999999998852,-160.00000000000458,-55.000000000005045,329.9999999999983,-49.99999999999449,53.999999999998494,422.00000000001125,-703.9999999999935,237.99999999999955,-646.0000000000008,180.00000000000682,-340.00000000000693,-374.999999999992,,-1202.9999999999634
2017.03.27,-4.999999999999449,77.00000000001594,-219.99999999999798,-165.9999999999995,-51.000000000001044,290.00000000000625,-73.00000000000084,-21.999999999988695,379.0000000000049,-628.0000000000064,180.00000000000682,-580.9999999999889,126.00000000000477,-355.0000000000164,-371.00000000001023,,-1419.9999999999707
2017.03.27,-3.999999999992898,75.00000000000284,-279.99999999999136,-155.00000000000514,-72.0000000000054,307.00000000000216,-90.99999999999665,-60.99999999999994,400.0000000000057,-597.0000000000031,171.00000000000648,-564.9999999999977,140.00000000000057,-353.0000000000033,-336.00000000000296,,-1420.9999999999807
2017.03.27,32.0000000000098,118.00000000001809,-241.00000000000233,-87.99999999999919,-48.000000000003595,313.0000000000024,-63.99999999999739,43.00000000001525,400.0000000000057,-539.0000000000006,195.99999999999795,-503.9999999999907,146.0000000000008,-278.00000000000045,-269.00000000000813,,-782.9999999999525
2017.03.27,31.000000000003247,125.00000000001954,-259.9999999999936,-97.00000000000264,-65.00000000000395,302.0000000000067,-75.9999999999983,75.00000000000284,378.0000000000001,-543.999999999989,177.0000000000067,-504.99999999999545,147.99999999999613,-307.99999999999716,-283.99999999999534,,-902.9999999999401
2017.03.27,43.999999999999595,137.00000000000932,-316.99999999998954,-56.0000000000005,-64.0000000000196,338.99999999999864,-85.99999999999719,60.99999999999994,423.0000000000018,-503.000000000009,183.9999999999975,-503.9999999999907,192.99999999999784,-278.00000000000045,-229.00000000001253,,-656.0000000000148
2017.03.27,43.999999999999595,135.00000000001845,-299.00000000000483,-82.00000000000429,-45.000000000006146,314.00000000000716,-90.0000000000012,102.00000000000209,413.0000000000109,-523.9999999999911,185.99999999999284,-524.9999999999915,192.99999999999784,-299.00000000000483,-236.99999999999832,,-713.9999999999733
2017.03.27,43.999999999999595,106.00000000000608,-292.9999999999877,-46.999999999997044,-48.000000000003595,257.000000000005,-78.99999999999574,104.99999999999955,384.00000000000034,-476.0000000000098,138.00000000000523,-477.99999999999443,150.00000000000568,-255.00000000000523,-160.00000000000458,,-651.9999999999766
2017.03.27,43.999999999999595,114.0000000000141,-309.99999999998806,-26.999999999999247,-34.000000000000696,271.0000000000008,-90.0000000000012,97.9999999999981,364.0000000000043,-414.00000000000324,128.0000000000001,-441.99999999999307,144.00000000000546,-260.0000000000158,-219.00000000001364,,-632.9999999999925
2017.03.27,43.999999999999595,120.00000000000898,-296.9999999999917,0.0,-51.000000000001044,305.0000000000068,-91.99999999999208,155.00000000001623,417.0000000000016,-391.000000000008,168.00000000000637,-493.9999999999998,131.00000000000023,-215.00000000000963,-246.00000000001288,,-445.9999999999753
2017.03.27,47.00000000000814,132.00000000002098,-282.9999999999888,-58.99999999999794,-65.00000000000395,379.0000000000049,-47.9999999999925,178.00000000001148,471.00000000000364,-621.9999999999892,265.00000000000057,-635.9999999999957,176.00000000000193,-279.00000000000705,-310.9999999999946,,-654.9999999999181
2017.03.27,154.0000000000097,240.00000000001796,-285.00000000000193,-111.00000000000554,-50.0000000000167,100.99999999999909,2.999999999997449,234.00000000000088,376.0000000000048,-804.0000000000047,323.99999999999807,-662.9999999999967,216.99999999999875,-251.00000000000122,-337.99999999999386,,-852.999999999994
2017.03.27,336.00000000000296,260.0000000000158,-299.99999999998914,-141.99999999999767,107.99999999999699,-7.999999999995566,209.9999999999991,529.0000000000017,306.0000000000116,-873.999999999997,313.0000000000024,-692.9999999999978,204.00000000000773,-276.00000000000955,-374.999999999992,,-401.9999999999406
2017.03.27,312.00000000000114,321.0000000000157,-310.9999999999946,-36.0000000000027,14.999999999987246,22.00000000000557,119.00000000000244,585.0000000000133,296.0000000000065,-781.9999999999939,305.9999999999974,-595.9999999999894,191.0000000000025,-236.00000000001398,-307.99999999999716,,-101.99999999995998
2017.03.27,307.0000000000017,307.00000000001285,-310.9999999999946,-33.000000000005244,24.000000000001798,109.99999999999943,113.00000000000753,551.9999999999969,306.0000000000116,-712.0000000000015,292.0000000000016,-601.9999999999897,215.0000000000034,-243.99999999999977,-283.000000000011,,41.00000000003513
2017.03.27,282.99999999999994,257.0000000000183,-276.9999999999939,-29.999999999996696,60.99999999999994,103.00000000000864,117.00000000000044,584.0000000000067,314.00000000000716,-632.0000000000103,253.0000000000001,-521.0000000000008,176.00000000000193,-218.00000000000708,-252.99999999999213,,217.0000000000422
2017.03.27,239.0000000000003,217.0000000000005,-261.0000000000001,-46.00000000000159,70.99999999999883,49.000000000006594,95.00000000000064,606.0000000000176,278.0000000000058,-608.0000000000085,207.9999999999984,-506.0000000000002,112.99999999999955,-218.00000000000708,-258.0000000000027,,-20.9999999999919
2017.03.27,242.00000000000887,217.0000000000005,-329.99999999998585,-41.000000000002146,80.99999999999774,-21.000000000000796,106.00000000000608,666.000000000011,224.00000000000375,-713.0000000000081,210.99999999999852,-495.9999999999951,112.99999999999955,-212.99999999999653,-323.0000000000066,,-276.99999999996913
2017.03.27,340.00000000000693,330.0000000000081,-323.99999999999096,7.9999999999968985,83.9999999999952,-42.00000000000159,143.9999999999997,895.0000000000014,192.00000000000728,-652.9999999999925,210.99999999999852,-457.9999999999984,109.00000000000887,-212.00000000001216,-286.99999999999284,,337.0000000000341
2017.03.27,295.0000000000008,290.00000000001245,-95.999999999985,9.00000000000345,48.99999999998794,-30.9999999999917,229.00000000000142,1160.0000000000055,171.00000000000648,-609.9999999999994,289.0000000000015,-408.00000000000125,88.00000000000807,-34.000000000000696,-263.00000000001324,,1138.0000000000362
2017.03.27,295.0000000000008,318.00000000001825,-151.9999999999966,-26.999999999999247,44.99999999998394,31.999999999996476,204.00000000000418,1111.0000000000175,195.99999999999795,-680.9999999999983,325.9999999999934,-471.9999999999942,105.00000000000398,-72.0000000000054,-290.00000000001245,,938.0000000000102
2017.03.27,312.00000000000114,353.0000000000033,-214.99999999998744,58.000000000002494,-17.000000000000348,34.000000000006025,165.9999999999995,1039.9999999999966,187.00000000001182,-644.0000000000001,317.99999999999784,-473.99999999998954,72.00000000000273,-26.0000000000149,-334.00000000001205,,830.000000000017
2017.03.27,353.0000000000033,434.000000000001,-153.00000000000313,-5.999999999994898,-39.00000000001125,-87.99999999999386,219.99999999999798,1140.0000000000077,76.99999999999818,-1015.9999999999947,403.0000000000058,-569.9999999999932,99.00000000000375,-21.00000000000435,-394.00000000000546,,439.00000000001694
2017.03.27,562.0000000000069,578.0000000000118,-63.99999999999739,-87.00000000000374,46.999999999997044,-173.00000000000182,445.0000000000065,1390.0000000000023,14.000000000010004,-1154.999999999995,415.00000000000625,-634.0000000000003,130.00000000000966,-129.00000000000134,-438.00000000000506,,901.0000000000455
