date,USDCHF,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.03.27,-82.99999999999974,-46.999999999997044,36.999999999998145,17.999999999995797,-24.000000000001798,-114.00000000000432,26.999999999999247,42.0000000000087,-71.99999999998852,-63.99999999999739,-72.00000000000273,103.9999999999992,-100.99999999999909,51.000000000001044,75.00000000000284,,-222.99999999998568
2017.03.27,-102.99999999999754,9.000000000014552,-14.999999999987246,7.0000000000014495,-72.0000000000054,-57.999999999992724,-39.00000000000014,-14.000000000002899,-43.99999999999693,-181.9999999999933,-67.99999999999784,40.00000000000625,-93.99999999999409,1.999999999990898,15.999999999993797,,-614.9999999999611
2017.03.27,-61.999999999995396,32.0000000000098,-12.999999999996348,-12.999999999996348,-55.000000000005045,34.99999999999659,-4.999999999999449,55.000000000005045,66.0000000000025,-248.00000000000378,37.9999999999967,-92.99999999998931,22.999999999996135,-23.00000000001745,11.00000000000545,,-251.9999999999909
2017.03.27,26.999999999999247,160.00000000000458,-211.00000000000563,-26.999999999999247,-79.00000000000685,156.0000000000059,-58.000000000002494,19.999999999997797,185.00000000000227,-443.99999999999994,75.9999999999934,-289.99999999999204,138.00000000000523,-197.00000000000273,-76.0000000000094,,-620.0000000000099
2017.03.27,19.00000000000235,131.00000000001444,-208.99999999999253,-43.999999999999595,-60.99999999999994,168.99999999999693,-58.99999999999794,72.0000000000054,218.00000000000352,-449.0000000000105,81.00000000000307,-311.9999999999976,137.00000000000045,-218.00000000000708,-103.99999999999298,,-628.999999999972
2017.03.27,19.00000000000235,133.00000000000534,-244.9999999999841,7.0000000000014495,-62.000000000006494,174.99999999999716,-85.00000000000173,-31.999999999987594,231.99999999999932,-353.0000000000033,64.99999999999773,-263.9999999999958,91.00000000000819,-177.00000000000495,-104.99999999999955,,-600.999999999972
2017.03.27,-5.999999999994898,81.00000000001995,-131.99999999999878,-38.0000000000047,-41.000000000002146,298.0000000000018,-43.999999999999595,73.00000000001194,385.0000000000051,-367.99999999999056,200.00000000000284,-378.0000000000001,91.99999999999875,-148.99999999999915,-251.00000000000122,,-277.9999999999508
2017.03.27,48.000000000003595,138.0000000000159,-150.99999999999002,-90.0000000000012,-36.0000000000138,373.00000000000466,-10.999999999994348,145.00000000001734,468.0000000000035,-539.0000000000006,287.9999999999967,-542.0000000000016,201.99999999999818,-235.00000000000742,-303.0000000000088,,-244.9999999999778
2017.03.27,13.00000000000745,96.00000000000719,-147.99999999999258,-119.99999999999788,-31.000000000003247,384.00000000000034,-31.999999999998696,79.00000000000685,478.9999999999992,-541.9999999999981,272.99999999999613,-549.9999999999972,221.00000000000364,-272.00000000000557,-293.0000000000099,,-442.99999999998226
2017.03.27,0.0,77.00000000001594,-160.99999999998892,-155.00000000000514,-31.000000000003247,341.99999999999875,-51.000000000001044,55.000000000005045,445.0000000000074,-578.9999999999961,221.9999999999942,-546.999999999997,195.99999999999795,-329.00000000000153,-322.00000000000006,,-837.9999999999739
2017.03.27,43.00000000000415,138.0000000000159,-207.00000000000162,-68.00000000000139,-39.00000000001125,329.00000000000773,-42.999999999993044,93.00000000000975,416.000000000011,-499.000000000005,221.00000000000364,-480.99999999999454,195.99999999999795,-248.00000000000378,-239.99999999999577,,-388.99999999995623
2017.03.27,47.00000000000814,128.000000000017,-219.99999999999798,-44.99999999999504,-28.000000000005798,313.0000000000024,-47.9999999999925,113.00000000000753,419.00000000001114,-442.9999999999934,206.00000000000307,-447.9999999999933,147.99999999999613,-226.99999999999943,-258.0000000000027,,-342.9999999999347
2017.03.27,43.999999999999595,157.00000000000713,-244.9999999999841,-56.99999999999594,-59.000000000009045,361.99999999999477,-63.00000000000195,124.00000000001299,430.0000000000068,-503.000000000009,221.00000000000364,-489.9999999999949,210.99999999999852,-262.00000000000665,-229.00000000001253,,-358.9999999999907
2017.03.27,54.00000000000959,141.00000000001333,-275.9999999999874,-22.999999999995246,-35.00000000000725,344.99999999999886,-74.99999999999174,119.00000000000244,444.0000000000026,-418.0000000000073,200.9999999999934,-453.9999999999935,197.00000000000273,-240.00000000001796,-201.00000000000674,,-220.9999999999841
2017.03.27,53.00000000000304,148.00000000001478,-255.99999999998957,-43.00000000000415,-41.000000000002146,343.0000000000035,-61.999999999995396,148.00000000001478,432.00000000000216,-465.0000000000043,207.9999999999984,-470.9999999999894,272.99999999999613,-253.99999999999866,-117.99999999999588,,-104.99999999994668
