date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPCAD,GBPAUD,EURJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2019.09.30,-68.00000000000139,-114.99999999999844,27.999999999991587,28.000000000005798,31.000000000003247,-71.99999999998319,32.999999999994145,15.000000000000568,-41.9999999999976,133.00000000000534,82.99999999998863,40.00000000000625,-101.99999999998965,99.00000000000463,97.9999999999981,,189.00000000002802
2019.09.30,-29.999999999996696,-112.99999999998533,16.999999999995907,11.999999999989797,33.000000000005244,30.0000000000189,29.00000000001235,15.000000000000568,-56.0000000000005,133.00000000000534,28.000000000005798,33.00000000000125,-112.99999999999955,102.00000000000209,101.00000000001774,,221.00000000007293
2019.09.30,-48.99999999999905,-151.9999999999966,-37.00000000000614,41.000000000002146,26.999999999999247,-79.99999999999119,63.99999999999739,36.99999999999193,-61.999999999995396,143.00000000000423,154.99999999999403,6.000000000000227,-107.99999999998988,156.00000000000057,45.000000000006146,,186.0000000000177
2019.09.30,-18.0000000000069,-129.99999999998568,-81.00000000000307,45.99999999999049,-10.999999999994348,-29.999999999996696,34.000000000000696,24.999999999991473,0.999999999995449,134.00000000001188,241.00000000000233,-39.00000000000148,-49.99999999999716,124.00000000000189,28.000000000005798,,274.00000000001467
2019.09.30,-52.000000000007596,-124.99999999999733,-33.00000000000125,45.000000000006146,40.00000000000669,-64.99999999998174,60.99999999999994,33.00000000000125,-73.00000000000084,116.00000000000499,92.99999999998754,4.0000000000048885,-78.99999999999352,126.0000000000039,111.00000000001664,,202.00000000004974
2019.09.30,-70.0000000000034,-133.99999999998968,-10.000000000005116,45.000000000006146,6.0000000000060005,-94.99999999997843,69.00000000000794,36.99999999999193,-48.000000000003595,141.99999999999767,200.00000000000017,13.999999999995794,-29.999999999986926,58.000000000002494,158.0000000000137,,342.00000000005474
2019.09.30,-58.000000000002494,-158.99999999999804,-5.000000000009663,45.99999999999049,26.999999999999247,-97.9999999999981,26.999999999999247,58.9999999999975,-66.99999999999484,173.00000000000094,177.00000000000495,-12.000000000000455,38.000000000010914,-41.000000000002146,308.0000000000194,,415.00000000001694
2019.09.30,-60.99999999999994,-127.99999999999478,-52.00000000000671,72.0000000000054,-32.999999999994145,-77.99999999997809,4.000000000004,3.9999999999906777,-0.999999999995449,168.0000000000126,295.0000000000008,-91.99999999999875,96.00000000000364,-58.99999999999794,255.00000000000523,,390.0000000000565
2019.09.30,-74.00000000000739,-116.99999999998934,-36.000000000001364,114.99999999999844,-32.999999999994145,-78.99999999998464,-19.999999999997797,4.9999999999954525,-9.999999999998899,206.00000000001728,258.99999999998704,-118.99999999999977,199.00000000001228,-163.99999999999747,416.00000000001637,,548.000000000056
2019.09.30,-70.99999999999883,-116.99999999998934,-27.000000000001023,52.99999999999194,31.000000000003247,-75.99999999998718,-4.999999999988347,21.99999999999136,-76.99999999999375,128.000000000017,100.99999999999554,-90.00000000000341,135.00000000000512,-134.0000000000008,440.00000000001813,,313.0000000000597
