date,USDCHF,EURUSD,EURJPY,EURCAD,empty,sum
2015.05.04,-16.0000000000049,-14.000000000002899,-25.000000000005684,-62.99999999999084,,-118.00000000000432
2015.05.04,-11.00000000000545,-21.00000000000435,-43.00000000000637,18.0000000000069,,-57.00000000000927
2015.05.04,-9.999999999998899,-9.000000000014552,-62.99999999998818,19.999999999997797,,-62.00000000000382
2015.05.04,-4.999999999999449,-74.0000000000185,-121.00000000000932,-54.99999999998284,,-255.00000000001012
2015.05.04,-2.000000000002,-70.0000000000145,-122.99999999999045,-24.000000000001798,,-219.00000000000873
2015.05.04,-18.0000000000069,-102.00000000000209,-210.9999999999843,-7.999999999985796,,-338.9999999999791
2015.05.04,-65.00000000000395,-156.00000000000057,-306.99999999998795,19.00000000001345,,-508.999999999979
2015.05.04,-68.00000000000139,-163.00000000000205,-288.99999999998727,22.0000000000109,,-497.99999999997976
2015.05.04,-23.00000000000635,-54.0000000000207,-139.00000000001,109.00000000000354,,-107.00000000003352
2015.05.04,-18.0000000000069,-5.000000000010552,-120.00000000000455,152.0000000000188,,8.999999999996788
2015.05.04,-21.00000000000435,-80.00000000001339,-243.99999999999977,171.00000000001003,,-174.00000000000747
2015.05.04,-24.000000000001798,-84.0000000000174,-301.9999999999925,152.0000000000188,,-257.99999999999295
2015.05.04,7.9999999999968985,-45.000000000006146,-294.9999999999875,152.0000000000188,,-179.99999999997797
2015.05.04,-21.999999999999797,-74.0000000000185,-293.00000000000637,135.00000000001845,,-254.00000000000622
2015.05.04,-26.000000000003798,-65.00000000000395,-260.9999999999957,123.00000000000644,,-228.999999999997
2015.05.04,-33.000000000005244,-36.0000000000138,-235.99999999999,145.00000000001734,,-159.9999999999917
2015.05.04,-34.000000000000696,-6.000000000017103,-181.99999999998795,136.00000000000279,,-86.00000000000296
2015.05.04,-38.0000000000047,-4.000000000004,-176.9999999999925,138.0000000000159,,-80.9999999999853
2015.05.04,-40.00000000000669,75.99999999998718,-105.99999999999454,129.00000000000134,,58.99999999998728
2015.05.04,-360.0000000000048,-124.00000000001299,-318.9999999999884,-58.000000000002494,,-861.0000000000086
2015.05.04,-502.00000000000244,-335.00000000001864,-484.00000000000887,-365.99999999999966,,-1687.0000000000296
2015.05.04,-469.0000000000083,-413.00000000001893,-600.9999999999991,-425.99999999999307,,-1909.0000000000196
2015.05.04,-474.00000000000773,-567.0000000000064,-793.0000000000064,-634.9999999999856,,-2469.000000000006
2015.05.04,-465.0000000000043,-525.0000000000199,-758.9999999999861,-756.0000000000011,,-2505.000000000012
2015.05.04,-399.0000000000049,-545.0000000000177,-750.0,-933.9999999999905,,-2628.000000000013
2015.05.04,-380.999999999998,-652.0000000000082,-841.0000000000082,-1029.9999999999975,,-2904.000000000012
2015.05.04,-404.0000000000044,-670.9999999999993,-848.9999999999895,-1100.9999999999964,,-3024.9999999999895
2015.05.04,-348.9999999999993,-698.0000000000208,-824.9999999999886,-1066.9999999999957,,-2939.0000000000045
2015.05.04,-230.000000000008,-594.0000000000057,-724.9999999999943,-1204.9999999999893,,-2753.9999999999973
2015.05.04,-289.0000000000059,-644.0000000000001,-731.9999999999993,-1140.999999999992,,-2805.9999999999973
2015.05.04,-265.0000000000041,-602.0000000000136,-695.999999999998,-1001.9999999999918,,-2565.0000000000073
2015.05.04,-84.0000000000063,-312.00000000000114,-448.0000000000075,-992.9999999999994,,-1837.0000000000146
2015.05.04,57.99999999999139,-205.00000000001074,-360.99999999999,-834.9999999999858,,-1342.999999999995
2015.05.04,24.999999999997247,-345.0000000000175,-451.9999999999982,-849.9999999999952,,-1622.0000000000136
2015.05.04,-203.00000000000873,-513.0000000000078,-710.000000000008,-1041.9999999999873,,-2468.000000000012
2015.05.04,-202.0000000000022,-553.0000000000035,-743.9999999999998,-1048.9999999999889,,-2547.9999999999945
2015.05.04,-184.00000000000637,-432.0000000000102,-538.0000000000109,-1021.9999999999895,,-2176.0000000000173
2015.05.04,-302.9999999999977,-509.00000000000387,-567.9999999999836,-1146.0000000000025,,-2525.9999999999877
2015.05.04,-275.000000000003,-522.0000000000002,-586.9999999999891,-1112.0000000000018,,-2495.999999999994
2015.05.04,-203.00000000000873,-392.00000000001455,-548.0000000000018,-1015.9999999999947,,-2159.0000000000196
2015.05.04,-214.99999999999852,-412.00000000001234,-575.9999999999934,-985.999999999998,,-2189.0000000000023
2015.05.04,-151.00000000000114,-442.00000000000904,-591.0000000000082,-1013.9999999999816,,-2198.0
2015.05.04,-119.00000000000244,-540.0000000000072,-777.9999999999916,-1105.0000000000005,,-2542.000000000002
2015.05.04,-170.99999999999892,-606.0000000000176,-865.9999999999854,-1312.9999999999864,,-2955.999999999988
2015.05.04,-123.00000000000644,-557.0000000000075,-789.999999999992,-1346.0000000000027,,-2816.0000000000086
2015.05.04,-114.00000000000298,-495.000000000001,-689.9999999999977,-1295.9999999999861,,-2594.999999999988
2015.05.04,-106.00000000000608,-522.0000000000002,-712.9999999999939,-1315.9999999999839,,-2656.999999999984
2015.05.04,-68.00000000000139,-502.00000000000244,-713.9999999999986,-1334.9999999999973,,-2619.0
2015.05.05,-16.0000000000049,-499.000000000005,-740.9999999999854,-1312.9999999999864,,-2568.999999999982
2015.05.05,-9.00000000000345,-461.0000000000003,-667.0000000000016,-1286.9999999999936,,-2423.999999999999
2015.05.05,-48.000000000003595,-466.00000000001086,-681.999999999988,-1289.9999999999911,,-2485.9999999999936
2015.05.05,-108.00000000000809,-501.0000000000181,-704.0000000000077,-1278.9999999999857,,-2592.0000000000196
2015.05.05,-97.9999999999981,-470.00000000001484,-704.9999999999841,-1278.9999999999857,,-2551.9999999999827
2015.05.05,-72.0000000000054,-466.00000000001086,-695.999999999998,-1234.0000000000018,,-2468.000000000016
2015.05.05,-91.00000000000774,-498.00000000002063,-722.0000000000084,-1278.9999999999857,,-2590.0000000000227
2015.05.05,-82.99999999999974,-483.0000000000112,-694.9999999999932,-1225.9999999999939,,-2486.999999999998
2015.05.05,-100.00000000000009,-471.0000000000214,-659.9999999999966,-1134.999999999997,,-2366.0000000000155
2015.05.05,-148.99999999999915,-521.0000000000159,-687.0000000000118,-1161.9999999999964,,-2519.000000000023
2015.05.05,-187.9999999999993,-551.0000000000126,-736.9999999999948,-1156.0000000000014,,-2632.000000000008
2015.05.05,-191.00000000000784,-533.0000000000057,-716.0000000000082,-1144.999999999996,,-2585.0000000000177
2015.05.05,-206.00000000000617,-579.0000000000184,-776.9999999999868,-1153.9999999999884,,-2716.0
2015.05.05,-218.00000000000708,-602.0000000000136,-820.999999999998,-1174.9999999999927,,-2816.0000000000114
2015.05.05,-209.00000000000364,-625.0000000000089,-859.0000000000089,-1210.0,,-2903.0000000000214
2015.05.05,-287.9999999999994,-683.0000000000114,-998.9999999999952,-1271.0,,-3241.000000000006
2015.05.05,-223.00000000000654,-667.0000000000176,-971.0000000000036,-1257.9999999999814,,-3119.000000000009
2015.05.05,-221.00000000000452,-628.0000000000064,-935.0000000000023,-1227.0000000000002,,-3011.0000000000136
2015.05.05,-407.0000000000018,-896.000000000008,-1170.9999999999923,-1404.9999999999895,,-3878.9999999999914
2015.05.05,-407.0000000000018,-1043.0000000000161,-1368.9999999999998,-1574.9999999999932,,-4394.000000000011
2015.05.05,-413.0000000000078,-1052.0000000000084,-1367.999999999995,-1664.9999999999832,,-4497.9999999999945
2015.05.05,-614.0000000000034,-1093.0000000000107,-1424.0000000000066,-1768.9999999999984,,-4900.000000000019
2015.05.05,-763.0000000000026,-1212.000000000013,-1454.0000000000077,-1839.9999999999973,,-5269.00000000002
2015.05.05,-792.9999999999993,-1260.0000000000166,-1442.0000000000073,-1900.999999999997,,-5396.00000000002
2015.05.05,-433.0000000000056,-1094.0000000000173,-1250.0,-1892.999999999989,,-4670.000000000012
2015.05.05,-400.00000000000034,-1049.0000000000111,-1203.000000000003,-1849.9999999999961,,-4502.000000000011
2015.05.05,-241.99999999999778,-860.0000000000163,-966.0000000000082,-1701.9999999999814,,-3770.0000000000036
2015.05.05,-257.0000000000072,-921.0000000000163,-920.9999999999923,-1811.9999999999914,,-3911.000000000007
2015.05.05,-75.00000000000284,-690.0000000000128,-643.0000000000007,-1480.999999999999,,-2889.0000000000155
2015.05.05,17.999999999995797,-740.0000000000073,-610.99999999999,-1638.9999999999905,,-2971.999999999992
2015.05.05,-90.0000000000012,-832.0000000000105,-710.000000000008,-1847.999999999983,,-3480.0000000000027
2015.05.05,2.000000000002,-744.0000000000114,-692.0000000000073,-1847.999999999983,,-3281.9999999999995
2015.05.05,141.00000000000225,-491.0000000000192,-621.9999999999857,-1707.9999999999984,,-2680.000000000001
2015.05.05,10.999999999994348,-664.0000000000201,-707.9999999999984,-1997.9999999999886,,-3359.0000000000127
2015.05.05,13.999999999991797,-727.0000000000109,-725.9999999999991,-1991.9999999999939,,-3431.000000000012
2015.05.05,434.9999999999965,-293.0000000000099,-407.99999999998704,-1757.999999999993,,-2023.9999999999934
2015.05.05,690.0000000000017,-136.00000000000279,-501.0000000000048,-1824.9999999999877,,-1771.9999999999936
2015.05.05,696.999999999992,-208.00000000000819,-668.0000000000064,-1536.9999999999884,,-1716.000000000011
2015.05.05,700.999999999996,-188.00000000001037,-616.9999999999902,-1527.9999999999961,,-1632.0000000000007
2015.05.05,736.9999999999987,-68.00000000000139,-460.00000000000796,-1452.9999999999932,,-1244.0000000000036
2015.05.05,805.9999999999956,-12.000000000012001,-346.00000000000364,-1207.9999999999868,,-760.0000000000069
2015.05.05,739.0000000000008,-30.0000000000189,-361.99999999999477,-1204.9999999999893,,-858.0000000000022
2015.05.05,685.9999999999977,-11.00000000000545,-366.9999999999902,-1203.999999999983,,-895.9999999999809
2015.05.05,665.9999999999999,4.999999999988347,-426.9999999999925,-1032.999999999995,,-788.9999999999993
2015.05.05,692.9999999999992,9.999999999998899,-432.9999999999927,-946.9999999999867,,-676.9999999999814
2015.05.05,617.0000000000009,-48.000000000003595,-508.0000000000098,-1030.999999999982,,-969.9999999999945
2015.05.05,618.9999999999918,-100.0000000000112,-557.9999999999927,-1035.9999999999925,,-1075.0000000000045
2015.05.05,602.999999999998,-102.00000000000209,-536.0000000000014,-1107.999999999998,,-1143.0000000000034
2015.05.06,696.999999999992,-93.00000000000975,-555.0000000000068,-1132.999999999984,,-1084.0000000000086
2015.05.06,695.0000000000011,-86.0000000000083,-525.0000000000057,-1086.9999999999936,,-1003.0000000000065
2015.05.06,631.9999999999992,-87.00000000001484,-508.99999999998613,-1059.9999999999943,,-1023.9999999999961
2015.05.06,590.999999999997,-141.00000000001333,-519.0000000000055,-1028.9999999999911,,-1098.0000000000127
2015.05.06,530.9999999999926,-142.0000000000199,-516.9999999999959,-1009.9999999999998,,-1138.000000000023
2015.05.06,585.0000000000022,-130.0000000000079,-477.00000000000387,-1051.9999999999864,,-1073.999999999996
2015.05.06,585.9999999999976,-120.00000000000898,-484.9999999999852,-1045.9999999999914,,-1064.999999999988
2015.05.06,568.0000000000018,-148.00000000001478,-459.0000000000032,-1009.9999999999998,,-1049.000000000016
2015.05.06,536.9999999999986,-173.00000000000094,-444.9999999999932,-996.9999999999812,,-1077.9999999999768
2015.05.06,549.9999999999949,-155.00000000001623,-448.99999999998386,-1027.9999999999845,,-1081.9999999999898
2015.05.06,624.9999999999977,-39.00000000001125,-366.9999999999902,-1022.9999999999961,,-803.9999999999999
2015.05.06,620.9999999999937,-29.00000000001235,-341.0000000000082,-1062.9999999999918,,-812.0000000000186
2015.05.06,717.000000000001,188.9999999999947,-103.999999999985,-995.9999999999969,,-193.99999999998624
2015.05.06,769.999999999993,317.9999999999961,19.000000000005457,-930.999999999993,,176.0000000000016
2015.05.06,753.9999999999991,303.9999999999932,58.9999999999975,-966.0000000000002,,150.99999999998954
