date,USDCHF,EURUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,EURGBP,GBPAUD,EURJPY,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.07.20,65.99999999999939,-154.99999999999403,-55.999999999997385,-39.00000000000014,4.000000000004,-134.00000000000034,-107.99999999999699,131.99999999999878,-296.99999999999704,-184.99999999999073,-42.00000000000159,37.9999999999967,-34.000000000000696,31.000000000003247,,-778.9999999999768
2020.07.20,61.999999999995396,-147.99999999999258,-45.99999999999227,-41.9999999999976,-40.00000000000669,-188.99999999999295,-113.99999999999189,234.00000000000088,-242.00000000000443,-277.9999999999783,-48.00000000000182,4.0000000000048885,-128.99999999999022,-24.999999999997247,,-1000.9999999999449
2020.07.20,-73.00000000000084,-381.99999999999346,-53.999999999987836,-155.00000000000514,-131.99999999999878,-381.0000000000002,-231.99999999999886,127.00000000001043,-466.99999999999875,-499.9999999999893,-165.00000000000625,-108.99999999999466,-163.99999999999747,-84.99999999999064,,-2771.9999999999513
2020.07.20,-63.00000000000195,-312.00000000000114,-15.999999999991132,-131.99999999999878,-107.99999999999699,-332.9999999999984,-210.99999999999451,121.00000000001555,-344.99999999999886,-481.99999999998244,-114.00000000000432,-63.99999999999295,-185.99999999999727,-114.99999999999844,,-2359.9999999999422
2020.07.20,-76.0000000000094,-356.00000000000074,-39.99999999999204,-139.00000000000023,-121.99999999999989,-384.00000000000034,-236.99999999999832,135.00000000001845,-426.9999999999925,-526.9999999999886,-142.00000000001012,-100.99999999999909,-187.9999999999993,-120.99999999999334,,-2724.999999999965
2020.07.20,-78.00000000000028,-381.0000000000091,-85.99999999999852,-178.99999999999582,-151.00000000000114,-438.99999999999295,-237.99999999999378,69.00000000000794,-503.0000000000001,-509.99999999998823,-216.00000000000819,-162.9999999999967,-214.99999999999852,-134.0000000000008,,-3223.9999999999764
2020.07.20,-40.00000000000669,-306.9999999999906,-109.99999999999943,-133.00000000000534,-134.0000000000008,-411.00000000000136,-241.99999999999778,73.00000000001194,-451.9999999999982,-463.9999999999977,-185.00000000000227,-161.99999999999193,-178.00000000000037,-142.99999999999312,,-2887.9999999999736
2020.07.20,66.99999999999484,-180.0000000000024,-372.99999999999045,-48.99999999999905,-26.000000000003798,-551.9999999999925,-253.99999999999866,57.00000000001815,-617.0000000000044,-364.9999999999931,-275.0000000000057,-213.99999999999864,-101.99999999999099,-29.000000000001247,,-2911.999999999968
2020.07.20,96.99999999999153,-143.00000000000423,-344.99999999999886,26.000000000003798,4.999999999999449,-490.99999999999966,-304.9999999999997,104.99999999999955,-545.9999999999923,-364.9999999999931,-174.0000000000066,-158.00000000000125,-39.00000000000014,-20.999999999993246,,-2353.9999999999945
2020.07.20,106.99999999999044,-123.99999999999079,-321.9999999999885,80.00000000000229,56.0000000000005,-459.0000000000032,-356.9999999999962,97.00000000001374,-498.00000000000466,-417.99999999998505,-103.9999999999992,-93.99999999999409,-17.000000000000348,2.000000000002,,-2050.999999999953
