date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,GBPJPY,GBPCAD,NZDJPY,empty,sum
2015.10.19,-358.9999999999982,-38.99999999998904,-50.00000000001137,-49.99999999999449,-3.999999999992898,-105.00000000001819,-170.00000000000347,-1.0000000000047748,,-778.0000000000123
2015.10.19,-262.999999999991,-28.999999999990145,-49.000000000006594,-97.9999999999981,42.0000000000087,-105.00000000001819,-204.00000000000418,30.000000000001137,,-675.9999999999984
2015.10.19,-285.9999999999974,0.0,-58.000000000006935,-97.9999999999981,69.00000000000794,-44.00000000001114,-161.99999999999548,28.999999999996362,,-550.0000000000047
2015.10.19,-259.9999999999936,-34.000000000000696,-33.00000000000125,-126.0000000000039,55.000000000005045,13.00000000000523,-151.00000000001222,15.000000000000568,,-521.0000000000008
2015.10.19,-248.99999999999923,-29.999999999996696,-24.00000000000091,-153.00000000000313,4.000000000004,-22.00000000001978,-202.00000000001327,-27.000000000001023,,-703.00000000003
2015.10.19,-257.9999999999916,8.000000000008,4.9999999999954525,-150.99999999999002,1.0000000000065512,33.999999999991815,-211.00000000000563,-156.0000000000059,,-727.9999999999914
2015.10.19,-253.99999999999866,11.00000000000545,67.99999999999784,-202.9999999999976,-136.99999999999824,180.99999999998317,-197.00000000000273,-269.999999999996,,-801.0000000000067
2015.10.19,-231.99999999999886,100.0000000000112,58.9999999999975,-238.0000000000049,-139.00000000000023,158.99999999999181,-287.9999999999994,-269.00000000000546,,-848.0000000000083
2015.10.19,-207.99999999999707,155.00000000001623,54.99999999999261,-339.0000000000004,-104.99999999999955,102.99999999998022,-439.0000000000116,-243.99999999999977,,-1022.0000000000193
2015.10.19,-297.9999999999983,139.00000000000023,99.99999999999432,-421.99999999998903,-168.00000000000148,274.0000000000009,-524.0000000000133,-355.000000000004,,-1254.0000000000107
2015.10.19,-358.9999999999982,70.99999999999883,-231.00000000000875,-409.99999999999926,-125.99999999999278,-211.00000000001273,-517.0000000000119,-319.0000000000026,,-2102.0000000000273
2015.10.19,-371.99999999999454,53.00000000001415,-105.00000000000398,-232.99999999999432,102.00000000000209,-115.0000000000091,-304.9999999999997,-124.00000000000944,,-1098.999999999995
2015.10.19,-422.00000000000017,-8.999999999992347,-184.0000000000117,-210.99999999998343,185.00000000000182,-247.0000000000141,-317.0000000000117,81.99999999999363,,-1123.000000000018
2015.10.19,-400.00000000000034,-7.0000000000014495,-174.0000000000066,-217.99999999998488,143.9999999999997,-263.00000000000523,-336.00000000000296,-21.000000000000796,,-1275.0000000000027
2015.10.19,-370.9999999999991,32.0000000000098,-66.0000000000025,-200.99999999998454,157.00000000000713,-102.00000000000387,-324.9999999999975,-84.00000000000318,,-959.9999999999737
2015.10.19,-351.0000000000013,62.000000000006494,-82.00000000000784,-215.99999999999397,145.00000000000622,-147.99999999999613,-351.0000000000124,-30.000000000001137,,-971.0
2015.10.19,-349.99999999999477,78.00000000000028,-60.000000000002274,-263.99999999999756,113.00000000000753,-112.99999999999955,-452.00000000000796,-140.00000000000057,,-1187.999999999995
2015.10.19,-381.99999999999346,72.0000000000054,63.00000000000239,-279.99999999999136,148.0000000000037,78.00000000000296,-485.0000000000021,-123.00000000000466,,-908.9999999999771
