date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,NZDCHF,EURGBP,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.03.06,-12.999999999996348,-56.99999999999594,60.99999999999994,-150.99999999999625,37.99999999999359,115.00000000000954,76.0000000000094,-85.00000000000173,117.00000000000044,82.99999999999974,-163.00000000000205,-97.9999999999981,-134.00000000000034,153.99999999999636,-212.0000000000033,143.9999999999997,4.000000000004,,-120.99999999998136
2017.03.06,-17.000000000000348,-90.99999999999665,60.99999999999994,-210.99999999999852,12.999999999996348,91.00000000000774,34.000000000000696,-97.9999999999981,100.99999999999554,51.99999999999649,-150.99999999999002,-143.99999999998857,-177.0000000000067,170.0000000000017,-219.99999999999886,170.00000000000347,31.999999999987594,,-384.99999999998823
2017.03.06,4.000000000004,-164.99999999999292,157.00000000000713,-102.99999999999443,95.99999999999609,135.00000000000733,-5.999999999994898,-156.00000000000057,124.00000000000189,96.99999999999153,-358.9999999999982,-129.99999999998568,-76.00000000000762,183.9999999999975,-200.00000000000284,280.00000000000244,92.99999999998754,,-24.999999999981654
2017.03.06,24.000000000001798,-207.00000000000162,171.00000000001003,63.00000000000239,104.99999999999955,182.99999999999983,-22.999999999995246,-146.99999999998602,154.99999999999403,77.99999999998919,-361.0000000000113,-134.99999999999625,45.99999999999227,64.00000000000716,-132.000000000005,329.999999999997,28.999999999990145,,242.99999999998792
2017.03.06,-63.000000000013046,-59.000000000009045,49.99999999999449,54.000000000002046,-62.000000000006494,78.00000000000028,20.000000000020002,-113.99999999999189,104.99999999999955,80.99999999999774,-350.9999999999902,-225.99999999999287,126.99999999999534,-114.00000000000432,-12.000000000000455,292.9999999999988,-65.00000000000395,,-258.000000000004
2017.03.06,-34.000000000000696,-143.99999999998857,86.0000000000083,130.00000000000966,-43.00000000000415,70.99999999999883,-30.999999999981043,-119.00000000000244,80.99999999999774,53.999999999998494,-346.0000000000019,-295.99999999998516,149.99999999999147,-150.00000000000568,40.99999999999682,250.00000000000577,1.0000000000065512,,-298.99999999995595
2017.03.06,-34.000000000000696,-99.00000000000463,56.000000000011596,90.00000000000341,-53.999999999998494,43.00000000000415,13.000000000018552,-92.99999999998754,58.000000000002494,64.99999999999284,-265.0000000000041,-275.9999999999874,99.00000000000375,-132.99999999999557,43.99999999999693,192.00000000000327,18.999999999991246,,-274.9999999999501
2017.03.06,-36.999999999998145,-86.0000000000083,35.00000000000725,36.000000000001364,-92.99999999999864,-41.9999999999976,26.0000000000149,-75.99999999998718,-28.000000000005798,55.99999999998939,-276.9999999999939,-319.999999999987,78.99999999999352,-137.00000000000045,99.00000000000375,104.00000000000409,99.99999999998899,,-560.9999999999737
2017.03.06,-9.000000000014552,-78.00000000000028,69.9999999999923,91.99999999999875,-87.99999999999919,-58.99999999999794,64.0000000000196,-78.00000000000028,-63.00000000000195,85.99999999999719,-337.99999999999386,-354.9999999999942,126.99999999999534,-171.99999999999704,158.00000000000125,87.99999999999919,126.99999999998823,,-428.00000000000745
2017.03.06,-46.0000000000127,-76.0000000000094,35.999999999991594,56.000000000011596,-114.00000000000298,-17.000000000000348,24.000000000001798,-85.00000000000173,4.999999999999449,61.999999999995396,-293.0000000000099,-363.0000000000022,103.9999999999992,-177.99999999999727,85.99999999999852,139.99999999999568,22.999999999995246,,-636.000000000048
2017.03.06,-50.0000000000167,-42.999999999993044,42.0000000000087,103.9999999999992,-84.0000000000063,-29.000000000001247,52.000000000007596,-95.00000000000064,-2.999999999997449,86.99999999999264,-296.0000000000074,-309.99999999998806,140.00000000000057,-177.99999999999727,131.00000000000023,134.0000000000008,82.00000000000429,,-315.9999999999941
2017.03.06,-46.0000000000127,-52.99999999999194,17.000000000000348,41.00000000001103,-100.00000000000009,-68.00000000000139,46.0000000000127,-66.99999999999484,-47.00000000000814,60.99999999999994,-302.0000000000023,-319.0000000000026,111.0000000000042,-150.99999999999625,135.00000000000512,99.00000000000463,124.99999999999733,,-517.9999999999748
2017.03.06,-66.99999999999484,-60.99999999999994,-5.999999999994898,53.00000000001148,-106.00000000000608,-106.99999999999044,11.00000000000545,-65.00000000000395,-70.99999999999883,37.99999999999359,-272.00000000000557,-293.99999999999426,121.99999999999989,-164.00000000000148,185.99999999999284,48.000000000003595,175.99999999999838,,-578.9999999999851
2017.03.06,-96.00000000000719,-34.000000000000696,-28.999999999990145,6.000000000000227,-114.00000000000298,-76.99999999999375,4.000000000004,-72.0000000000054,-21.999999999999797,36.999999999998145,-228.00000000000597,-273.9999999999965,79.9999999999983,-138.9999999999958,120.00000000000455,80.99999999999774,124.99999999999733,,-631.999999999998
