date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,empty,sum
2019.02.18,-85.00000000000173,-14.999999999987246,-22.999999999995246,-48.99999999999238,-48.000000000003595,-2.000000000002,-85.00000000000173,-114.99999999999844,-60.99999999999994,-87.00000000001751,-60.99999999999994,,-630.9999999999998
2019.02.18,-45.99999999999049,-19.999999999997797,-31.000000000003247,-81.99999999999363,-32.999999999994145,15.999999999993797,-115.99999999998278,-102.00000000000209,-70.0000000000034,14.000000000010004,-75.00000000000284,,-544.9999999999666
2019.02.18,-32.999999999994145,-31.000000000003247,-26.999999999999247,-85.99999999999852,-48.000000000003595,39.00000000000014,-83.9999999999952,-97.9999999999981,-85.00000000000173,39.99999999999204,-163.00000000000205,,-576.0000000000036
2019.02.18,-9.999999999998899,-26.999999999999247,-5.000000000010552,-140.00000000000057,60.99999999999994,92.00000000000318,-58.99999999998684,-124.00000000000189,-92.99999999999864,52.99999999999727,-198.99999999999363,,-450.9999999999899
2019.02.18,-8.000000000008,-21.999999999988695,17.000000000000348,-134.9999999999909,80.00000000001339,98.99999999999353,-92.99999999998754,-176.99999999999383,-143.9999999999997,43.00000000000637,-232.00000000000998,,-571.999999999965
2019.02.18,49.99999999999449,-3.999999999981796,90.99999999999665,-111.0000000000042,134.00000000001188,134.0000000000008,-129.00000000000134,-241.99999999999778,-157.00000000000713,43.00000000000637,-266.999999999995,,-457.99999999997704
2019.02.18,78.00000000000028,23.00000000001745,104.99999999999955,-108.00000000000409,144.0000000000108,151.00000000000114,-105.99999999998388,-261.99999999999557,-165.9999999999995,127.00000000000955,-279.00000000000705,,-292.9999999999513
2019.02.18,72.0000000000054,34.000000000000696,126.99999999998823,-126.00000000000477,131.99999999999878,129.9999999999968,-119.99999999998678,-273.000000000001,-170.00000000000347,151.9999999999868,-259.0000000000092,,-301.00000000002854
2019.02.18,106.99999999999044,65.00000000000395,171.99999999999437,-125.0,164.00000000000858,187.00000000000384,-144.99999999999514,-314.0000000000032,-209.00000000000364,179.00000000000205,-235.00000000000742,,-154.00000000000617
2019.02.18,143.99999999998857,117.00000000001154,249.99999999999466,-106.99999999999932,174.00000000000747,197.00000000000273,-106.99999999999044,-295.0000000000008,-211.00000000000563,258.99999999998613,-168.99999999999693,,251.999999999998
2019.02.18,141.99999999999767,90.00000000001229,242.00000000000887,-93.99999999999409,195.00000000001182,156.99999999999602,-126.99999999998823,-268.0000000000016,-212.00000000000108,216.00000000000819,-208.00000000000819,,133.00000000004167
2019.02.18,120.99999999999334,107.00000000001265,249.00000000001032,-88.99999999999864,200.00000000000017,185.00000000000182,-98.99999999998244,-260.00000000000466,-204.00000000000418,216.00000000000819,-191.00000000000784,,235.00000000002854
2019.02.18,103.99999999999298,96.00000000000719,234.00000000000088,-67.99999999999784,185.00000000001293,180.99999999999784,-78.99999999998464,-270.99999999999903,-195.00000000000074,183.9999999999975,-178.00000000001148,,193.00000000001558
2019.02.18,85.00000000000173,96.00000000000719,185.99999999999727,-105.99999999999454,164.99999999999292,158.99999999999804,-70.99999999999883,-265.99999999999955,-189.00000000000583,198.99999999998386,-158.0000000000137,,99.99999999996857
2019.02.18,75.00000000000284,53.999999999998494,180.0000000000024,-117.00000000000443,163.00000000000205,158.99999999999804,-73.99999999999629,-263.0000000000021,-178.00000000000037,180.99999999998317,-209.9999999999991,,-30.000000000015262
2019.02.18,58.000000000002494,36.0000000000138,143.99999999998857,-94.99999999999886,137.9999999999937,119.00000000000244,-92.99999999998754,-249.99999999999466,-182.00000000000438,146.99999999999136,-219.00000000001364,,-197.00000000000676
2019.02.18,51.000000000001044,36.0000000000138,143.99999999998857,-123.99999999999523,146.00000000000168,119.99999999999788,-76.99999999999375,-241.00000000000233,-178.00000000000037,174.0000000000066,-221.00000000000452,,-169.99999999998664
