,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['EURJPY', 'CHFJPY', 'EURAUD']",80.0,0.9834204761904768,B
1,1,GBPUSD,20,['EURUSD'],80.0,1.0,B
2,2,EURUSD,10,"['EURJPY', 'CHFJPY', 'EURAUD']",80.0,-0.9799978968253965,S
3,3,USDJPY,15,"['USDCHF', 'EURUSD', 'AUDUSD', 'AUDCAD']",80.0,-0.9976412698412698,S
4,4,USDCAD,20,['EURGBP'],80.0,-0.5548571608212013,S
5,5,NZDUSD,10,['GBPUSD'],80.0,1.0,B
6,6,GBPCHF,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.9996,B
7,7,EURCHF,10,['USDJPY'],80.0,-0.6001040873016096,S
8,8,CADCHF,20,"['AUDUSD', 'NZDUSD', 'GBPJPY', 'NZDCAD', 'AUDCAD', 'NZDCHF']",100.0,0.716518710150793,B
9,9,NZDCHF,20,['GBPAUD'],80.0,0.833675424219791,B
10,10,EURGBP,10,['EURCHF'],100.0,-0.331845555555555,S
11,11,GBPJPY,10,"['NZDCAD', 'AUDCAD', 'AUDCHF', 'NZDCHF']",100.0,0.3234,B
12,12,GBPCAD,10,"['USDCHF', 'EURUSD', 'USDCAD']",100.0,0.9998,B
13,13,GBPAUD,15,['EURGBP'],80.0,-0.33243247446997315,S
14,14,EURCAD,20,"['USDJPY', 'AUDJPY', 'NZDJPY', 'NZDUSD', 'EURJPY']",80.0,-0.6969938492063474,S
15,15,EURNZD,15,"['GBPCHF', 'GBPCAD', 'GBPUSD']",80.0,-0.7138913367188244,S
16,16,CADJPY,10,['GBPUSD'],100.0,0.7493261507935983,B
17,17,NZDJPY,20,"['GBPUSD', 'GBPJPY', 'GBPCHF']",100.0,0.9999,B
18,18,AUDCAD,20,"['NZDJPY', 'AUDUSD', 'EURJPY']",80.0,0.5536754944728444,B
19,19,NZDCAD,15,['GBPAUD'],80.0,1.0,B
20,20,AUDNZD,10,['AUDJPY'],80.0,-0.8016600000000084,S
