date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.02.15,-76.99999999999375,-5.999999999994898,-36.999999999998145,-109.00000000000354,-151.9999999999966,-221.9999999999942,-138.00000000000477,-150.00000000000568,-226.99999999999943,-34.000000000000696,-198.0000000000075,-184.00000000000637,-60.99999999999994,-25.999999999992696,-56.99999999998795,-109.99999999999943,-171.99999999999704,-106.00000000000608,-156.99999999999602,-107.99999999999699,,-2330.9999999999814
2021.02.15,-131.00000000001444,29.999999999996696,-38.0000000000047,-139.00000000000023,-126.0000000000039,-227.00000000000387,-110.00000000001009,-167.00000000000603,-243.99999999999977,-23.00000000000635,-250.0,-217.0000000000005,0.0,31.000000000003247,-44.999999999987494,-114.99999999999488,-183.9999999999975,-119.00000000000244,-175.99999999999838,-80.00000000001339,,-2330.0000000000437
2021.02.15,-246.00000000001288,-8.999999999992347,-65.99999999999939,-204.00000000000418,-313.00000000000773,-314.9999999999977,-173.00000000000094,-197.99999999999818,-314.99999999999864,-73.00000000000084,-533.0000000000155,-365.99999999999966,-9.999999999998899,21.00000000000435,-145.99999999998658,-182.99999999999272,-306.99999999998795,-125.00000000000844,-258.0000000000027,-51.000000000001044,,-3870.0000000000023
2021.02.15,-246.00000000001288,32.999999999994145,-36.0000000000027,-175.99999999999838,-320.9999999999935,-298.0000000000018,-171.00000000001003,-189.00000000000583,-300.99999999999574,-86.0000000000083,-510.9999999999957,-385.99999999999744,11.00000000000545,38.0000000000047,-138.9999999999958,-176.9999999999925,-297.9999999999876,-104.00000000000409,-232.99999999999432,-23.00000000001745,,-3613.00000000001
2021.02.15,-292.00000000000335,31.000000000003247,-79.00000000000685,-208.00000000000819,-407.0000000000018,-293.99999999999693,-211.00000000000563,-248.00000000000378,-356.9999999999962,-114.99999999999844,-620.0000000000045,-412.9999999999967,-3.999999999981796,-36.999999999998145,-184.99999999998806,-257.000000000005,-363.9999999999901,-148.99999999999915,-270.99999999999903,-6.000000000017103,,-4485.999999999998
2021.02.15,-326.0000000000041,36.999999999998145,-85.00000000000173,-218.00000000000708,-422.00000000001125,-340.999999999994,-192.00000000000327,-241.99999999999778,-350.9999999999902,-128.00000000000588,-699.9999999999886,-469.99999999999267,22.0000000000109,-45.99999999999049,-194.99999999999318,-277.000000000001,-390.99999999999113,-159.00000000000912,-286.99999999999284,2.999999999997449,,-4767.999999999967
2021.02.15,-324.0000000000132,26.999999999999247,-41.000000000002146,-216.0000000000051,-412.9999999999967,-290.00000000000625,-191.00000000000784,-206.00000000000617,-342.9999999999933,-131.99999999999878,-591.0000000000082,-452.99999999999227,5.000000000010552,41.000000000002146,-147.99999999999613,-197.00000000000273,-341.99999999999875,-103.00000000000864,-273.000000000001,43.999999999999595,,-4146.000000000025
2021.02.15,-448.000000000004,-49.00000000001015,-86.0000000000083,-240.00000000000688,-456.00000000001194,-298.9999999999924,-187.00000000000384,-199.00000000000472,-329.999999999997,-167.00000000000603,-681.999999999988,-530.9999999999926,-20.999999999982144,9.000000000014552,-162.9999999999967,-197.9999999999933,-334.99999999999375,-99.00000000000463,-266.999999999995,19.999999999997797,,-4727.999999999978
2021.02.15,-553.0000000000035,-85.00000000000173,-114.99999999999844,-274.00000000000756,-486.999999999993,-313.0000000000024,-196.00000000000728,-202.9999999999976,-342.9999999999933,-204.99999999999963,-730.9999999999945,-588.9999999999951,-31.999999999987594,11.00000000000545,-172.9999999999876,-203.99999999999352,-349.9999999999943,-104.00000000000409,-263.0000000000021,24.000000000001798,,-5184.9999999999545
2021.02.15,-526.0000000000042,-93.00000000000975,-126.99999999999933,-309.99999999999915,-470.9999999999992,-349.9999999999943,-178.00000000000037,-202.9999999999976,-362.99999999999113,-191.00000000000784,-750.0,-565.9999999999999,-12.999999999996348,-11.999999999989797,-191.99999999999307,-242.999999999995,-411.9999999999919,-111.00000000000554,-312.00000000000114,34.99999999998504,,-5387.999999999989
2021.02.15,-548.9999999999995,-137.00000000000932,-194.0000000000053,-361.0000000000002,-462.0000000000068,-376.0000000000048,-191.00000000000784,-246.00000000000176,-389.99999999999034,-182.99999999999983,-765.9999999999911,-533.0000000000057,-26.999999999999247,-112.000000000001,-212.99999999999386,-307.9999999999927,-458.999999999989,-162.0000000000066,-339.0000000000004,38.99999999998904,,-5969.0000000000155
2021.02.15,-560.0000000000049,-157.99999999999147,-231.0000000000034,-392.9999999999989,-456.9999999999963,-406.9999999999965,-212.00000000000108,-285.9999999999974,-422.00000000000017,-170.99999999999892,-822.0000000000027,-496.99999999999187,-51.000000000001044,-177.00000000000495,-269.999999999996,-382.99999999999557,-516.9999999999959,-192.00000000000327,-365.99999999999966,48.000000000003595,,-6523.999999999976
2021.02.15,-565.9999999999999,-167.00000000000603,-241.00000000000233,-396.00000000000745,-482.00000000000466,-444.0000000000026,-214.00000000000307,-296.0000000000074,-427.99999999999505,-190.00000000000128,-883.0000000000098,-495.000000000001,-62.99999999999084,-191.99999999999218,-296.99999999999704,-414.99999999999204,-545.9999999999923,-197.00000000000273,-373.00000000000114,35.999999999991594,,-6849.000000000017
2021.02.15,-517.9999999999962,-146.00000000000168,-209.9999999999991,-392.9999999999989,-456.9999999999963,-390.00000000000057,-207.00000000000162,-282.0000000000045,-435.9999999999919,-175.99999999999838,-782.0000000000107,-473.99999999999665,-63.99999999999739,-170.00000000000347,-243.99999999999977,-353.9999999999992,-511.99999999998624,-185.00000000000182,-381.99999999999346,72.99999999998974,,-6308.999999999988
2021.02.15,-561.9999999999958,-192.99999999999872,-265.0000000000041,-439.0000000000005,-451.0000000000014,-400.0000000000057,-209.00000000000364,-297.9999999999983,-452.99999999999227,-161.00000000000003,-798.0000000000018,-462.0000000000068,-64.99999999998174,-201.99999999999108,-261.99999999998624,-391.9999999999959,-548.9999999999924,-215.00000000000963,-408.9999999999927,70.99999999999883,,-6713.99999999996
2021.02.15,-554.9999999999944,-201.00000000000674,-263.0000000000021,-441.0000000000025,-445.0000000000065,-429.9999999999926,-217.0000000000005,-299.00000000000483,-454.9999999999943,-155.00000000000514,-820.999999999998,-445.99999999999085,-51.99999999998539,-194.99999999998963,-283.9999999999918,-409.000000000006,-562.9999999999882,-204.00000000000418,-397.0000000000029,59.99999999999339,,-6771.999999999974
2021.02.15,-543.0000000000045,-178.99999999999582,-260.00000000000466,-417.0000000000007,-432.0000000000102,-457.9999999999984,-217.0000000000005,-307.0000000000017,-442.9999999999934,-150.00000000000568,-860.0000000000136,-458.00000000000284,-29.999999999996696,-178.99999999999582,-313.99999999999295,-438.99999999999295,-573.9999999999981,-209.9999999999991,-390.99999999999693,39.999999999995595,,-6821.000000000008
2021.02.15,-507.000000000013,-163.00000000000205,-248.99999999999923,-407.0000000000018,-456.9999999999963,-435.0000000000023,-230.000000000008,-321.0000000000046,-449.9999999999948,-114.00000000000298,-837.9999999999939,-429.99999999999704,-4.999999999988347,-150.00000000000568,-302.99999999999727,-429.00000000000205,-555.9999999999974,-207.00000000000162,-376.99999999999403,31.999999999987594,,-6596.000000000015
2021.02.15,-462.0000000000068,-133.99999999998968,-209.00000000000364,-373.00000000000114,-458.00000000000284,-462.0000000000033,-228.00000000000597,-302.9999999999977,-436.9999999999985,-114.99999999999844,-812.9999999999882,-424.99999999998647,-13.999999999980695,-121.99999999999989,-296.99999999999704,-391.00000000000534,-548.9999999999924,-182.99999999999983,-363.99999999999767,49.99999999999449,,-6288.999999999962
2021.02.15,-636.0000000000143,-129.00000000000134,-185.00000000000182,-380.00000000000256,-597.0000000000031,-513.0000000000052,-211.00000000000563,-274.00000000000756,-441.99999999999795,-233.00000000000543,-1085.000000000008,-679.9999999999917,-3.999999999981796,-83.9999999999952,-325.9999999999934,-418.99999999999693,-589.9999999999892,-171.00000000001003,-390.0000000000015,92.99999999998754,,-7256.000000000026
2021.02.15,-680.0000000000139,-221.00000000000452,-258.0000000000027,-470.9999999999992,-541.0000000000136,-569.9999999999932,-239.0000000000003,-308.00000000000824,-494.9999999999899,-200.00000000000017,-1082.9999999999984,-618.9999999999918,-71.99999999998319,-168.99999999999693,-405.9999999999917,-501.0000000000048,-683.9999999999975,-204.99999999999963,-446.9999999999974,95.00000000000064,,-8073.999999999987
2021.02.15,-597.0000000000031,-208.00000000000819,-246.00000000000176,-463.0000000000023,-544.9999999999955,-617.0000000000044,-248.99999999999923,-302.9999999999977,-488.999999999995,-187.9999999999993,-1151.0000000000105,-496.00000000000756,-78.99999999998464,-151.9999999999966,-447.9999999999933,-542.9999999999922,-726.9999999999897,-173.00000000000094,-412.9999999999967,122.99999999998423,,-7963.999999999993
2021.02.15,-551.0000000000126,-201.00000000000674,-204.99999999999963,-431.0000000000036,-495.000000000001,-691.9999999999931,-250.00000000000577,-280.00000000000244,-472.9999999999901,-143.9999999999997,-1120.0000000000045,-428.9999999999905,-91.99999999998099,-79.99999999999119,-471.9999999999942,-524.0000000000009,-716.9999999999987,-134.0000000000008,-386.9999999999929,137.9999999999937,,-7538.999999999976
2021.02.15,-554.9999999999944,-190.00000000000128,-177.00000000000495,-394.00000000000546,-405.0000000000109,-861.9999999999948,-213.00000000000762,-223.00000000000654,-415.99999999999415,-161.00000000000003,-1290.9999999999968,-456.9999999999963,-60.99999999999994,-0.9999999999843467,-543.9999999999969,-561.9999999999976,-734.9999999999994,-97.00000000000264,-342.9999999999933,117.99999999999588,,-7568.999999999992
2021.02.15,-668.0000000000019,-204.99999999998852,-180.99999999999784,-365.0000000000042,-547.999999999993,-826.9999999999982,-221.00000000000452,-223.00000000000654,-381.99999999999346,-255.00000000000523,-1419.0000000000111,-588.9999999999951,-146.00000000000168,-95.999999999985,-553.9999999999878,-578.000000000003,-728.9999999999992,-93.00000000000975,-297.9999999999983,73.99999999999629,,-8302.999999999989
2021.02.15,-668.0000000000019,-218.99999999999142,-172.00000000000549,-365.99999999999966,-536.0000000000032,-772.9999999999961,-229.00000000000142,-216.0000000000051,-378.999999999996,-256.0000000000007,-1340.0000000000034,-565.9999999999999,-160.99999999998892,-82.00000000000429,-545.9999999999923,-549.9999999999972,-697.9999999999933,-81.00000000000884,-283.99999999999534,70.99999999999883,,-8050.999999999987
2021.02.15,-653.0000000000147,-232.99999999999432,-195.00000000000074,-345.0000000000064,-495.000000000001,-784.9999999999966,-228.00000000000597,-216.0000000000051,-366.9999999999951,-236.99999999999832,-1304.000000000002,-522.0000000000002,-175.99999999999838,-79.99999999999119,-542.9999999999922,-534.000000000006,-685.9999999999928,-85.00000000000173,-254.99999999999412,1.999999999990898,,-7937.0000000000055
2021.02.15,-646.9999999999976,-272.99999999998994,-219.99999999999798,-319.0000000000026,-478.0000000000006,-799.9999999999972,-229.00000000000142,-208.00000000000819,-301.9999999999912,-248.99999999999923,-1262.0000000000005,-479.0000000000072,-219.99999999999798,-95.999999999985,-524.9999999999915,-545.9999999999923,-617.999999999995,-94.00000000000519,-214.99999999999852,-45.000000000006146,,-7824.9999999999645
2021.02.15,-609.9999999999994,-248.00000000000378,-151.00000000000114,-253.99999999999866,-514.9999999999987,-706.9999999999936,-231.0000000000034,-211.00000000000563,-275.99999999999847,-282.0000000000045,-1219.9999999999989,-509.00000000000387,-215.99999999999397,-116.00000000000499,-496.9999999999999,-477.00000000000387,-527.9999999999916,-55.000000000005045,-136.00000000000279,-139.00000000000023,,-7378.000000000012
2021.02.15,-663.999999999998,-322.00000000000006,-182.00000000000438,-285.9999999999974,-509.00000000000387,-745.9999999999951,-270.99999999999903,-224.9999999999974,-311.99999999999005,-275.000000000003,-1288.9999999999873,-415.99999999999415,-304.9999999999997,-123.99999999999079,-569.9999999999932,-542.9999999999922,-602.9999999999944,-36.0000000000027,-136.99999999999824,-75.00000000000284,,-7889.9999999999445
2021.02.15,-656.9999999999965,-327.99999999999494,-169.00000000000804,-251.00000000000122,-514.9999999999987,-781.9999999999965,-276.00000000000955,-212.00000000000108,-280.9999999999979,-273.000000000001,-1324.9999999999886,-385.99999999999744,-323.99999999999096,-126.99999999998823,-593.9999999999941,-519.0000000000055,-558.9999999999975,3.999999999992898,-78.00000000000028,-80.00000000001339,,-7731.999999999987
2021.02.15,-632.9999999999947,-314.99999999999864,-138.00000000000477,-224.9999999999974,-490.999999999997,-802.9999999999973,-282.0000000000045,-179.00000000000693,-254.99999999999412,-246.00000000000176,-1312.9999999999882,-368.9999999999971,-325.99999999998187,-35.999999999991594,-615.9999999999997,-506.0000000000002,-553.9999999999878,23.999999999990695,-39.999999999995595,-116.00000000000499,,-7418.999999999954
