date,AUDUSD,CHFJPY,empty,sum
2020.08.24,76.99999999999375,105.00000000000398,,181.99999999999773
2020.08.24,88.99999999999464,108.00000000000409,,196.99999999999875
2020.08.24,139.99999999999568,260.9999999999957,,400.99999999999136
2020.08.24,170.99999999999892,290.9999999999968,,461.99999999999574
2020.08.24,164.99999999999292,269.00000000000546,,433.9999999999984
2020.08.24,83.9999999999952,221.00000000000364,,304.99999999999886
2020.08.24,102.99999999999754,115.99999999999966,,218.99999999999721
2020.08.24,85.99999999999719,52.00000000000671,,138.0000000000039
2020.08.24,234.00000000000088,67.99999999999784,,301.99999999999875
2020.08.24,224.9999999999974,105.99999999999454,,330.9999999999919
2020.08.24,236.00000000000287,99.99999999999432,,335.99999999999716
2020.08.24,153.00000000000313,118.99999999999977,,272.0000000000029
2020.08.24,182.99999999999983,105.00000000000398,,288.0000000000038
2020.08.24,161.00000000000003,82.99999999999841,,243.99999999999844
2020.08.24,163.99999999999747,153.99999999999636,,317.99999999999386
2020.08.24,125.99999999999278,159.9999999999966,,285.99999999998937
2020.08.24,126.99999999999933,198.99999999999807,,325.9999999999974
2020.08.24,253.99999999999866,251.99999999999534,,505.999999999994
2020.08.24,252.99999999999213,234.99999999999943,,487.9999999999916
2020.08.24,263.0000000000021,168.00000000000637,,431.00000000000847
2020.08.24,246.00000000000176,227.00000000000387,,473.0000000000056
2020.08.24,324.00000000000205,408.00000000000125,,732.0000000000033
2020.08.24,305.99999999999517,409.9999999999966,,715.9999999999918
2020.08.24,280.9999999999979,426.00000000000193,,706.9999999999998
2020.08.24,352.9999999999922,460.9999999999985,,813.9999999999907
2020.08.24,370.9999999999991,373.00000000000466,,744.0000000000038
2020.08.24,398.9999999999938,439.9999999999977,,838.9999999999916
2020.08.24,395.99999999999636,393.0000000000007,,788.999999999997
2020.08.24,444.9999999999954,433.00000000000693,,878.0000000000023
2020.08.24,464.9999999999932,579.9999999999983,,1044.9999999999914
2020.08.24,431.99999999999903,533.0000000000013,,965.0000000000002
2020.08.24,441.0000000000025,644.0000000000055,,1085.000000000008
2020.08.24,429.0000000000016,578.000000000003,,1007.0000000000045
2020.08.24,249.99999999999466,492.00000000000443,,741.9999999999991
2020.08.24,254.99999999999412,465.0000000000034,,719.9999999999975
2020.08.24,204.99999999999963,403.0000000000058,,608.0000000000055
2020.08.24,151.9999999999966,384.00000000000034,,535.9999999999969
2020.08.24,221.99999999999997,406.0000000000059,,628.0000000000059
2020.08.24,207.99999999999707,376.99999999999534,,584.9999999999924
2020.08.24,202.9999999999976,394.999999999996,,597.9999999999936
2020.08.24,207.00000000000162,417.0000000000016,,624.0000000000032
2020.08.24,180.99999999999784,421.0000000000065,,602.0000000000043
2020.08.24,136.99999999999824,414.0000000000015,,550.9999999999998
2020.08.24,95.00000000000064,400.0000000000057,,495.0000000000063
2020.08.24,61.999999999995396,370.9999999999951,,432.9999999999905
2020.08.24,121.99999999999989,400.0000000000057,,522.0000000000056
2020.08.24,114.99999999999844,367.999999999995,,482.9999999999934
2020.08.24,107.99999999999699,346.00000000000364,,454.0000000000006
2020.08.25,105.99999999999498,317.99999999999784,,423.99999999999284
2020.08.25,120.99999999999334,378.0000000000001,,498.99999999999346
2020.08.25,129.00000000000134,367.00000000000443,,496.0000000000058
2020.08.25,148.99999999999915,322.00000000000273,,471.0000000000019
2020.08.25,117.00000000000044,334.99999999999375,,451.9999999999942
2020.08.25,176.99999999999383,373.00000000000466,,549.9999999999985
2020.08.25,129.9999999999968,364.9999999999949,,494.9999999999917
2020.08.25,248.99999999999923,481.9999999999993,,730.9999999999985
2020.08.25,258.9999999999981,438.0000000000024,,697.0000000000005
2020.08.25,286.99999999999284,453.00000000000296,,739.9999999999958
2020.08.25,246.99999999999721,371.9999999999999,,618.999999999997
2020.08.25,219.00000000000253,365.99999999999966,,585.0000000000022
2020.08.25,183.99999999999528,355.99999999999454,,539.9999999999898
2020.08.25,217.0000000000005,394.00000000000546,,611.0000000000059
2020.08.25,212.99999999999653,447.00000000000273,,659.9999999999993
2020.08.25,171.99999999999437,441.0000000000025,,612.9999999999968
2020.08.25,186.99999999999272,430.9999999999974,,617.9999999999901
2020.08.25,214.00000000000307,456.00000000000307,,670.0000000000061
2020.08.25,258.0000000000027,459.99999999999375,,717.9999999999964
2020.08.25,161.99999999999548,512.0000000000005,,673.9999999999959
2020.08.25,175.00000000000293,704.0000000000077,,879.0000000000107
2020.08.25,191.99999999999218,826.9999999999982,,1018.9999999999903
2020.08.25,97.9999999999981,891.0000000000053,,989.0000000000034
2020.08.25,98.99999999999353,1070.999999999998,,1169.9999999999916
2020.08.25,198.99999999999363,1102.0000000000039,,1300.9999999999975
2020.08.25,178.00000000000037,1105.000000000004,,1283.0000000000045
2020.08.25,261.0000000000001,1224.0000000000036,,1485.0000000000036
2020.08.25,283.99999999999534,1224.9999999999943,,1508.9999999999895
2020.08.25,247.99999999999267,1227.9999999999945,,1475.9999999999873
2020.08.25,225.99999999999287,1076.9999999999982,,1302.9999999999911
2020.08.25,212.00000000000108,1099.9999999999943,,1311.9999999999955
2020.08.25,280.9999999999979,1052.0000000000068,,1333.0000000000048
2020.08.25,343.9999999999999,1210.9999999999986,,1554.9999999999986
2020.08.25,312.00000000000114,1305.9999999999973,,1617.9999999999984
2020.08.25,322.9999999999955,1400.9999999999964,,1723.9999999999918
2020.08.25,220.99999999999343,1275.9999999999964,,1496.9999999999898
2020.08.25,182.99999999999983,1287.9999999999968,,1470.9999999999966
2020.08.25,275.000000000003,1201.0000000000077,,1476.0000000000107
2020.08.25,181.9999999999933,1177.9999999999973,,1359.9999999999905
2020.08.25,202.0000000000022,1207.0000000000077,,1409.00000000001
2020.08.25,242.99999999999324,1185.0000000000023,,1427.9999999999955
2020.08.25,307.0000000000017,1263.0000000000052,,1570.0000000000068
