date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.04.27,52.000000000007596,-39.999999999995595,5.999999999994898,49.00000000001015,168.00000000000148,-19.999999999997797,10.000000000005116,105.99999999999498,176.99999999999383,-21.000000000015007,-119.00000000000244,14.999999999987246,-87.99999999999386,4.999999999988347,-58.000000000002494,-43.99999999999693,-129.99999999999545,-262.00000000000665,215.00000000000963,,20.999999999987068
2020.04.27,60.00000000000449,-38.99999999998904,-7.0000000000014495,82.00000000000429,141.99999999999767,-25.999999999992696,-1.0000000000047748,112.99999999999643,140.99999999999113,-27.999999999991587,-170.00000000000347,2.999999999997449,-97.99999999999898,37.99999999998249,-112.99999999998533,-45.000000000001705,-100.99999999999909,-178.00000000000037,239.00000000001143,,12.000000000016911
2020.04.27,143.00000000000423,-35.999999999991594,17.999999999984695,268.0000000000016,173.00000000000094,-120.00000000000898,134.00000000000034,130.99999999999224,243.99999999999977,74.99999999998863,-330.0000000000081,7.0000000000014495,-6.999999999990791,186.99999999998164,-62.99999999999084,2.0000000000095497,-105.00000000000398,-312.00000000000114,209.9999999999991,,618.9999999999688
2020.04.27,155.00000000000514,-25.00000000000835,38.99999999998904,320.00000000000915,156.00000000000057,-100.99999999999554,150.99999999999625,108.99999999999244,233.99999999998977,93.99999999999409,-378.999999999996,41.99999999998649,18.000000000000682,212.99999999999653,-76.99999999999375,-9.999999999990905,-81.99999999999363,-319.99999999999807,259.0000000000092,,795.9999999999931
2020.04.27,131.99999999999878,-38.0000000000047,27.999999999983594,289.0000000000059,256.0000000000007,-92.00000000000318,121.99999999999989,110.99999999999443,313.99999999999204,68.9999999999884,-358.00000000001387,283.99999999999534,-3.0000000000001137,198.99999999999363,209.9999999999991,-104.99999999998977,-192.99999999999784,-443.0000000000045,225.00000000000853,,1006.9999999999462
2020.04.27,129.00000000000134,-51.000000000001044,-1.0000000000065512,273.9999999999965,239.99999999999577,-116.99999999998934,72.99999999999329,114.99999999999844,294.9999999999897,-2.0000000000095497,-358.00000000001387,295.0000000000008,-79.9999999999983,219.99999999999798,104.00000000001519,-141.9999999999959,-201.99999999999818,-411.0000000000058,266.0000000000107,,646.9999999999812
2020.04.27,175.00000000000293,-21.999999999988695,63.99999999999739,242.00000000000887,278.9999999999959,-103.99999999999298,46.00000000000648,170.99999999999892,361.9999999999957,-56.99999999998795,-279.00000000000705,476.9999999999941,-90.99999999999397,93.99999999999409,324.9999999999975,-240.99999999999966,-286.9999999999919,-446.00000000000193,285.00000000000193,,993.0000000000296
2020.04.27,140.0000000000068,-133.00000000000534,27.999999999983594,139.00000000000023,335.99999999999187,-106.99999999999044,7.999999999995566,192.99999999999872,400.9999999999958,-170.00000000001592,-300.99999999999574,568.9999999999973,-126.99999999999534,34.000000000000696,435.0000000000076,-330.99999999998886,-343.9999999999941,-470.00000000000375,327.00000000001063,,626.9999999999993
2020.04.27,94.00000000000519,-175.99999999999838,-48.000000000003595,56.99999999999594,430.9999999999925,-124.99999999999733,-67.99999999999784,200.99999999999562,462.9999999999912,-254.99999999999545,-258.0000000000027,1025.9999999999936,-236.99999999999477,54.99999999998284,602.0000000000136,-534.9999999999966,-460.9999999999985,-556.0000000000009,442.9999999999934,,652.9999999999781
2020.04.27,128.00000000000588,-303.0000000000088,-43.999999999999595,-117.99999999999588,497.99999999999847,-163.00000000000205,48.00000000000182,304.9999999999997,546.9999999999975,-290.9999999999968,-219.00000000001364,988.9999999999955,-155.00000000000114,-148.00000000001478,805.9999999999956,-540.9999999999968,-489.9999999999949,-536.0000000000032,408.00000000000836,,720.9999999999752
2020.04.27,168.00000000000148,-286.00000000000847,-22.0000000000109,-123.00000000000644,457.99999999999176,-173.00000000000094,121.99999999999989,337.99999999999386,529.9999999999972,-239.00000000000432,-195.00000000001182,970.9999999999885,-97.99999999999898,-182.99999999999983,719.000000000003,-512.999999999991,-424.99999999999716,-475.99999999999864,463.9999999999977,,1036.999999999945
2020.04.27,155.00000000000514,-248.99999999998812,-18.0000000000069,-82.99999999998863,405.9999999999952,-160.99999999998892,144.00000000000546,312.9999999999966,475.99999999999864,-155.00000000000114,-180.0000000000024,922.999999999985,-58.9999999999975,-142.0000000000199,565.9999999999999,-448.99999999999807,-355.000000000004,-426.00000000000415,490.0000000000126,,1195.999999999999
2020.04.27,129.00000000000134,-364.9999999999931,-58.000000000002494,-121.99999999999989,478.0000000000006,-168.99999999999693,248.99999999999523,312.00000000000114,528.9999999999906,-126.00000000000477,-307.99999999999716,933.9999999999905,42.00000000000159,-128.000000000017,710.0000000000106,-434.99999999998806,-349.00000000000375,-504.9999999999999,476.9999999999941,,1294.9999999999823
2020.04.27,106.00000000000608,-411.99999999999017,-109.00000000000354,-113.99999999999189,454.9999999999943,-192.99999999999872,194.99999999999318,287.9999999999994,492.999999999999,-199.00000000001228,-378.999999999996,812.999999999997,-36.99999999999193,-52.000000000007596,564.000000000009,-438.99999999999295,-340.999999999994,-470.00000000000375,493.0000000000101,,662.0000000000251
2020.04.27,114.00000000000298,-398.9999999999938,-103.00000000000864,-89.99999999999008,478.9999999999961,-198.00000000000927,191.99999999999307,286.99999999999284,519.9999999999983,-199.99999999998863,-395.99999999999636,905.0000000000002,-39.99999999999204,-28.000000000005798,639.9999999999961,-467.9999999999893,-367.999999999995,-523.0000000000068,489.0000000000061,,813.0000000000102
2020.04.27,42.0000000000087,-685.0000000000023,-175.00000000001404,-202.9999999999976,613.9999999999924,-191.00000000000784,218.9999999999941,292.9999999999988,609.9999999999994,-382.000000000005,-652.0000000000082,870.9999999999995,-15.999999999991132,-49.00000000001015,927.9999999999955,-551.9999999999925,-459.99999999999375,-653.999999999999,472.00000000000574,,29.999999999972772
2020.04.27,-19.999999999997797,-744.9999999999957,-259.0000000000092,-251.99999999998556,709.9999999999995,-202.9999999999976,165.99999999999682,270.99999999999903,664.9999999999934,-425.00000000001137,-675.0000000000034,1096.9999999999925,-79.9999999999983,4.999999999988347,1080.9999999999986,-650.9999999999962,-542.9999999999922,-750.0000000000063,482.00000000000466,,-126.00000000002069
2020.04.27,-12.999999999996348,-814.999999999988,-256.99999999999613,-181.9999999999933,709.9999999999995,-211.99999999998997,153.0000000000058,241.00000000000233,669.9999999999928,-527.0000000000152,-863.9999999999981,983.9999999999849,-99.99999999999432,83.9999999999952,1072.0000000000064,-664.999999999992,-563.0000000000024,-797.0000000000033,482.00000000000466,,-598.9999999999771
2020.04.27,-24.999999999997247,-780.9999999999873,-334.9999999999964,-180.99999999998673,705.9999999999956,-276.00000000000955,266.9999999999959,234.99999999999633,664.9999999999934,-334.0000000000032,-834.0000000000014,954.9999999999948,-45.99999999999227,200.00000000000017,929.000000000002,-556.999999999988,-483.0000000000041,-800.9999999999961,449.9999999999948,,-245.99999999998926
2020.04.27,94.00000000000519,-800.0000000000007,-252.0000000000078,-158.99999999999804,727.9999999999953,-326.0000000000041,397.00000000000557,310.9999999999946,758.9999999999985,-352.00000000000387,-863.9999999999981,1103.9999999999939,39.00000000000148,104.99999999999955,1136.0000000000036,-614.9999999999949,-504.0000000000049,-843.0000000000049,497.0000000000141,,454.99999999999477
2020.04.27,67.00000000000594,-781.9999999999939,-225.00000000000853,-360.0000000000048,679.9999999999917,-266.999999999995,387.00000000000045,390.99999999999693,694.9999999999901,-318.9999999999884,-598.999999999994,983.9999999999849,88.00000000000807,-148.00000000001478,1034.0000000000016,-557.9999999999927,-441.0000000000025,-651.0000000000016,504.9999999999999,,480.9999999999833
2020.04.27,74.00000000000739,-678.0000000000008,-208.00000000000819,-350.9999999999902,615.9999999999943,-259.0000000000092,296.99999999999704,383.99999999999545,626.9999999999998,-319.9999999999932,-451.0000000000014,971.9999999999951,0.0,-162.00000000001768,865.0000000000047,-554.000000000002,-430.9999999999974,-563.0000000000024,526.0000000000042,,383.99999999997556
2020.04.27,-4.999999999999449,-628.0000000000064,-229.99999999999687,-289.0000000000059,570.9999999999993,-195.9999999999962,207.9999999999984,305.99999999999517,544.0,-271.99999999999136,-469.0000000000083,917.9999999999966,-27.000000000001023,-66.00000000001049,695.0000000000011,-509.9999999999909,-385.9999999999957,-539.0000000000006,530.9999999999926,,155.99999999998
2020.04.27,-18.999999999991246,-716.9999999999899,-290.00000000001245,-407.99999999998613,634.0000000000013,-234.00000000000088,224.99999999999432,351.99999999999676,595.9999999999966,-324.99999999998863,-443.99999999999994,1020.9999999999831,-54.000000000002046,-110.00000000001009,792.9999999999993,-575.9999999999934,-432.00000000000216,-558.9999999999984,551.9999999999969,,4.999999999992951
