,name,direction
0,EURUSD,S
1,USDCAD,B
2,AUDUSD,S
3,EURCHF,S
4,CHFJPY,B
5,CADCHF,S
6,NZDCHF,B
7,GBPCAD,B
8,GBPAUD,S
9,EURJPY,S
10,EURCAD,B
11,EURAUD,S
12,EURNZD,S
13,CADJPY,S
14,AUDJPY,S
15,NZDJPY,B
16,NZDCAD,B
17,AUDNZD,S
