date,USDCHF,GBPUSD,USDJPY,USDCAD,AUDUSD,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2019.09.30,0.0,0.0,-37.9999999999967,-82.00000000000429,-38.0000000000047,0.0,-92.99999999998931,-7.9999999999968985,-80.00000000000229,-219.00000000001364,-205.99999999999508,-67.99999999999784,-10.000000000005116,-114.99999999999844,-156.00000000000057,,-1113.0000000000048
2019.09.30,4.000000000004,76.99999999999375,-40.99999999999682,-52.99999999999194,-38.0000000000047,21.00000000000435,-61.99999999999761,21.00000000000435,-75.00000000000284,-138.0000000000159,-121.99999999999989,-79.00000000000773,60.99999999999284,-126.0000000000039,-152.0000000000188,,-702.0000000000408
2019.09.30,29.999999999996696,69.9999999999923,-42.999999999992156,-48.000000000003595,-50.0000000000056,24.000000000001798,-68.9999999999884,31.000000000003247,-108.99999999999244,-172.0000000000166,-160.00000000000458,-55.00000000000682,90.99999999999397,-163.99999999999747,-104.00000000001519,,-728.0000000000349
2019.09.30,1.0000000000065512,114.99999999999844,25.99999999999625,-70.99999999999883,-29.000000000001247,22.0000000000109,-45.99999999999227,-26.000000000003798,-141.00000000000225,-201.00000000000674,-350.00000000000585,-15.000000000000568,45.99999999999227,-156.99999999999602,-57.00000000001815,,-883.0000000000214
2019.09.30,16.0000000000049,112.99999999998533,30.000000000001137,-58.000000000002494,-45.000000000006146,31.000000000003247,-49.99999999999716,-14.000000000002899,-134.99999999999625,-150.00000000000568,-245.99999999999068,-10.000000000005116,49.99999999999716,-158.99999999999804,-111.00000000001664,,-738.0000000000293
2019.09.30,36.0000000000027,120.99999999999334,-1.9999999999953388,-75.00000000000284,-48.000000000003595,36.0000000000138,-61.99999999999761,27.999999999994696,-130.99999999999224,-207.00000000000162,-246.99999999999721,-34.99999999999659,17.99999999998647,-126.99999999999933,-175.99999999999838,,-870.9999999999937
2019.09.30,50.0000000000056,106.00000000000608,-24.999999999991473,-59.99999999999339,-41.9999999999976,24.000000000001798,-83.99999999998897,32.999999999994145,-104.99999999999955,-180.0000000000024,-238.99999999998923,-42.00000000000159,-57.00000000000216,-60.99999999999994,-313.00000000000773,,-994.9999999999663
2019.09.30,52.000000000007596,100.99999999999554,-54.000000000002046,-95.00000000000064,-36.999999999998145,2.999999999997449,-84.99999999999375,-4.999999999999449,-85.00000000000173,-195.00000000001182,-358.9999999999982,-31.00000000000591,-111.0000000000042,2.999999999997449,-314.00000000001427,,-1212.000000000032
2019.09.30,58.99999999999794,79.00000000000685,-42.00000000000159,-144.99999999999514,2.000000000002,-21.999999999988695,-54.000000000002046,-7.9999999999968985,-66.99999999999484,-224.000000000002,-353.0000000000033,34.99999999999659,-212.0000000000033,48.99999999999905,-445.0000000000065,,-1347.9999999999918
2019.09.30,67.00000000000594,106.00000000000608,-54.99999999999261,-127.00000000001043,-96.00000000000719,-25.999999999992696,-95.99999999998943,-9.999999999998899,-53.999999999998494,-224.000000000002,-309.99999999998806,-15.000000000000568,-215.0000000000034,76.99999999999375,-510.00000000001046,,-1487.9999999999886
2019.09.30,50.0000000000056,82.00000000000429,11.00000000000989,-70.99999999999883,-45.000000000006146,-24.000000000001798,-46.999999999997044,44.99999999999504,-82.99999999999974,-137.00000000000932,-140.99999999999113,75.00000000000284,-175.00000000001137,114.00000000000298,-457.00000000001853,,-803.0000000000133
2019.09.30,50.0000000000056,48.000000000003595,3.0000000000001137,-83.9999999999952,-21.999999999999797,-21.999999999988695,-19.99999999999602,10.999999999994348,-71.99999999999429,-127.00000000001043,-269.9999999999925,99.00000000000375,-299.0000000000066,156.00000000000057,-562.0000000000181,,-1110.9999999999936
2019.09.30,72.0000000000054,48.000000000003595,3.0000000000001137,-78.00000000000028,30.999999999992145,-21.00000000000435,-18.000000000000682,5.999999999994898,-80.00000000000229,-127.00000000001043,-278.00000000000045,79.9999999999983,-249.00000000000944,200.99999999999562,-495.000000000001,,-905.0000000000389
2019.09.30,82.99999999999974,65.00000000000395,17.000000000010118,-66.99999999999484,25.999999999992696,2.999999999997449,-1.9999999999953388,12.000000000000899,-75.00000000000284,-102.00000000000209,-259.9999999999936,90.00000000000341,-216.00000000000819,175.00000000000293,-453.0000000000145,,-704.0000000000001
2019.09.30,73.00000000000084,56.99999999999594,2.0000000000095497,-72.0000000000054,29.999999999996696,-2.999999999997449,-10.99999999999568,12.999999999996348,-71.99999999999429,-117.00000000001154,-282.0000000000045,81.00000000000307,-196.00000000001216,173.00000000000094,-429.00000000001273,,-753.0000000000304
2019.09.30,57.00000000000705,106.99999999999044,30.000000000001137,-46.999999999997044,32.999999999994145,-4.999999999988347,-12.999999999991019,-14.999999999998348,-63.99999999999739,-155.00000000001623,-370.00000000000364,90.00000000000341,-208.00000000001262,161.99999999999548,-409.99999999999926,,-808.0000000000123
2019.09.30,58.000000000002494,137.9999999999937,69.00000000000261,-45.000000000006146,24.999999999997247,5.999999999994898,20.000000000010232,-43.00000000000415,-52.99999999999194,-209.9999999999991,-546.9999999999864,112.99999999999955,-290.00000000000625,176.99999999999383,-391.000000000008,,-973.0000000000073
2019.09.30,65.99999999999939,168.99999999999693,112.00000000000898,-53.999999999998494,81.9999999999932,9.999999999998899,72.00000000000273,-68.99999999999685,-42.999999999993044,-219.99999999999798,-646.9999999999976,161.00000000000136,-371.0000000000093,244.99999999999523,-424.00000000000216,,-910.9999999999987
2019.09.30,91.00000000000774,114.99999999999844,88.00000000000807,-85.00000000000173,59.99999999999339,34.000000000000696,130.00000000000966,-85.00000000000173,-66.99999999999484,-218.00000000000708,-641.999999999987,167.99999999999216,-397.00000000000557,275.000000000003,-509.00000000000387,,-1041.9999999999886
