date,USDCHF,EURUSD,USDJPY,USDCAD,EURCHF,CADCHF,EURGBP,GBPCAD,EURJPY,EURCAD,CADJPY,empty,sum
2015.05.25,-66.99999999999484,-70.99999999999883,-46.00000000000648,-55.000000000005045,-12.999999999996348,-53.00000000000304,-78.99999999999574,-205.00000000001074,-40.99999999999682,-90.99999999999665,-40.00000000000625,,-761.0000000000108
2015.05.25,-204.99999999999963,-409.99999999999926,-75.00000000000284,-191.00000000000784,-263.99999999999756,-85.00000000000173,-223.99999999999088,-273.9999999999965,-407.99999999998704,-383.99999999998437,-53.00000000001148,,-2572.9999999999795
2015.05.25,-173.9999999999964,-289.9999999999903,-105.99999999999454,-196.0000000000184,-235.00000000000742,-43.999999999999595,-138.99999999998914,-295.0000000000008,-281.99999999998226,-164.99999999999292,-77.00000000001239,,-2002.999999999984
2015.05.25,-59.99999999999339,-68.00000000000139,-67.00000000000728,-14.000000000002899,-90.99999999999665,-57.00000000000705,-72.99999999998974,-208.00000000000819,-51.9999999999925,-93.99999999999409,-103.9999999999992,,-887.9999999999924
2015.05.25,-37.99999999999359,-46.999999999997044,-34.99999999999659,-40.0000000000178,-86.0000000000083,-24.000000000001798,-69.9999999999923,-265.0000000000041,-33.999999999991815,-69.9999999999923,-61.00000000000705,,-770.0000000000026
2015.05.25,-73.00000000000084,-197.00000000000273,-85.99999999999852,-131.99999999999878,-160.00000000000458,0.0,-109.99999999999899,-276.00000000000955,-147.99999999999613,-134.99999999999625,-39.00000000000148,,-1356.0000000000077
2015.05.25,-124.00000000000189,-259.9999999999936,-248.99999999999523,-128.000000000017,-143.00000000000423,-51.000000000001044,-135.99999999999167,-270.99999999999903,-108.99999999998045,-210.99999999998343,-169.00000000001114,,-1850.9999999999786
2015.05.25,-212.00000000000108,-346.9999999999862,-284.000000000006,-192.99999999999872,-185.99999999999727,-77.00000000000485,-166.99999999999494,-286.99999999999284,-138.99999999998158,-234.99999999998522,-154.00000000001057,,-2280.999999999959
2015.05.25,-147.99999999999258,-329.99999999998585,-245.00000000000455,-147.00000000000824,-178.99999999999582,-53.00000000000304,-167.9999999999904,-276.9999999999939,-152.9999999999916,-246.99999999999721,-151.00000000001046,,-2097.9999999999736
2015.05.25,-124.99999999999733,-295.99999999998516,-227.00000000000387,-107.00000000001265,-171.99999999999437,-53.00000000000304,-167.9999999999904,-248.00000000000378,-114.00000000000432,-266.999999999995,-151.00000000001046,,-1928.0000000000005
2015.05.25,-105.99999999999498,-268.9999999999859,-225.9999999999991,-117.00000000001154,-187.99999999998818,-36.999999999998145,-157.99999999999147,-248.00000000000378,-94.99999999999886,-226.99999999999943,-134.00000000000034,,-1804.9999999999723
2015.05.25,-58.000000000002494,-248.00000000000378,-191.0000000000025,-103.00000000000864,-228.00000000000597,-2.999999999997449,-135.99999999999167,-211.00000000000563,-96.00000000000364,-211.99999999998997,-146.0000000000008,,-1632.0000000000127
2015.05.25,-9.999999999998899,-219.99999999999798,-195.0000000000074,-99.00000000000463,-225.00000000000853,24.000000000001798,-127.99999999999478,-235.00000000000742,-67.99999999998363,-207.00000000000162,-147.00000000000557,,-1510.0000000000086
2015.05.25,4.000000000004,-200.00000000000017,-195.0000000000074,-99.00000000000463,-228.99999999999034,36.999999999998145,-113.99999999999189,-239.00000000001143,-51.9999999999925,-175.99999999999838,-136.0000000000099,,-1399.0000000000045
2015.05.25,1.0000000000065512,-248.99999999998812,-228.9999999999992,-87.99999999999919,-261.0000000000001,26.999999999999247,-140.99999999999113,-202.9999999999976,-96.99999999997999,-241.99999999998667,-167.0000000000016,,-1648.9999999999377
2015.05.25,4.000000000004,-246.99999999999721,-212.0000000000033,-80.00000000001339,-269.00000000000813,22.999999999995246,-139.99999999999568,-205.00000000001074,-100.99999999999909,-246.99999999999721,-152.00000000000102,,-1626.0000000000264
2015.05.25,-2.999999999997449,-286.99999999999284,-198.0000000000075,-95.00000000000064,-329.00000000000153,34.000000000000696,-161.99999999999548,-211.99999999998997,-183.9999999999975,-270.99999999999903,-142.00000000001012,,-1848.9999999999914
2015.05.25,65.00000000000395,-228.99999999999034,-171.99999999999704,-52.000000000007596,-339.0000000000004,66.99999999999484,-143.9999999999997,-209.9999999999991,-147.99999999999613,-256.99999999999613,-149.0000000000009,,-1567.9999999999884
2015.05.25,102.99999999999754,-204.99999999998852,-143.00000000000068,-52.000000000007596,-388.9999999999949,73.99999999999629,-149.99999999999457,-272.99999999998994,-141.9999999999959,-231.99999999998778,-150.00000000000568,,-1558.9999999999716
2015.05.25,135.00000000000733,-112.99999999998533,-114.00000000000432,3.999999999981796,-313.00000000000773,90.99999999999665,-149.99999999999457,-336.00000000000296,-32.99999999998704,-164.99999999999292,-184.0000000000117,,-1178.000000000001
2015.05.25,90.0000000000012,-198.99999999999363,-156.0000000000059,-24.000000000001798,-340.9999999999913,58.000000000002494,-172.99999999998983,-317.0000000000117,-110.99999999999,-261.0000000000001,-187.00000000001182,,-1620.9999999999923
2015.05.25,-36.0000000000027,-387.99999999998835,-150.00000000000568,-106.00000000000608,-353.0000000000033,10.999999999994348,-359.99999999999363,-574.0000000000078,-330.99999999998886,-395.99999999999636,-137.00000000000045,,-2819.9999999999986
2015.05.25,-107.00000000000153,-449.9999999999948,-179.00000000000205,-226.00000000001506,-351.99999999999676,-19.999999999997797,-375.9999999999986,-679.0000000000074,-381.0000000000002,-412.9999999999967,-112.99999999999955,,-3296.000000000011
2015.05.25,-107.00000000000153,-468.00000000000176,-165.99999999999682,-147.00000000000824,-353.99999999998766,-31.999999999998696,-335.99999999999187,-554.00000000001,-389.99999999998636,-418.9999999999916,-115.99999999999966,,-3088.999999999974
2015.05.25,-27.999999999994696,-341.99999999999784,-132.000000000005,-101.00000000001774,-356.00000000000074,7.0000000000014495,-281.99999999999335,-463.9999999999977,-276.9999999999868,-374.999999999992,-144.00000000000546,,-2493.9999999999895
2015.05.25,-82.99999999999974,-377.9999999999894,-102.99999999999443,-32.0000000000098,-353.0000000000033,-53.999999999998494,-267.99999999999045,-343.00000000000443,-379.99999999999545,-438.9999999999894,-102.00000000000387,,-2534.999999999979
2015.05.25,-70.99999999999883,-346.0000000000019,-58.000000000006935,-35.00000000000725,-276.9999999999939,-94.00000000000519,-281.99999999999335,-346.0000000000019,-356.9999999999993,-439.99999999999596,-115.99999999999966,,-2422.000000000004
2015.05.25,-63.00000000000195,-343.00000000000443,-33.00000000000125,-15.00000000000945,-297.9999999999983,-102.00000000000209,-284.9999999999908,-326.0000000000041,-396.99999999999136,-444.9999999999843,-93.00000000000352,,-2399.999999999992
2015.05.25,-43.999999999999595,-337.99999999999386,-45.000000000001705,-41.000000000002146,-326.9999999999884,-50.0000000000056,-267.99999999999045,-283.000000000011,-400.99999999998204,-407.0000000000018,-61.00000000000705,,-2264.9999999999836
2015.05.25,-4.999999999999449,-313.99999999999204,-64.00000000000716,-57.00000000001815,-334.9999999999964,0.999999999995449,-189.99999999999017,-187.00000000000384,-326.9999999999982,-358.9999999999982,-73.0000000000075,,-1910.0000000000157
2015.05.25,12.000000000000899,-304.9999999999997,-51.00000000000193,-90.99999999999665,-336.9999999999873,29.999999999996696,-188.9999999999947,-173.00000000000094,-346.99999999998,-322.9999999999844,-42.00000000000159,,-1815.9999999999498
2015.05.25,35.00000000000725,-261.0000000000001,-30.000000000001137,-168.0000000000126,-330.9999999999924,75.00000000000284,-121.99999999999989,-333.9999999999899,-286.00000000000136,-241.99999999998667,1.9999999999953388,,-1661.9999999999786
2015.05.25,9.00000000000345,-238.99999999998923,-9.000000000000341,-185.00000000001293,-322.00000000000006,83.9999999999952,-107.99999999999699,-268.0000000000016,-299.99999999998295,-191.99999999999218,52.99999999999727,,-1476.9999999999804
2015.05.25,-54.999999999993946,-349.99999999998363,-43.00000000000637,-195.00000000001182,-408.00000000000836,34.99999999999615,-148.99999999999915,-188.9999999999947,-425.9999999999877,-330.9999999999924,-15.000000000000568,,-2125.9999999999823
2015.05.25,-158.0000000000026,-349.99999999998363,-33.00000000000125,-303.0000000000088,-313.00000000000773,-34.000000000000696,-159.9999999999935,-394.9999999999898,-418.00000000000637,-231.99999999998778,98.99999999998954,,-2296.9999999999927
2015.05.25,-168.99999999999693,-380.00000000000256,-28.000000000005798,-236.00000000001398,-268.0000000000016,-19.999999999997797,-183.99999999999528,-312.00000000000114,-449.99999999998863,-261.0000000000001,101.99999999998965,,-2206.000000000014
2015.05.25,-146.99999999999713,-377.0000000000051,-6.000000000000227,-232.00000000000998,-242.00000000000887,-14.999999999998348,-180.99999999999784,-303.0000000000088,-461.9999999999891,-280.9999999999979,84.99999999999375,,-2161.0000000000196
2015.05.25,-163.00000000000205,-354.9999999999942,-13.999999999995794,-192.00000000001438,-204.99999999998852,-75.9999999999983,-172.99999999998983,-241.00000000000233,-423.0000000000018,-322.9999999999844,25.99999999999625,,-2138.999999999975
2015.05.25,-232.99999999999432,-373.00000000000114,-16.999999999995907,-329.00000000000153,-200.00000000000017,-30.000000000007798,-196.99999999999162,-500.00000000001154,-439.9999999999977,-248.99999999998812,107.99999999998988,,-2460.0
2015.05.25,-273.000000000001,-327.99999999999494,-13.00000000000523,-327.00000000001063,-93.99999999999409,-75.00000000000284,-170.99999999999892,-483.99999999999557,-390.99999999999113,-86.99999999999264,159.9999999999966,,-2082.999999999991
2015.05.25,-263.99999999999756,-300.99999999999574,-24.00000000000091,-266.0000000000107,-28.000000000005798,-69.00000000000794,-151.9999999999966,-394.9999999999898,-355.99999999999454,-86.99999999999264,156.99999999999648,,-1784.999999999996
2015.05.25,-251.00000000000122,-316.0000000000052,-13.999999999995794,-287.9999999999994,-52.99999999999194,-53.00000000000304,-177.99999999998929,-482.00000000000466,-382.99999999998136,-82.00000000000429,157.99999999998704,,-1941.9999999999889
2015.05.25,-247.99999999999267,-313.99999999999204,-10.000000000005116,-289.0000000000059,-59.000000000009045,-34.000000000000696,-180.99999999999784,-493.0000000000101,-377.9999999999859,-78.99999999998464,186.9999999999976,,-1897.9999999999864
