date,GBPCHF,GBPJPY,GBPCAD,EURJPY,AUDNZD,empty,sum
2016.12.06,7.999999999985796,-1421.999999999997,-503.000000000009,-2103.999999999999,-351.99999999999676,,-4373.0000000000155
2016.12.06,1.999999999990898,-1473.9999999999895,-492.0000000000035,-2093.0000000000036,-177.99999999998929,,-4234.999999999995
2016.12.06,-22.0000000000109,-1537.0000000000061,-574.0000000000078,-2138.0000000000055,-116.00000000000499,,-4387.0000000000355
2016.12.06,-21.00000000000435,-1516.999999999996,-602.0000000000136,-2135.9999999999955,-68.00000000000139,,-4344.000000000011
2016.12.06,-83.9999999999952,-1564.9999999999977,-725.0000000000201,-2140.0000000000005,-100.99999999999554,,-4615.000000000009
2016.12.06,-136.00000000000279,-1603.0000000000086,-804.0000000000047,-2132.9999999999955,-751.9999999999972,,-5428.000000000008
2016.12.06,-160.00000000000458,-1723.9999999999895,-795.0000000000124,-2162.0000000000064,-601.9999999999915,,-5443.000000000005
2016.12.06,-211.00000000000563,-1775.0000000000057,-840.0000000000185,-2210.9999999999986,-357.00000000000733,,-5394.000000000036
2016.12.06,-177.00000000000495,-1758.9999999999861,-823.0000000000182,-2186.0000000000073,-246.99999999999721,,-5192.000000000014
2016.12.06,-226.99999999999943,-1830.0000000000125,-922.0000000000006,-2197.0000000000027,-339.0000000000004,,-5515.000000000015
2016.12.06,-171.00000000001003,-1847.0000000000084,-829.0000000000131,-2272.9999999999964,-295.99999999998516,,-5416.000000000013
2016.12.06,-252.0000000000078,-2157.000000000011,-845.0000000000068,-2429.000000000002,-253.99999999999866,,-5937.000000000026
2016.12.06,-370.00000000000364,-2319.999999999993,-957.0000000000078,-2415.999999999997,-367.0000000000062,,-6430.000000000008
2016.12.06,-365.0000000000153,-2252.999999999986,-928.0000000000177,-2367.999999999995,-361.9999999999957,,-6276.00000000001
2016.12.06,-256.99999999999613,-2064.9999999999977,-861.0000000000007,-2391.999999999996,-309.0000000000037,,-5883.9999999999945
2016.12.06,-188.00000000001037,-2048.000000000002,-819.0000000000142,-2617.999999999995,-198.99999999999363,,-5872.0000000000155
2016.12.06,-181.00000000000892,-2139.9999999999864,-938.0000000000166,-2543.0000000000064,-201.00000000000674,,-6003.000000000025
2016.12.06,-289.0000000000059,-2252.999999999986,-1014.0000000000038,-2625.0,-248.00000000000378,,-6428.999999999999
2016.12.06,-344.99999999999534,-2330.999999999989,-935.0000000000191,-2661.0000000000014,-307.99999999999716,,-6580.000000000003
2016.12.06,-266.0000000000107,-2307.9999999999927,-718.0000000000186,-2716.9999999999986,-333.0000000000055,,-6342.000000000026
2016.12.06,-314.99999999999864,-2284.9999999999964,-792.0000000000149,-2680.9999999999973,-282.0000000000045,,-6355.000000000012
2016.12.06,-322.00000000000006,-2294.000000000011,-828.0000000000065,-2637.0000000000005,-268.0000000000016,,-6349.00000000002
2016.12.06,-443.0000000000156,-2284.9999999999964,-801.0000000000073,-2637.0000000000005,-390.0000000000015,,-6556.000000000022
2016.12.06,-459.0000000000094,-2161.0000000000014,-815.0000000000101,-2244.0,-431.99999999998795,,-6111.000000000009
2016.12.06,-443.99999999999994,-1899.000000000001,-819.0000000000142,-2129.9999999999955,-465.0000000000043,,-5757.0000000000155
2016.12.06,-500.9999999999959,-1967.000000000013,-861.0000000000007,-2147.9999999999964,-522.0000000000002,,-5999.000000000006
2016.12.06,-724.9999999999978,-2120.0000000000045,-1404.0000000000052,-2159.000000000006,-550.9999999999903,,-6959.000000000003
2016.12.06,-738.0000000000164,-2169.000000000011,-1372.0000000000177,-2167.000000000002,-470.9999999999992,,-6917.000000000046
2016.12.06,-690.0000000000128,-2141.999999999996,-1206.0000000000182,-2174.9999999999973,-544.9999999999955,,-6758.000000000019
2016.12.06,-478.0000000000006,-2004.9999999999955,-1006.000000000018,-2180.9999999999973,-554.9999999999944,,-6225.0000000000055
2016.12.06,-208.00000000000819,-1693.9999999999884,-775.0000000000146,-2132.000000000005,-634.9999999999856,,-5444.000000000002
2016.12.06,-148.00000000001478,-1620.0000000000045,-558.9999999999984,-2112.9999999999995,-635.9999999999922,,-5076.000000000009
2016.12.06,-141.99999999999767,-1698.0000000000075,-546.000000000002,-2167.000000000002,-659.999999999994,,-5213.000000000003
2016.12.06,-77.00000000001594,-1557.9999999999927,-338.0000000000161,-1945.0000000000073,-679.9999999999917,,-4598.000000000024
2016.12.06,29.999999999996696,-1234.9999999999852,76.99999999999375,-1831.0000000000032,-678.9999999999852,,-3637.9999999999836
2016.12.06,92.99999999998754,-1217.000000000013,74.99999999998064,-1921.0000000000064,-676.9999999999943,,-3647.0000000000455
2016.12.06,17.999999999984695,-1234.9999999999852,24.000000000001798,-1890.0000000000005,-676.9999999999943,,-3759.9999999999936
2016.12.06,0.0,-1256.0000000000002,10.999999999983245,-1924.0000000000066,-697.9999999999986,,-3867.0000000000223
2016.12.06,19.999999999997797,-1389.9999999999864,-103.00000000000864,-2054.000000000002,-713.9999999999924,,-4240.999999999992
2016.12.06,17.000000000000348,-1372.9999999999905,-99.00000000000463,-2043.0000000000064,-739.9999999999851,,-4237.999999999986
2016.12.06,146.99999999998602,-1283.9999999999918,2.999999999997449,-2076.0000000000077,-739.0000000000008,,-3949.0000000000173
2016.12.06,116.99999999998934,-1274.000000000001,52.99999999999194,-2055.000000000007,-709.0000000000041,,-3868.0000000000305
2016.12.06,65.99999999998829,-1314.9999999999977,70.99999999999883,-2039.0000000000014,-658.9999999999874,,-3875.999999999999
2016.12.07,102.00000000000209,-1312.0000000000118,90.99999999999665,-2025.0000000000057,-615.9999999999943,,-3760.0000000000136
2016.12.07,96.99999999999153,-1364.0000000000043,70.99999999999883,-2076.0000000000077,-641.999999999987,,-3914.000000000009
2016.12.07,105.99999999998388,-1319.9999999999932,57.99999999998029,-2040.0000000000064,-656.9999999999965,,-3853.000000000032
2016.12.07,133.00000000000534,-1240.9999999999854,129.99999999998568,-2030.0000000000011,-736.9999999999877,,-3744.999999999983
2016.12.07,197.99999999998707,-1387.0000000000005,215.99999999999397,-2173.000000000002,-797.9999999999876,,-3944.000000000009
2016.12.07,214.99999999998744,-1344.9999999999989,175.99999999999838,-2221.0000000000036,-756.0000000000011,,-3931.0000000000173
2016.12.07,273.9999999999965,-1406.000000000006,251.00000000000122,-2240.9999999999995,-157.99999999999147,,-3279.999999999999
2016.12.07,253.99999999999866,-1272.9999999999961,80.99999999999774,-2165.0000000000064,-204.00000000000418,,-3307.0000000000105
2016.12.07,256.99999999999613,-1292.0000000000016,98.99999999998244,-2123.9999999999955,-204.00000000000418,,-3264.0000000000223
2016.12.07,309.0000000000037,-1234.0000000000089,141.99999999999767,-2131.0,-225.99999999999287,,-3140.0
2016.12.07,263.99999999999756,-1270.9999999999866,46.999999999997044,-2108.9999999999945,-270.99999999999903,,-3339.9999999999854
2016.12.07,353.0000000000033,-1134.999999999991,158.99999999999804,-2097.999999999999,-268.0000000000016,,-2988.99999999999
2016.12.07,366.999999999984,-1243.9999999999998,213.99999999998087,-2186.0000000000073,-258.0000000000027,,-3107.0000000000446
2016.12.07,347.9999999999928,-1295.9999999999923,182.99999999999983,-2236.000000000004,-200.00000000000017,,-3201.0000000000036
2016.12.07,331.999999999999,-1402.9999999999916,130.99999999999224,-2308.9999999999973,-207.00000000000162,,-3455.9999999999995
2016.12.07,375.9999999999986,-1420.9999999999923,229.99999999999687,-2308.000000000007,-251.99999999998556,,-3374.999999999989
2016.12.07,383.0,-1405.0000000000011,242.99999999999324,-2307.0000000000023,-253.99999999999866,,-3340.0000000000086
2016.12.07,370.999999999988,-1426.9999999999925,264.9999999999819,-2362.9999999999995,-272.00000000000557,,-3426.0000000000277
2016.12.07,360.9999999999891,-1502.0000000000095,253.99999999999866,-2370.0000000000045,-331.999999999999,,-3589.0000000000255
2016.12.07,378.999999999996,-1401.9999999999868,322.9999999999844,-2359.9999999999995,-306.9999999999906,,-3366.9999999999964
2016.12.07,560.0000000000049,-1216.0000000000082,435.9999999999919,-2352.9999999999945,-228.99999999999034,,-2801.9999999999964
2016.12.07,617.9999999999852,-1048.0000000000018,545.9999999999799,-2314.0000000000073,-212.99999999999653,,-2411.0000000000405
2016.12.07,639.9999999999961,-1032.0000000000107,514.9999999999987,-2287.0000000000064,-171.99999999999437,,-2336.000000000017
2016.12.07,756.0000000000011,-873.9999999999952,836.9999999999989,-2265.0000000000005,-201.00000000000674,,-1747.0000000000025
2016.12.07,895.9999999999857,-466.0000000000082,1110.9999999999952,-2084.000000000003,-309.99999999998806,,-853.0000000000185
2016.12.07,910.9999999999951,-370.00000000000455,1197.999999999988,-2093.0000000000036,-323.99999999999096,,-678.0000000000159
2016.12.07,757.999999999992,-653.9999999999964,966.0000000000002,-2155.000000000001,-312.00000000000114,,-1397.0000000000061
2016.12.07,753.9999999999881,-633.0000000000098,954.9999999999948,-2162.0000000000064,-255.99999999998957,,-1342.0000000000227
2016.12.07,781.9999999999939,-501.0000000000048,901.9999999999806,-2076.0000000000077,-212.99999999999653,,-1106.0000000000348
2016.12.07,753.9999999999881,-564.9999999999977,922.0000000000006,-2207.999999999998,-268.0000000000016,,-1365.0000000000089
2016.12.07,800.9999999999851,-623.9999999999952,935.9999999999812,-2216.9999999999986,-153.9999999999875,,-1258.000000000015
2016.12.07,702.9999999999869,-664.999999999992,828.9999999999909,-2242.999999999995,-123.00000000000644,,-1499.0000000000155
2016.12.07,849.9999999999952,-521.9999999999914,926.999999999989,-2277.000000000001,-175.99999999999838,,-1198.0000000000066
2016.12.07,876.9999999999944,-479.99999999998977,898.9999999999832,-2298.000000000002,-157.00000000000713,,-1159.0000000000211
2016.12.07,1048.0000000000045,-283.9999999999918,1039.9999999999966,-2283.0000000000014,-245.0000000000063,,-723.9999999999984
2016.12.07,1025.9999999999936,-230.99999999999454,1029.9999999999975,-2233.9999999999945,-340.9999999999913,,-749.9999999999893
2016.12.07,1173.9999999999861,-8.99999999998613,1336.9999999999882,-2132.9999999999955,-350.9999999999902,,18.0000000000025
2016.12.07,1136.0000000000036,-46.999999999997044,1273.9999999999973,-2043.0000000000064,-323.99999999999096,,-3.9999999999936904
2016.12.07,1235.9999999999927,20.000000000010232,1361.9999999999966,-2003.0,-336.00000000000296,,278.9999999999966
2016.12.07,1170.9999999999886,-103.00000000000864,1405.9999999999961,-2025.0000000000057,-330.9999999999924,,117.99999999997829
2016.12.07,1100.9999999999964,-246.99999999998568,1410.9999999999845,-2189.9999999999977,-343.00000000000443,,-268.0000000000067
2016.12.07,1114.9999999999993,-342.00000000001296,1403.999999999983,-2236.000000000004,-390.0000000000015,,-449.0000000000365
2016.12.07,1055.9999999999902,-504.99999999999545,1396.9999999999816,-2314.0000000000073,-404.0000000000044,,-770.0000000000352
2016.12.07,1024.0000000000027,-471.00000000000364,1284.9999999999807,-2307.0000000000023,-411.99999999999017,,-881.0000000000127
2016.12.07,1029.9999999999975,-417.0000000000016,1291.999999999982,-2296.9999999999973,-404.9999999999887,,-797.000000000008
2016.12.07,1034.0000000000016,-359.9999999999852,1267.9999999999802,-2284.9999999999964,-256.99999999999613,,-599.9999999999959
2016.12.07,1022.9999999999961,-444.9999999999932,1302.9999999999875,-2284.9999999999964,-261.0000000000001,,-665.000000000006
2016.12.07,970.9999999999885,-355.99999999999454,1311.9999999999798,-2198.0000000000073,-280.9999999999979,,-552.0000000000316
2016.12.08,940.9999999999918,-365.0000000000091,1340.9999999999923,-2141.999999999996,-214.00000000000307,,-439.000000000024
2016.12.08,987.9999999999889,-263.00000000000523,1347.9999999999936,-2055.9999999999973,-140.99999999999113,,-124.00000000001114
2016.12.08,1017.9999999999856,-282.99999999998704,1373.9999999999864,-2096.999999999994,-119.00000000000244,,-107.00000000001154
2016.12.08,1007.9999999999867,-330.0000000000125,1424.9999999999875,-2147.0000000000055,-153.00000000000313,,-197.00000000004678
2016.12.08,748.9999999999997,-575.9999999999934,1103.9999999999939,-2189.0000000000073,-134.99999999999625,,-1047.0000000000036
2016.12.08,821.000000000005,-706.9999999999936,1176.9999999999836,-2222.999999999999,-28.999999999990145,,-960.9999999999942
2016.12.08,817.000000000001,-706.9999999999936,1173.0000000000018,-2225.999999999999,124.00000000001299,,-818.999999999977
2016.12.08,869.999999999993,-419.9999999999875,1264.9999999999827,-2171.0000000000064,139.00000000000023,,-317.00000000001796
2016.12.08,931.9999999999995,-348.99999999998954,1322.000000000001,-2137.0000000000005,173.00000000000094,,-58.9999999999886
2016.12.08,818.9999999999919,-366.9999999999902,1229.9999999999977,-2075.0000000000027,226.99999999999943,,-166.00000000000375
2016.12.08,825.9999999999934,-338.99999999999864,1217.0000000000014,-2048.000000000002,156.00000000000057,,-188.00000000000512
2016.12.08,947.9999999999933,-128.99999999999068,1296.9999999999925,-1968.0000000000036,126.0000000000039,,273.9999999999952
2016.12.08,873.999999999997,-185.00000000000227,1220.9999999999832,-1983.000000000004,198.00000000000927,,124.99999999998312
2016.12.08,868.000000000002,-223.99999999998954,1185.9999999999982,-2007.000000000005,110.00000000001009,,-66.99999999998423
2016.12.08,866.9999999999956,-319.9999999999932,1191.9999999999932,-2061.9999999999977,103.99999999999298,,-219.0000000000093
2016.12.08,875.0000000000035,-413.0000000000109,1223.9999999999807,-2138.999999999996,97.00000000001374,,-356.000000000009
2016.12.08,900.9999999999962,-378.9999999999907,1244.999999999985,-2152.000000000001,58.000000000002494,,-327.00000000000796
2016.12.08,845.9999999999912,-342.9999999999893,1188.9999999999957,-2064.9999999999977,63.000000000013046,,-309.9999999999869
2016.12.08,781.9999999999939,-514.9999999999864,1079.999999999992,-2164.0000000000014,102.00000000000209,,-714.9999999999998
2016.12.08,892.9999999999883,-365.99999999998545,1234.0000000000018,-2144.0000000000055,249.00000000001032,,-133.9999999999906
2016.12.08,889.9999999999908,-459.0000000000032,1259.9999999999945,-2207.999999999998,174.00000000000747,,-343.0000000000084
2016.12.08,658.9999999999874,-449.0000000000123,991.9999999999928,-2162.0000000000064,154.99999999999403,,-805.0000000000443
2016.12.08,488.9999999999839,-1006.0000000000002,548.9999999999995,-2454.0000000000077,143.00000000000423,,-2279.0000000000205
2016.12.08,539.999999999985,-948.0000000000075,642.9999999999936,-2472.999999999999,120.00000000000898,,-2118.000000000019
2016.12.08,529.999999999986,-802.9999999999973,529.999999999986,-2349.0000000000036,120.99999999999334,,-1971.0000000000357
2016.12.08,536.0000000000032,-818.000000000012,541.9999999999981,-2299.0000000000064,167.00000000000603,,-1872.0000000000114
2016.12.08,585.9999999999976,-713.9999999999986,603.9999999999824,-2183.9999999999973,148.99999999999915,,-1559.0000000000168
2016.12.08,490.999999999997,-527.9999999999916,851.9999999999861,-2120.999999999995,141.00000000001333,,-1164.99999999999
2016.12.08,361.9999999999957,-719.9999999999989,809.9999999999997,-2240.9999999999995,144.99999999999514,,-1644.000000000008
2016.12.08,333.9999999999899,-1115.000000000009,815.9999999999945,-3125.0,106.00000000000608,,-2984.0000000000186
2016.12.08,215.99999999999397,-1174.0000000000066,949.9999999999842,-2445.0000000000073,120.99999999999334,,-2332.0000000000423
2016.12.08,65.99999999998829,-1133.9999999999861,990.9999999999864,-2299.9999999999973,65.00000000000395,,-2312.0000000000045
2016.12.08,-8.000000000008,-710.000000000008,1427.0000000000005,-1647.9999999999961,208.00000000000819,,-731.0000000000034
2016.12.08,48.000000000003595,-671.999999999997,1439.9999999999968,-1468.0000000000036,239.99999999999577,,-412.00000000000443
2016.12.08,90.99999999999665,-512.0000000000005,1896.9999999999932,-1129.000000000005,205.00000000001074,,551.999999999995
2016.12.08,95.999999999985,-510.9999999999957,2044.0000000000014,-1102.0000000000039,184.00000000000637,,710.9999999999932
2016.12.08,377.0000000000051,-278.99999999999636,2078.9999999999864,-1037.0000000000061,209.00000000001472,,1349.0000000000036
2016.12.08,451.0000000000014,-289.99999999999204,2139.9999999999864,-1134.0000000000005,194.0000000000053,,1361.0000000000007
2016.12.08,365.99999999999966,-346.00000000000364,2166.0000000000014,-1099.0000000000036,225.00000000000853,,1312.0000000000023
2016.12.08,285.99999999998624,-391.9999999999959,2118.999999999982,-992.999999999995,232.00000000000998,,1251.9999999999873
2016.12.08,261.0000000000001,-366.9999999999902,2146.9999999999877,-926.0000000000019,239.00000000001143,,1354.0000000000073
2016.12.08,190.99999999998562,-437.9999999999882,2101.999999999982,-992.0000000000044,306.00000000000625,,1168.9999999999811
2016.12.08,156.99999999998494,-423.0000000000018,2240.999999999982,-920.0000000000017,219.00000000001364,,1273.9999999999768
2016.12.08,228.99999999999034,-276.9999999999868,2362.999999999982,-870.0000000000045,190.00000000000128,,1634.9999999999823
2016.12.08,204.00000000000418,-300.9999999999877,2310.9999999999964,-900.0000000000057,184.00000000000637,,1498.0000000000134
2016.12.08,224.000000000002,-227.00000000000387,2394.9999999999914,-822.0000000000027,154.0000000000097,,1723.9999999999966
2016.12.08,232.99999999999432,-227.00000000000387,2431.9999999999895,-834.0000000000032,127.99999999999478,,1731.9999999999716
2016.12.08,231.99999999998778,-242.999999999995,2387.99999999999,-829.0000000000077,99.00000000000463,,1646.9999999999795
2016.12.09,312.00000000000114,-193.9999999999884,2386.9999999999836,-832.9999999999984,139.00000000000023,,1810.9999999999982
2016.12.09,326.0000000000041,-252.00000000000955,2399.99999999998,-897.0000000000056,188.00000000001037,,1764.9999999999795
2016.12.09,296.9999999999917,-308.9999999999975,2383.9999999999864,-945.0000000000074,256.99999999999613,,1683.9999999999693
2016.12.09,346.0000000000019,-263.00000000000523,2383.000000000002,-942.9999999999978,258.0000000000027,,1781.0000000000036
2016.12.09,287.9999999999994,-500.0,2330.999999999994,-1081.0000000000032,255.00000000000523,,1292.9999999999957
2016.12.09,270.99999999999903,-579.0000000000077,2279.999999999993,-1150.9999999999964,268.0000000000016,,1088.9999999999898
2016.12.09,283.99999999999534,-600.9999999999991,2293.999999999996,-1168.9999999999968,283.99999999999534,,1091.999999999991
2016.12.09,194.99999999998963,-772.9999999999961,2265.9999999999905,-1245.0000000000045,251.00000000000122,,693.9999999999808
2016.12.09,204.00000000000418,-762.0000000000005,2265.9999999999905,-1108.9999999999945,200.00000000000017,,798.9999999999998
2016.12.09,147.99999999999258,-784.9999999999966,2186.9999999999836,-1099.0000000000036,219.00000000001364,,669.9999999999895
2016.12.09,131.99999999999878,-840.0000000000034,2136.999999999989,-1128.0,198.99999999999363,,499.9999999999782
2016.12.09,158.99999999999804,-788.0000000000109,2159.0,-1171.0000000000064,204.00000000000418,,562.9999999999851
2016.12.09,234.00000000000088,-794.9999999999875,2231.9999999999895,-1195.0000000000073,167.00000000000603,,643.0000000000017
2016.12.09,235.99999999999176,-771.9999999999914,2240.999999999982,-1192.0000000000073,100.0000000000112,,612.9999999999861
2016.12.09,262.999999999991,-733.0000000000041,2352.9999999999827,-1195.999999999998,73.99999999999629,,760.9999999999678
2016.12.09,241.99999999998667,-832.9999999999984,2268.9999999999877,-1278.000000000006,48.000000000003595,,447.99999999997357
2016.12.09,217.99999999998488,-832.9999999999984,2241.9999999999886,-1280.0000000000011,24.000000000001798,,370.99999999997567
2016.12.09,234.00000000000088,-824.0000000000123,2288.0000000000014,-1265.0000000000005,46.999999999997044,,479.9999999999866
2016.12.09,262.999999999991,-783.9999999999918,2265.9999999999905,-1385.000000000005,55.000000000005045,,414.9999999999896
2016.12.09,410.99999999998363,-599.9999999999943,2532.000000000001,-1375.0,56.99999999999594,,1024.999999999986
2016.12.09,336.00000000000296,-711.0000000000127,2492.9999999999895,-1367.999999999995,32.0000000000098,,781.9999999999948
2016.12.09,151.9999999999966,-979.9999999999898,2322.9999999999864,-1352.0000000000039,89.00000000000574,,231.99999999999505
2016.12.09,31.999999999987594,-937.0000000000118,2227.9999999999854,-1341.9999999999986,29.999999999996696,,10.999999999959407
2016.12.09,-9.000000000014552,-1103.0000000000086,2081.999999999984,-1382.000000000005,7.0000000000014495,,-405.00000000004263
2016.12.09,-65.00000000000395,-1175.0000000000114,2091.9999999999827,-1399.000000000001,-268.0000000000016,,-815.000000000035
2016.12.09,-60.000000000015596,-1269.0000000000055,2255.9999999999914,-1403.000000000006,-259.9999999999936,,-736.0000000000293
2016.12.09,-107.99999999999699,-1318.000000000012,2210.999999999985,-1415.0000000000064,-259.9999999999936,,-890.0000000000241
2016.12.09,-185.99999999999727,-1562.0000000000118,2373.9999999999873,-1368.9999999999998,-197.99999999998707,,-941.0000000000086
2016.12.09,-209.9999999999991,-1806.999999999988,2286.9999999999945,-1465.0000000000034,-226.99999999999943,,-1421.9999999999955
2016.12.09,-167.00000000000603,-1811.000000000007,2349.9999999999854,-1439.9999999999977,-197.99999999998707,,-1266.0000000000125
2016.12.09,-151.00000000001222,-1801.9999999999925,2416.9999999999804,-1412.0000000000061,-170.99999999998784,,-1119.0000000000182
2016.12.09,-29.00000000001235,-1360.99999999999,2582.9999999999795,-1382.9999999999955,-190.00000000000128,,-380.00000000001944
2016.12.09,-55.000000000005045,-1485.99999999999,2559.0,-1387.0000000000005,-195.9999999999962,,-564.9999999999916
2016.12.09,-161.99999999999548,-1530.0000000000011,2466.999999999997,-1269.999999999996,-234.99999999998522,,-729.9999999999809
