date,GBPUSD,EURUSD,EURJPY,empty,sum
2018.01.22,-87.99999999999919,-144.99999999999514,-58.9999999999975,,-291.9999999999918
2018.01.22,-170.99999999998784,-143.00000000000423,0.0,,-313.99999999999204
2018.01.22,-191.99999999999218,-360.0000000000048,-67.99999999998363,,-619.9999999999806
2018.01.22,-153.00000000000313,-228.00000000000597,-8.99999999998613,,-389.9999999999952
2018.01.22,-170.00000000000347,-258.0000000000027,-30.99999999997749,,-458.99999999998363
2018.01.22,-156.99999999998494,-283.99999999999534,-83.99999999997476,,-524.999999999955
2018.01.22,-358.9999999999982,-443.99999999999994,-99.99999999999432,,-902.9999999999925
2018.01.22,-363.9999999999866,-445.99999999999085,-117.999999999995,,-927.9999999999725
2018.01.22,-344.99999999999534,-431.99999999998795,-80.99999999998886,,-857.9999999999721
2018.01.22,-285.00000000000193,-428.00000000000614,-96.99999999997999,,-809.9999999999881
2018.01.22,-282.9999999999888,-451.0000000000014,-108.99999999998045,,-842.9999999999707
2018.01.22,-282.0000000000045,-451.0000000000014,-111.99999999999477,,-845.0000000000007
2018.01.22,-360.0000000000048,-534.9999999999966,-230.99999999999454,,-1125.999999999996
2018.01.22,-344.99999999999534,-520.9999999999936,-193.9999999999884,,-1059.9999999999773
2018.01.22,-356.00000000000074,-526.0000000000042,-170.99999999999227,,-1052.9999999999973
2018.01.22,-336.9999999999873,-482.999999999989,-139.99999999998636,,-959.9999999999627
2018.01.22,-357.99999999999164,-512.0000000000014,-134.9999999999909,,-1004.9999999999839
2018.01.22,-336.9999999999873,-558.9999999999984,-143.00000000000068,,-1038.9999999999864
2018.01.22,-333.0000000000055,-540.9999999999915,-157.99999999998704,,-1031.999999999984
2018.01.22,-184.99999999999073,-401.99999999999125,-58.9999999999975,,-645.9999999999795
2018.01.22,-66.99999999999484,-347.9999999999928,-34.99999999999659,,-449.9999999999842
2018.01.22,-31.000000000003247,-293.99999999999426,25.000000000005684,,-299.9999999999918
2018.01.22,29.999999999996696,-279.99999999999136,23.000000000024556,,-226.9999999999701
2018.01.22,4.000000000004,-261.0000000000001,-9.999999999990905,,-266.99999999998704
2018.01.22,29.00000000001235,-221.99999999998886,17.00000000002433,,-175.9999999999522
2018.01.22,60.99999999999994,-120.99999999999334,118.00000000002342,,58.00000000003003
2018.01.22,51.000000000001044,-150.00000000000568,58.9999999999975,,-40.000000000007134
2018.01.22,21.00000000000435,-182.99999999999983,54.000000000002046,,-107.99999999999343
2018.01.22,32.999999999994145,-243.99999999999977,58.000000000021146,,-152.99999999998448
2018.01.22,-48.000000000003595,-307.99999999999716,52.00000000002092,,-303.9999999999798
2018.01.22,-82.99999999998863,-363.0000000000022,9.000000000014552,,-436.9999999999763
2018.01.22,62.000000000006494,-272.00000000000557,35.00000000002501,,-174.99999999997408
2018.01.22,211.00000000000563,-245.0000000000063,36.000000000001364,,2.000000000000682
2018.01.22,248.00000000000378,-313.99999999999204,38.000000000010914,,-27.999999999977348
2018.01.22,313.00000000000773,-313.99999999999204,100.00000000002274,,99.00000000003843
2018.01.22,452.00000000000796,-238.99999999998923,97.00000000000841,,310.00000000002717
2018.01.22,607.0000000000019,-242.99999999999324,118.99999999999977,,483.00000000000847
2018.01.22,470.9999999999992,-417.0000000000007,183.00000000002115,,237.00000000001967
2018.01.22,367.0000000000062,-456.9999999999963,295.0000000000159,,205.0000000000258
2018.01.22,497.0000000000141,-353.99999999998766,389.00000000001,,532.0000000000364
2018.01.22,561.9999999999958,-304.9999999999997,409.00000000002024,,666.0000000000164
2018.01.22,560.0000000000049,-273.9999999999965,414.0000000000157,,700.0000000000241
2018.01.22,668.0000000000019,-222.99999999999542,469.0000000000225,,914.000000000029
2018.01.22,739.0000000000008,-184.99999999999073,445.99999999999795,,1000.000000000008
2018.01.22,873.999999999997,-153.9999999999875,438.0000000000166,,1158.0000000000261
2018.01.22,876.0000000000101,-129.99999999998568,420.0000000000159,,1166.0000000000405
2018.01.22,892.0000000000039,-130.99999999999224,406.0000000000059,,1167.0000000000175
2018.01.22,896.000000000008,-119.99999999998678,402.00000000001523,,1178.0000000000364
2018.01.23,869.0000000000086,-124.99999999999733,355.0000000000182,,1099.0000000000296
2018.01.23,892.0000000000039,-124.99999999999733,381.0000000000002,,1148.0000000000068
2018.01.23,875.0000000000035,-147.99999999999258,386.0000000000241,,1113.000000000035
2018.01.23,880.9999999999984,-143.00000000000423,421.0000000000207,,1159.000000000015
2018.01.23,869.0000000000086,-139.00000000000023,413.0000000000109,,1143.0000000000193
2018.01.23,913.0000000000083,-80.99999999999774,427.0000000000209,,1259.0000000000314
2018.01.23,913.0000000000083,-46.999999999997044,450.00000000001705,,1316.0000000000282
2018.01.23,931.0000000000151,-72.0000000000054,515.0000000000148,,1374.0000000000246
2018.01.23,856.0000000000123,-190.00000000000128,329.00000000000773,,995.0000000000188
2018.01.23,858.0000000000032,-170.99999999998784,332.9999999999984,,1020.0000000000138
2018.01.23,852.0000000000083,-150.99999999999002,29.000000000024784,,730.0000000000431
2018.01.23,849.9999999999952,-146.99999999998602,102.00000000000387,,805.0000000000131
2018.01.23,839.9999999999964,-146.99999999998602,160.000000000025,,853.0000000000354
2018.01.23,890.000000000013,-119.99999999998678,218.00000000001774,,988.0000000000439
2018.01.23,787.0000000000043,-180.99999999998673,182.00000000001637,,788.000000000034
2018.01.23,788.0000000000109,-181.9999999999933,189.00000000002137,,795.000000000039
2018.01.23,863.9999999999981,-123.99999999999079,249.00000000002365,,989.0000000000309
2018.01.23,778.000000000012,-258.0000000000027,289.0000000000157,,809.000000000025
2018.01.23,661.0000000000005,-314.99999999999864,406.0000000000059,,752.0000000000077
2018.01.23,666.9999999999953,-258.0000000000027,311.00000000000705,,719.9999999999998
2018.01.23,480.99999999999807,-408.9999999999927,146.000000000015,,218.00000000002035
2018.01.23,524.0000000000133,-468.00000000000176,-254.99999999999545,,-198.9999999999839
2018.01.23,455.0000000000054,-385.99999999999744,-189.99999999999773,,-120.99999999998977
2018.01.23,516.0000000000053,-356.9999999999851,-173.99999999997817,,-14.999999999957936
2018.01.23,455.0000000000054,-322.00000000000006,-150.99999999998204,,-17.999999999976694
2018.01.23,418.0000000000073,-297.9999999999983,-189.99999999999773,,-69.99999999998875
2018.01.23,526.0000000000042,-268.0000000000016,-357.99999999997567,,-99.99999999997306
2018.01.23,371.00000000001023,-334.9999999999964,-372.99999999999045,,-336.99999999997664
2018.01.23,222.99999999999542,-357.99999999999164,-375.0,,-509.99999999999625
2018.01.23,225.00000000000853,-304.9999999999997,-365.99999999998545,,-445.99999999997664
2018.01.23,506.0000000000064,-242.99999999999324,-264.99999999998636,,-1.99999999997317
2018.01.23,541.0000000000136,-177.99999999998929,-278.99999999999636,,84.00000000002797
2018.01.23,573.0000000000013,-187.00000000000384,-305.9999999999832,,80.00000000001421
2018.01.23,744.0000000000114,-78.00000000000028,-132.99999999998136,,533.0000000000298
2018.01.23,917.0000000000123,72.0000000000054,-99.99999999999432,,889.0000000000234
2018.01.23,1148.0000000000157,197.00000000000273,4.000000000019099,,1349.0000000000375
2018.01.23,705.0000000000001,9.000000000014552,-114.99999999998067,,599.000000000034
2018.01.23,716.0000000000056,53.00000000001415,-87.99999999999386,,681.0000000000258
2018.01.23,722.0000000000005,60.99999999999994,-37.99999999998249,,745.000000000018
2018.01.23,778.9999999999964,53.00000000001415,-57.999999999992724,,774.0000000000177
2018.01.23,815.9999999999945,58.000000000002494,-22.999999999996135,,851.0000000000009
