date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2020.04.06,-80.99999999999774,-202.9999999999976,-58.99999999998684,-66.99999999999307,-12.999999999996348,-32.999999999994145,-76.99999999999375,-89.00000000000574,-151.9999999999868,-168.99999999999693,-284.9999999999908,-175.99999999999838,-289.0000000000157,-773.9999999999636,-132.99999999999557,-212.99999999999653,-102.00000000000209,-14.000000000002899,-41.00000000001103,-78.00000000000296,-107.00000000000153,-97.00000000000264,-140.0000000000068,,-3391.999999999939
2020.04.06,-82.99999999999974,-157.00000000000713,-102.99999999998644,-96.9999999999942,110.00000000001009,85.99999999999719,-9.00000000000345,-96.99999999999153,-210.99999999999852,-416.00000000000523,-278.9999999999959,-60.99999999999994,-280.00000000000114,-862.9999999999693,-165.99999999999682,-439.99999999999596,341.00000000001353,445.99999999999085,-19.000000000005457,-33.00000000000125,-2.000000000002,-58.000000000002494,-100.0000000000112,,-2490.999999999956
2020.04.06,44.99999999999504,-438.00000000000506,-124.99999999999733,-236.99999999999477,9.000000000014552,-65.00000000000395,-112.000000000001,5.999999999994898,-336.9999999999891,-85.99999999999719,-95.99999999999609,-202.0000000000022,-725.0000000000227,-1164.9999999999939,-317.99999999999784,-387.000000000004,144.0000000000108,249.99999999999466,-129.0000000000049,-142.000000000003,-96.99999999999153,-136.99999999999824,58.000000000002494,,-4285.999999999991
2020.04.06,63.00000000000195,-296.0000000000074,-104.99999999999955,-135.99999999999568,111.00000000001664,-34.99999999999615,-12.999999999996348,222.99999999999542,-274.9999999999915,-41.9999999999976,-105.99999999999498,-103.99999999999298,-470.0000000000273,-907.9999999999977,-241.99999999999022,-378.999999999996,164.00000000000858,492.9999999999879,-51.00000000000193,-54.999999999999716,-127.99999999999478,-41.9999999999976,119.00000000000244,,-2213.999999999965
2020.04.06,73.00000000000084,-232.99999999999432,-99.99999999998899,-325.9999999999934,144.0000000000108,-14.000000000002899,7.0000000000014495,69.9999999999923,-412.9999999999967,-36.999999999998145,-134.0000000000008,-15.999999999993797,-444.0000000000168,-771.9999999999949,-411.00000000000136,-395.99999999999636,266.0000000000107,646.9999999999976,-99.00000000000375,-81.00000000000307,-102.00000000000209,-17.999999999995797,160.99999999998892,,-2227.999999999981
2020.04.06,122.99999999999534,-76.0000000000094,-56.99999999999594,-390.99999999999113,280.0000000000136,109.00000000000354,78.00000000000028,86.0000000000083,-452.99999999998875,-51.99999999999649,-120.99999999999334,43.999999999999595,-448.0000000000075,-767.9999999999687,-411.00000000000136,-425.0000000000087,509.00000000000387,733.9999999999902,-137.00000000000045,-50.00000000000426,-8.999999999992347,14.000000000002899,160.99999999998892,,-1259.9999999999516
2020.04.06,131.00000000000333,-116.99999999998934,-21.999999999988695,-646.9999999999914,-17.000000000000348,-21.00000000000435,14.999999999998348,102.00000000000209,-632.9999999999956,-12.000000000000899,-102.99999999999754,7.0000000000014495,-842.000000000013,-692.0000000000038,-659.9999999999966,-303.0000000000088,63.99999999999739,468.9999999999861,-480.000000000004,-306.0000000000045,-31.999999999998696,38.0000000000047,165.9999999999995,,-3895.000000000005
2020.04.06,126.0000000000039,-319.0000000000026,-143.99999999998857,-738.9999999999901,-371.99999999999454,-397.99999999999835,-232.99999999999432,300.00000000001137,-786.9999999999919,164.99999999999292,48.000000000003595,-59.99999999999339,-1106.9999999999993,-280.9999999999757,-866.9999999999902,-8.000000000008,-845.9999999999912,-104.99999999999955,-731.9999999999993,-597.999999999999,-346.0000000000019,-134.99999999999625,214.99999999998744,,-7222.9999999999145
2020.04.06,143.9999999999997,-306.00000000000625,-119.99999999998678,-700.0000000000028,-350.9999999999902,-273.9999999999965,-202.0000000000022,351.99999999999676,-744.9999999999903,212.99999999999653,165.00000000000404,-52.99999999999194,-1130.0000000000239,52.0000000000298,-834.9999999999937,78.00000000000028,-502.00000000000244,-56.99999999999594,-695.0000000000074,-570.0000000000074,-253.99999999999866,-124.00000000000189,270.99999999999903,,-5642.999999999972
2020.04.06,92.99999999999864,-228.00000000000597,-93.99999999999409,-576.9999999999982,-263.99999999999756,-178.00000000000037,-137.9999999999937,211.00000000000563,-655.9999999999917,193.99999999999417,77.00000000000485,-10.999999999994348,-885.0000000000193,-272.00000000000557,-698.9999999999981,99.00000000000463,-255.99999999998957,153.9999999999875,-564.0000000000072,-451.9999999999982,-73.99999999999629,21.999999999999797,214.99999999998744,,-4283.000000000007
