date,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDJPY,AUDNZD,empty,sum
2019.08.12,-12.999999999996348,29.00000000001235,34.99999999999659,59.99999999999339,107.99999999999699,-109.99999999999943,35.00000000000725,17.999999999995797,-31.999999999998696,-154.0000000000097,-31.999999999996476,-79.99999999999119,-62.99999999999084,102.99999999999443,-69.00000000000794,-126.99999999998823,-205.00000000001074,34.99999999999659,65.00000000000395,,-396.99999999999227
2019.08.12,53.999999999998494,34.000000000000696,55.999999999997385,-73.99999999999629,113.99999999999189,-143.00000000000068,18.0000000000069,9.999999999998899,-65.99999999999939,-246.00000000000176,-25.99999999999625,-86.99999999999264,-126.0000000000039,144.99999999999602,-87.00000000001484,-127.99999999999478,-235.99999999999176,67.99999999999784,112.000000000001,,-608.0000000000032
2019.08.12,83.9999999999952,46.999999999997044,91.00000000000819,-126.0000000000039,82.99999999998863,-262.00000000000045,-26.999999999999247,11.00000000000545,-14.999999999998348,-289.0000000000059,-6.000000000000227,-58.000000000002494,-185.99999999999727,188.99999999999295,-178.99999999999582,-107.99999999999699,-201.00000000000674,114.99999999999488,96.00000000000719,,-741.0000000000178
2019.08.12,97.9999999999981,43.999999999999595,82.99999999999841,-153.00000000000313,70.99999999999883,-260.0000000000051,-59.99999999999339,-12.999999999996348,-24.000000000001798,-301.0000000000068,-39.99999999999204,-21.999999999988695,-164.99999999999292,170.0000000000017,-229.00000000001253,-147.99999999999258,-224.000000000002,87.0000000000033,76.0000000000094,,-1009.9999999999783
2019.08.12,246.00000000001288,29.999999999996696,-63.00000000000239,-341.99999999999784,11.999999999989797,-156.99999999999648,-126.99999999999933,-80.00000000000229,-80.99999999999774,-400.00000000000034,-365.99999999999966,-136.00000000000279,-272.99999999998994,-4.9999999999954525,-278.00000000000045,-218.00000000000708,-289.0000000000059,-52.00000000000671,75.00000000000284,,-2504.0000000000027
2019.08.12,209.00000000001472,96.00000000000719,-156.99999999999648,-391.000000000008,0.0,-140.00000000000057,-168.99999999999693,-151.00000000000114,-134.99999999999625,-432.0000000000102,-444.0000000000026,-119.00000000000244,-178.99999999999582,-43.99999999999693,-341.00000000001353,-365.99999999999966,-404.0000000000044,-138.00000000000523,49.99999999999449,,-3255.0000000000136
2019.08.12,178.00000000001148,51.000000000001044,-72.99999999999329,-334.9999999999964,-12.999999999996348,-195.99999999999795,-178.00000000000037,-161.99999999999548,-190.99999999999673,-374.0000000000077,-307.9999999999927,-15.999999999993797,-42.999999999993044,9.000000000000341,-341.99999999999784,-378.999999999996,-540.0000000000072,-114.00000000000432,124.99999999999733,,-2900.999999999959
2019.08.12,90.99999999999665,73.00000000001194,-134.9999999999909,-258.0000000000027,2.999999999997449,-138.00000000000523,-180.99999999999784,-136.00000000000279,-132.99999999999423,-321.0000000000046,-295.99999999999227,97.00000000001374,9.999999999998899,-42.00000000000159,-371.00000000001023,-343.99999999998875,-407.0000000000018,-126.99999999999534,63.000000000013046,,-2551.999999999957
2019.08.12,75.00000000000284,76.0000000000094,-51.9999999999925,-188.9999999999947,52.000000000007596,-174.0000000000066,-151.9999999999966,-80.99999999999774,-114.99999999999844,-313.00000000000773,-179.00000000000205,127.99999999999478,-32.999999999994145,52.99999999999727,-390.0000000000015,-289.0000000000059,-432.9999999999945,-43.99999999999693,121.00000000001555,,-1938.9999999999618
2019.08.12,48.000000000003595,96.00000000000719,-43.99999999999693,-147.99999999999258,83.9999999999952,-171.99999999999704,-165.9999999999995,-19.999999999997797,-17.000000000000348,-311.00000000000574,-138.00000000000523,215.00000000000963,-140.0000000000068,85.99999999999852,-460.000000000016,-174.00000000000747,-229.00000000001253,22.999999999996135,62.000000000006494,,-1405.000000000021
2019.08.12,-34.000000000000696,111.00000000001664,-69.99999999999318,-107.00000000001265,68.00000000000139,-177.0000000000067,-134.0000000000008,55.000000000005045,19.999999999997797,-260.00000000000466,-82.99999999999841,200.00000000000017,-269.9999999999925,72.99999999999329,-365.0000000000153,34.000000000000696,-90.00000000001229,105.99999999999454,114.0000000000141,,-809.0000000000136
2019.08.12,5.999999999994898,102.00000000000209,-84.00000000000318,-144.0000000000108,58.000000000002494,-164.00000000000148,-146.99999999999713,17.999999999995797,-29.000000000001247,-282.0000000000045,-141.00000000000534,175.00000000001404,-235.99999999999176,46.999999999997044,-380.00000000000256,-45.000000000006146,-209.9999999999991,57.00000000000216,133.00000000000534,,-1266.000000000009
2019.08.12,-11.00000000000545,95.00000000000064,-75.9999999999934,-89.00000000000574,82.99999999998863,-138.00000000000523,-137.9999999999937,9.00000000000345,13.00000000000745,-262.00000000000665,-111.99999999999477,229.00000000001253,-126.99999999998823,48.00000000000182,-395.000000000012,-106.99999999999044,-141.00000000001333,30.000000000001137,56.000000000011596,,-1032.9999999999818
2019.08.12,51.000000000001044,80.99999999999774,-88.99999999999864,-161.00000000001114,59.000000000009045,-135.99999999999568,-141.99999999999767,4.000000000004,16.0000000000049,-299.00000000000483,-194.99999999999318,124.00000000001299,-222.99999999999542,19.000000000005457,-361.0000000000113,-82.00000000000429,-86.0000000000083,24.00000000000091,46.0000000000127,,-1349.9999999999718
2019.08.12,49.99999999999449,107.00000000001265,-140.99999999999113,-192.00000000001438,53.999999999998494,-111.0000000000042,-141.00000000000225,6.0000000000060005,16.0000000000049,-319.0000000000026,-254.99999999999545,99.00000000000463,-275.000000000003,-13.00000000000523,-365.0000000000153,-69.9999999999923,-87.99999999999919,9.000000000000341,46.0000000000127,,-1582.9999999999905
2019.08.12,21.00000000000435,114.0000000000141,-137.00000000000045,-158.0000000000137,69.00000000000794,-108.99999999999466,-141.99999999999767,0.0,-3.999999999992898,-299.00000000000483,-216.99999999999875,148.00000000001478,-205.99999999999508,-1.9999999999953388,-387.000000000004,-102.00000000000209,-171.99999999999437,1.9999999999953388,76.0000000000094,,-1504.999999999948
2019.08.12,66.00000000001049,101.00000000001774,-125.0,-164.99999999999292,86.0000000000083,-90.00000000000341,-110.99999999999443,7.0000000000014495,-0.999999999995449,-322.00000000000006,-250.0,68.00000000000139,-238.0000000000049,0.0,-344.99999999999534,-114.99999999999844,-181.9999999999933,-4.0000000000048885,75.00000000000284,,-1544.9999999999413
2019.08.12,19.00000000001345,131.00000000001444,-122.99999999999045,-144.0000000000108,96.99999999999153,-111.0000000000042,-108.99999999999244,-24.000000000001798,-5.999999999994898,-320.00000000000915,-201.99999999999818,96.00000000000719,-120.99999999999334,34.99999999999659,-365.0000000000153,-211.99999999998997,-209.9999999999991,-22.999999999996135,32.0000000000098,,-1559.9999999999627
2019.08.12,-52.99999999999194,106.00000000000608,-152.9999999999916,-59.99999999999339,86.99999999999264,-64.99999999999773,-163.00000000000205,-60.99999999999994,-25.999999999992696,-239.0000000000003,-162.9999999999967,319.0000000000026,103.99999999999298,-24.00000000000091,-452.00000000000796,-287.9999999999994,-246.99999999999721,-94.99999999999886,8.000000000008,,-1464.9999999999684
2019.08.12,-7.999999999985796,36.0000000000138,-138.9999999999958,2.999999999997449,113.00000000000753,13.00000000000523,-97.9999999999981,9.00000000000345,4.999999999999449,-216.0000000000051,-194.00000000000261,270.99999999999903,12.000000000012001,-84.00000000000318,-365.0000000000153,-150.99999999999002,-205.00000000001074,-67.99999999999784,70.0000000000145,,-995.9999999999518
2019.08.12,-209.9999999999991,-231.0000000000034,-19.99999999999602,353.0000000000033,0.0,36.99999999999193,-5.999999999994898,48.99999999999905,41.9999999999976,157.99999999999147,162.00000000000614,548.0000000000151,435.9999999999919,-230.99999999999454,-24.000000000001798,119.00000000000244,83.9999999999952,-42.00000000000159,65.00000000000395,,1289.0000000000068
2019.08.12,-241.00000000000233,-298.9999999999826,-57.999999999992724,485.0000000000021,31.999999999987594,173.00000000000182,47.00000000000814,95.99999999999609,69.00000000000794,239.99999999999577,150.99999999999625,615.00000000001,513.9999999999923,-346.00000000000364,43.999999999999595,191.99999999999218,103.99999999999298,-79.00000000000773,97.9999999999981,,1836.9999999999918
2019.08.12,-181.9999999999933,-290.9999999999968,-245.9999999999951,326.9999999999884,-60.99999999999994,266.00000000000534,-73.99999999999629,-58.99999999999794,-29.000000000001247,190.99999999999673,-137.00000000000045,659.0000000000095,686.0000000000089,-548.0000000000018,-78.00000000000028,-55.000000000005045,-19.00000000001345,-311.00000000000705,14.000000000002899,,53.000000000002956
2019.08.12,-249.99999999999466,-219.99999999999798,-269.999999999996,344.99999999999534,-35.00000000000725,245.00000000000455,-81.9999999999932,-119.00000000000244,-56.0000000000005,181.9999999999933,-94.99999999999886,700.999999999996,873.999999999997,-498.9999999999952,-128.000000000017,-242.99999999999324,-136.00000000000279,-361.0000000000042,-35.999999999991594,,-183.00000000000864
2019.08.12,-259.9999999999936,-202.9999999999976,-332.9999999999984,337.99999999999386,-35.00000000000725,295.99999999999227,-100.99999999999554,-219.99999999999798,-134.99999999999625,175.99999999999838,-162.00000000000614,734.9999999999968,1137.9999999999945,-555.9999999999974,-170.00000000000347,-503.000000000009,-354.9999999999942,-503.0000000000001,-65.00000000000395,,-918.0000000000249
2019.08.12,-263.99999999999756,-127.99999999999478,-373.9999999999952,214.99999999998744,-82.00000000000429,219.99999999999886,-178.99999999999582,-292.00000000000335,-165.9999999999995,118.99999999999133,-206.00000000000307,734.9999999999968,1146.0000000000025,-519.999999999996,-263.00000000001324,-607.0000000000019,-370.00000000000364,-531.0000000000059,-119.99999999998678,,-1667.000000000024
2019.08.12,-431.0000000000036,-25.999999999992696,-346.9999999999942,295.0000000000008,-58.000000000002494,114.99999999999488,-225.99999999999287,-312.9999999999966,-185.99999999999727,162.99999999999093,1.9999999999953388,944.0000000000115,1330.0000000000089,-379.99999999999545,-390.0000000000015,-702.0000000000026,-458.00000000000284,-484.00000000000887,-126.0000000000039,,-1277.9999999999925
2019.08.12,-468.9999999999861,-4.000000000004,-417.0000000000016,270.99999999999903,-93.00000000000975,134.00000000000034,-276.9999999999939,-388.9999999999949,-225.99999999999287,171.99999999999437,-43.99999999999693,1024.0000000000027,1496.9999999999927,-441.0000000000025,-443.99999999999994,-838.9999999999898,-514.9999999999987,-581.0000000000031,-180.99999999998673,,-1821.9999999999718
2019.08.12,-479.99999999999153,-61.99999999998429,-441.99999999999307,333.9999999999899,-103.00000000000864,203.99999999999352,-281.99999999999335,-356.9999999999962,-171.99999999999437,226.99999999999943,-60.000000000002274,1120.9999999999943,1500.9999999999968,-528.0000000000058,-443.0000000000156,-744.9999999999957,-360.0000000000048,-591.9999999999987,-212.99999999999653,,-1452.000000000007
2019.08.12,-418.9999999999916,-92.00000000000318,-411.00000000000136,319.0000000000026,-90.00000000001229,215.0000000000034,-208.99999999999253,-393.9999999999944,-203.99999999999307,202.9999999999976,-88.99999999999864,941.9999999999984,1580.0000000000036,-522.9999999999961,-316.0000000000052,-859.0000000000098,-459.0000000000094,-638.0000000000052,-226.99999999999943,,-1671.0000000000064
2019.08.12,-502.00000000000244,-17.999999999984695,-360.99999999999,323.99999999999096,-87.99999999999919,90.99999999999397,-207.99999999999707,-390.0000000000015,-164.99999999999292,206.99999999999054,61.99999999999761,946.0000000000024,1581.0000000000102,-388.9999999999958,-312.00000000000114,-848.9999999999886,-361.0000000000113,-554.000000000002,-275.9999999999874,,-1261.9999999999686
2019.08.12,-570.9999999999882,114.99999999999844,-335.9999999999985,334.9999999999964,-12.000000000012001,13.999999999995794,-200.00000000000017,-388.9999999999949,-212.00000000000108,150.99999999999002,165.00000000000625,944.9999999999958,1595.9999999999975,-221.00000000000364,-404.0000000000044,-968.9999999999976,-608.0000000000085,-503.0000000000001,-205.99999999999508,,-1310.000000000024
2019.08.12,-499.9999999999893,195.00000000001182,-360.99999999999,175.99999999999838,-18.0000000000069,-40.00000000000625,-297.9999999999983,-483.99999999999557,-290.9999999999968,30.999999999992145,58.9999999999975,939.0000000000009,1611.0000000000068,-162.9999999999967,-589.0000000000173,-1197.999999999988,-818.9999999999919,-567.9999999999978,-224.000000000002,,-2541.999999999969
2019.08.12,-560.0000000000049,201.00000000000674,-227.99999999999443,316.99999999998954,63.99999999999739,-103.00000000000864,-195.9999999999962,-400.00000000000034,-186.99999999999272,71.99999999999429,284.9999999999966,902.0000000000028,1598.9999999999948,-10.000000000005116,-495.000000000001,-1109.9999999999889,-659.999999999994,-438.0000000000024,-263.99999999999756,,-1211.0000000000036
2019.08.12,-400.9999999999847,162.00000000001768,-195.99999999999795,124.99999999999733,-8.000000000008,-171.00000000000648,-266.999999999995,-414.9999999999987,-232.99999999999432,-17.000000000000348,158.00000000000125,805.0000000000113,1349.0000000000002,-16.999999999995907,-541.9999999999981,-1038.0000000000057,-669.9999999999928,-409.9999999999966,-212.99999999999653,,-1998.9999999999436
2019.08.12,-426.9999999999996,202.9999999999976,-243.99999999999977,51.99999999998539,-59.99999999999339,-212.0000000000033,-379.9999999999915,-414.00000000000324,-185.00000000000182,-33.000000000005244,123.99999999999523,951.000000000013,1232.000000000011,-25.99999999999625,-700.0000000000117,-956.0000000000013,-459.99999999999375,-379.99999999999545,-290.9999999999968,,-2205.999999999991
2019.08.12,-309.0000000000037,265.0000000000041,-265.00000000000057,-191.00000000000784,-119.00000000000244,-308.9999999999975,-488.999999999995,-544.0,-309.99999999999915,-175.00000000000293,-24.00000000000091,856.0000000000123,1215.9999999999948,16.000000000005343,-838.0000000000055,-1194.0000000000061,-705.0000000000001,-457.00000000000784,-292.00000000000335,,-3868.0000000000164
2019.08.12,-292.9999999999877,128.000000000017,-149.99999999999147,-109.00000000000354,-157.99999999999147,-329.9999999999983,-374.999999999992,-471.99999999999466,-292.9999999999988,-76.0000000000094,96.9999999999942,722.0000000000005,1140.0000000000077,1.0000000000047748,-555.0000000000166,-947.9999999999933,-595.0000000000122,-364.0000000000043,-204.99999999998852,,-2834.9999999999586
