date,USDCHF,USDJPY,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPCAD,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2021.06.28,89.00000000000574,4.0000000000048885,-357.00000000000733,-225.00000000000853,-143.9999999999997,-380.999999999998,-1310.0000000000111,-885.9999999999868,-19.000000000005457,185.99999999999284,354.9999999999942,,-2688.0000000000196
2021.06.28,84.0000000000063,-16.999999999995907,-245.99999999999068,-208.00000000000819,-113.99999999999189,-357.99999999999164,-1215.0000000000105,-933.9999999999905,-1.0000000000047748,161.00000000000136,351.99999999999676,,-2495.99999999998
2021.06.28,121.99999999999989,-106.99999999999932,-333.9999999999899,-229.00000000001253,-149.99999999999457,-387.99999999999943,-1215.0000000000105,-947.9999999999933,33.00000000000125,183.9999999999975,339.0000000000004,,-2693.0000000000005
2021.06.28,226.99999999999943,-221.9999999999942,-469.0000000000083,-275.000000000003,-243.99999999999977,-391.9999999999924,-1167.0000000000068,-967.0000000000067,40.99999999999682,81.00000000000307,319.0000000000026,,-3068.000000000009
2021.06.28,373.99999999999653,-251.00000000000477,-539.0000000000006,-285.00000000000193,-236.99999999999832,-349.99999999999477,-1368.0000000000136,-1021.0000000000052,13.999999999995794,72.99999999999329,319.0000000000026,,-3271.000000000031
2021.06.28,292.00000000000335,-218.00000000000352,-517.9999999999962,-286.00000000000847,-191.99999999999218,-341.99999999999784,-1423.0000000000186,-1106.9999999999914,-40.99999999999682,39.99999999999204,329.00000000000153,,-3466.0000000000086
2021.06.28,241.99999999999778,-174.0000000000066,-432.9999999999945,-263.99999999999756,-140.99999999999113,-302.9999999999977,-1457.0000000000193,-1143.9999999999895,-84.00000000000318,57.00000000000216,351.0000000000124,,-3349.9999999999873
2021.06.28,217.99999999999596,-144.00000000000546,-431.0000000000036,-231.0000000000034,-117.99999999999588,-279.99999999999136,-1411.0000000000066,-1117.9999999999968,-138.9999999999958,-48.00000000000182,307.99999999999716,,-3394.0000000000077
2021.06.28,182.00000000000438,-42.00000000000159,-458.00000000000284,-224.000000000002,-117.00000000000044,-295.99999999999625,-1528.0000000000182,-1113.9999999999927,-97.99999999999898,1.9999999999953388,297.9999999999983,,-3395.000000000015
2021.06.28,172.00000000000549,-7.999999999995566,-448.9999999999883,-266.999999999995,-132.99999999999423,-324.9999999999975,-1413.0000000000198,-1137.9999999999945,-245.00000000000455,-33.00000000000125,317.9999999999961,,-3520.9999999999895
2021.06.28,141.00000000000225,87.99999999999386,-219.99999999999798,-239.00000000001143,-85.99999999999719,-313.99999999999204,-1269.000000000009,-1036.999999999999,-248.99999999999523,-120.00000000000455,280.9999999999979,,-3024.000000000013
2021.06.28,163.99999999999747,170.99999999999227,-198.00000000000927,-279.00000000000705,-105.99999999999498,-312.9999999999966,-1140.0000000000077,-1022.9999999999961,-260.0000000000051,-111.99999999999477,273.9999999999965,,-2822.0000000000255
2021.06.28,163.00000000000205,168.99999999999693,-174.00000000000747,-241.00000000000233,-65.99999999999939,-273.000000000001,-1263.000000000014,-1129.9999999999866,-326.9999999999982,-150.00000000000568,282.0000000000045,,-3010.000000000011
2021.06.28,200.99999999999562,140.00000000000057,-181.00000000000892,-215.00000000000963,-48.99999999999905,-256.0000000000007,-1275.0000000000039,-1129.0000000000023,-340.999999999994,-180.99999999999739,280.0000000000136,,-3006.000000000006
2021.06.28,239.99999999999577,158.00000000000125,-182.99999999999983,-235.00000000000742,-56.99999999999594,-273.000000000001,-1255.0000000000061,-1065.0000000000048,-337.0000000000033,-177.0000000000067,290.9999999999968,,-2893.0000000000314
2021.06.28,233.00000000000543,167.0000000000016,-187.99999999998818,-255.00000000000523,-65.99999999999939,-280.9999999999979,-1213.0000000000196,-1073.9999999999973,-347.999999999999,-180.00000000000682,297.9999999999983,,-2907.000000000008
2021.06.28,239.99999999999577,147.99999999999613,-177.00000000000495,-229.00000000001253,-71.99999999999429,-265.99999999999955,-1189.0000000000177,-1029.9999999999975,-323.99999999999807,-165.00000000000625,295.0000000000008,,-2769.000000000038
2021.06.28,224.000000000002,165.99999999999682,-154.0000000000097,-251.00000000000122,-75.9999999999983,-285.9999999999974,-1170.0000000000043,-1051.9999999999864,-331.00000000000307,-152.00000000000102,285.00000000000193,,-2797.0000000000005
2021.06.28,263.99999999999756,141.9999999999959,-148.99999999999915,-252.0000000000078,-56.0000000000005,-286.99999999999284,-1174.0000000000084,-1085.999999999987,-328.00000000000296,-150.00000000000568,286.99999999999284,,-2789.000000000018
2021.06.28,260.00000000000466,117.999999999995,-134.99999999999625,-248.00000000000378,-46.999999999997044,-290.00000000000136,-1202.000000000014,-1080.9999999999986,-314.00000000000716,-117.00000000000443,324.9999999999975,,-2731.0000000000255
2021.06.28,270.99999999999903,99.00000000000375,-170.99999999998784,-278.00000000000045,-79.99999999999119,-297.9999999999983,-1137.0000000000102,-1083.9999999999961,-296.99999999999704,-106.99999999999932,323.0000000000066,,-2758.999999999971
2021.06.28,253.0000000000032,96.00000000000364,-191.99999999999218,-282.0000000000045,-85.99999999999719,-303.9999999999932,-1166.0000000000005,-1078.0000000000011,-281.9999999999965,-100.99999999999909,326.0000000000041,,-2815.999999999973
2021.06.29,223.00000000000654,94.99999999999886,-141.99999999999767,-279.00000000000705,-53.999999999998494,-292.9999999999988,-1152.0000000000198,-1154.999999999995,-364.9999999999949,-125.0,232.99999999999432,,-3014.000000000012
2021.06.29,223.00000000000654,102.99999999999443,-164.00000000000858,-273.9999999999965,-45.99999999999049,-307.0000000000017,-1138.0000000000168,-1034.999999999986,-322.00000000000273,-99.99999999999432,313.99999999999204,,-2746.0000000000045
2021.06.29,246.99999999999721,112.99999999999955,-192.99999999999872,-285.00000000000193,-82.99999999999974,-308.9999999999926,-1144.0000000000116,-1109.0000000000043,-308.00000000000693,-115.99999999999966,324.9999999999975,,-2862.000000000021
2021.06.29,280.00000000000244,114.99999999999488,-198.99999999999363,-283.000000000011,-89.99999999999008,-326.9999999999995,-1129.0000000000023,-1083.9999999999961,-274.0000000000009,-118.99999999999977,313.99999999999204,,-2796.0000000000045
2021.06.29,278.00000000000045,118.99999999999977,-163.00000000000205,-279.00000000000705,-87.99999999999919,-300.99999999999574,-1127.0000000000114,-1065.0000000000048,-277.000000000001,-114.99999999999488,306.00000000000625,,-2712.0000000000095
2021.06.29,267.00000000000614,114.00000000000432,-160.99999999998892,-283.000000000011,-96.99999999999153,-303.9999999999932,-1085.0000000000027,-1048.0000000000045,-251.99999999999534,-102.00000000000387,263.99999999999756,,-2686.999999999983
2021.06.29,256.99999999999613,84.99999999999375,-167.00000000000603,-303.0000000000088,-112.000000000001,-312.9999999999966,-1060.0000000000164,-1079.0000000000077,-274.0000000000009,-159.9999999999966,242.99999999999324,,-2883.0000000000505
2021.06.29,316.0000000000052,103.9999999999992,-133.00000000000534,-307.00000000001285,-129.9999999999968,-297.9999999999983,-998.00000000001,-1085.0000000000027,-323.0000000000075,-221.00000000000364,221.00000000000452,,-2854.000000000028
2021.06.29,290.00000000000136,188.0000000000024,-129.00000000000134,-296.0000000000074,-137.9999999999937,-300.99999999999574,-941.0000000000141,-956.9999999999857,-349.00000000000375,-242.00000000000443,191.00000000000784,,-2683.999999999995
2021.06.29,292.00000000000335,197.9999999999933,-116.99999999998934,-262.999999999991,-127.99999999999478,-288.9999999999948,-957.0000000000078,-927.9999999999955,-334.0000000000032,-260.0000000000051,198.00000000000927,,-2587.9999999999754
2021.06.29,324.9999999999975,212.99999999999386,-123.00000000000644,-252.99999999999213,-123.99999999999079,-273.9999999999965,-994.000000000006,-1204.9999999999893,-385.0000000000051,-325.00000000000284,225.00000000000853,,-2919.999999999989
2021.06.29,324.00000000000205,209.00000000000318,-134.99999999999625,-243.99999999999977,-95.00000000000064,-254.99999999999412,-1077.0000000000168,-1266.999999999996,-412.9999999999967,-338.99999999999864,354.0000000000099,,-2937.9999999999836
2021.06.29,324.00000000000205,197.00000000000273,-129.00000000000134,-222.00000000001108,-75.9999999999983,-239.99999999999577,-1084.0000000000182,-1283.9999999999964,-400.0000000000057,-341.99999999999875,296.9999999999917,,-2959.0000000000286
2021.06.29,334.00000000000097,194.00000000000261,-147.00000000000824,-232.99999999999432,-89.99999999999008,-248.99999999999923,-1068.0000000000023,-1278.9999999999857,-411.00000000000136,-346.00000000000364,341.00000000001353,,-2953.9999999999677
2021.06.29,353.99999999999875,159.9999999999966,-151.9999999999966,-242.99999999999324,-98.99999999999353,-263.99999999999756,-1059.00000000001,-1239.9999999999966,-382.99999999999557,-280.00000000000114,371.99999999999454,,-2833.9999999999936
2021.06.29,319.0000000000026,135.00000000000512,-140.99999999999113,-242.99999999999324,-93.99999999999409,-242.99999999999324,-1053.9999999999993,-1229.9999999999977,-340.999999999994,-275.0000000000057,341.00000000001353,,-2825.9999999999472
2021.06.29,322.00000000000006,141.9999999999959,-151.9999999999966,-226.99999999999943,-101.99999999999099,-248.99999999999923,-1048.0000000000045,-1289.0000000000068,-328.9999999999935,-298.0000000000018,371.99999999999454,,-2858.0000000000027
2021.06.29,272.00000000000557,153.0000000000058,-184.99999999999073,-229.99999999999687,-98.99999999999353,-266.999999999995,-1118.0000000000189,-1262.9999999999918,-340.999999999994,-224.00000000000375,407.0000000000018,,-2894.9999999999714
2021.06.29,268.99999999999704,97.99999999999898,-141.99999999999767,-246.00000000001288,-92.99999999999864,-273.000000000001,-1091.0000000000198,-1241.9999999999875,-308.00000000000693,-194.00000000000261,381.99999999999346,,-2840.0000000000377
2021.06.29,211.00000000000563,96.00000000000364,-103.99999999999298,-212.99999999999653,-78.00000000000028,-253.99999999999866,-1090.0000000000132,-1329.0000000000025,-308.9999999999975,-209.00000000000318,395.000000000012,,-2883.999999999983
2021.06.29,234.99999999999633,36.000000000001364,-66.99999999999484,-202.9999999999976,-56.0000000000005,-200.99999999999562,-1091.0000000000198,-1517.999999999997,-322.00000000000273,-263.00000000000523,408.00000000000836,,-3042.0000000000073
2021.06.29,295.99999999999625,31.999999999996476,-90.99999999999665,-221.00000000000452,-26.999999999999247,-171.99999999999437,-1166.0000000000005,-1566.0000000000007,-358.99999999999466,-281.9999999999965,473.99999999999665,,-3081.9999999999973
2021.06.29,297.9999999999983,-34.000000000006025,-116.99999999998934,-234.00000000000088,-39.00000000000014,-173.00000000000094,-1227.0000000000002,-1707.9999999999984,-382.99999999999557,-352.99999999999443,453.99999999999886,,-3515.999999999989
2021.06.29,365.99999999999966,-22.999999999996135,-36.999999999998145,-224.000000000002,23.00000000000635,-95.99999999999609,-1243.0000000000164,-1862.9999999999925,-566.0000000000025,-504.99999999999545,438.00000000000506,,-3729.9999999999886
2021.06.29,331.999999999999,76.99999999999818,-21.00000000000435,-218.99999999999142,59.000000000009045,-54.999999999993946,-1260.0000000000166,-1866.9999999999964,-554.000000000002,-501.99999999999534,451.0000000000014,,-3558.9999999999923
2021.06.29,314.0000000000032,99.99999999999432,-80.99999999999774,-188.00000000001037,43.00000000000415,-68.99999999999685,-1314.9999999999995,-1821.000000000006,-527.000000000001,-496.9999999999999,463.0000000000134,,-3577.9999999999964
2021.06.29,316.0000000000052,150.00000000000568,-43.999999999999595,-197.00000000000273,28.000000000005798,-51.000000000001044,-1248.0000000000045,-1858.9999999999884,-531.9999999999965,-581.0000000000031,452.99999999999227,,-3564.9999999999873
2021.06.29,387.99999999999943,114.00000000000432,-89.00000000000574,-232.00000000000998,4.999999999999449,-52.99999999999194,-1233.0000000000175,-1868.000000000003,-539.0000000000015,-576.9999999999982,439.0000000000116,,-3645.0000000000127
2021.06.29,383.0,108.99999999999466,24.000000000001798,-236.99999999999832,15.00000000000945,-53.999999999998494,-1097.999999999999,-1977.999999999991,-575.9999999999934,-606.9999999999993,452.99999999999227,,-3565.9999999999814
2021.06.29,383.0,109.99999999999943,-11.00000000000545,-245.0000000000063,-25.999999999992696,-25.999999999992696,-1135.0000000000193,-2038.999999999991,-611.0000000000042,-704.0000000000077,449.0000000000105,,-3855.0000000000095
2021.06.29,490.00000000000153,9.000000000000341,-140.0000000000068,-286.99999999999284,-114.99999999999844,-73.99999999999629,-1131.0000000000152,-1940.9999999999927,-584.9999999999937,-646.0000000000008,408.00000000000836,,-4011.9999999999864
2021.06.29,546.9999999999975,-9.000000000000341,-107.99999999999699,-283.000000000011,-121.99999999999989,-43.999999999999595,-992.9999999999994,-2004.0000000000057,-478.9999999999992,-656.9999999999965,432.9999999999945,,-3719.0000000000164
2021.06.29,500.9999999999959,19.99999999999602,-170.00000000000347,-283.000000000011,-175.99999999999838,-78.00000000000028,-1039.000000000012,-1824.9999999999877,-492.00000000000443,-647.9999999999961,408.9999999999927,,-3781.000000000029
2021.06.29,429.0000000000016,120.99999999999511,-73.99999999999629,-241.00000000000233,-92.99999999999864,-86.99999999999264,-1124.0000000000139,-2027.000000000001,-570.999999999998,-655.0000000000011,455.0000000000054,,-3867.000000000002
2021.06.29,429.99999999999704,90.00000000000341,-73.99999999999629,-198.99999999999363,-17.999999999995797,-29.999999999996696,-1255.0000000000061,-1977.0000000000066,-757.9999999999956,-763.9999999999958,466.00000000001086,,-4088.9999999999745
2021.06.29,351.0000000000013,192.99999999999784,-19.999999999997797,-256.00000000001177,0.0,-8.999999999992347,-1297.0000000000148,-2027.000000000001,-748.0000000000047,-768.0000000000007,354.0000000000099,,-4227.000000000014
2021.06.29,302.9999999999977,212.0000000000033,56.000000000011596,-215.00000000000963,99.00000000000463,77.00000000000485,-1327.0000000000116,-2037.0,-715.999999999994,-756.0000000000002,374.999999999992,,-3929.000000000002
2021.06.29,294.00000000000534,182.00000000000216,62.99999999999084,-161.00000000001114,113.00000000000753,119.00000000000244,-1369.0000000000202,-2048.9999999999895,-697.0000000000027,-740.9999999999997,347.0000000000084,,-3899.0000000000073
2021.06.29,321.0000000000046,182.99999999999272,24.000000000001798,-163.00000000000205,113.00000000000753,114.00000000000298,-1390.0000000000023,-1957.9999999999932,-667.0000000000016,-718.9999999999941,347.9999999999928,,-3793.999999999991
2021.06.29,336.00000000000296,177.99999999999727,25.00000000000835,-136.00000000000279,151.00000000000114,102.00000000000209,-1441.0000000000034,-1980.000000000004,-712.0000000000033,-756.0000000000002,337.99999999999386,,-3895.000000000008
2021.06.29,383.0,177.99999999999727,-25.999999999992696,-154.99999999999403,148.99999999999915,97.00000000000264,-1469.000000000009,-1878.0000000000018,-731.9999999999993,-748.9999999999952,344.00000000001097,,-3857.9999999999827
2021.06.29,422.00000000000017,186.9999999999976,-60.99999999999994,-181.9999999999933,114.00000000000298,87.00000000000374,-1484.0000000000186,-1932.0000000000005,-733.9999999999947,-769.999999999996,344.99999999999534,,-4008.0000000000036
2021.06.29,367.0000000000062,197.00000000000273,-68.00000000000139,-185.00000000001293,121.99999999999989,89.00000000000574,-1468.0000000000027,-1937.9999999999952,-706.9999999999936,-753.0000000000001,360.0000000000048,,-3983.9999999999873
2021.06.29,373.00000000000114,201.99999999999818,-79.99999999999119,-201.99999999999108,120.00000000000898,82.99999999999974,-1518.0000000000193,-1940.9999999999927,-739.0000000000043,-745.0000000000045,344.99999999999534,,-4102.0
2021.06.29,417.99999999999613,167.0000000000016,-89.00000000000574,-202.9999999999976,126.99999999999933,84.0000000000063,-1548.000000000016,-1974.9999999999934,-742.0000000000044,-775.0000000000057,334.9999999999964,,-4201.000000000023
2021.06.29,383.0,165.99999999999682,-83.9999999999952,-198.99999999999363,129.00000000000134,96.00000000000719,-1570.0000000000048,-1934.9999999999977,-712.0000000000033,-754.9999999999955,329.00000000000153,,-4151.999999999983
2021.06.29,365.0000000000042,165.99999999999682,-51.000000000001044,-185.00000000001293,159.00000000000912,104.00000000000409,-1580.0000000000036,-1943.000000000006,-727.9999999999944,-740.9999999999997,312.00000000000114,,-4122.000000000003
2021.06.29,387.99999999999943,171.99999999999704,-68.00000000000139,-208.99999999999253,169.00000000000804,94.00000000000519,-1588.0000000000116,-1880.9999999999993,-832.9999999999984,-757.9999999999956,289.0000000000059,,-4224.999999999984
2021.06.30,368.9999999999971,167.0000000000016,25.999999999992696,-164.00000000000858,229.00000000000142,131.99999999999878,-1499.000000000006,-1930.9999999999939,-858.9999999999947,-811.9999999999976,286.00000000000847,,-4056.0000000000005
2021.06.30,329.00000000000153,161.00000000000136,55.000000000005045,-157.00000000000713,213.00000000000762,123.00000000000644,-1497.000000000015,-1902.999999999988,-781.9999999999965,-772.0000000000056,190.00000000000128,,-4039.9999999999886
2021.06.30,385.000000000002,164.99999999999204,-18.999999999991246,-190.00000000000128,173.00000000000094,102.00000000000209,-1510.0000000000114,-1896.9999999999932,-757.000000000005,-750.0,252.99999999999213,,-4045.000000000013
2021.06.30,399.0000000000049,177.99999999999727,-5.999999999994898,-181.9999999999933,184.00000000000637,106.00000000000608,-1532.0,-1940.9999999999927,-772.9999999999961,-787.9999999999967,293.99999999999426,,-4060.999999999965
2021.06.30,407.99999999999727,167.99999999999216,-1.0000000000065512,-180.0000000000024,180.0000000000024,97.00000000000264,-1538.000000000017,-1960.9999999999905,-768.0000000000007,-760.9999999999957,344.00000000001097,,-4012.0000000000073
2021.06.30,400.00000000000034,165.99999999999682,8.999999999992347,-187.00000000000384,173.00000000000094,97.00000000000264,-1487.0000000000161,-1993.0000000000002,-742.999999999995,-751.0000000000048,353.0000000000033,,-3963.000000000024
2021.06.30,397.99999999999835,171.99999999999704,-76.0000000000094,-224.000000000002,160.00000000000458,48.99999999999905,-1560.000000000006,-2010.0000000000007,-748.0000000000047,-734.9999999999994,385.99999999999744,,-4188.0000000000255
2021.06.30,392.00000000000347,129.0000000000049,-120.99999999999334,-222.99999999999542,152.00000000000767,41.000000000002146,-1650.0000000000182,-1973.0000000000025,-754.9999999999955,-695.999999999998,351.99999999999676,,-4351.999999999988
2021.06.30,406.00000000000637,149.0000000000009,-131.99999999999878,-211.00000000000563,162.0000000000066,62.000000000006494,-1674.00000000002,-1890.9999999999982,-814.0000000000072,-783.0000000000013,303.0000000000088,,-4423.000000000002
2021.06.30,377.0000000000051,212.99999999999386,-150.99999999999002,-221.00000000000452,152.00000000000767,55.000000000005045,-1678.0000000000018,-1878.0000000000018,-823.0000000000075,-783.0000000000013,296.0000000000074,,-4440.999999999987
2021.06.30,375.9999999999986,237.99999999999955,-114.99999999999844,-226.99999999999943,168.00000000000148,29.000000000001247,-1660.000000000017,-1896.9999999999932,-787.9999999999967,-757.000000000005,297.9999999999983,,-4335.000000000011
2021.06.30,380.00000000000256,221.9999999999942,-116.99999999998934,-229.99999999999687,161.00000000000003,3.0000000000085514,-1619.9999999999993,-1797.9999999999884,-769.0000000000055,-692.9999999999978,303.9999999999932,,-4156.999999999978
2021.06.30,414.9999999999987,206.00000000000307,-126.0000000000039,-231.0000000000034,140.0000000000068,-0.999999999995449,-1597.0000000000039,-1829.9999999999982,-787.0000000000061,-719.9999999999989,331.999999999999,,-4199.000000000003
2021.06.30,434.000000000001,183.9999999999975,-131.99999999999878,-239.00000000001143,138.00000000000477,-20.999999999993246,-1578.0000000000127,-1831.999999999989,-778.9999999999964,-698.0000000000075,348.9999999999993,,-4174.000000000006
2021.06.30,429.99999999999704,228.9999999999992,-154.99999999999403,-249.00000000001032,121.99999999999989,-39.999999999995595,-1584.0000000000077,-1767.9999999999918,-771.0000000000008,-685.0000000000023,350.00000000000585,,-4121.000000000001
2021.06.30,431.0000000000036,215.0000000000034,-151.9999999999966,-245.0000000000063,101.00000000000664,-24.999999999997247,-1567.0000000000073,-1851.999999999987,-754.0000000000049,-716.9999999999987,344.00000000001097,,-4220.999999999974
2021.06.30,424.9999999999976,218.9999999999941,-150.99999999999002,-259.0000000000092,93.00000000000975,-21.999999999999797,-1523.0000000000077,-1802.999999999999,-739.0000000000043,-680.9999999999974,330.9999999999924,,-4110.000000000014
2021.06.30,451.9999999999969,221.9999999999942,-184.00000000000637,-282.0000000000045,74.00000000000739,-24.999999999997247,-1519.0000000000036,-1783.0000000000014,-760.0000000000051,-731.9999999999993,317.9999999999961,,-4219.000000000023
2021.06.30,458.00000000000284,210.99999999999852,-181.00000000000892,-273.0000000000121,63.00000000000195,-12.999999999996348,-1497.000000000015,-1795.9999999999975,-787.0000000000061,-753.0000000000001,303.9999999999932,,-4264.00000000004
2021.06.30,397.0000000000029,192.99999999999784,-130.0000000000079,-266.999999999995,58.000000000002494,-24.000000000001798,-1411.0000000000066,-1706.9999999999918,-692.9999999999978,-689.0000000000072,286.99999999999284,,-3986.000000000012
2021.06.30,414.00000000000324,135.00000000000512,-21.00000000000435,-289.0000000000059,62.000000000006494,-25.999999999992696,-1299.0000000000057,-1915.0,-768.0000000000007,-742.999999999995,307.99999999999716,,-4141.999999999992
2021.06.30,482.00000000000466,167.0000000000016,-62.99999999999084,-313.00000000000773,63.00000000000195,-41.000000000002146,-1371.0000000000111,-1873.999999999998,-780.0000000000011,-739.0000000000043,346.0000000000019,,-4123.0000000000055
2021.06.30,500.9999999999959,161.00000000000136,-185.99999999999727,-313.00000000000773,74.00000000000739,-29.999999999996696,-1616.0000000000175,-2038.0000000000064,-888.0000000000052,-908.0000000000013,339.0000000000004,,-4904.000000000027
2021.06.30,528.0000000000063,234.99999999999943,-252.99999999999213,-327.00000000001063,121.00000000000443,52.000000000007596,-1767.0000000000075,-2124.999999999999,-960.9999999999985,-962.0000000000033,336.00000000000296,,-5122.999999999991
2021.06.30,546.000000000002,185.99999999999284,-190.00000000000128,-314.99999999999864,142.00000000000878,53.00000000000304,-1758.9999999999995,-2161.9999999999973,-983.9999999999947,-957.9999999999984,330.0000000000081,,-5110.9999999999745
2021.06.30,524.9999999999977,194.00000000000261,-340.00000000000693,-310.0000000000103,100.00000000000009,69.00000000000794,-1783.0000000000014,-2150.0000000000073,-903.9999999999964,-915.9999999999968,330.9999999999924,,-5184.000000000018
