date,GBPUSD,USDCAD,EURGBP,GBPJPY,CADJPY,empty,sum
2021.07.19,-140.99999999999113,-46.0000000000127,-8.000000000008,-330.99999999998886,-92.99999999998931,,-618.99999999999
2021.07.19,-93.99999999999409,26.999999999999247,117.99999999999588,-169.9999999999875,-98.99999999998954,,-217.999999999976
2021.07.19,-43.999999999999595,55.99999999998939,130.99999999999224,-171.99999999999704,-109.99999999999943,,-139.00000000001444
2021.07.19,-11.999999999989797,123.99999999999079,178.00000000000037,-110.99999999999,-64.99999999999773,,114.00000000001364
2021.07.19,-31.000000000003247,109.00000000000354,200.00000000000017,-30.99999999997749,-27.000000000001023,,220.00000000002194
2021.07.19,-21.00000000000435,129.99999999998568,213.99999999999199,38.000000000010914,14.000000000010004,,374.9999999999942
2021.07.19,-18.0000000000069,151.9999999999966,214.99999999999852,82.00000000002206,48.00000000000182,,479.00000000001205
2021.07.19,48.000000000003595,221.00000000000452,219.00000000000253,131.00000000000023,87.0000000000033,,706.0000000000142
2021.07.19,15.00000000000945,211.99999999998997,186.99999999999272,151.00000000001046,124.00000000000944,,689.000000000012
2021.07.19,5.999999999994898,225.99999999999287,180.0000000000024,138.00000000000523,109.99999999999943,,659.9999999999949
2021.07.19,49.00000000001015,289.9999999999903,187.9999999999993,134.00000000001455,141.00000000000534,,802.0000000000197
2021.07.19,110.00000000001009,353.99999999998766,217.99999999999596,190.00000000002615,182.00000000000216,,1054.0000000000218
2021.07.19,68.00000000000139,347.9999999999928,207.99999999999707,144.00000000000546,169.00000000001114,,937.0000000000078
2021.07.19,58.000000000002494,327.99999999999494,204.99999999999963,99.00000000001796,152.00000000000102,,842.000000000016
2021.07.19,7.0000000000014495,350.9999999999902,198.99999999999363,68.00000000001205,156.0000000000059,,781.0000000000033
2021.07.19,18.0000000000069,367.99999999999056,204.99999999999963,92.00000000001296,184.0000000000117,,867.0000000000217
2021.07.19,7.0000000000014495,365.99999999999966,200.00000000000017,80.0000000000125,188.0000000000024,,841.0000000000163
2021.07.19,42.0000000000087,390.9999999999858,202.9999999999976,111.00000000001842,197.00000000000273,,944.0000000000132
2021.07.19,66.00000000001049,397.99999999998727,205.99999999999508,101.00000000002751,181.0000000000116,,952.000000000032
2021.07.19,42.0000000000087,421.0000000000047,191.99999999999218,43.00000000000637,189.00000000000716,,887.0000000000191
2021.07.19,120.00000000000898,546.000000000002,204.99999999999963,71.00000000002638,233.0000000000041,,1175.0000000000412
2021.07.19,367.0000000000062,880.9999999999984,235.99999999999176,501.0000000000048,556.0000000000116,,2541.0000000000127
