date,USDCHF,GBPUSD,EURUSD,USDCAD,GBPCHF,CHFJPY,CADCHF,AUDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDCAD,empty,sum
2016.02.16,-1122.9999999999961,-787.9999999999887,785.9999999999978,770.000000000004,-926.0000000000045,-171.99999999999704,-1322.9999999999964,-1311.999999999991,2376.0000000000227,-463.0000000000081,-1981.0000000000105,-639.9999999999961,-1478.999999999999,159.9999999999935,,-6114.999999999969
2016.02.16,-1044.0000000000005,-741.9999999999982,718.9999999999808,958.9999999999987,-862.0000000000072,-138.9999999999958,-1365.000000000005,-1217.0000000000014,2199.0000000000177,-393.0000000000007,-2100.9999999999973,-437.99999999998283,-1497.9999999999905,-26.999999999999247,,-5948.999999999981
2016.02.16,-1054.9999999999948,-471.9999999999835,817.000000000001,1090.0000000000132,-1143.0000000000052,-156.99999999999648,-1439.0000000000014,-1447.9999999999936,2458.000000000027,-317.99999999999784,-2380.0000000000045,-651.0000000000016,-1600.999999999999,190.99999999999673,,-6107.999999999941
2016.02.16,-985.0000000000025,-215.99999999999397,673.9999999999968,1085.0000000000027,-1296.0000000000082,-117.00000000000443,-1387.000000000005,-1434.9999999999975,2201.000000000031,-343.0000000000035,-2178.9999999999977,-605.9999999999955,-1512.0000000000005,241.00000000000233,,-5874.999999999975
2016.02.16,-975.9999999999991,113.00000000000753,626.9999999999998,1234.0000000000018,-1599.000000000017,-125.0,-1456.9999999999973,-1403.999999999994,1679.0000000000305,-394.00000000000546,-2292.000000000005,-475.99999999998755,-1598.9999999999895,97.9999999999981,,-6570.999999999956
2016.02.16,-959.9999999999942,-69.9999999999923,593.9999999999834,641.0000000000027,-1385.9999999999984,159.00000000000603,-1136.999999999999,-1405.0000000000007,1973.0000000000025,-105.00000000000398,-1575.9999999999995,-512.9999999999857,-1028.9999999999964,546.000000000002,,-4267.999999999974
2016.02.16,-975.0000000000036,-333.9999999999899,588.9999999999951,607.0000000000019,-1150.0000000000066,343.0000000000035,-1129.0000000000023,-1279.9999999999923,1975.0000000000157,68.9999999999884,-1561.9999999999968,-370.00000000000364,-887.999999999991,391.9999999999924,,-3712.9999999999895
2016.02.16,-883.0000000000005,-302.9999999999866,520.9999999999936,656.0000000000122,-1062.0000000000073,317.99999999999784,-1090.000000000002,-1219.9999999999989,1921.000000000017,90.99999999999397,-1488.0000000000005,-347.9999999999928,-852.9999999999944,352.9999999999922,,-3386.9999999999764
2016.02.16,-1000.9999999999964,-261.0000000000001,595.9999999999966,568.9999999999973,-1269.000000000009,534.9999999999966,-1129.9999999999977,-1273.9999999999973,1771.0000000000114,262.999999999991,-1499.000000000006,-393.99999999998323,-745.9999999999951,368.9999999999971,,-3470.9999999999945
2016.02.16,-976.9999999999945,-468.9999999999861,629.9999999999973,612.0000000000125,-1033.0000000000173,388.9999999999958,-1136.0000000000036,-1222.9999999999964,1974.000000000009,165.99999999999682,-1590.0000000000025,-343.99999999998875,-859.9999999999994,295.99999999999625,,-3564.999999999981
2016.02.16,-1053.0000000000039,-689.9999999999907,770.9999999999884,635.0000000000077,-924.0000000000136,287.9999999999967,-1202.9999999999984,-1315.999999999995,2403.000000000022,116.99999999999022,-1811.9999999999914,-373.99999999998545,-1007.9999999999956,334.00000000000097,,-3831.999999999968
2016.02.16,-1066.9999999999957,-590.999999999986,710.999999999995,775.0000000000146,-1044.0000000000005,405.00000000000114,-1290.0000000000023,-1389.9999999999911,2438.000000000029,162.9999999999967,-1885.0000000000034,-617.9999999999852,-1021.9999999999914,320.9999999999935,,-4093.9999999999245
2016.02.16,-1019.9999999999986,-771.9999999999949,683.9999999999957,677.0000000000165,-799.0000000000164,475.9999999999991,-1202.000000000003,-1340.9999999999923,2641.000000000027,263.9999999999958,-1736.000000000004,-600.9999999999849,-872.9999999999905,369.99999999999255,,-3231.9999999999577
2016.02.16,-958.9999999999987,-1350.9999999999911,709.9999999999884,246.00000000001288,-95.00000000000064,421.0000000000065,-900.9999999999962,-1147.9999999999934,3127.000000000013,305.9999999999974,-1297.999999999999,-164.99999999999292,-579.9999999999983,465.9999999999998,,-1220.9999999999525
2016.02.16,-947.9999999999933,-1432.9999999999955,607.0000000000019,300.00000000001137,-41.000000000002146,349.9999999999943,-951.0000000000018,-1107.999999999998,3055.00000000003,135.99999999999568,-1207.0000000000025,151.00000000001222,-671.999999999997,386.9999999999929,,-1373.9999999999513
2016.02.16,-797.9999999999987,-1583.9999999999854,506.9999999999908,152.0000000000188,319.0000000000026,234.99999999999943,-768.9999999999975,-992.9999999999994,3241.000000000005,85.99999999999852,-902.0000000000028,-29.999999999996696,-548.9999999999924,480.99999999999807,,-603.9999999999594
2016.02.16,-1117.0000000000014,-1940.9999999999927,883.9999999999959,-430.9999999999814,224.99999999998633,466.0000000000082,-697.9999999999986,-979.999999999992,3075.0000000000277,349.9999999999943,-777.0000000000055,197.00000000000273,-298.9999999999924,561.0000000000003,,-484.9999999999483
2016.02.16,-1186.9999999999936,-1859.999999999995,973.0000000000016,-387.99999999998835,37.99999999998249,653.0000000000058,-772.000000000006,-834.0000000000014,2378.0000000000355,582.9999999999984,-953.0000000000039,154.0000000000097,-246.9999999999999,253.99999999999866,,-1207.9999999999554
2016.02.16,-1168.0000000000023,-1829.9999999999982,910.9999999999951,-451.99999999998573,39.999999999995595,670.0000000000017,-724.0000000000024,-698.9999999999941,1981.0000000000105,551.0000000000019,-791.0000000000084,381.0000000000091,-186.9999999999976,129.00000000000134,,-1187.9999999999736
2016.02.16,-1076.9999999999945,-1926.0000000000055,883.9999999999959,-273.9999999999965,261.9999999999845,625.0,-753.0000000000036,-675.9999999999989,2246.0000000000146,587.9999999999939,-956.0000000000013,426.00000000001523,-247.99999999999045,56.0000000000005,,-822.9999999999857
2016.02.16,-1163.000000000003,-2001.9999999999927,949.9999999999842,-113.99999999999189,214.99999999998744,561.000000000007,-894.0000000000059,-824.999999999998,2608.0000000000327,486.99999999999477,-1225.0000000000093,36.999999999998145,-456.99999999999363,68.99999999999685,,-1752.9999999999932
2016.02.16,-1129.0000000000023,-1939.0000000000018,929.9999999999864,-107.99999999999699,200.99999999998454,521.0000000000008,-875.0000000000035,-802.9999999999982,2513.000000000032,465.999999999994,-1202.9999999999984,15.00000000000945,-460.9999999999985,68.00000000000139,,-1803.9999999999914
2016.02.16,-1166.0000000000005,-1862.9999999999925,969.999999999982,-61.99999999998429,68.99999999998573,588.0000000000081,-922.999999999996,-829.9999999999974,2405.999999999997,530.0000000000011,-1309.0000000000045,-122.99999999998423,-472.999999999999,36.999999999998145,,-2148.999999999986
2016.02.16,-1254.999999999995,-2007.9999999999875,1068.9999999999866,-169.99999999998127,92.99999999998754,614.0000000000043,-931.9999999999995,-861.0000000000007,2529.0000000000036,559.9999999999881,-1327.999999999996,-79.99999999999119,-461.9999999999891,69.9999999999923,,-2160.9999999999786
2016.02.16,-1153.9999999999995,-2014.999999999989,937.9999999999944,-373.99999999998545,235.99999999999176,548.0000000000018,-756.0000000000011,-714.999999999999,2319.0000000000045,463.99999999999864,-917.9999999999966,177.00000000000495,-307.9999999999927,107.99999999999699,,-1449.9999999999704
2016.02.16,-1141.9999999999986,-1974.9999999999934,929.000000000002,-308.9999999999815,220.99999999998232,545.0000000000017,-778.9999999999964,-778.9999999999964,2473.9999999999986,467.9999999999893,-977.99999999999,117.00000000001154,-334.0000000000032,163.99999999999747,,-1377.9999999999761
2016.02.16,-1141.0000000000032,-2051.0000000000027,908.999999999982,-313.99999999999204,295.99999999998516,582.0000000000078,-775.9999999999989,-789.9999999999907,2621.0000000000286,491.9999999999902,-943.9999999999893,50.0000000000167,-307.9999999999927,183.99999999999528,,-1189.999999999964
2016.02.16,-1188.0000000000002,-2019.9999999999995,941.9999999999984,-346.0000000000019,194.99999999998963,596.0000000000036,-795.0000000000013,-847.9999999999932,2644.000000000002,479.99999999998977,-954.0000000000103,-92.00000000000318,-316.99999999999307,239.99999999999577,,-1463.0000000000243
2016.02.16,-1158.0000000000034,-1961.999999999997,919.9999999999875,-356.00000000000074,180.99999999998673,513.0000000000052,-765.0000000000045,-845.9999999999912,2619.000000000016,396.99999999999136,-909.9999999999886,-105.99999999998388,-347.999999999999,271.9999999999945,,-1548.9999999999873
2016.02.16,-1175.0000000000039,-1951.9999999999982,947.9999999999933,-394.9999999999898,146.99999999998602,439.00000000000716,-763.0000000000026,-846.9999999999977,2560.000000000029,333.999999999989,-907.9999999999977,-126.0000000000039,-390.99999999999113,288.9999999999948,,-1839.9999999999857
2016.02.16,-1141.9999999999986,-1869.9999999999939,912.999999999986,-156.99999999998494,105.99999999998388,668.9999999999969,-861.0000000000007,-912.9999999999972,2703.000000000033,292.0000000000016,-1124.9999999999982,-272.99999999998994,-510.9999999999957,236.00000000000287,,-1932.9999999999552
2016.02.17,-1144.999999999996,-1869.9999999999939,889.9999999999908,-249.99999999999466,98.99999999998244,456.00000000000307,-783.9999999999958,-878.000000000001,2607.000000000026,272.99999999999613,-990.000000000002,-180.0000000000024,-444.9999999999932,253.0000000000032,,-1963.9999999999773
2016.02.17,-1161.000000000001,-1852.9999999999936,974.9999999999925,-191.99999999999218,75.99999999998718,299.0000000000066,-844.9999999999958,-946.9999999999978,2787.0000000000064,176.00000000000193,-1168.9999999999977,-412.9999999999967,-626.9999999999953,302.0000000000023,,-2591.999999999973
