,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['EURJPY'],80.0,0.6688591269841331,B
1,1,EURUSD,10,['EURJPY'],80.0,-0.6690717460317508,S
2,2,USDJPY,15,"['CADCHF', 'AUDCAD', 'EURAUD']",100.0,-0.03079839937839934,S
3,3,USDCAD,10,['CHFJPY'],100.0,0.9991100000000002,B
4,4,AUDUSD,10,"['EURCHF', 'CHFJPY']",80.0,0.1307,B
5,5,NZDUSD,10,"['EURCHF', 'CHFJPY']",80.0,0.1368,B
6,6,GBPCHF,10,['EURUSD'],80.0,-0.9917700000000003,S
7,7,CHFJPY,10,"['EURJPY', 'NZDCAD']",100.0,0.3363,B
8,8,CADCHF,10,['GBPAUD'],100.0,-0.7494813095237592,S
9,9,EURGBP,10,['EURUSD'],80.0,0.9918899999999998,B
10,10,GBPCAD,30,"['GBPCAD', 'CHFJPY', 'EURJPY', 'EURCAD']",80.0,-0.9997291666666666,S
11,11,EURJPY,15,"['CADJPY', 'GBPCAD', 'EURJPY', 'USDJPY', 'GBPUSD', 'EURCAD']",100.0,0.821,B
12,12,EURCAD,10,"['CADCHF', 'AUDCAD', 'EURAUD']",80.0,-0.540436190476192,S
13,13,CADJPY,10,"['AUDCAD', 'EURAUD', 'AUDNZD']",80.0,0.3573,B
14,14,AUDNZD,10,"['NZDCHF', 'GBPCHF']",80.0,0.9908700000000011,B
