date,GBPUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.02.08,-26.0000000000149,-110.99999999999443,0.0,-2.999999999997449,-2.0000000000131024,0.0,-102.99999999999443,0.0,0.0,-9.999999999998899,-23.000000000024556,-12.000000000012001,-97.9999999999981,-38.0000000000047,-67.00000000001705,0.0,0.0,0.0,-2.000000000002,0.0,-38.99999999998904,,-534.0000000000607
2021.02.08,69.9999999999923,-78.00000000000028,7.9999999999968985,29.000000000001247,168.99999999999693,-7.999999999985796,61.00000000000705,21.999999999999797,37.99999999999359,78.00000000000028,179.00000000000205,161.99999999999548,-104.99999999999955,-67.00000000001705,-117.00000000001154,15.000000000000568,77.00000000001239,91.99999999999875,51.000000000001044,41.9999999999976,-11.00000000000545,,706.9999999999762
2021.02.08,86.99999999999264,-48.99999999998794,24.999999999997247,43.999999999999595,198.99999999999363,24.000000000001798,153.99999999999636,48.000000000003595,65.99999999999939,107.00000000000153,215.99999999997976,201.99999999999108,-171.99999999999437,-95.00000000000064,-131.00000000001444,64.00000000000716,97.99999999999898,99.99999999999432,56.0000000000005,78.99999999999574,-58.000000000002494,,1063.9999999999536
2021.02.08,125.99999999998168,-75.99999999998718,48.99999999999905,163.00000000000205,286.99999999999284,70.99999999999883,158.00000000000125,75.00000000000284,113.99999999999189,222.99999999999542,296.99999999999704,258.99999999998704,-153.9999999999875,-66.00000000001049,82.99999999998863,76.99999999999818,130.00000000000966,237.99999999999955,131.99999999999878,234.99999999999633,-95.999999999985,,2324.999999999971
2021.02.08,188.9999999999947,-48.99999999998794,80.99999999999774,201.00000000000674,341.99999999999784,99.00000000000463,147.00000000000557,85.00000000000173,143.9999999999997,256.99999999999613,320.99999999999795,307.99999999999716,-181.9999999999933,-53.00000000001415,114.99999999999844,61.00000000000705,149.0000000000009,277.9999999999916,147.00000000000824,246.99999999999721,-110.99999999999443,,2776.0000000000136
2021.02.08,81.9999999999821,-129.99999999998568,17.999999999995797,163.00000000000205,421.99999999998903,114.0000000000141,147.00000000000557,134.0000000000008,179.99999999999127,300.0000000000003,431.99999999998795,320.9999999999935,-83.9999999999952,17.999999999984695,198.99999999999363,132.99999999999557,195.0000000000074,325.9999999999934,136.99999999999824,280.9999999999979,-109.00000000000354,,3278.9999999999486
2021.02.08,72.99999999998974,-133.99999999998968,9.00000000000345,109.99999999999899,426.9999999999996,113.00000000000753,106.99999999999932,152.00000000000767,186.99999999999272,278.00000000000045,364.9999999999807,246.99999999999721,-48.000000000003595,41.000000000002146,154.99999999999403,140.00000000000057,162.00000000000614,246.9999999999999,103.00000000000864,200.00000000000017,-97.9999999999981,,2835.999999999997
2021.02.08,64.99999999998174,-104.99999999999955,17.999999999995797,126.0000000000039,409.99999999999926,106.00000000000608,118.00000000000921,147.00000000000824,200.99999999999562,286.99999999999284,388.9999999999816,249.99999999999466,-35.999999999991594,58.000000000002494,173.00000000000094,144.00000000000546,192.00000000000728,277.000000000001,114.00000000000298,220.99999999999343,-48.000000000003595,,3106.999999999988
2021.02.08,59.99999999999339,-127.99999999999478,17.999999999995797,111.00000000000554,407.0000000000018,104.00000000001519,127.00000000000955,146.00000000000168,179.99999999999127,261.99999999999557,362.99999999999955,286.99999999999284,-41.99999999998649,27.999999999983594,116.99999999998934,126.99999999999534,178.00000000001148,253.0000000000001,133.00000000000534,217.99999999999596,-38.99999999998904,,2910.0000000000127
2021.02.08,75.99999999998718,-122.99999999998423,29.999999999996696,112.99999999999643,415.99999999999415,118.00000000001809,109.99999999999943,148.0000000000037,182.99999999999983,258.9999999999981,363.9999999999759,287.9999999999994,-58.000000000002494,25.999999999992696,92.99999999998754,120.00000000000455,184.0000000000117,246.9999999999999,136.99999999999824,212.00000000000108,-34.99999999998504,,2907.9999999999927
2021.02.08,113.99999999999189,-98.99999999998244,51.99999999999649,117.00000000000044,367.0000000000062,84.0000000000174,106.00000000000875,117.00000000000044,165.9999999999995,229.00000000000142,346.99999999998,322.9999999999844,-65.99999999998829,38.99999999998904,68.99999999998573,105.00000000000398,170.0000000000017,219.99999999999886,156.00000000000057,205.99999999999508,4.000000000004,,2825.999999999995
