date,USDJPY,USDCAD,GBPCHF,EURCHF,CADCHF,AUDCHF,EURGBP,GBPCAD,EURJPY,EURCAD,EURNZD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.04.26,-67.99999999999784,-56.000000000011596,-272.99999999998994,-8.000000000008,-171.99999999999437,-150.00000000000568,-1.999999999990898,0.0,-26.00000000001046,0.0,-170.00000000000347,-43.00000000000637,-4.999999999999449,-19.999999999997797,,-993.0000000000159
2021.04.26,-40.99999999999682,-56.000000000011596,-272.99999999998994,-14.000000000002899,-169.99999999999238,-226.99999999999943,14.000000000002899,421.0000000000047,30.000000000001137,91.99999999998099,-178.99999999999582,-1.9999999999953388,143.00000000000423,70.0000000000034,,-191.99999999998693
2021.04.26,-57.999999999992724,-73.00000000001194,-232.99999999999432,62.99999999999084,-157.99999999999147,-162.0000000000066,35.00000000000725,463.9999999999977,9.999999999990905,108.99999999998133,-182.99999999999983,30.000000000001137,182.00000000000438,85.00000000000173,,110.99999999997851
2021.04.26,-31.999999999996476,-80.00000000001339,-242.00000000000887,62.99999999999084,-169.99999999999238,-170.00000000000347,37.00000000000925,436.9999999999985,3.9999999999906777,92.99999999998754,-70.99999999999883,67.99999999999784,194.0000000000053,165.9999999999995,,296.99999999996595
2021.04.26,-15.000000000000568,-101.00000000001774,-217.0000000000005,76.0000000000094,-156.99999999999602,-153.00000000000313,71.00000000000995,431.0000000000036,3.9999999999906777,126.99999999998823,-89.99999999999008,57.999999999992724,226.00000000000398,182.00000000000438,,441.9999999999948
2021.04.26,-9.000000000000341,-147.00000000000824,-215.99999999999397,66.99999999999484,-126.99999999999933,-148.99999999999915,70.0000000000034,472.00000000000574,-14.000000000010004,182.99999999999983,-140.99999999999113,19.99999999999602,236.00000000000287,185.00000000000182,,430.0000000000024
2021.04.26,-51.9999999999925,-156.00000000000057,-231.0000000000034,65.00000000000395,-225.99999999999287,-189.00000000000583,69.00000000000794,334.9999999999964,-68.00000000001205,17.999999999984695,-154.99999999999403,-9.000000000000341,187.00000000000384,117.00000000000044,,-295.0000000000042
2021.04.26,-12.000000000000455,76.99999999999375,-336.00000000000296,104.99999999999955,-248.99999999999923,-237.00000000000944,41.000000000002146,321.0000000000157,43.99999999998272,2.999999999997449,-96.00000000000719,103.9999999999992,207.00000000000162,121.00000000000443,,92.99999999997729
2021.04.26,9.000000000000341,78.00000000000028,-313.99999999999204,127.99999999999478,-218.99999999999142,-248.99999999999923,47.00000000000814,426.9999999999996,74.99999999998863,79.99999999999119,-102.00000000000209,114.00000000000432,219.00000000000253,153.00000000000313,,446.00000000000824
2021.04.26,75.00000000000284,112.000000000001,-317.9999999999961,120.99999999999334,-239.99999999999577,-299.00000000000483,43.00000000000415,398.00000000000944,28.999999999996362,22.999999999995246,29.999999999996696,137.99999999999102,263.0000000000021,212.00000000000108,,586.9999999999966
2021.04.26,108.00000000000409,142.99999999998204,-333.9999999999899,103.00000000000864,-221.99999999999997,-315.0000000000097,29.000000000001247,439.0000000000116,4.9999999999954525,36.999999999998145,46.999999999997044,134.00000000000034,313.00000000000773,213.00000000000762,,700.0000000000144
2021.04.26,138.9999999999958,185.99999999999727,-320.9999999999935,100.99999999999554,-223.99999999999088,-303.0000000000088,21.999999999999797,436.9999999999985,4.9999999999954525,17.999999999984695,82.00000000000429,147.99999999999613,314.99999999999864,204.99999999999963,,809.9999999999726
2021.04.26,129.0000000000049,207.00000000000162,-317.9999999999961,102.00000000000209,-210.99999999999451,-331.0000000000035,23.00000000000635,441.0000000000025,-6.000000000000227,45.99999999999049,73.99999999999629,165.99999999999682,348.00000000000387,226.99999999999943,,897.00000000001
2021.04.26,153.0000000000058,180.99999999998673,-313.99999999999204,99.99999999998899,-215.99999999999397,-309.99999999999915,30.000000000007798,442.00000000000904,-16.000000000019554,49.99999999999449,110.00000000001009,147.99999999999613,356.00000000000074,241.99999999999778,,955.9999999999927
2021.04.26,168.99999999999693,186.99999999998164,-313.99999999999204,76.99999999999375,-219.99999999999798,-331.999999999999,8.000000000008,435.0000000000076,-48.00000000000182,18.999999999991246,127.99999999999478,141.9999999999959,350.00000000000585,228.00000000000597,,828.9999999999909
2021.04.26,168.00000000000637,192.99999999999872,-300.99999999999574,69.00000000000794,-211.99999999998997,-294.00000000000534,3.0000000000085514,453.0000000000145,-39.00000000001569,22.999999999995246,137.9999999999937,141.9999999999959,338.00000000000495,235.00000000000742,,916.0000000000265
2021.04.26,150.99999999999625,139.9999999999846,-320.9999999999935,80.99999999999774,-197.99999999999818,-307.0000000000017,4.000000000004,494.00000000001666,-28.00000000002001,39.999999999995595,75.00000000000284,102.00000000000387,345.0000000000064,217.0000000000005,,794.999999999995
2021.04.26,73.99999999999807,93.99999999999409,-317.9999999999961,79.99999999999119,-210.99999999999451,-320.00000000000915,1.0000000000065512,493.0000000000101,-27.000000000015234,25.999999999992696,38.0000000000047,114.00000000000432,367.0000000000062,213.00000000000762,,624.0000000000007
2021.04.26,61.00000000000705,79.99999999999119,-350.00000000000585,73.99999999999629,-221.99999999999997,-277.000000000005,23.00000000000635,436.00000000001415,42.00000000000159,78.00000000000028,-66.99999999999484,121.99999999999989,296.0000000000074,158.99999999999804,,455.0000000000166
2021.04.26,34.99999999999659,31.000000000003247,-561.9999999999958,109.00000000000354,-252.99999999999213,-355.0000000000053,-123.99999999999079,490.999999999997,-46.999999999997044,29.999999999996696,-19.999999999997797,120.99999999999511,318.00000000000716,174.00000000000747,,-51.999999999971834
2021.04.26,45.000000000001705,19.999999999997797,-719.000000000003,93.00000000000975,-273.9999999999965,-431.99999999999903,-217.99999999999596,722.0000000000005,-121.00000000000932,-14.000000000002899,130.0000000000079,108.00000000000409,392.00000000000347,231.0000000000034,,-36.99999999997789
2021.04.26,102.00000000000387,55.99999999998939,-750.9999999999906,127.00000000001043,-312.9999999999966,-459.0000000000094,-245.99999999999068,757.0000000000076,-169.00000000001114,-73.00000000001194,198.00000000000927,105.99999999999454,422.00000000000017,221.00000000000452,,-21.999999999990308
2021.04.26,117.999999999995,81.9999999999821,-792.9999999999993,133.99999999998968,-315.9999999999941,-492.0000000000035,-256.99999999999613,819.9999999999985,-229.00000000001342,-92.00000000000318,265.0000000000041,117.00000000000443,445.0000000000065,245.0000000000063,,46.99999999997675
2021.04.26,165.99999999999682,56.99999999999594,-767.9999999999909,165.9999999999995,-312.9999999999966,-485.0000000000021,-225.99999999999287,530.0000000000082,-191.0000000000025,-20.000000000020002,191.00000000000784,87.0000000000033,426.9999999999996,251.99999999999667,,-126.99999999999713
2021.04.26,162.9999999999967,120.99999999999334,-655.9999999999899,154.99999999999403,-324.9999999999975,-511.0000000000059,-150.99999999999002,548.9999999999995,-170.00000000001592,-28.000000000005798,204.00000000000418,120.99999999999511,426.00000000000415,268.99999999999704,,166.99999999997925
2021.04.26,146.0000000000008,108.99999999998133,-670.9999999999993,56.99999999999594,-331.999999999999,-567.0000000000064,-167.9999999999904,601.000000000007,-145.00000000001023,-128.000000000017,300.00000000001137,170.99999999999227,548.0000000000041,292.9999999999988,,213.99999999996925
2021.04.26,132.99999999999557,177.99999999998929,-598.999999999994,86.0000000000083,-359.99999999999363,-581.0000000000093,-173.9999999999964,436.9999999999985,-159.9999999999966,-241.00000000000233,512.0000000000014,251.00000000000477,514.0000000000033,285.00000000000193,,281.0000000000109
2021.04.26,102.99999999999443,273.9999999999965,-598.0000000000097,123.99999999999079,-443.99999999999994,-569.0000000000084,-145.9999999999906,258.0000000000027,-145.00000000001023,-340.00000000000693,527.9999999999951,269.999999999996,409.0000000000038,236.99999999999832,,-39.00000000004812
2021.04.26,10.000000000005116,255.99999999998957,-678.0000000000008,177.00000000000495,-493.99999999999443,-612.0000000000015,-118.99999999999133,158.0000000000137,-137.00000000000045,-365.99999999999966,503.000000000009,262.999999999991,383.0,226.99999999999943,,-428.99999999997556
2021.04.26,-150.99999999999625,281.99999999998226,-703.9999999999935,222.99999999999542,-546.9999999999975,-648.9999999999995,-108.99999999999244,83.9999999999952,-42.00000000000159,-436.00000000001415,493.99999999999443,322.9999999999933,340.00000000000693,168.00000000000148,,-724.0000000000261
