date,USDCHF,USDCAD,NZDUSD,GBPCAD,NZDJPY,empty,sum
2016.02.01,-230.9999999999812,-105.99999999998388,-48.99999999999905,-242.99999999999324,-152.9999999999916,,-781.999999999949
2016.02.01,-306.9999999999906,-166.99999999998383,-239.0000000000003,-275.000000000003,-268.99999999999125,,-1256.999999999969
2016.02.01,-387.99999999998835,-205.99999999999508,-212.00000000000108,-226.99999999999943,-209.00000000000318,,-1241.9999999999873
2016.02.01,-393.99999999998323,-148.99999999999915,-185.00000000000182,-194.0000000000053,-236.99999999999477,,-1158.9999999999843
2016.02.01,-354.9999999999942,-216.99999999997831,-231.0000000000034,-324.9999999999975,-358.99999999999466,,-1486.9999999999682
2016.02.01,-200.00000000000017,-368.9999999999971,-348.00000000000387,-557.0000000000075,-548.9999999999924,,-2023.000000000001
2016.02.01,-176.99999999998272,-373.99999999998545,-279.00000000000705,-743.0000000000048,-480.99999999999454,,-2053.9999999999745
2016.02.01,-156.00000000000057,-388.9999999999949,-204.00000000000418,-743.0000000000048,-384.9999999999909,,-1876.9999999999955
2016.02.01,-156.00000000000057,-436.9999999999985,-207.00000000000162,-866.9999999999956,-341.99999999999875,,-2008.999999999995
2016.02.01,-168.99999999999693,-363.9999999999866,-104.99999999999955,-832.9999999999949,-173.99999999999238,,-1644.9999999999704
2016.02.01,-137.9999999999937,-380.9999999999869,-126.0000000000039,-819.9999999999985,-216.99999999999875,,-1681.9999999999818
2016.02.01,-104.99999999999955,-461.0000000000003,-131.00000000000333,-924.9999999999981,-254.99999999999545,,-1876.9999999999966
2016.02.01,-107.99999999999699,-420.9999999999825,-77.00000000000485,-862.9999999999916,-177.99999999999727,,-1646.9999999999732
2016.02.01,-79.99999999999119,-417.99999999998505,-55.000000000005045,-842.0000000000094,-164.99999999999204,,-1559.9999999999827
2016.02.01,-75.99999999998718,-341.99999999999784,-42.0000000000087,-822.9999999999959,-122.99999999999045,,-1405.99999999998
2016.02.01,-80.99999999999774,-303.9999999999932,-69.00000000000794,-775.9999999999989,-109.99999999999943,,-1339.9999999999973
2016.02.01,-86.99999999999264,-420.9999999999825,-87.99999999999919,-890.9999999999974,-131.00000000000023,,-1617.999999999972
2016.02.01,-90.99999999999665,-550.9999999999903,-100.00000000000009,-981.999999999994,-192.99999999999784,,-1916.999999999979
2016.02.01,-112.99999999998533,-584.9999999999911,-179.00000000000693,-1103.9999999999939,-284.9999999999966,,-2265.9999999999736
2016.02.01,-112.000000000001,-662.9999999999914,-218.00000000000708,-1263.000000000014,-378.0000000000001,,-2634.0000000000136
2016.02.01,-123.99999999999079,-796.999999999981,-216.0000000000051,-1556.000000000024,-418.99999999999693,,-3111.9999999999977
2016.02.01,-102.00000000000209,-715.9999999999833,-174.00000000000747,-1656.000000000013,-373.9999999999952,,-3022.000000000001
2016.02.01,-46.999999999997044,-867.9999999999799,-184.00000000000637,-2008.0000000000098,-343.9999999999941,,-3450.999999999987
2016.02.01,-169.99999999998127,-789.9999999999797,-152.00000000000767,-2030.9999999999827,-304.9999999999926,,-3447.999999999944
2016.02.01,-205.99999999999508,-878.9999999999853,-221.00000000000452,-1697.0000000000152,-376.99999999999534,,-3379.9999999999955
2016.02.01,-140.99999999999113,-792.9999999999993,-225.00000000000853,-1770.000000000005,-320.99999999999795,,-3250.000000000002
2016.02.01,-121.99999999999989,-716.9999999999899,-204.00000000000418,-1722.0000000000014,-316.99999999999307,,-3081.9999999999886
2016.02.01,-106.99999999999044,-770.9999999999884,-204.00000000000418,-1761.9999999999968,-251.99999999999534,,-3095.9999999999754
2016.02.01,-78.99999999998464,-896.9999999999923,-204.99999999999963,-1779.9999999999816,-274.9999999999915,,-3235.9999999999495
2016.02.01,-91.99999999998099,-936.9999999999878,-226.99999999999943,-1991.9999999999939,-334.0000000000032,,-3581.999999999965
2016.02.01,40.0000000000178,-713.9999999999924,-172.00000000000549,-1848.9999999999895,-269.999999999996,,-2964.9999999999654
2016.02.01,92.00000000000318,-639.9999999999961,-206.00000000000617,-1671.9999999999845,-290.9999999999968,,-2716.9999999999804
2016.02.01,87.00000000001484,-608.9999999999928,-179.00000000000693,-1566.0000000000007,-277.000000000001,,-2543.9999999999864
2016.02.01,172.0000000000166,-808.9999999999931,-68.00000000000139,-2485.999999999988,-343.9999999999941,,-3534.99999999996
2016.02.01,346.0000000000019,-896.9999999999923,53.999999999998494,-2856.000000000014,-362.99999999999955,,-3716.0000000000055
2016.02.01,292.00000000000335,-566.9999999999842,217.0000000000005,-2606.0000000000196,-51.9999999999925,,-2715.9999999999927
2016.02.01,51.000000000001044,-499.9999999999893,171.99999999999437,-2540.999999999993,43.99999999999693,,-2773.9999999999905
2016.02.01,42.0000000000087,-395.99999999999636,181.9999999999933,-2342.000000000022,64.99999999999773,,-2449.0000000000186
2016.02.01,45.000000000006146,-461.0000000000003,179.99999999999127,-2653.0000000000164,-40.99999999999682,,-2930.000000000016
2016.02.01,63.000000000013046,-488.9999999999839,161.99999999999548,-2713.00000000001,-55.999999999997385,,-3032.9999999999827
2016.02.01,45.000000000006146,-411.99999999999017,192.99999999999872,-2668.999999999988,10.000000000005116,,-2832.9999999999686
2016.02.01,56.000000000011596,-348.9999999999993,226.99999999999943,-2642.9999999999955,115.99999999999966,,-2592.999999999984
2016.02.01,96.00000000000719,19.00000000001345,286.99999999999284,-2439.9999999999977,195.0000000000074,,-1842.9999999999768
2016.02.01,148.99999999999915,289.0000000000059,326.9999999999995,-2403.999999999984,200.00000000000284,,-1438.9999999999768
2016.02.01,138.0000000000159,286.00000000000847,334.00000000000097,-2355.000000000018,219.99999999999886,,-1376.999999999994
2016.02.01,163.00000000000205,376.00000000002075,425.99999999999307,-2280.0000000000155,362.99999999999955,,-952.0
2016.02.01,130.0000000000079,315.0000000000208,619.9999999999983,-2289.999999999992,537.9999999999967,,-686.999999999968
2016.02.01,118.00000000001809,204.00000000000418,620.9999999999937,-2396.9999999999823,481.00000000000875,,-972.9999999999576
2016.02.02,94.00000000001629,200.00000000000017,481.9999999999935,-2384.9999999999927,344.0000000000083,,-1264.9999999999745
2016.02.02,109.00000000000354,164.00000000000858,473.0000000000012,-2332.000000000001,350.9999999999991,,-1234.9999999999886
2016.02.02,94.00000000001629,137.00000000000932,529.0000000000017,-2339.0000000000023,418.99999999999693,,-1159.9999999999782
2016.02.02,100.0000000000112,131.00000000001444,583.9999999999957,-2389.000000000019,386.0000000000099,,-1187.9999999999877
2016.02.02,104.00000000001519,77.00000000001594,539.999999999996,-2492.9999999999895,340.0000000000034,,-1431.9999999999588
2016.02.02,84.0000000000174,26.0000000000149,485.99999999999756,-2587.9999999999905,287.00000000000614,,-1704.9999999999545
2016.02.02,90.00000000001229,-40.99999999997994,496.99999999999187,-2633.0000000000186,299.99999999999716,,-1786.9999999999973
2016.02.02,109.00000000000354,-17.000000000000348,549.9999999999949,-2617.0000000000027,326.0000000000076,,-1648.9999999999968
2016.02.02,114.99999999999844,78.00000000000028,606.9999999999909,-2560.999999999991,388.00000000000523,,-1372.9999999999961
2016.02.02,125.00000000001954,51.000000000001044,600.0000000000006,-2624.000000000004,368.9999999999998,,-1478.9999999999832
2016.02.02,112.000000000001,7.0000000000014495,584.9999999999911,-2615.999999999996,390.00000000000057,,-1522.0000000000018
2016.02.02,133.00000000000534,-264.9999999999819,359.99999999999363,-2869.0000000000105,-42.00000000000159,,-2682.9999999999955
2016.02.02,161.00000000001114,-375.9999999999986,298.9999999999937,-2931.000000000017,-84.99999999999375,,-2932.000000000004
2016.02.02,219.99999999999798,-395.99999999999636,307.99999999999716,-2931.000000000017,-107.99999999998988,,-2907.000000000008
