date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.11.04,-187.9999999999993,-53.999999999998494,-8.999999999992347,-36.000000000001364,-36.999999999998145,-7.9999999999968985,-185.99999999999727,-106.99999999999044,-60.000000000002274,-148.99999999999915,-31.999999999998696,-32.999999999994145,-1.0000000000047748,-110.99999999999443,-30.0000000000189,-112.99999999999955,-72.0000000000054,-36.999999999998145,-39.999999999995595,-43.999999999999595,-34.99999999998504,,-1381.9999999999702
2019.11.04,-157.00000000000713,-73.99999999999629,29.999999999996696,-21.000000000000796,-75.00000000000284,-4.000000000004,-160.00000000000458,-62.99999999999084,45.000000000001705,-119.99999999999788,9.00000000000345,-40.99999999999105,1.999999999981128,-160.00000000000458,53.999999999998494,-64.00000000000716,-55.000000000005045,-2.999999999997449,-40.99999999999105,-31.000000000003247,-49.99999999999449,,-979.0000000000168
2019.11.04,-173.00000000000094,-129.00000000000134,29.999999999996696,-33.00000000000125,-75.00000000000284,14.999999999998348,-226.99999999999943,-76.0000000000094,97.00000000000841,-124.00000000000189,-16.999999999989246,-78.00000000000028,76.99999999999818,-239.00000000001143,205.99999999999508,-82.00000000000784,-29.999999999996696,-7.999999999985796,-29.000000000001247,-34.99999999999615,-78.99999999998464,,-1008.9999999999936
2019.11.04,-175.99999999999838,-140.99999999999113,15.00000000000945,-21.99999999999136,-67.00000000001705,-24.999999999997247,-235.00000000000742,-100.99999999999554,82.99999999999841,-129.9999999999968,1.0000000000065512,-70.99999999999883,81.99999999999363,-242.00000000000887,117.99999999999588,-85.99999999999852,7.0000000000014495,-17.000000000000348,-86.99999999999264,-7.0000000000014495,-51.99999999998539,,-1152.9999999999754
2019.11.04,-194.0000000000053,-130.99999999999224,21.00000000000435,-12.000000000000455,-70.0000000000145,-50.0000000000056,-246.99999999999721,-97.9999999999981,72.00000000000273,-141.00000000000225,63.00000000000195,-61.999999999995396,72.00000000000273,-222.99999999999542,-13.000000000018552,-66.0000000000025,4.000000000004,-170.99999999998784,-122.99999999999534,65.99999999999939,-41.000000000002146,,-1343.9999999999977
2019.11.04,-268.99999999999704,-93.99999999999409,32.0000000000098,-19.99999999999602,-100.0000000000112,-26.000000000003798,-306.00000000000625,-134.99999999999625,-9.999999999990905,-175.99999999999838,47.00000000000814,-70.99999999999883,52.99999999999727,-205.00000000001074,-11.00000000000545,-55.00000000000682,-29.999999999996696,-266.999999999995,-78.00000000000028,36.0000000000027,39.00000000001125,,-1645.9999999999784
2019.11.04,-268.99999999999704,-69.00000000000794,41.000000000002146,-24.999999999991473,-97.9999999999981,22.999999999995246,-293.99999999999426,-171.99999999999437,-13.999999999995794,-187.9999999999993,155.00000000000514,-67.9999999999903,39.99999999999204,-191.00000000000784,157.99999999999147,-52.99999999999727,-24.000000000001798,-348.9999999999993,-29.999999999996696,131.99999999999878,157.00000000000713,,-1137.9999999999793
2019.11.04,-265.0000000000041,-113.00000000000753,5.000000000010552,-12.999999999991019,-78.00000000000028,-28.000000000005798,-303.9999999999932,-181.9999999999933,-12.000000000000455,-188.9999999999947,207.00000000000162,-39.999999999995595,52.99999999999727,-181.9999999999933,66.99999999999484,-81.00000000000307,4.999999999988347,-522.9999999999845,-69.9999999999923,187.9999999999993,182.99999999999983,,-1371.9999999999675
2019.11.04,-245.0000000000063,-99.99999999998899,0.0,-21.000000000000796,-49.00000000001015,-34.000000000000696,-289.0000000000059,-184.99999999999073,13.00000000000523,-197.99999999999818,244.00000000001089,-40.99999999999105,49.99999999998295,-171.00000000001003,28.999999999990145,-100.99999999999909,1.999999999990898,-550.9999999999903,-69.9999999999923,243.00000000000432,233.00000000001654,,-1240.9999999999836
2019.11.04,-243.99999999999977,-160.99999999998892,-34.000000000000696,-18.999999999991246,-26.0000000000149,-104.99999999999955,-336.00000000000296,-205.00000000001074,16.000000000005343,-214.00000000000307,275.000000000003,-42.999999999993044,90.00000000000341,-208.00000000000819,-15.00000000000945,-138.00000000000523,-12.999999999996348,-584.9999999999911,-140.99999999999113,256.99999999999613,215.00000000000963,,-1633.9999999999889
2019.11.04,-236.99999999999832,-154.99999999999403,-41.99999999998649,-16.999999999995907,-29.999999999996696,-102.99999999999754,-334.00000000001205,-211.00000000000563,22.00000000000557,-207.00000000000162,309.0000000000037,-42.999999999993044,125.0,-200.00000000000017,-26.999999999999247,-139.00000000001,11.999999999989797,-618.9999999999918,-139.00000000000023,306.00000000000625,245.0000000000063,,-1483.999999999971
2019.11.04,-236.00000000000287,-133.99999999998968,-49.99999999999449,-18.999999999991246,-16.000000000016,-99.00000000000463,-307.99999999999716,-214.00000000000307,24.00000000000091,-198.99999999999363,306.00000000000625,-27.999999999994696,104.99999999998977,-168.99999999999693,-45.000000000006146,-150.00000000000568,4.999999999988347,-580.0000000000027,-134.99999999999625,309.99999999999915,240.00000000001796,,-1391.9999999999925
