date,AUDCAD,NZDCAD,empty,sum
2019.02.25,-52.000000000007596,-78.00000000000028,,-130.00000000000787
2019.02.25,-63.00000000000195,-121.99999999999989,,-185.00000000000182
2019.02.25,118.99999999999133,-119.00000000000244,,-1.1112888387287967e-11
2019.02.25,154.99999999999403,-34.99999999999615,,119.99999999999788
2019.02.25,176.99999999999383,16.0000000000049,,192.99999999999872
2019.02.25,248.99999999999923,128.00000000000588,,377.0000000000051
2019.02.25,221.99999999999997,123.00000000000644,,345.0000000000064
2019.02.25,163.99999999999747,106.00000000000608,,270.0000000000035
2019.02.25,146.99999999999713,87.99999999999919,,234.9999999999963
2019.02.25,30.999999999992145,43.00000000000415,,73.99999999999629
2019.02.25,14.999999999998348,33.000000000005244,,48.000000000003595
2019.02.25,90.0000000000012,51.99999999999649,,141.99999999999767
2019.02.25,121.99999999999989,48.99999999999905,,170.99999999999892
2019.02.25,147.99999999999258,43.00000000000415,,190.99999999999673
2019.02.25,156.99999999999602,68.00000000000139,,224.9999999999974
2019.02.25,202.9999999999976,95.99999999999609,,298.9999999999937
2019.02.25,236.99999999999832,102.00000000000209,,339.0000000000004
2019.02.25,170.99999999999892,39.00000000000014,,209.99999999999906
2019.02.25,109.99999999999899,-37.99999999999359,,72.0000000000054
2019.02.25,117.99999999999588,-14.000000000002899,,103.99999999999298
2019.02.25,186.99999999999272,51.99999999999649,,238.9999999999892
2019.02.25,222.99999999999542,90.99999999999665,,313.99999999999204
2019.02.25,227.99999999999488,95.99999999999609,,323.99999999999096
2019.02.25,241.99999999999778,126.99999999999933,,368.9999999999971
2019.02.25,285.9999999999974,170.99999999999892,,456.9999999999963
2019.02.25,351.99999999999676,284.0000000000065,,636.0000000000032
2019.02.25,365.99999999999966,268.0000000000016,,634.0000000000013
2019.02.25,356.9999999999962,294.00000000000534,,651.0000000000016
2019.02.25,364.9999999999931,297.9999999999983,,662.9999999999914
2019.02.25,436.9999999999985,351.0000000000013,,787.9999999999998
2019.02.25,491.99999999999244,417.99999999999613,,909.9999999999886
2019.02.25,541.9999999999981,485.0000000000021,,1027.0000000000002
2019.02.25,585.9999999999976,446.9999999999974,,1032.999999999995
2019.02.25,690.9999999999972,522.0000000000002,,1212.9999999999973
2019.02.25,706.999999999991,514.9999999999987,,1221.9999999999898
2019.02.25,747.9999999999931,572.0000000000058,,1319.9999999999989
2019.02.25,723.9999999999914,583.0000000000002,,1306.9999999999916
2019.02.25,710.999999999995,578.0000000000007,,1288.9999999999957
2019.02.25,762.9999999999915,600.999999999996,,1363.9999999999875
2019.02.25,745.9999999999911,544.0,,1289.9999999999911
2019.02.25,730.9999999999927,522.0000000000002,,1252.999999999993
2019.02.25,779.9999999999918,545.0000000000066,,1324.9999999999984
2019.02.25,797.9999999999987,545.0000000000066,,1343.0000000000055
2019.02.25,898.9999999999942,650.0000000000061,,1549.0000000000005
2019.02.25,886.9999999999934,680.9999999999983,,1567.9999999999918
2019.02.25,836.9999999999989,653.999999999999,,1490.9999999999977
2019.02.25,844.9999999999958,661.0000000000005,,1505.9999999999964
2019.02.25,770.9999999999994,631.9999999999992,,1402.9999999999986
2019.02.26,766.9999999999955,597.0000000000031,,1363.9999999999986
2019.02.26,788.9999999999952,584.0000000000067,,1373.0000000000018
2019.02.26,783.9999999999958,589.0000000000061,,1373.0000000000018
2019.02.26,803.9999999999936,587.0000000000042,,1390.9999999999977
2019.02.26,800.0000000000007,629.0000000000018,,1429.0000000000025
2019.02.26,749.9999999999951,605.0,,1354.999999999995
2019.02.26,702.9999999999981,587.9999999999997,,1290.9999999999977
2019.02.26,661.9999999999959,609.9999999999994,,1271.9999999999955
2019.02.26,715.9999999999944,656.9999999999965,,1372.999999999991
2019.02.26,683.0000000000002,673.9999999999968,,1356.999999999997
2019.02.26,786.9999999999933,695.0000000000011,,1481.9999999999945
2019.02.26,764.9999999999934,705.0000000000001,,1469.9999999999936
2019.02.26,757.999999999992,695.9999999999966,,1453.9999999999886
2019.02.26,731.9999999999993,685.0000000000023,,1417.0000000000016
2019.02.26,726.9999999999999,673.0000000000014,,1400.0000000000014
2019.02.26,706.999999999991,683.0000000000002,,1389.9999999999914
2019.02.26,702.9999999999981,667.0000000000065,,1370.0000000000045
2019.02.26,703.9999999999935,677.0000000000053,,1380.9999999999989
2019.02.26,727.9999999999953,685.0000000000023,,1412.9999999999977
2019.02.26,757.999999999992,731.0000000000039,,1488.999999999996
2019.02.26,756.0000000000011,728.0000000000064,,1484.0000000000075
2019.02.26,649.999999999995,673.9999999999968,,1323.9999999999918
2019.02.26,651.0000000000016,651.0000000000016,,1302.0000000000032
2019.02.26,695.0000000000011,695.0000000000011,,1390.0000000000023
2019.02.26,739.0000000000008,705.0000000000001,,1444.000000000001
2019.02.26,727.9999999999953,707.9999999999975,,1435.9999999999927
2019.02.26,752.9999999999926,717.9999999999964,,1470.999999999989
2019.02.26,739.0000000000008,741.9999999999982,,1480.999999999999
2019.02.26,766.9999999999955,780.000000000003,,1546.9999999999984
2019.02.26,756.9999999999966,778.0000000000009,,1534.9999999999975
2019.02.26,761.0000000000006,777.0000000000055,,1538.000000000006
2019.02.26,805.0000000000001,814.0000000000036,,1619.0000000000036
2019.02.26,841.9999999999983,870.0000000000041,,1712.0000000000023
2019.02.26,806.999999999991,794.0000000000058,,1600.9999999999968
2019.02.26,746.9999999999976,663.0000000000025,,1410.0
2019.02.26,790.9999999999973,663.999999999998,,1454.9999999999952
2019.02.26,866.0000000000001,695.0000000000011,,1561.0000000000014
2019.02.26,866.9999999999956,604.0000000000045,,1471.0
2019.02.26,842.9999999999937,605.0,,1447.9999999999936
2019.02.26,875.999999999999,616.0000000000055,,1492.0000000000045
2019.02.26,890.0000000000019,619.0000000000028,,1509.0000000000048
2019.02.26,897.9999999999987,621.0000000000049,,1519.0000000000036
2019.02.26,927.0,685.9999999999977,,1612.9999999999977
2019.02.26,961.9999999999961,675.9999999999989,,1637.999999999995
2019.02.26,890.9999999999974,624.0000000000023,,1514.9999999999995
2019.02.26,920.9999999999941,653.999999999999,,1574.9999999999932
2019.02.26,908.9999999999932,672.0000000000059,,1580.999999999999
2019.02.26,878.9999999999965,556.9999999999964,,1435.9999999999927
2019.02.27,820.999999999994,516.0000000000053,,1336.9999999999993
2019.02.27,824.999999999998,546.9999999999975,,1371.9999999999955
2019.02.27,956.0000000000013,590.999999999997,,1546.9999999999982
2019.02.27,942.9999999999939,604.0000000000045,,1546.9999999999984
2019.02.27,961.9999999999961,651.999999999997,,1613.9999999999932
2019.02.27,852.9999999999926,638.0000000000052,,1490.9999999999977
2019.02.27,768.000000000002,612.9999999999969,,1380.999999999999
2019.02.27,756.9999999999966,590.0000000000016,,1346.9999999999982
2019.02.27,778.0000000000009,587.9999999999997,,1366.0000000000005
2019.02.27,769.999999999993,592.0000000000036,,1361.9999999999966
2019.02.27,818.9999999999919,609.9999999999994,,1428.9999999999914
