date,GBPUSD,EURUSD,USDJPY,GBPCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,CADJPY,AUDNZD,empty,sum
2019.08.05,311.0000000000168,73.99999999999629,30.000000000001137,-211.99999999998997,72.00000000000273,14.999999999998348,-23.00000000000635,192.00000000000327,-382.000000000005,-428.00000000000614,149.0000000000009,119.00000000000244,30.000000000001137,-49.99999999999449,,-102.99999999997885
2019.08.05,316.0000000000052,38.0000000000047,-19.000000000005457,-195.9999999999962,51.9999999999925,21.00000000000435,-7.9999999999968985,180.99999999999784,-256.0000000000002,-363.0000000000022,87.99999999999386,-1.0000000000065512,37.00000000000614,-76.99999999999375,,-186.9999999999967
2019.08.05,362.00000000001785,55.000000000005045,19.99999999999602,-207.00000000000162,179.00000000000205,56.0000000000005,3.999999999992898,175.00000000000293,-359.00000000000887,-449.9999999999948,153.99999999999636,36.999999999998145,91.00000000000819,-51.000000000001044,,66.00000000001364
2019.08.05,314.00000000001427,25.999999999992696,60.000000000002274,-171.99999999999437,206.00000000000307,75.00000000000284,39.00000000000014,185.99999999999727,-358.0000000000041,-370.00000000000364,165.99999999999682,-15.999999999993797,127.00000000000955,-96.00000000000719,,187.00000000001583
2019.08.05,364.00000000000875,49.99999999999449,-8.000000000009777,-207.99999999998596,152.9999999999916,48.000000000003595,48.000000000003595,171.99999999999437,-328.00000000000296,-384.00000000000654,114.99999999999488,-31.000000000003247,103.00000000000864,-137.9999999999937,,-44.00000000000222
2019.08.05,334.00000000001205,45.000000000006146,-6.000000000000227,-200.99999999998454,134.00000000000034,63.00000000000195,70.0000000000034,192.00000000000327,-296.0000000000207,-388.9999999999949,112.99999999999955,0.0,82.00000000000784,-151.9999999999966,,-10.99999999996237
2019.08.05,479.0000000000072,252.0000000000078,-274.0000000000009,-34.99999999998504,137.99999999999102,182.99999999999983,231.99999999999886,251.99999999999667,-131.00000000000023,-496.99999999999187,36.000000000001364,198.00000000000927,-77.99999999998875,-231.0000000000034,,524.0000000000417
2019.08.05,622.0000000000115,225.00000000000853,-249.00000000000944,-236.99999999999832,102.99999999999443,129.00000000000134,212.00000000000108,121.99999999999989,-308.00000000002115,-703.0000000000092,36.000000000001364,180.0000000000024,-70.99999999999795,-293.0000000000099,,-232.00000000002547
2019.08.05,572.0000000000169,202.00000000001327,-537.9999999999967,-85.00000000000173,-94.99999999999886,356.9999999999962,344.99999999999534,141.99999999999767,94.99999999999886,-774.9999999999924,-310.0000000000023,268.0000000000016,-353.9999999999992,-139.00000000000023,,-314.9999999999716
2019.08.05,424.00000000000216,187.00000000000384,-477.00000000000387,19.00000000001345,-72.00000000000273,390.0000000000015,386.9999999999929,241.00000000000233,179.9999999999784,-723.9999999999914,-260.0000000000051,391.000000000008,-384.00000000000034,-154.99999999999403,,147.00000000000517
2019.08.05,258.0000000000027,175.99999999999838,-623.0000000000047,219.00000000001364,-174.99999999999716,493.99999999999443,439.99999999999596,356.9999999999962,530.9999999999775,-693.9999999999947,-434.0000000000117,540.0000000000072,-588.9999999999986,-75.00000000000284,,424.99999999997624
2019.08.05,312.00000000000114,191.00000000000784,-582.9999999999984,246.00000000001288,-72.00000000000273,468.9999999999972,337.99999999999386,327.99999999999494,423.9999999999782,-717.000000000012,-373.00000000000466,523.0000000000068,-531.9999999999965,43.999999999999595,,597.9999999999781
2019.08.05,442.00000000000904,266.0000000000107,-734.0000000000089,175.00000000001404,-174.0000000000066,419.00000000000273,268.99999999999704,297.00000000000284,476.99999999997544,-817.000000000001,-462.0000000000033,556.0000000000009,-611.9999999999948,83.00000000001084,,185.00000000000904
2019.08.05,297.9999999999983,222.99999999999542,-594.0000000000083,242.00000000000887,-96.00000000000364,363.99999999999767,234.99999999999633,366.9999999999951,457.9999999999984,-659.999999999994,-350.0000000000085,524.9999999999977,-521.0000000000008,48.000000000003595,,538.9999999999762
2019.08.05,394.00000000000546,248.00000000000378,-575.0000000000028,187.00000000000384,-43.99999999999693,424.00000000000216,275.99999999999847,317.9999999999961,331.99999999999363,-740.9999999999917,-304.00000000000205,527.9999999999951,-486.99999999999477,78.00000000000028,,634.0000000000105
2019.08.05,371.00000000001023,243.99999999999977,-536.0000000000014,168.0000000000126,-37.00000000000614,385.000000000002,285.9999999999974,326.9999999999995,306.99999999998795,-743.0000000000048,-265.00000000000057,541.0000000000136,-470.9999999999894,1.0000000000065512,,578.0000000000272
