date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,GBPJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.10.16,33.9999999999896,-95.00000000000064,-28.000000000005798,60.000000000002274,43.999999999999595,-31.000000000003247,41.000000000002146,-42.00000000000159,-48.000000000003595,176.9999999999925,0.0,-77.00000000001594,104.00000000001519,25.99999999999625,7.000000000005002,18.999999999991246,-112.000000000001,,78.999999999962
2017.10.16,81.9999999999932,-38.0000000000047,18.0000000000069,94.0000000000083,-18.999999999991246,5.999999999994898,56.0000000000005,-55.00000000000682,-78.00000000000028,143.00000000000068,-16.000000000016,-17.000000000000348,163.00000000000205,6.999999999990791,84.00000000000318,-37.00000000000925,-55.000000000005045,,337.9999999999668
2017.10.16,97.9999999999981,5.000000000010552,8.999999999992347,135.00000000000512,-68.00000000000139,-9.999999999998899,19.00000000000235,-177.0000000000067,-119.99999999999788,143.00000000000068,78.99999999998464,-96.00000000000719,-11.999999999989797,-80.0000000000125,84.00000000000318,-37.00000000000925,-1.0000000000065512,,-29.000000000033197
2017.10.16,143.9999999999997,78.00000000000028,52.000000000007596,150.00000000000568,-130.99999999999224,-56.0000000000005,14.999999999998348,-147.00000000000557,-116.00000000000499,86.99999999998909,90.99999999999665,-120.00000000000898,36.999999999998145,-37.00000000000614,46.00000000000648,-80.00000000000229,-52.000000000007596,,-39.00000000002634
2017.10.16,112.99999999999643,102.00000000000209,52.99999999999194,162.00000000000614,-134.99999999999625,-9.999999999998899,46.00000000000159,-205.0000000000125,-100.00000000000009,78.99999999997931,102.99999999998644,-46.0000000000127,109.00000000000354,-56.000000000011596,106.99999999999932,-123.00000000000644,-42.0000000000087,,156.99999999991962
2017.10.16,63.99999999999739,-5.999999999994898,-25.999999999992696,91.00000000000819,-73.99999999999629,24.999999999997247,60.00000000000449,-189.00000000000716,-97.9999999999981,104.99999999998977,126.99999999998823,-74.0000000000185,26.0000000000149,-41.00000000001103,94.0000000000083,-96.00000000000719,-7.0000000000014495,,-19.000000000018815
2017.10.16,102.99999999999754,-48.99999999998794,-29.999999999996696,135.00000000000512,-75.00000000000284,-30.000000000007798,65.99999999999939,-191.0000000000025,-131.00000000000333,215.0000000000034,131.99999999999878,-192.00000000001438,28.000000000005798,-76.00000000000762,64.00000000000716,-103.00000000000864,-89.99999999999008,,-224.00000000000463
2017.10.16,126.99999999999933,-11.00000000000545,-5.999999999994898,261.0000000000099,-117.99999999999588,-58.99999999999794,79.00000000000685,-289.0000000000015,-123.00000000000644,334.0000000000032,157.99999999999147,-214.00000000000307,95.00000000000064,-144.00000000000546,132.000000000005,-150.00000000000568,-153.00000000000313,,-81.00000000000301
2017.10.16,174.99999999999181,25.999999999992696,32.0000000000098,234.99999999999943,-120.99999999999334,-143.9999999999997,53.00000000000304,-201.00000000000762,-162.0000000000066,258.99999999998613,108.99999999998133,-314.00000000001427,96.00000000000719,-124.00000000000944,17.000000000010118,-111.00000000000554,-232.00000000000998,,-407.0000000000649
2017.10.16,208.99999999999253,25.999999999992696,90.00000000001229,254.0000000000049,-147.99999999999258,-104.00000000000409,41.000000000002146,-189.00000000000716,-167.00000000000603,284.9999999999966,72.99999999998974,-179.00000000001802,133.00000000000534,-118.00000000000921,73.0000000000075,-121.99999999999989,-154.99999999999403,,1.9999999999727152
