date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,GBPJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.10.16,-113.00000000000753,-221.00000000000452,-36.999999999998145,-4.9999999999954525,-15.999999999993797,-40.00000000000669,-15.999999999993797,-108.00000000000409,-113.00000000000753,-18.000000000000682,-70.0000000000145,-77.00000000001594,0.0,-2.0000000000095497,-19.99999999999602,-26.000000000003798,-178.99999999999582,,-1061.000000000048
2017.10.16,5.999999999994898,-123.00000000000644,-41.99999999998649,34.000000000006025,-22.999999999995246,-38.0000000000047,-15.999999999993797,-123.00000000000466,-94.00000000000519,67.00000000000728,-31.000000000003247,-100.0000000000112,-2.999999999997449,-15.000000000000568,8.000000000009777,-70.0000000000034,-120.99999999999334,,-683.9999999999877
2017.10.16,7.9999999999968985,-89.99999999999008,-53.999999999998494,49.000000000006594,-117.99999999999588,-57.00000000000705,-48.99999999999905,-227.00000000000387,-119.99999999999788,92.99999999998931,-45.000000000006146,-135.00000000001845,-132.99999999998312,-87.0000000000033,35.0000000000108,-65.99999999999939,-78.00000000000028,,-1073.9999999999993
2017.10.16,89.99999999999008,-7.999999999985796,7.0000000000014495,133.00000000000978,-146.00000000000168,-58.000000000002494,0.0,-216.00000000000819,-136.99999999999824,78.00000000000296,45.99999999999049,-162.00000000001768,-9.999999999998899,-97.00000000000841,37.00000000000614,-137.00000000000932,-68.00000000000139,,-648.0000000000312
2017.10.16,90.99999999999665,48.000000000003595,15.00000000000945,125.0,-147.00000000000824,-56.0000000000005,14.000000000002899,-214.00000000001285,-116.00000000000499,-7.000000000005002,80.99999999999774,-127.00000000001043,36.999999999998145,-58.000000000006935,42.00000000000159,-140.0000000000068,-75.00000000000284,,-487.00000000004854
2017.10.16,61.999999999995396,-9.999999999998899,-25.999999999992696,90.00000000000341,-137.00000000000932,-19.00000000000235,23.00000000000635,-216.99999999999875,-118.00000000000699,49.99999999998295,92.99999999998754,-84.0000000000174,8.000000000008,-64.00000000000716,85.99999999999852,-131.00000000000333,-41.000000000002146,,-435.00000000005684
2017.10.16,36.999999999998145,-96.99999999999153,-66.99999999999484,79.9999999999983,-86.99999999999264,-30.000000000007798,58.000000000002494,-219.99999999999886,-135.00000000000733,94.99999999999886,115.99999999998278,-192.00000000001438,-19.999999999997797,-85.00000000000796,57.00000000000216,-141.00000000000225,-99.00000000000463,,-730.0000000000373
2017.10.16,63.99999999999739,-97.9999999999981,-72.99999999998974,129.0000000000049,-127.00000000001043,-82.00000000000429,53.00000000000304,-325.00000000000284,-136.99999999999824,213.99999999999864,126.99999999998823,-265.0000000000041,24.000000000001798,-177.0000000000067,51.00000000000193,-174.00000000000747,-177.99999999998929,,-974.0000000000155
2017.10.16,119.99999999999788,-35.999999999991594,-38.0000000000047,228.00000000000864,-140.99999999999113,-145.00000000000622,13.00000000000745,-300.00000000001137,-169.00000000000804,253.99999999999068,104.99999999999955,-347.0000000000084,-32.999999999994145,-170.0000000000017,16.000000000005343,-165.9999999999995,-245.99999999999068,,-1054.999999999998
2017.10.16,167.9999999999904,18.0000000000069,21.00000000000435,195.99999999999795,-151.9999999999966,-150.00000000000568,14.000000000002899,-209.00000000000318,-182.99999999999983,188.99999999999295,34.99999999998504,-312.00000000000114,28.000000000005798,-135.00000000000512,14.000000000010004,-185.00000000000182,-232.00000000000998,,-875.0000000000271
2017.10.16,197.99999999999818,-5.999999999994898,72.0000000000054,246.9999999999999,-177.99999999998929,-145.00000000000622,-21.999999999999797,-208.00000000001262,-194.0000000000053,251.00000000000477,15.999999999993797,-219.99999999999798,11.00000000000545,-155.00000000000114,48.00000000000182,-130.0000000000079,-171.99999999999437,,-587.0000000000001
