date,USDCHF,GBPUSD,EURUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,EURAUD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2016.07.11,119.99999999999788,19.999999999997797,-13.000000000018552,-114.99999999999844,103.00000000000864,48.00000000000182,97.9999999999981,40.99999999999682,-3.0000000000001137,-78.99999999998464,35.99999999998715,15.000000000000568,27.999999999994696,-93.99999999999409,,204.99999999998766
2016.07.11,117.00000000000044,26.999999999999247,-53.999999999998494,-92.00000000000318,117.00000000001154,21.000000000000796,129.9999999999968,61.00000000000705,0.0,-173.00000000000094,28.999999999996362,39.99999999999204,-31.999999999998696,-140.99999999999113,,50.00000000001185
2016.07.11,173.9999999999964,29.999999999996696,-29.00000000001235,-164.00000000000858,160.00000000000458,-112.99999999999955,129.9999999999968,-173.00000000000182,-204.00000000000773,-80.99999999999774,-86.00000000001273,-153.0000000000058,107.99999999999699,-146.99999999998602,,-548.0000000000409
2016.07.11,141.99999999999767,69.00000000000794,-45.000000000006146,-90.99999999999665,146.00000000000168,-24.999999999991473,166.99999999999494,38.99999999998727,-70.99999999999795,-139.9999999999846,-97.00000000000841,-35.0000000000108,63.99999999999739,-30.999999999981043,,92.0000000000098
2016.07.11,168.00000000000148,-45.99999999999049,-39.00000000001125,-234.00000000000088,160.00000000000458,-25.99999999999625,81.9999999999932,-118.99999999999977,-96.00000000000364,-136.99999999998712,-94.0000000000083,-52.00000000000671,132.99999999999423,12.000000000012001,,-287.9999999999989
2016.07.11,189.00000000000583,36.0000000000138,11.999999999989797,-184.99999999999073,140.0000000000068,-24.00000000000091,100.00000000000009,-55.00000000000682,-64.99999999999773,-188.9999999999947,-74.00000000001228,-9.000000000000341,66.99999999999484,-28.999999999990145,,-85.99999999998252
2016.07.11,182.00000000000438,79.00000000000685,39.999999999995595,-130.0000000000079,97.9999999999981,-116.99999999999022,107.99999999999699,-127.00000000000955,-134.00000000000034,-210.99999999998343,-131.00000000000023,-43.00000000000637,29.000000000001247,-32.999999999994145,,-389.99999999998903
2016.07.11,168.00000000000148,96.00000000000719,68.00000000000139,-96.99999999999153,58.000000000002494,-150.99999999999625,97.9999999999981,-133.99999999998613,-121.00000000000932,-212.99999999999653,-77.00000000001239,-32.00000000001069,53.999999999998494,-64.99999999998174,,-347.9999999999755
2016.07.11,133.00000000000534,170.00000000000347,32.999999999994145,21.00000000000435,48.000000000003595,-128.0000000000001,168.99999999999693,14.000000000010004,-94.0000000000083,-387.000000000004,-82.00000000000784,81.99999999999363,-75.00000000000284,-32.999999999994145,,-129.0000000000058
2016.07.11,114.99999999999844,29.00000000001235,3.999999999981796,-93.99999999999409,59.99999999999339,-140.00000000000057,100.00000000000009,-116.00000000001387,-109.00000000000887,-346.9999999999862,-74.00000000001228,41.99999999998738,-23.00000000000635,-59.99999999999339,,-613.0000000000422
2016.07.11,55.000000000005045,-100.99999999999554,-94.00000000001629,-144.0000000000108,87.99999999999919,-90.99999999999397,92.99999999999864,-110.00000000001364,-94.0000000000083,-375.9999999999986,-40.00000000000625,69.99999999999318,7.9999999999968985,-35.999999999991594,,-772.000000000042
2016.07.11,90.0000000000012,-10.999999999983245,-49.00000000001015,-100.0000000000112,86.0000000000083,-129.99999999999545,119.99999999999788,-112.99999999999955,-131.00000000000023,-204.99999999998852,-117.00000000000443,-45.000000000001705,-38.0000000000047,-135.9999999999806,,-778.9999999999724
2016.07.11,89.00000000000574,-75.99999999998718,-51.000000000001044,-167.00000000000603,85.00000000000173,-113.99999999999011,78.99999999999574,-155.00000000000114,-114.00000000000432,-129.00000000000134,-123.00000000000466,-75.00000000000284,-18.0000000000069,-148.99999999999915,,-918.0000000000016
2016.07.11,85.99999999999719,-106.99999999999044,-91.00000000001884,-190.00000000000128,120.99999999999334,-137.99999999999102,86.99999999999264,-217.00000000001296,-177.0000000000067,-221.99999999998886,-130.00000000000966,-67.00000000000728,-104.99999999999955,-219.99999999999798,,-1370.0000000000414
2016.07.11,185.99999999999727,-71.99999999998319,-9.999999999998899,-286.00000000000847,151.9999999999966,-272.99999999999613,45.99999999999049,-485.99999999999,-358.0000000000041,94.00000000001629,-353.00000000000864,-354.0000000000134,-160.00000000000458,-379.99999999998033,,-2253.999999999987
2016.07.11,197.00000000000273,-144.99999999999514,-16.000000000016,-370.00000000000364,168.0000000000126,-518.0000000000007,8.999999999992347,-883.0000000000098,-636.0000000000099,-11.999999999989797,-538.0000000000109,-493.0000000000092,-229.00000000000142,-393.99999999998323,,-3860.000000000022
2016.07.11,205.99999999999508,-174.99999999999181,-1.0000000000065512,-414.00000000000324,165.9999999999995,-762.999999999991,-26.999999999999247,-1243.9999999999998,-908.0000000000013,-53.999999999998494,-690.0000000000119,-652.000000000001,-295.0000000000008,-472.9999999999901,,-5324.000000000001
2016.07.11,200.99999999999562,-76.99999999999375,8.999999999992347,-309.0000000000037,151.00000000001222,-801.0000000000019,30.999999999992145,-1170.9999999999923,-919.0000000000111,-164.99999999999292,-637.0000000000005,-604.0000000000134,-253.99999999999866,-438.9999999999894,,-4984.0000000000055
2016.07.11,183.99999999999528,-242.99999999999324,-20.000000000020002,-446.9999999999974,163.00000000000205,-1113.99999999999,-53.00000000000304,-1719.9999999999989,-1272.0000000000055,-174.99999999999181,-892.0000000000101,-842.000000000013,-319.99999999999807,-492.9999999999879,,-7244.000000000012
2016.07.11,139.00000000000023,2.0000000000131024,34.99999999998504,-157.00000000000713,58.000000000002494,-1227.9999999999945,61.999999999995396,-1558.9999999999975,-1289.0000000000014,-296.9999999999917,-967.000000000013,-788.0000000000109,-470.00000000000375,-480.99999999999807,,-6940.000000000021
2016.07.11,331.999999999999,199.00000000001583,246.99999999999721,-208.00000000000819,60.99999999999994,-1155.9999999999918,26.999999999999247,-1525.0000000000057,-1216.9999999999986,-153.9999999999875,-915.0000000000063,-815.0000000000119,-411.0000000000058,-528.9999999999795,,-6063.999999999984
2016.07.11,344.99999999999534,521.0000000000159,200.99999999998454,96.99999999999153,120.99999999999334,-1077.9999999999886,281.99999999999335,-1115.000000000009,-1195.999999999998,-331.999999999999,-791.000000000011,-707.0000000000078,-384.00000000000654,-505.99999999998425,,-4542.00000000003
2016.07.11,239.0000000000003,585.0000000000133,97.9999999999981,292.00000000000335,104.99999999999955,-1257.9999999999955,398.9999999999938,-1137.0000000000005,-1368.9999999999998,-245.99999999999068,-831.0000000000031,-870.0000000000045,-282.0000000000045,-573.0000000000013,,-4847.999999999991
2016.07.11,390.99999999999693,887.9999999999999,188.9999999999947,398.00000000000944,181.9999999999933,-1262.0000000000005,534.9999999999966,-1032.999999999987,-1456.0000000000032,-322.00000000000006,-899.0000000000009,-889.00000000001,-418.0000000000073,-665.9999999999889,,-4362.000000000007
2016.07.11,409.0000000000038,741.9999999999982,178.99999999999582,228.00000000000597,212.99999999999653,-1250.0,440.9999999999914,-1193.000000000012,-1472.0000000000084,-255.00000000000523,-947.0000000000027,-937.0000000000118,-358.9999999999982,-592.9999999999991,,-4794.0000000000455
2016.07.11,317.9999999999961,591.0000000000082,129.99999999998568,195.9999999999962,164.00000000000858,-1417.9999999999923,383.0,-1437.0000000000118,-1600.999999999999,-224.000000000002,-1017.0000000000101,-1042.0000000000016,-365.99999999999966,-649.999999999995,,-5973.000000000016
2016.07.11,222.99999999999542,731.9999999999993,116.99999999998934,455.99999999998977,66.99999999999484,-1646.000000000001,486.999999999993,-1450.9999999999934,-1752.0000000000095,-231.0000000000034,-1074.0000000000123,-1139.00000000001,-324.9999999999975,-654.9999999999834,,-6191.000000000048
