date,USDCAD,NZDUSD,AUDCHF,empty,sum
2015.08.24,-48.000000000003595,-37.00000000000925,0.0,,-85.00000000001285
2015.08.24,-66.99999999999484,73.99999999999629,115.99999999999389,,122.99999999999534
2015.08.24,-103.00000000000864,88.99999999999464,13.999999999991797,,-2.220090777882433e-11
2015.08.24,-253.99999999999866,-206.00000000000617,-297.00000000000284,,-757.0000000000077
2015.08.24,-581.9999999999936,-531.0000000000036,-487.99999999999955,,-1600.9999999999968
2015.08.24,-472.9999999999901,-432.0000000000102,-334.00000000000097,,-1239.0000000000011
2015.08.24,-459.99999999999375,-439.0000000000005,-353.99999999999875,,-1252.9999999999932
2015.08.24,-519.0000000000028,-472.00000000000574,-391.000000000008,,-1382.0000000000166
2015.08.24,-533.99999999999,-504.9999999999999,-546.000000000002,,-1584.999999999992
2015.08.24,-665.0000000000044,-568.0000000000018,-692.9999999999992,,-1926.0000000000055
2015.08.24,-565.9999999999999,-472.00000000000574,-844.0000000000003,,-1882.000000000006
2015.08.24,-767.9999999999909,-832.0000000000105,-1512.0000000000023,,-3112.0000000000036
2015.08.24,-741.9999999999982,-766.0,-1378.0000000000014,,-2885.9999999999995
2015.08.24,-687.9999999999998,-722.0000000000005,-1208.000000000009,,-2618.000000000009
2015.08.24,-615.00000000001,-726.0000000000044,-1000.0000000000009,,-2341.0000000000155
2015.08.24,-638.9999999999895,-738.0000000000053,-960.0000000000053,,-2337.0000000000005
2015.08.24,-669.9999999999928,-713.0000000000081,-996.000000000008,,-2379.000000000009
2015.08.24,-662.9999999999914,-665.0000000000044,-902.9999999999983,,-2230.999999999994
2015.08.24,-787.9999999999887,-707.000000000002,-848.9999999999998,,-2343.999999999991
2015.08.24,-687.9999999999998,-626.9999999999998,-968.0000000000022,,-2283.000000000002
2015.08.24,-706.999999999991,-617.0000000000009,-863.9999999999981,,-2187.99999999999
2015.08.24,-696.0000000000077,-523.0000000000068,-734.0000000000014,,-1953.000000000016
2015.08.24,-598.0000000000097,-665.0000000000044,-552.0000000000081,,-1815.0000000000223
2015.08.24,-653.999999999999,-696.0000000000077,-682.0000000000048,,-2032.0000000000116
2015.08.24,-669.9999999999928,-749.0000000000108,-825.0000000000091,,-2244.0000000000127
2015.08.24,-713.9999999999924,-738.0000000000053,-947.000000000009,,-2399.000000000007
2015.08.24,-927.9999999999955,-997.0000000000034,-1222.000000000001,,-3147.0
2015.08.24,-903.0000000000093,-1087.0000000000045,-1250.0000000000066,,-3240.0000000000205
2015.08.24,-827.0,-979.0000000000076,-1275.9999999999993,,-3082.0000000000073
2015.08.24,-787.9999999999887,-982.0000000000051,-1524.9999999999986,,-3294.9999999999927
2015.08.24,-797.0000000000033,-1042.0000000000095,-1358.999999999999,,-3198.000000000012
2015.08.24,-767.0000000000066,-1041.000000000003,-1504.0000000000052,,-3312.0000000000146
2015.08.24,-1109.0000000000043,-5745.0,-3669.0,,-10523.000000000004
2015.08.24,-1083.9999999999961,-1792.0000000000048,-2684.0000000000086,,-5560.000000000009
2015.08.24,-770.000000000004,-1774.0000000000089,-2211.0000000000073,,-4755.00000000002
2015.08.24,-226.99999999999943,-1629.0000000000027,-1941.0000000000039,,-3797.0000000000064
2015.08.24,-683.9999999999957,-1724.0000000000034,-2039.0000000000018,,-4447.000000000001
2015.08.24,-807.0000000000022,-1676.000000000011,-1999.0000000000064,,-4482.00000000002
2015.08.24,-489.0000000000061,-1612.0000000000023,-1809.000000000005,,-3910.000000000013
2015.08.24,-387.000000000004,-1482.0000000000055,-1613.0000000000089,,-3482.000000000018
2015.08.24,-353.0000000000033,-1471.0,-1517.0000000000016,,-3341.0000000000045
2015.08.24,-499.9999999999893,-1367.000000000007,-1690.0000000000025,,-3556.999999999999
2015.08.24,-655.9999999999899,-1474.0000000000086,-1804.0000000000057,,-3934.0000000000045
2015.08.24,-707.9999999999975,-1768.000000000003,-2307.999999999999,,-4784.0
2015.08.24,-809.9999999999997,-1707.000000000003,-2275.000000000005,,-4792.000000000007
2015.08.24,-849.9999999999952,-1676.000000000011,-2199.0000000000064,,-4725.000000000013
2015.08.24,-1042.0000000000095,-1784.0000000000077,-2319.0000000000045,,-5145.000000000022
2015.08.24,-1053.9999999999993,-1877.0000000000064,-2537.0000000000005,,-5468.0000000000055
2015.08.25,-1092.000000000004,-1965.0000000000057,-2521.0000000000064,,-5578.000000000016
2015.08.25,-1099.9999999999898,-2303.0000000000105,-2575.000000000005,,-5978.0000000000055
2015.08.25,-1079.999999999992,-2202.000000000004,-2531.0000000000055,,-5813.000000000002
2015.08.25,-1089.0000000000066,-2191.0000000000095,-2522.000000000002,,-5802.000000000018
2015.08.25,-1113.9999999999927,-2196.000000000009,-2497.0000000000045,,-5807.000000000006
