date,USDCHF,EURUSD,USDCAD,AUDUSD,EURCHF,CHFJPY,CADCHF,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2017.03.27,-23.00000000000635,-30.0000000000189,-109.00000000000354,-46.999999999997044,-82.99999999998863,-22.00000000000557,-116.00000000000499,-156.00000000000057,-49.000000000006594,-76.0000000000094,-108.99999999999466,-121.00000000000932,-49.000000000006594,-126.99999999998823,-148.99999999999915,,-1266.0000000000396
2017.03.27,81.9999999999932,-32.0000000000098,-60.99999999999994,-46.00000000000159,26.999999999999247,43.99999999999693,-29.000000000001247,-79.00000000000685,39.00000000000148,41.000000000002146,66.0000000000025,-138.00000000000523,67.99999999999784,-83.9999999999952,-102.00000000000209,,-204.0000000000286
2017.03.27,40.99999999999105,-63.000000000013046,-22.999999999995246,-38.0000000000047,36.0000000000138,-88.00000000000807,-12.000000000000899,-90.99999999999665,-106.99999999999932,89.00000000000574,-66.99999999999307,-91.99999999999875,-49.99999999999716,-48.000000000003595,-41.99999999998649,,-554.9999999999864
2017.03.27,-38.0000000000047,-174.00000000000747,-2.0000000000131024,-12.000000000000899,45.000000000006146,-195.0000000000074,-1.0000000000065512,-58.000000000002494,-225.00000000000853,235.99999999999176,-114.00000000000432,82.99999999999841,-159.9999999999966,16.000000000016,-15.999999999993797,,-615.0000000000334
2017.03.27,-45.000000000006146,-173.00000000000094,166.99999999998383,0.999999999995449,50.0000000000167,-207.00000000000784,37.99999999999359,-82.00000000000429,-263.00000000000523,373.00000000000114,-97.99999999999898,149.99999999999147,-167.0000000000016,170.00000000000347,12.999999999996348,,-73.00000000004304
2017.03.27,-52.000000000007596,-173.00000000000094,209.9999999999991,-16.0000000000049,41.000000000002146,-290.00000000000625,53.999999999998494,-84.0000000000174,-371.0000000000093,344.99999999999534,-156.0000000000059,256.9999999999908,-191.0000000000025,175.00000000001404,62.000000000006494,,-189.00000000004837
2017.03.27,-33.000000000005244,-141.00000000001333,129.99999999998568,-55.000000000005045,29.00000000001235,-329.9999999999983,41.9999999999976,-76.0000000000094,-422.00000000001125,225.99999999999287,-206.00000000000307,243.99999999999977,-149.0000000000009,107.00000000001265,72.0000000000054,,-562.0000000000402
2017.03.27,-60.99999999999994,-163.00000000000205,105.99999999998388,17.999999999995797,30.0000000000189,-385.0000000000051,2.999999999997449,-155.00000000001623,-472.999999999999,347.0000000000084,-295.0000000000017,371.9999999999999,-204.9999999999983,131.99999999999878,234.00000000000088,,-495.0000000000183
2017.03.27,-76.0000000000094,-173.00000000000094,124.99999999999733,63.99999999999739,29.00000000001235,-429.00000000000205,-2.999999999997449,-218.00000000000708,-521.0000000000008,487.99999999999955,-340.999999999994,509.9999999999909,-290.00000000000625,231.0000000000034,243.99999999999977,,-360.00000000001717
2017.03.27,-24.000000000001798,-112.000000000001,139.9999999999846,73.99999999999629,28.000000000005798,-388.00000000000523,27.999999999994696,-87.00000000001484,-490.99999999999966,466.9999999999952,-272.99999999999613,470.9999999999894,-222.99999999999898,251.00000000000122,258.0000000000027,,118.99999999995228
2017.03.27,-58.000000000002494,-160.00000000000458,160.99999999998892,51.99999999999649,28.000000000005798,-415.9999999999968,36.999999999998145,-107.00000000001265,-499.00000000000944,476.0000000000098,-260.0000000000051,459.99999999999375,-231.99999999999932,243.00000000001543,229.00000000001253,,-46.00000000000952
2017.03.27,-63.00000000000195,-148.99999999999915,194.0000000000053,27.999999999994696,23.00000000001745,-370.00000000000455,32.999999999994145,-155.00000000001623,-463.0000000000081,418.0000000000073,-245.00000000000455,427.99999999999727,-218.00000000000352,199.00000000001583,226.99999999999943,,-113.0000000000066
2017.03.27,-59.000000000009045,-165.00000000001512,215.99999999999397,9.999999999998899,26.0000000000149,-373.00000000000466,42.999999999993044,-143.00000000000423,-444.0000000000026,394.9999999999898,-227.99999999999443,415.9999999999968,-216.00000000000819,207.00000000000162,208.99999999999253,,-106.00000000005659
2017.03.27,-72.0000000000054,-178.00000000001148,248.99999999998812,0.999999999995449,26.0000000000149,-379.99999999999545,52.99999999999194,-173.00000000000094,-474.00000000000375,411.99999999999017,-242.00000000000443,448.99999999999807,-246.9999999999999,216.00000000001617,170.00000000000347,,-190.00000000002302
2017.03.27,-78.00000000000028,-158.0000000000137,238.99999999998923,16.0000000000049,21.00000000000435,-412.00000000000614,54.999999999993946,-165.00000000001512,-518.0000000000007,418.0000000000073,-259.00000000000034,448.99999999999807,-293.00000000000637,236.99999999999832,113.00000000000753,,-335.0000000000391
2017.03.27,-68.00000000000139,-148.99999999999915,245.99999999999068,-14.000000000002899,-2.999999999997449,-358.0000000000041,51.99999999999649,-225.00000000000853,-448.0000000000075,327.00000000001063,-215.99999999999397,365.99999999999966,-281.0000000000059,204.00000000000418,112.000000000001,,-455.0000000000182
2017.03.27,-68.00000000000139,-142.0000000000199,263.99999999999756,-19.999999999997797,4.000000000004,-338.0000000000081,63.99999999999739,-201.00000000000674,-454.00000000000773,333.9999999999899,-191.99999999999307,358.99999999999466,-198.0000000000075,179.00000000001802,141.99999999999767,,-267.000000000043
2017.03.27,-74.00000000000739,-180.0000000000024,238.0000000000049,-33.000000000005244,14.000000000002899,-447.00000000000273,39.00000000000014,-202.9999999999976,-535.0000000000108,302.0000000000023,-310.99999999999284,370.9999999999951,-221.00000000000364,141.99999999999767,158.99999999999804,,-739.0000000000215
2017.03.27,-156.00000000000057,-260.0000000000158,192.99999999999872,-29.999999999996696,2.0000000000131024,-489.0000000000043,-23.00000000000635,-377.0000000000051,-585.000000000008,356.00000000000074,-353.9999999999992,447.9999999999933,-287.00000000000614,140.0000000000068,202.9999999999976,,-1219.0000000000323
