date,GBPUSD,NZDUSD,EURCHF,AUDCHF,GBPJPY,EURAUD,NZDCAD,empty,sum
2017.12.04,0.0,-48.99999999999905,-93.00000000000975,-36.0000000000027,-156.0000000000059,0.0,-88.99999999999464,,-423.00000000001205
2017.12.04,135.9999999999806,-78.00000000000028,-66.00000000001049,2.000000000002,-456.99999999999363,2.999999999997449,-122.99999999999534,,-583.0000000000198
2017.12.04,410.99999999998363,-73.00000000000084,-66.00000000001049,31.999999999998696,-937.0000000000118,117.00000000001154,-166.99999999999494,,-683.0000000000243
2017.12.04,540.9999999999915,-70.0000000000034,-67.00000000001705,-57.00000000000705,-850.9999999999991,137.9999999999937,-209.9999999999991,,-576.0000000000405
2017.12.04,548.9999999999995,0.0,79.99999999999119,-72.0000000000054,-814.9999999999977,110.99999999999443,-153.00000000000313,,-300.0000000000212
2017.12.04,495.99999999998533,-54.999999999993946,108.99999999998133,-99.00000000000463,-669.9999999999875,137.00000000000932,-236.00000000000287,,-318.00000000001296
2017.12.04,369.99999999998147,-78.00000000000028,176.99999999998272,-182.99999999999983,-550.9999999999877,126.0000000000039,-264.999999999993,,-404.00000000001273
2017.12.04,359.99999999998255,-105.99999999999498,278.00000000000045,-229.00000000000142,-427.99999999999727,1.0000000000065512,-271.9999999999945,,-395.9999999999987
2017.12.04,395.99999999999636,-105.99999999999498,204.99999999998852,-229.00000000000142,-502.00000000000955,-39.999999999995595,-264.999999999993,,-541.0000000000098
2017.12.04,141.99999999999767,-78.99999999999574,203.99999999998198,-218.00000000000708,-477.00000000000387,-52.99999999999194,-268.99999999999704,,-750.000000000016
2017.12.04,349.99999999998363,-41.000000000002146,243.99999999999977,-197.00000000000273,-437.9999999999882,19.00000000001345,-209.9999999999991,,-272.9999999999953
2017.12.04,356.9999999999851,-43.00000000000415,243.99999999999977,-246.00000000000176,-436.00000000000705,-41.99999999998649,-219.00000000000253,,-385.00000000001717
2017.12.04,345.99999999997965,-7.9999999999968985,209.9999999999991,-245.0000000000063,-425.00000000001137,-38.0000000000047,-159.9999999999935,,-320.00000000003405
