date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,empty,sum
2017.03.27,-1.0000000000065512,-46.999999999997044,-36.999999999998145,-17.999999999995797,-15.999999999993797,-5.999999999994898,-26.999999999999247,-35.00000000000725,-87.99999999999919,-31.000000000003247,-231.99999999999932,42.0000000000087,-40.0000000000178,63.99999999999739,42.999999999993044,72.00000000000273,68.00000000000139,,-289.0000000000091
2017.03.27,28.999999999990145,9.000000000014552,14.999999999987246,-7.0000000000014495,-59.99999999999339,-52.99999999999194,39.00000000000014,-13.00000000000745,-166.99999999999494,9.999999999998899,-140.99999999999113,-14.000000000002899,-66.00000000001049,181.9999999999933,-5.000000000010552,67.99999999999784,-26.999999999999247,,-201.00000000002137
2017.03.27,78.00000000000028,32.0000000000098,12.999999999996348,12.999999999996348,-35.999999999991594,-53.999999999998494,4.999999999999449,45.99999999999049,-107.00000000000153,4.999999999999449,-40.99999999999682,55.000000000005045,-106.00000000000608,248.00000000000378,-70.99999999999883,-37.9999999999967,-7.9999999999968985,,34.00000000001404
2017.03.27,241.00000000000233,160.00000000000458,211.00000000000563,26.999999999999247,-81.9999999999932,-102.00000000000209,58.000000000002494,126.99999999999933,-92.99999999999864,-8.000000000008,74.99999999998863,19.999999999997797,-60.99999999999994,443.99999999999994,-163.00000000000205,-75.9999999999934,75.9999999999983,,854.000000000001
2017.03.27,270.99999999999903,131.00000000001444,208.99999999999253,43.999999999999595,-83.9999999999952,-139.9999999999846,58.99999999999794,139.00000000000023,-100.00000000000009,-43.00000000000415,52.99999999999727,72.0000000000054,-26.999999999999247,449.0000000000105,-123.00000000000644,-81.00000000000307,68.99999999999685,,898.0000000000209
2017.03.27,231.0000000000034,133.00000000000534,244.9999999999841,-7.0000000000014495,-134.0000000000008,-96.99999999999153,85.00000000000173,86.99999999999264,-151.00000000000114,-13.00000000000745,110.99999999999,-31.999999999987594,14.999999999987246,353.0000000000033,-15.00000000000945,-64.99999999999773,29.999999999996696,,775.9999999999673
2017.03.27,204.00000000000418,81.00000000001995,131.99999999999878,38.0000000000047,-185.99999999999727,-105.99999999998388,43.999999999999595,110.99999999999443,-222.99999999999542,-34.000000000000696,253.99999999999068,73.00000000001194,-41.000000000002146,367.99999999999056,181.9999999999933,-200.00000000000284,-122.99999999999534,,574.0000000000305
2017.03.27,272.99999999998994,138.0000000000159,150.99999999999002,90.0000000000012,-173.9999999999964,-105.99999999998388,10.999999999994348,205.99999999999508,-171.99999999999437,-39.00000000000014,338.99999999999864,145.00000000001734,-99.00000000000463,539.0000000000006,68.99999999998573,-287.9999999999967,-95.00000000000064,,988.000000000012
2017.03.27,221.99999999998886,96.00000000000719,147.99999999999258,119.99999999999788,-139.00000000000023,-96.99999999999153,31.999999999998696,208.99999999999253,-161.00000000000003,-36.0000000000027,360.00000000001364,79.00000000000685,-43.00000000001525,541.9999999999981,48.99999999998794,-272.99999999999613,-48.99999999999905,,1058.999999999979
2017.03.27,215.00000000000963,77.00000000001594,160.99999999998892,155.00000000000514,-124.99999999999733,-110.99999999999443,51.000000000001044,232.99999999999432,-158.99999999999804,-47.00000000000814,301.00000000001614,55.000000000005045,-4.000000000004,578.9999999999961,51.99999999998539,-221.9999999999942,-21.999999999999797,,1189.000000000022
2017.03.27,286.99999999999284,138.0000000000159,207.00000000000162,68.00000000000139,-149.99999999999457,-122.99999999998423,42.999999999993044,180.99999999999784,-148.99999999999915,-51.000000000001044,265.0000000000148,93.00000000000975,-35.00000000000725,499.000000000005,17.999999999984695,-221.00000000000364,-21.999999999999797,,1048.0000000000273
2017.03.27,312.00000000000114,128.000000000017,219.99999999999798,44.99999999999504,-182.99999999999983,-146.00000000000168,47.9999999999925,158.99999999999804,-180.99999999999784,-72.0000000000054,228.00000000000864,113.00000000000753,-11.00000000000545,442.9999999999934,105.99999999998388,-206.00000000000307,-63.00000000000195,,939.99999999998
