date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURCAD,EURAUD,EURNZD,CADJPY,NZDCAD,empty,sum
2017.03.27,-28.000000000005798,-46.999999999997044,-109.00000000000354,-46.999999999997044,-56.99999999999594,-68.00000000000139,-116.00000000000499,-41.000000000002146,-154.99999999999403,-47.00000000000814,-243.99999999999977,-143.99999999998857,-204.00000000000418,-76.0000000000094,-106.00000000000608,-108.99999999999466,-87.99999999999919,,-1686.0000000000118
2017.03.27,5.000000000010552,-49.99999999999449,-60.99999999999994,-46.00000000000159,-68.00000000000139,-85.99999999998609,-29.000000000001247,-55.000000000005045,-181.9999999999933,-45.000000000006146,-280.00000000000114,-43.999999999999595,-98.0000000000203,41.000000000002146,-86.0000000000083,66.0000000000025,-65.00000000000395,,-1083.000000000007
2017.03.27,-1.999999999990898,-19.999999999997797,-22.999999999995246,-38.0000000000047,-81.9999999999932,-72.99999999998974,-12.000000000000899,-43.999999999999595,-181.9999999999933,-15.00000000000945,-193.9999999999884,-55.99999999998939,-164.00000000000858,89.00000000000574,-92.00000000000318,-66.99999999999307,-73.00000000000084,,-1047.9999999999525
2017.03.27,69.00000000000794,34.000000000000696,-2.0000000000131024,-12.000000000000899,-97.9999999999981,-109.99999999998789,-1.0000000000065512,39.999999999995595,-141.99999999999767,-14.000000000002899,-79.99999999998408,-82.99999999998863,-135.00000000001845,235.99999999999176,-192.00000000001438,-114.00000000000432,-21.999999999999797,,-626.0000000000207
2017.03.27,173.00000000000094,123.00000000000644,166.99999999998383,0.999999999995449,-120.99999999999334,-163.9999999999864,37.99999999999359,87.99999999999919,-139.00000000000023,-48.000000000003595,-76.99999999999818,-88.99999999998354,-95.00000000000064,373.00000000000114,-263.99999999999756,-97.99999999999898,44.99999999999504,,-86.99999999998677
2017.03.27,219.99999999999798,120.00000000000898,209.9999999999991,-16.0000000000049,-139.99999999999568,-156.99999999998494,53.999999999998494,66.99999999999484,-156.99999999999602,-53.999999999998494,50.00000000001137,-88.99999999998354,-37.00000000002035,344.99999999999534,-138.0000000000159,-156.0000000000059,26.999999999999247,,148.9999999999996
2017.03.27,184.00000000000637,57.00000000001815,129.99999999998568,-55.000000000005045,-200.00000000000017,-146.00000000000168,41.9999999999976,18.999999999991246,-229.99999999999687,-53.00000000000304,94.99999999999886,-71.99999999998319,-41.000000000002146,225.99999999999287,-36.999999999998145,-206.00000000000307,-124.00000000000189,,-411.00000000000455
2017.03.27,201.00000000000674,69.00000000000794,105.99999999998388,17.999999999995797,-200.99999999999562,-127.99999999999478,2.999999999997449,92.99999999999864,-227.99999999999488,-52.000000000007596,234.00000000000887,36.999999999998145,-119.00000000000244,347.0000000000084,49.99999999999449,-295.0000000000017,-134.99999999999625,,7.048583938740194e-12
2017.03.27,217.0000000000005,95.00000000000064,124.99999999999733,63.99999999999739,-190.99999999999673,-150.99999999999002,-2.999999999997449,179.99999999999127,-183.99999999999528,-67.00000000000594,263.00000000000523,53.999999999998494,-131.99999999999878,487.99999999999955,-62.000000000006494,-340.999999999994,-109.99999999999899,,245.00000000000682
2017.03.27,198.99999999999363,77.00000000001594,139.9999999999846,73.99999999999629,-191.99999999999218,-123.99999999999079,27.999999999994696,165.9999999999995,-207.99999999999707,-48.99999999999905,245.00000000000455,-21.999999999988695,-64.0000000000196,466.9999999999952,3.999999999981796,-272.99999999999613,-78.00000000000028,,389.99999999998244
2017.03.27,212.99999999999653,75.00000000000284,160.99999999998892,51.99999999999649,-197.99999999999818,-136.99999999998712,36.999999999998145,159.9999999999935,-193.99999999999417,-53.999999999998494,248.99999999999523,-60.99999999999994,-50.0000000000167,476.0000000000098,-4.000000000004,-260.0000000000051,-80.00000000000229,,384.99999999997544
2017.03.27,269.00000000000813,118.00000000001809,194.0000000000053,27.999999999994696,-195.00000000000074,-173.00000000000094,32.999999999994145,135.99999999999167,-195.00000000000074,-87.99999999999919,215.0000000000034,43.00000000001525,-48.000000000003595,418.0000000000073,-5.000000000010552,-245.00000000000455,-82.99999999999974,,422.00000000001785
