date,USDCHF,GBPUSD,EURUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.01.13,0.0,-17.000000000000348,-46.999999999997044,-26.000000000003798,-4.999999999988347,-82.00000000000784,-54.999999999993946,-53.999999999998494,-46.00000000000159,-145.00000000001734,-76.99999999999375,0.0,-131.99999999999878,-17.999999999984695,0.0,-58.9999999999975,-61.999999999995396,-42.999999999993044,,-867.9999999999719
2020.01.13,36.999999999998145,-39.999999999995595,-34.000000000000696,-39.00000000000014,15.00000000000945,-111.0000000000042,-59.99999999999339,-68.99999999999685,-65.00000000000395,-145.00000000001734,-55.99999999998939,206.00000000000307,-127.99999999999478,-80.99999999999774,0.0,-53.999999999987836,-76.99999999999375,2.0000000000131024,,-698.9999999999519
2020.01.13,70.0000000000034,-29.999999999996696,-17.999999999984695,-31.000000000003247,57.00000000001815,-99.00000000000375,-80.99999999999774,-168.00000000000148,-103.00000000000864,-256.00000000001177,-24.000000000001798,222.99999999999898,-157.00000000000713,-163.00000000000205,48.99999999998794,-46.999999999997044,-93.99999999999409,39.999999999995595,,-832.0000000000061
2020.01.13,113.00000000000753,35.00000000000725,-5.999999999994898,-29.000000000001247,123.00000000000644,-33.00000000000125,-81.9999999999932,-173.9999999999964,-96.00000000000719,-295.0000000000008,-70.99999999999883,265.00000000000057,-178.00000000001148,-170.99999999998784,73.99999999999629,-15.999999999991132,-88.99999999999464,85.00000000000173,,-544.9999999999592
2020.01.13,104.99999999999955,9.999999999998899,-22.999999999995246,-77.00000000000485,123.00000000000644,-30.000000000001137,-48.000000000003595,-127.99999999999478,-70.0000000000034,-300.00000000001137,-97.9999999999981,243.99999999999977,-187.00000000000384,-95.00000000000064,112.000000000001,-75.9999999999934,-96.99999999999153,83.00000000001084,,-551.9999999999856
2020.01.13,126.0000000000039,-7.999999999985796,-24.999999999986144,-73.00000000000084,143.00000000000423,-30.000000000001137,-87.00000000000374,-151.00000000000114,-81.00000000000884,-198.00000000000927,-41.000000000002146,266.00000000000534,-160.00000000000458,-108.99999999998133,103.00000000000864,-67.99999999999784,-68.99999999999685,121.99999999999989,,-339.9999999999576
2020.01.13,130.0000000000079,-43.999999999999595,-36.999999999998145,-5.999999999994898,162.00000000001768,-2.0000000000095497,-121.99999999999989,-236.00000000000287,-137.00000000000932,-142.0000000000199,139.00000000000023,325.00000000000284,-158.0000000000137,-273.9999999999965,18.0000000000069,22.00000000000557,-94.99999999998954,120.00000000000898,,-336.9999999999838
2020.01.13,118.00000000000699,-13.999999999980695,-51.000000000001044,12.000000000000899,182.99999999999983,4.9999999999954525,-119.00000000000244,-243.00000000000432,-133.00000000000534,-90.00000000001229,310.9999999999946,349.00000000000375,-120.00000000000898,-295.0000000000008,35.00000000000725,53.00000000001148,-86.99999999999264,178.00000000001148,,92.00000000002319
2020.01.13,107.99999999999699,-36.999999999998145,-52.99999999999194,12.999999999996348,163.00000000000205,15.999999999991132,-107.99999999999699,-221.99999999999997,-99.00000000000463,-102.00000000000209,297.0000000000139,350.9999999999991,-139.00000000000023,-268.0000000000016,93.00000000000975,47.000000000011255,-73.99999999999629,178.00000000001148,,164.00000000004013
2020.01.13,92.99999999999864,-25.999999999992696,-95.999999999985,12.999999999996348,172.0000000000166,42.00000000000159,-114.99999999999844,-231.0000000000034,-103.00000000000864,-48.000000000003595,348.00000000001495,377.00000000000955,-144.99999999999514,-263.99999999999756,104.99999999999955,58.000000000006935,-64.99999999999284,192.99999999999872,,308.0000000000655
