date,USDCHF,EURUSD,empty,sum
2018.08.13,-158.99999999999804,-4.000000000004,,-163.00000000000205
2018.08.13,-53.999999999998494,45.000000000006146,,-8.999999999992347
2018.08.13,-121.00000000000443,99.00000000000463,,-21.9999999999998
2018.08.13,-16.0000000000049,228.00000000000597,,212.00000000000108
2018.08.13,-70.99999999999883,251.00000000000122,,180.0000000000024
2018.08.13,-136.99999999999824,184.99999999999073,,47.9999999999925
2018.08.13,-191.00000000000784,178.99999999999582,,-12.000000000012022
2018.08.13,-187.00000000000384,62.000000000006494,,-124.99999999999734
2018.08.13,-139.00000000000023,-24.000000000001798,,-163.00000000000202
2018.08.13,-121.00000000000443,-39.00000000001125,,-160.0000000000157
2018.08.13,-77.00000000000485,-22.999999999995246,,-100.00000000000009
2018.08.13,-1.0000000000065512,41.000000000002146,,39.999999999995595
2018.08.13,12.999999999996348,55.000000000005045,,68.00000000000139
2018.08.13,-9.999999999998899,65.99999999998829,,55.99999999998939
2018.08.13,-47.00000000000814,-14.000000000002899,,-61.00000000001104
2018.08.13,-36.999999999998145,-68.00000000000139,,-104.99999999999955
2018.08.13,22.999999999995246,-52.000000000007596,,-29.00000000001235
2018.08.13,-13.00000000000745,49.99999999999449,,36.99999999998704
2018.08.13,-90.0000000000012,95.999999999985,,5.9999999999838
2018.08.13,-148.0000000000037,190.99999999998562,,42.999999999981924
2018.08.13,-139.00000000000023,93.99999999999409,,-45.00000000000614
2018.08.13,-209.00000000000364,-39.999999999995595,,-248.99999999999923
2018.08.13,-200.00000000000017,-63.99999999999739,,-263.99999999999756
2018.08.13,-168.00000000000148,38.0000000000047,,-129.9999999999968
2018.08.13,-197.00000000000273,21.00000000000435,,-175.99999999999838
2018.08.13,-190.00000000000128,87.99999999999919,,-102.00000000000209
2018.08.13,-164.00000000000858,102.99999999998644,,-61.00000000002214
2018.08.13,-160.00000000000458,51.000000000001044,,-109.00000000000352
2018.08.13,-161.00000000000003,12.999999999996348,,-148.0000000000037
2018.08.13,-158.0000000000026,1.0000000000065512,,-156.99999999999602
2018.08.13,-160.00000000000458,170.99999999998784,,10.99999999998326
2018.08.13,-167.00000000000603,309.0000000000037,,141.99999999999767
2018.08.13,-134.0000000000008,421.0000000000047,,287.0000000000039
2018.08.13,-90.0000000000012,482.00000000000466,,392.00000000000347
2018.08.13,-102.00000000000209,478.999999999985,,376.9999999999829
2018.08.13,-75.9999999999983,411.99999999999017,,335.99999999999187
2018.08.13,-64.0000000000085,350.9999999999902,,286.9999999999817
2018.08.13,-33.000000000005244,234.00000000000088,,200.99999999999562
2018.08.13,-74.00000000000739,178.99999999999582,,104.99999999998843
2018.08.13,-86.0000000000083,148.99999999999915,,62.99999999999085
2018.08.13,-73.00000000000084,136.00000000000279,,63.00000000000195
2018.08.13,-48.000000000003595,218.00000000000708,,170.00000000000347
2018.08.13,-57.00000000000705,228.99999999999034,,171.9999999999833
2018.08.13,-40.00000000000669,214.99999999998744,,174.99999999998073
2018.08.13,-85.00000000000173,143.99999999998857,,58.99999999998684
2018.08.13,-42.0000000000087,194.0000000000053,,151.9999999999966
2018.08.13,-11.00000000000545,242.99999999999324,,231.99999999998778
2018.08.13,0.0,329.99999999998585,,329.99999999998585
2018.08.14,-16.0000000000049,373.00000000000114,,356.99999999999625
2018.08.14,-9.999999999998899,265.99999999998846,,255.99999999998957
2018.08.14,-1.0000000000065512,317.9999999999961,,316.99999999998954
2018.08.14,-9.999999999998899,326.0000000000041,,316.0000000000052
2018.08.14,-1.0000000000065512,312.00000000000114,,310.9999999999946
2018.08.14,-14.999999999998348,272.00000000000557,,257.0000000000072
2018.08.14,-57.00000000000705,231.99999999998778,,174.99999999998073
2018.08.14,-73.00000000000084,282.9999999999888,,209.99999999998795
2018.08.14,-74.00000000000739,302.0000000000023,,227.99999999999488
2018.08.14,-64.0000000000085,295.99999999998516,,231.99999999997667
2018.08.14,-72.0000000000054,319.999999999987,,247.99999999998158
2018.08.14,-53.999999999998494,367.0000000000062,,313.00000000000773
2018.08.14,-62.000000000006494,357.99999999999164,,295.99999999998516
2018.08.14,-92.00000000000318,312.9999999999855,,220.99999999998232
2018.08.14,-85.00000000000173,347.9999999999928,,262.999999999991
2018.08.14,-109.99999999999899,287.9999999999994,,178.0000000000004
2018.08.14,-113.00000000000753,238.99999999998923,,125.9999999999817
2018.08.14,-102.00000000000209,259.9999999999936,,157.99999999999147
2018.08.14,-82.00000000000429,309.99999999998806,,227.99999999998377
2018.08.14,12.000000000000899,455.0000000000054,,467.0000000000063
2018.08.14,12.999999999996348,411.99999999999017,,424.9999999999865
2018.08.14,78.00000000000028,390.0000000000015,,468.00000000000176
2018.08.14,78.99999999999574,364.9999999999931,,443.99999999998886
2018.08.14,-1.0000000000065512,120.99999999999334,,119.99999999998678
2018.08.14,-3.0000000000085514,80.99999999999774,,77.99999999998919
2018.08.14,153.99999999999858,200.00000000000017,,353.99999999999875
2018.08.14,165.9999999999995,300.99999999999574,,466.9999999999952
2018.08.14,227.99999999999488,319.999999999987,,547.9999999999818
2018.08.14,239.0000000000003,280.9999999999979,,519.9999999999982
2018.08.14,229.99999999999687,234.99999999998522,,464.9999999999821
2018.08.14,215.99999999999397,184.99999999999073,,400.9999999999847
2018.08.14,154.99999999999403,148.99999999999915,,303.9999999999932
2018.08.14,168.99999999999693,126.0000000000039,,295.0000000000008
2018.08.14,187.9999999999993,92.99999999998754,,280.9999999999868
2018.08.14,163.99999999999747,48.99999999998794,,212.99999999998542
2018.08.14,-13.00000000000745,-9.000000000014552,,-22.000000000022002
2018.08.14,2.000000000002,-180.0000000000024,,-178.0000000000004
2018.08.14,-23.00000000000635,-278.00000000000045,,-301.0000000000068
2018.08.14,-72.0000000000054,-341.00000000001353,,-413.00000000001893
2018.08.14,-60.00000000000449,-339.0000000000004,,-399.0000000000049
2018.08.14,-133.00000000000534,-409.0000000000149,,-542.0000000000202
2018.08.14,-104.00000000000409,-324.0000000000132,,-428.0000000000173
2018.08.14,-175.00000000000293,-417.0000000000007,,-592.0000000000036
2018.08.14,-168.00000000000148,-385.99999999999744,,-553.9999999999989
2018.08.14,-128.00000000000588,-337.0000000000095,,-465.00000000001535
2018.08.14,-109.99999999999899,-322.00000000000006,,-431.99999999999903
